rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.44409650514906,79.25093932178531,300536,农尚环境,confirmed_rebound,2024-04-30,11.22,2024-04-30,11.21,0.08920606601248694,10.883140053523627,28.825396825396822,False,-19.9143,8.819,4,4,4,100.0,34.53940404459021,60.27027027027027,7.910793933987513,0.08920606601248694,历史4/4次成功; 当前距低点0.09%; 最新日涨幅-19.91%; 状态confirmed_rebound; 底部未确认
2,81.62100924743447,75.98492829178602,000691,亚太实业,confirmed_rebound,2024-04-30,3.57,2024-04-30,3.56,0.2808988764044884,9.550561797752804,28.799999999999997,False,-8.2262,10.849,3,3,3,100.0,35.99665446230238,76.05633802816902,7.719101123595512,0.2808988764044884,历史3/3次成功; 当前距低点0.28%; 最新日涨幅-8.23%; 状态confirmed_rebound; 底部未确认
3,81.2609752627983,78.57257450522015,688276,百克生物,bottom_area,2024-04-30,39.07,2024-04-26,38.21,2.250719706883013,5.469772310913363,30.778985507246382,False,-2.3006,1.5808,3,3,3,100.0,13.786104499534513,16.844155844155843,5.749280293116987,2.250719706883013,历史3/3次成功; 当前距低点2.25%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
4,80.09793302959008,75.50687401020201,002432,九安医疗,bottom_area,2024-04-30,40.09,2024-04-17,39.72,0.9315206445115927,6.948640483383681,27.75554747180793,False,-2.5523,2.7285,2,2,2,100.0,37.638392901550795,65.03496503496503,7.068479355488408,0.9315206445115927,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
5,66.51248640491342,67.29169235268475,002835,同为股份,confirmed_rebound,2024-04-30,18.17,2024-04-25,17.37,4.605641911341396,12.262521588946452,27.805486284289273,True,-1.6775,11.5799,1,1,1,100.0,16.35782747603834,16.35782747603834,3.3943580886586036,4.605641911341396,历史1/1次成功; 当前距低点4.61%; 最新日涨幅-1.68%; 状态confirmed_rebound; 底部已确认
