rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.84655707762559,81.07333333333335,600172,黄河旋风,bottom_area,2024-12-17,4.38,2024-12-17,4.32,1.3888888888888797,6.944444444444439,32.39436619718309,False,-2.6667,8.989,1,1,1,100.0,51.074589127686465,51.074589127686465,13.611111111111118,1.3888888888888797,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
2,80.89596019202416,70.49650468054634,603278,大业股份,bottom_area,2024-12-17,8.66,2024-12-17,8.65,0.11560693641618251,9.826589595375717,32.05027494108405,False,-9.8855,9.0888,1,1,1,100.0,27.581120943952804,27.581120943952804,14.884393063583817,0.11560693641618251,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
3,78.67276000946572,69.68207302631441,688255,凯尔达,bottom_area,2024-12-17,28.7,2024-12-17,28.42,0.9852216748768388,10.309641097818437,28.736208625877634,False,-7.1197,7.0601,2,2,2,100.0,17.19558303781507,17.774851876234372,14.014778325123162,0.9852216748768388,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-7.12%; 状态bottom_area; 底部未确认
4,72.79242848425747,64.0934268576308,002681,奋达科技,bottom_area,2024-12-17,7.53,2024-12-17,7.48,0.6684491978609601,6.283422459893044,28.693994280266917,False,-3.4615,16.2128,2,3,2,66.66666666666666,38.82163635530716,46.084337349397586,14.33155080213904,0.6684491978609601,历史2/3次成功; 当前距低点0.67%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
5,69.65273461213117,61.06341304818697,300497,富祥股份,bottom_area,2024-12-17,9.21,2024-12-17,9.17,0.4362050163576982,4.580152671755725,29.189189189189186,False,-3.7618,2.3491,2,3,2,66.66666666666666,19.68437536997772,24.094025465230157,14.5637949836423,0.4362050163576982,历史2/3次成功; 当前距低点0.44%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
6,58.2640524771371,51.39704546436194,603078,江化微,bottom_area,2024-12-17,17.05,2024-12-17,16.92,0.7683215130023582,4.905437352245853,27.413127413127402,False,-3.18,3.5954,1,2,1,50.0,24.563540397888758,24.563540397888758,14.231678486997643,0.7683215130023582,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
7,57.57636171992913,50.646383360486894,688031,星环科技,bottom_area,2024-12-17,50.61,2024-12-17,50.3,0.6163021868787322,10.516898608349914,27.10144927536232,False,-8.3152,5.2093,1,2,1,50.0,18.664259927797826,18.664259927797826,14.383697813121268,0.6163021868787322,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-8.32%; 状态bottom_area; 底部未确认
8,52.46320175438597,45.6201754385965,002031,巨轮智能,bottom_area,2024-12-17,6.08,2024-12-17,6.08,0.0,8.223684210526317,28.470588235294116,False,-9.9259,22.3099,1,3,1,33.33333333333333,15.789473684210522,15.789473684210522,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.93%; 状态bottom_area; 底部未确认
