rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.61377341939415,77.51446366782007,603203,快克智能,bottom_area,2022-06-17,23.62,2022-06-17,23.12,2.162629757785467,2.5951557093425515,30.549714629017714,False,0.5106,0.3715,1,1,1,100.0,17.877739331026522,17.877739331026522,12.837370242214533,2.162629757785467,历史1/1次成功; 当前距低点2.16%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
2,85.0024324751032,77.8712849162011,002663,普邦股份,bottom_area,2022-06-17,1.84,2022-06-14,1.79,2.793296089385477,6.145251396648037,31.939163498098853,False,-1.0753,1.161,1,1,1,100.0,66.45569620253163,66.45569620253163,12.206703910614522,2.793296089385477,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
3,81.74732222707078,75.53806178723693,002802,洪汇新材,bottom_area,2022-06-17,14.27,2022-06-08,13.82,3.256150506512296,6.078147612156294,30.726817042606513,False,0.6347,0.8679,1,1,1,100.0,20.65637065637066,20.65637065637066,11.743849493487705,3.256150506512296,历史1/1次成功; 当前距低点3.26%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
4,74.74024921630091,67.23206896551723,002339,积成电子,bottom_area,2022-06-17,5.61,2022-06-17,5.51,1.8148820326678865,4.174228675136124,30.604534005037788,False,1.0811,7.1341,1,2,1,50.0,82.94930875576038,82.94930875576038,13.185117967332113,1.8148820326678865,历史1/2次成功; 当前距低点1.81%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
5,54.75535646101658,50.26708838479168,688298,东方生物,bottom_area,2022-06-17,132.8,2022-06-17,129.05,2.9058504455637344,4.21542037969779,32.92619542619542,False,-0.2629,4.3328,1,4,1,25.0,15.470039788586028,15.470039788586028,12.094149554436266,2.9058504455637344,历史1/4次成功; 当前距低点2.91%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
