rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.94244793792005,82.36073532579053,300437,清水源,confirmed_rebound,2022-04-26,17.66,2022-04-26,17.35,1.7867435158501366,8.126801152737752,29.643146796431463,False,-1.1198,7.5548,5,5,5,100.0,22.01349753725175,30.330330330330323,6.213256484149864,1.7867435158501366,历史5/5次成功; 当前距低点1.79%; 最新日涨幅-1.12%; 状态confirmed_rebound; 底部未确认
145,72.03519694716738,67.28199623215649,300546,雄帝科技,bottom_area,2022-04-26,24.46,2022-04-26,24.35,0.45174537987679436,7.3100616016427,28.96732788798133,False,-3.6629,11.0539,3,4,3,75.0,18.585890850943954,33.791666666666664,7.548254620123205,0.45174537987679436,历史3/4次成功; 当前距低点0.45%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
146,72.03031221124174,67.64600679880537,688039,当虹科技,confirmed_rebound,2022-04-26,30.13,2022-04-26,29.91,0.7355399531929083,11.969241056502849,28.44497607655502,False,-7.8029,3.265,2,2,2,100.0,13.403429527339858,17.019445878506282,7.264460046807092,0.7355399531929083,历史2/2次成功; 当前距低点0.74%; 最新日涨幅-7.80%; 状态confirmed_rebound; 底部未确认
147,72.0080787762626,67.13427384250097,000650,仁和药业,bottom_area,2022-04-26,5.62,2022-04-26,5.6,0.3571428571428654,5.71428571428572,30.5210918114144,False,-3.6021,2.0047,1,1,1,100.0,12.46537396121883,12.46537396121883,7.642857142857134,0.3571428571428654,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
148,71.95235294344053,66.93601725516301,603338,浙江鼎力,bottom_area,2022-04-26,32.9,2022-04-26,32.82,0.24375380865325502,5.636806825106647,31.624999999999996,False,-3.6039,1.0874,1,1,1,100.0,10.009548058561412,10.009548058561412,7.7562461913467455,0.24375380865325502,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
149,71.94452908587257,66.61530470914127,603070,万控智造,bottom_area,2022-04-26,18.03,2022-04-26,18.03,0.0,4.547975596228509,27.44466800804829,False,-9.985,26.1864,1,1,1,100.0,17.555401662049874,17.555401662049874,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
150,71.90329968454259,66.57712933753943,600403,大有能源,bottom_area,2022-04-26,4.65,2022-04-26,4.65,0.0,7.096774193548389,32.510885341074015,False,-10.058,1.7344,1,1,1,100.0,17.350157728706634,17.350157728706634,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
151,71.87750364707786,67.37846467065869,600268,国电南自,bottom_area,2022-04-26,6.29,2022-04-26,6.25,0.6400000000000006,6.560000000000002,29.617117117117125,False,-3.6753,1.2373,1,1,1,100.0,17.245508982035922,17.245508982035922,7.359999999999999,0.6400000000000006,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
152,71.76996937212864,66.45367534456355,600363,联创光电,confirmed_rebound,2022-04-26,16.47,2022-04-26,16.47,0.0,8.075288403157268,29.705505761843792,False,-10.0,2.9315,1,1,1,100.0,26.901480347115875,26.901480347115875,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
153,71.72799688675249,70.63059589271688,605567,春雪食品,confirmed_rebound,2022-04-26,14.52,2022-04-26,14.07,3.198294243070357,9.310589907604836,28.903486609398684,False,-5.7143,20.66,1,1,1,100.0,36.46616541353383,36.46616541353383,4.8017057569296435,3.198294243070357,历史1/1次成功; 当前距低点3.20%; 最新日涨幅-5.71%; 状态confirmed_rebound; 底部未确认
154,71.66678425286855,67.26834800838579,000070,特发信息,bottom_area,2022-04-26,4.27,2022-04-26,4.24,0.7075471698113057,7.075471698113203,29.215358931552586,False,-4.6875,0.6827,1,1,1,100.0,17.481481481481477,17.481481481481477,7.292452830188695,0.7075471698113057,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
155,71.63195577320053,67.17422983281935,600219,南山铝业,bottom_area,2022-04-26,3.05,2022-04-26,3.03,0.6600660066006607,5.610561056105623,28.87323943661972,False,-3.481,0.9439,1,1,1,100.0,16.39344262295081,16.39344262295081,7.339933993399339,0.6600660066006607,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
156,71.58604463427658,66.63340809658305,300346,南大光电,bottom_area,2022-04-26,29.33,2022-04-26,29.25,0.2735042735042677,7.316239316239319,29.518072289156628,False,-4.7109,3.3328,1,1,1,100.0,8.74730021598272,8.74730021598272,7.726495726495733,0.2735042735042677,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-4.71%; 状态bottom_area; 底部未确认
157,71.55335161632136,66.89245778365385,603039,泛微网络,bottom_area,2022-04-26,40.3,2022-04-26,40.1,0.49875311720697185,6.907730673316697,32.58238063214525,False,-3.1948,0.5358,1,1,1,100.0,12.901155327342744,12.901155327342744,7.501246882793028,0.49875311720697185,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
158,71.42798076923079,66.13701923076924,002544,普天科技,bottom_area,2022-04-26,17.51,2022-04-26,17.51,0.0,5.7681324957167215,28.994322789943222,False,-9.9743,0.8016,1,1,1,100.0,14.983974358974352,14.983974358974352,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
159,71.42568385065375,66.89047070491303,002115,三维通信,bottom_area,2022-04-26,3.41,2022-04-26,3.39,0.5899705014749268,7.079646017699108,30.816326530612248,False,-4.4818,1.8117,1,1,1,100.0,14.008620689655181,14.008620689655181,7.410029498525074,0.5899705014749268,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
160,71.34583250325488,66.83638936535164,002467,二六三,bottom_area,2022-04-26,3.32,2022-04-26,3.3,0.6060606060606066,7.27272727272728,32.37704918032787,False,-4.0462,1.2894,1,1,1,100.0,13.91509433962264,13.91509433962264,7.393939393939393,0.6060606060606066,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-4.05%; 状态bottom_area; 底部未确认
161,71.32458534515956,66.147711793904,600230,沧州大化,confirmed_rebound,2022-04-26,11.97,2022-04-26,11.96,0.08361204013377747,12.709030100334443,32.73340832395951,False,-9.9323,4.5337,1,1,1,100.0,14.02337228714524,14.02337228714524,7.916387959866222,0.08361204013377747,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-9.93%; 状态confirmed_rebound; 底部未确认
162,71.21044501068724,71.18938730956711,002353,杰瑞股份,bottom_area,2022-04-26,29.75,2022-04-26,28.61,3.9846207619713407,6.186648025166024,30.355404089581306,False,-0.4684,1.6344,2,2,2,100.0,12.012487348719185,15.024390243902431,4.015379238028659,3.9846207619713407,历史2/2次成功; 当前距低点3.98%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
163,71.18208453868981,66.4328969777629,688001,华兴源创,bottom_area,2022-04-26,19.55,2022-04-26,19.47,0.41088854648177636,6.420133538777607,31.467793030623024,False,-4.2605,1.3271,1,1,1,100.0,9.353348729792147,9.353348729792147,7.589111453518224,0.41088854648177636,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-4.26%; 状态bottom_area; 底部未确认
164,71.17861049094743,66.39488000604017,002626,金达威,bottom_area,2022-04-26,20.93,2022-04-26,20.85,0.38369304556354095,6.5227817745803325,32.893466366269706,False,-5.4652,1.0088,1,1,1,100.0,8.815592203898044,8.815592203898044,7.616306954436459,0.38369304556354095,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-5.47%; 状态bottom_area; 底部未确认
165,71.04077909227728,66.64427956989248,603336,宏辉果蔬,bottom_area,2022-04-26,5.93,2022-04-26,5.89,0.6791171477079803,5.7724957555178396,28.692493946731233,False,-3.4202,4.3902,1,1,1,100.0,13.777777777777775,13.777777777777775,7.320882852292019,0.6791171477079803,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
166,71.02332822839234,66.20610447797625,300382,斯莱克,confirmed_rebound,2022-04-26,8.62,2022-04-26,8.59,0.34924330616995763,9.429569266589063,29.35855263157895,False,-6.71,2.8241,1,1,1,100.0,17.593436645396533,17.593436645396533,7.650756693830043,0.34924330616995763,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-6.71%; 状态confirmed_rebound; 底部未确认
167,70.94086110445566,66.24309734513272,002170,芭田股份,bottom_area,2022-04-26,4.58,2022-04-26,4.56,0.4385964912280803,7.236842105263159,31.01361573373677,False,-7.4747,3.6731,1,1,1,100.0,8.672566371681404,8.672566371681404,7.56140350877192,0.4385964912280803,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-7.47%; 状态bottom_area; 底部未确认
168,70.91505731561648,65.79938668856207,688011,新光光电,confirmed_rebound,2022-04-26,18.46,2022-04-26,18.44,0.10845986984815387,8.405639913232088,30.36253776435045,False,-6.5789,1.3921,1,1,1,100.0,12.45524296675191,12.45524296675191,7.891540130151846,0.10845986984815387,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-6.58%; 状态confirmed_rebound; 底部未确认
169,70.91503751435172,66.27351068236969,002184,海得控制,bottom_area,2022-04-26,8.35,2022-04-26,8.31,0.48134777376653604,7.701564380264727,31.77339901477832,False,-6.808,2.759,1,1,1,100.0,9.360126916975144,9.360126916975144,7.518652226233464,0.48134777376653604,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
170,70.86830271476386,65.61879880996653,002837,英维克,bottom_area,2022-04-26,20.71,2022-04-26,20.71,0.0,5.64944471269917,31.355651309247595,False,-9.9957,4.1193,1,1,1,100.0,12.197843064336189,12.197843064336189,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
171,70.82075813798912,66.42006320163415,600149,廊坊发展,bottom_area,2022-04-26,4.54,2022-04-26,4.51,0.6651884700665244,7.760532150776066,32.68656716417911,False,-4.8218,2.7158,1,1,1,100.0,12.401574803149604,12.401574803149604,7.334811529933476,0.6651884700665244,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
172,70.80051286243423,66.44133870812968,688206,概伦电子,confirmed_rebound,2022-04-26,18.79,2022-04-26,18.66,0.6966773847802733,10.718113612004288,28.20315505963832,False,-7.2099,2.9213,1,1,1,100.0,23.11700615821885,23.11700615821885,7.303322615219726,0.6966773847802733,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-7.21%; 状态confirmed_rebound; 底部未确认
173,70.78188155193757,66.16068003942259,002080,中材科技,bottom_area,2022-04-26,18.44,2022-04-26,18.35,0.4904632152588548,6.10354223433241,30.728576821442044,False,-3.7076,1.0136,1,1,1,100.0,8.865248226950355,8.865248226950355,7.509536784741146,0.4904632152588548,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-3.71%; 状态bottom_area; 底部未确认
174,70.78133273004612,68.47027528233855,688085,三友医疗,confirmed_rebound,2022-04-26,18.44,2022-04-26,18.03,2.2739877981142547,10.870770937326663,29.898911353032652,False,-5.9184,5.528,1,1,1,100.0,13.52133044107013,13.52133044107013,5.726012201885745,2.2739877981142547,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-5.92%; 状态confirmed_rebound; 底部未确认
175,70.75214182625135,65.7638661275266,001317,三羊马,confirmed_rebound,2022-04-26,55.15,2022-04-26,55.04,0.19985465116278966,11.082848837209305,28.136832484658576,False,-9.8119,47.1763,1,1,1,100.0,13.38459533428906,13.38459533428906,7.80014534883721,0.19985465116278966,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-9.81%; 状态confirmed_rebound; 底部未确认
176,70.62650526315791,65.39491228070176,605167,利柏特,bottom_area,2022-04-26,6.8,2022-04-26,6.8,0.0,6.470588235294124,31.726907630522096,False,-4.8951,2.6135,1,1,1,100.0,10.994152046783618,10.994152046783618,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.90%; 状态bottom_area; 底部未确认
177,70.58155693086651,67.1899801275261,002111,威海广泰,bottom_area,2022-04-26,7.75,2022-04-26,7.64,1.4397905759162346,4.450261780104722,28.99628252788104,False,-0.641,0.9241,2,3,2,66.66666666666666,14.871161150260495,15.227629513343796,6.560209424083766,1.4397905759162346,历史2/3次成功; 当前距低点1.44%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
178,70.57777944179715,65.3497957794418,300730,科创信息,confirmed_rebound,2022-04-26,13.88,2022-04-26,13.88,0.0,11.671469740633999,31.625615763546794,False,-8.6842,11.5142,1,1,1,100.0,20.966643975493536,20.966643975493536,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.68%; 状态confirmed_rebound; 底部未确认
179,70.55437966321497,66.14296806198094,000791,甘肃能源,bottom_area,2022-04-26,4.69,2022-04-26,4.66,0.64377682403434,5.793991416309003,27.52721617418351,False,-3.299,1.5049,1,1,1,100.0,10.649350649350641,10.649350649350641,7.356223175965661,0.64377682403434,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
180,70.53622759885157,66.08265701686639,300378,鼎捷数智,bottom_area,2022-04-26,13.2,2022-04-26,13.12,0.6097560975609762,7.469512195121955,30.947368421052634,False,-4.3478,2.2017,1,1,1,100.0,9.908069458631264,9.908069458631264,7.390243902439024,0.6097560975609762,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
181,70.52196285083056,66.35425742574259,300549,优德精密,confirmed_rebound,2022-04-26,10.89,2022-04-26,10.8,0.8333333333333319,9.53703703703703,29.687499999999993,False,-2.5939,1.3644,1,1,1,100.0,14.108910891089115,14.108910891089115,7.166666666666669,0.8333333333333319,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-2.59%; 状态confirmed_rebound; 底部未确认
182,70.44128243826512,65.35105803926366,605218,伟时电子,confirmed_rebound,2022-04-26,9.86,2022-04-26,9.85,0.10152284263959174,10.355329949238575,30.141843971631204,False,-9.872,2.4072,1,1,1,100.0,9.959839357429722,9.959839357429722,7.898477157360409,0.10152284263959174,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-9.87%; 状态confirmed_rebound; 底部未确认
183,70.4173731284092,66.04080740964463,002654,万润科技,bottom_area,2022-04-26,3.03,2022-04-26,3.01,0.6644518272425255,5.647840531561474,32.662192393736014,False,-3.5032,1.7074,1,1,1,100.0,10.353535353535358,10.353535353535358,7.335548172757475,0.6644518272425255,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
184,70.36684037831095,66.10099197431781,300581,晨曦航空,bottom_area,2022-04-26,16.14,2022-04-26,16.02,0.7490636704119913,6.9912609238452,29.582417582417587,False,-4.7788,2.3061,1,1,1,100.0,11.714285714285719,11.714285714285719,7.25093632958801,0.7490636704119913,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
185,70.29518779668139,70.58789106176687,300658,延江股份,confirmed_rebound,2022-04-26,7.91,2022-04-26,7.59,4.216073781291176,14.361001317523057,29.72222222222223,False,-2.706,2.5551,2,2,2,100.0,21.830856360810415,26.72018348623853,3.783926218708824,4.216073781291176,历史2/2次成功; 当前距低点4.22%; 最新日涨幅-2.71%; 状态confirmed_rebound; 底部未确认
186,70.29210324891106,66.307981147616,000532,华金资本,confirmed_rebound,2022-04-26,9.4,2022-04-26,9.31,0.9667024704618674,8.270676691729319,28.713629402756506,False,-5.1463,1.8542,1,1,1,100.0,25.710014947683103,25.710014947683103,7.033297529538133,0.9667024704618674,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-5.15%; 状态confirmed_rebound; 底部未确认
187,70.28541313122683,65.826295878035,603050,科林电气,bottom_area,2022-04-26,10.18,2022-04-26,10.12,0.5928853754940762,7.1146245059288615,30.637422892392053,False,-5.1258,1.7968,1,1,1,100.0,8.322981366459626,8.322981366459626,7.407114624505924,0.5928853754940762,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-5.13%; 状态bottom_area; 底部未确认
188,70.2595103632712,65.87093851132686,600215,派斯林,confirmed_rebound,2022-04-26,6.22,2022-04-26,6.18,0.647249190938512,11.812297734627839,29.047072330654434,False,-7.7151,1.31,1,1,1,100.0,19.444444444444457,19.444444444444457,7.352750809061488,0.647249190938512,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-7.72%; 状态confirmed_rebound; 底部未确认
189,70.24953129416258,65.79735726096683,605069,正和生态,bottom_area,2022-04-26,13.49,2022-04-26,13.41,0.5965697240865032,7.009694258016403,31.790437436419122,False,-6.6436,5.0428,1,1,1,100.0,8.212560386473426,8.212560386473426,7.403430275913498,0.5965697240865032,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-6.64%; 状态bottom_area; 底部未确认
190,70.1695846168814,65.50870961769877,002247,聚力文化,confirmed_rebound,2022-04-26,2.35,2022-04-26,2.34,0.42735042735043727,8.547008547008556,29.09090909090909,False,-5.2419,2.639,1,1,1,100.0,14.801444043321304,14.801444043321304,7.5726495726495635,0.42735042735043727,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-5.24%; 状态confirmed_rebound; 底部未确认
191,70.16063334815341,65.26353204172872,002442,龙星科技,confirmed_rebound,2022-04-26,4.19,2022-04-26,4.18,0.23923444976078173,8.851674641148328,29.865771812080546,False,-6.4732,1.5917,1,1,1,100.0,11.177347242921014,11.177347242921014,7.760765550239218,0.23923444976078173,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-6.47%; 状态confirmed_rebound; 底部未确认
192,70.07360439560439,64.88296703296703,002702,海欣食品,bottom_area,2022-04-26,5.29,2022-04-26,5.29,0.0,5.671077504725894,31.119791666666664,False,-10.034,12.3364,1,1,1,100.0,8.241758241758244,8.241758241758244,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
193,70.03630107526888,65.65903225806456,002520,日发精机,bottom_area,2022-04-26,4.68,2022-04-26,4.65,0.6451612903225669,6.881720430107513,27.795031055900623,False,-4.878,2.1605,1,1,1,100.0,8.064516129032258,8.064516129032258,7.354838709677433,0.6451612903225669,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-4.88%; 状态bottom_area; 底部未确认
194,69.85842352941177,64.68372549019608,002449,国星光电,confirmed_rebound,2022-04-26,6.27,2022-04-26,6.27,0.0,10.047846889952167,31.699346405228763,False,-10.043,3.0171,1,1,1,100.0,17.38562091503268,17.38562091503268,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态confirmed_rebound; 底部未确认
195,69.68866838849397,65.4914871774701,000815,美利云,bottom_area,2022-04-26,9.15,2022-04-26,9.08,0.7709251101321617,7.488986784140966,29.338521400778205,False,-3.3791,6.8062,1,1,1,100.0,8.705357142857135,8.705357142857135,7.229074889867839,0.7709251101321617,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
196,69.63445027140779,65.45695162228647,300671,富满微,confirmed_rebound,2022-04-26,55.28,2022-04-26,54.85,0.7839562443026431,8.659981768459435,31.0062893081761,False,-5.1476,3.8997,1,1,1,100.0,18.894472361809044,18.894472361809044,7.216043755697357,0.7839562443026431,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-5.15%; 状态confirmed_rebound; 底部未确认
197,69.62441661923181,68.07554190434399,002173,创新医疗,confirmed_rebound,2022-04-26,5.45,2022-04-26,5.3,2.8301886792452895,8.490566037735853,29.708222811671092,False,-6.0345,5.1202,1,1,1,100.0,18.21705426356588,18.21705426356588,5.169811320754711,2.8301886792452895,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-6.03%; 状态confirmed_rebound; 底部未确认
198,69.56329299505991,65.1619358883498,605098,行动教育,confirmed_rebound,2022-04-26,38.41,2022-04-26,38.18,0.6024096385542087,8.748035620743853,29.53119232189,False,-6.454,2.0948,1,1,1,100.0,15.082956259426847,15.082956259426847,7.397590361445791,0.6024096385542087,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-6.45%; 状态confirmed_rebound; 底部未确认
199,69.46621435502844,64.76286844789084,000697,炼石航空,confirmed_rebound,2022-04-26,5.64,2022-04-26,5.62,0.35587188612098886,8.185053380782916,31.961259079903144,False,-6.7769,1.0466,1,1,1,100.0,9.915356711003632,9.915356711003632,7.644128113879011,0.35587188612098886,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-6.78%; 状态confirmed_rebound; 底部未确认
200,69.26720964814741,67.49563872607865,688030,山石网科,confirmed_rebound,2022-04-26,17.8,2022-04-26,17.34,2.6528258362168446,8.419838523644756,30.361445783132528,False,-4.0431,1.4634,1,1,1,100.0,12.9251700680272,12.9251700680272,5.347174163783156,2.6528258362168446,历史1/1次成功; 当前距低点2.65%; 最新日涨幅-4.04%; 状态confirmed_rebound; 底部未确认
201,69.20042623256951,66.05184106273944,300693,盛弘股份,bottom_area,2022-04-26,17.37,2022-04-26,17.1,1.57894736842105,7.017543859649118,27.969671440606557,False,-2.0857,4.2227,2,3,2,66.66666666666666,10.457926860606307,11.88399476668121,6.42105263157895,1.57894736842105,历史2/3次成功; 当前距低点1.58%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
202,69.18239845789583,65.21357245337161,000630,铜陵有色,bottom_area,2022-04-26,3.26,2022-04-26,3.23,0.9287925696594366,6.501547987616098,27.415730337078653,False,-4.3988,2.3131,1,1,1,100.0,9.146341463414643,9.146341463414643,7.071207430340563,0.9287925696594366,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
203,69.13128028825864,64.45645075784532,002798,帝欧水华,confirmed_rebound,2022-04-26,8.35,2022-04-26,8.32,0.36057692307691536,9.014423076923077,27.84041630529054,False,-7.9383,2.3578,1,1,1,100.0,8.32562442183164,8.32562442183164,7.6394230769230855,0.36057692307691536,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-7.94%; 状态confirmed_rebound; 底部未确认
204,68.93010271903324,63.824169184290035,000534,万泽股份,confirmed_rebound,2022-04-26,9.08,2022-04-26,9.08,0.0,8.370044052863433,29.938271604938276,False,-10.0099,1.8542,1,1,1,100.0,12.764350453172202,12.764350453172202,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
205,68.83920000000002,63.74000000000001,603297,永新光学,confirmed_rebound,2022-04-26,65.7,2022-04-26,65.7,0.0,12.617960426179591,27.39529229749143,False,-10.0,2.9938,1,1,1,100.0,12.31182795698925,12.31182795698925,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
206,68.74858106637652,63.65609357997825,603028,赛福天,confirmed_rebound,2022-04-26,7.34,2022-04-26,7.34,0.0,9.536784741144405,27.326732673267323,False,-7.673,1.3703,1,1,1,100.0,11.860718171926006,11.860718171926006,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.67%; 状态confirmed_rebound; 底部未确认
207,68.73019976170526,64.304192605768,000807,云铝股份,confirmed_rebound,2022-04-26,9.31,2022-04-26,9.26,0.5399568034557313,10.151187904967598,31.861662987490803,False,-9.3476,4.0086,1,1,1,100.0,9.70588235294118,9.70588235294118,7.4600431965442695,0.5399568034557313,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-9.35%; 状态confirmed_rebound; 底部未确认
208,68.5189551972905,64.37710302665963,600997,开滦股份,confirmed_rebound,2022-04-26,6.64,2022-04-26,6.59,0.758725341426401,9.408194233687407,31.210855949895617,False,-9.2896,2.8942,1,1,1,100.0,12.77955271565495,12.77955271565495,7.241274658573599,0.758725341426401,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-9.29%; 状态confirmed_rebound; 底部未确认
209,68.45420604045135,64.38233803319649,002159,三特索道,confirmed_rebound,2022-04-26,8.69,2022-04-26,8.62,0.8120649651972192,11.25290023201857,28.99505766062604,False,-5.9524,2.9347,1,1,1,100.0,13.461538461538462,13.461538461538462,7.187935034802781,0.8120649651972192,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-5.95%; 状态confirmed_rebound; 底部未确认
210,68.44744089012518,63.37726008344924,002265,建设工业,confirmed_rebound,2022-04-26,11.57,2022-04-26,11.57,0.0,14.779602420051848,27.82283218964442,False,-9.9611,4.6939,1,1,1,100.0,10.361613351877597,10.361613351877597,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
211,68.1762543421852,64.33699152542374,300647,超频三,confirmed_rebound,2022-04-26,6.14,2022-04-26,6.08,0.9868421052631514,13.815789473684209,27.876631079478052,False,-8.631,2.6613,1,1,1,100.0,15.360169491525436,15.360169491525436,7.013157894736849,0.9868421052631514,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-8.63%; 状态confirmed_rebound; 底部未确认
212,68.03588888888886,63.9011111111111,000829,天音控股,confirmed_rebound,2022-04-26,8.16,2022-04-26,8.1,0.7407407407407469,9.135802469135806,27.807486631016047,False,-7.9007,4.7728,1,1,1,100.0,10.000000000000014,10.000000000000014,7.259259259259252,0.7407407407407469,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-7.90%; 状态confirmed_rebound; 底部未确认
213,64.10484808745437,60.76058546354107,000676,智度股份,bottom_area,2022-04-26,5.0,2022-04-26,4.94,1.214574898785417,5.060728744939271,31.95592286501377,False,-0.7937,1.506,1,2,1,50.0,30.321592649310862,30.321592649310862,6.785425101214583,1.214574898785417,历史1/2次成功; 当前距低点1.21%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
214,61.68694001543364,57.74229765853591,300603,立昂技术,confirmed_rebound,2022-04-26,8.9,2022-04-26,8.85,0.5649717514124375,11.299435028248588,30.094786729857827,False,-6.6107,7.9821,2,3,2,66.66666666666666,13.622400995105375,15.274463007159895,7.435028248587562,0.5649717514124375,历史2/3次成功; 当前距低点0.56%; 最新日涨幅-6.61%; 状态confirmed_rebound; 底部未确认
215,61.34176284622796,57.72436905228477,603353,和顺石油,confirmed_rebound,2022-04-26,15.6,2022-04-26,15.47,0.8403361344537751,9.372979961215263,30.126467931345978,False,-5.9675,1.9478,2,3,2,66.66666666666666,16.90144501168123,17.582417582417577,7.159663865546226,0.8403361344537751,历史2/3次成功; 当前距低点0.84%; 最新日涨幅-5.97%; 状态confirmed_rebound; 底部未确认
216,61.07806808743285,56.553766747623,002366,融发核电,confirmed_rebound,2022-04-26,3.82,2022-04-26,3.82,0.0,9.424083769633505,32.98245614035088,False,-9.9057,8.4555,2,3,2,66.66666666666666,12.565054198689973,16.299559471365644,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-9.91%; 状态confirmed_rebound; 底部未确认
217,59.90574495759572,56.3319598731739,688020,方邦股份,confirmed_rebound,2022-04-26,32.66,2022-04-26,32.4,0.8024691358024629,11.049382716049378,29.164844774814174,False,-5.0581,1.836,2,3,2,66.66666666666666,8.951198043746524,9.28211586901762,7.197530864197538,0.8024691358024629,历史2/3次成功; 当前距低点0.80%; 最新日涨幅-5.06%; 状态confirmed_rebound; 底部未确认
