rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.24601464354527,74.27933333333333,600221,海航控股,bottom_area,2024-11-14,1.73,2024-11-14,1.71,1.1695906432748548,9.356725146198839,29.918032786885245,False,-7.4866,5.7999,1,1,1,100.0,20.999999999999996,20.999999999999996,18.83040935672515,1.1695906432748548,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-7.49%; 状态bottom_area; 底部未确认
2,64.2277783297381,53.93981855481662,603196,璞源材料,bottom_area,2024-11-14,14.24,2024-11-14,14.18,0.423131170662909,6.5585331452750335,30.896686159844055,False,-5.0667,4.8951,2,5,2,40.0,22.33633131144113,22.85714285714286,19.57686882933709,0.423131170662909,历史2/5次成功; 当前距低点0.42%; 最新日涨幅-5.07%; 状态bottom_area; 底部未确认
3,57.76438246774255,48.64544212042462,002765,蓝黛科技,bottom_area,2024-11-14,8.77,2024-11-14,8.72,0.5733944954128317,6.192660550458705,29.620661824051652,False,-6.5032,20.2347,1,4,1,25.0,28.213879408418663,28.213879408418663,19.42660550458717,0.5733944954128317,历史1/4次成功; 当前距低点0.57%; 最新日涨幅-6.50%; 状态bottom_area; 底部未确认
4,55.770069040283055,47.08511198806714,600130,波导股份,bottom_area,2024-11-14,5.66,2024-11-14,5.62,0.7117437722419936,4.62633451957295,28.13299232736573,False,-4.8739,8.4084,1,3,1,33.33333333333333,20.13201320132014,20.13201320132014,19.28825622775801,0.7117437722419936,历史1/3次成功; 当前距低点0.71%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
