rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.27127101230461,82.15006684520007,300720,海川智能,bottom_area,2025-03-25,21.2,2025-03-24,21.02,0.8563273073263546,7.4690770694576605,28.74576271186441,False,-2.5287,3.6292,5,5,5,100.0,39.09942530055998,75.69193742478939,7.143672692673646,0.8563273073263546,历史5/5次成功; 当前距低点0.86%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
2,87.14278217832884,80.9136070931302,000678,襄阳轴承,confirmed_rebound,2025-03-25,13.8,2025-03-25,13.78,0.14513788098694738,11.103047895500733,27.089947089947085,False,-9.8628,34.6805,5,5,5,100.0,44.16409388054002,121.62162162162164,7.8548621190130525,0.14513788098694738,历史5/5次成功; 当前距低点0.15%; 最新日涨幅-9.86%; 状态confirmed_rebound; 底部未确认
3,85.96711070304602,83.1204803767754,002725,跃岭股份,bottom_area,2025-03-25,11.82,2025-03-24,11.56,2.249134948096884,7.698961937716252,27.795128044971896,False,0.0,3.982,3,3,3,100.0,15.744666980840336,18.562874251497018,5.750865051903116,2.249134948096884,历史3/3次成功; 当前距低点2.25%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,82.14497696411006,76.06016385565745,002173,创新医疗,bottom_area,2025-03-25,9.59,2025-03-25,9.59,0.0,5.109489051094893,27.840481565086527,False,-9.9531,23.8767,5,5,5,100.0,18.334214277728204,27.109266943291825,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
5,82.0360937570798,78.60752045906945,688031,星环科技,confirmed_rebound,2025-03-25,50.88,2025-03-24,49.99,1.7803560712142439,8.381676335267048,27.843533487297922,False,-1.5099,2.8233,3,3,3,100.0,18.42329194321459,22.70402945387605,6.219643928785756,1.7803560712142439,历史3/3次成功; 当前距低点1.78%; 最新日涨幅-1.51%; 状态confirmed_rebound; 底部未确认
6,81.82179628200683,77.86871412568934,300605,恒锋信息,bottom_area,2025-03-25,14.23,2025-03-25,14.03,1.4255167498218182,3.991446899501073,29.990019960079838,False,-2.6676,6.4829,2,2,2,100.0,16.553184490769308,18.429752066115707,6.574483250178181,1.4255167498218182,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
7,80.48671475333724,75.82081824589739,300713,英可瑞,confirmed_rebound,2025-03-25,16.9,2025-03-24,16.75,0.8955223880596931,9.313432835820889,28.11158798283262,False,-1.8583,10.2576,5,5,5,100.0,15.766716616524148,23.73271889400922,7.1044776119403075,0.8955223880596931,历史5/5次成功; 当前距低点0.90%; 最新日涨幅-1.86%; 状态confirmed_rebound; 底部未确认
8,80.4754654315667,75.5767669599989,605303,园林股份,bottom_area,2025-03-25,9.59,2025-03-25,9.52,0.7352941176470619,4.201680672268911,30.30746705710103,False,-3.3266,4.3815,5,5,5,100.0,12.490524452872036,23.681489141675293,7.2647058823529385,0.7352941176470619,历史5/5次成功; 当前距低点0.74%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
9,80.35354560335941,74.85621827984286,600203,福日电子,bottom_area,2025-03-25,9.51,2025-03-25,9.48,0.3164556962025249,4.430379746835443,28.988764044943814,False,-4.326,6.8685,3,3,3,100.0,20.149125092390385,24.045801526717554,7.6835443037974755,0.3164556962025249,历史3/3次成功; 当前距低点0.32%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
10,79.73120181150736,74.43784401489275,002196,方正电机,confirmed_rebound,2025-03-25,9.36,2025-03-25,9.32,0.429184549356214,10.515021459227473,28.25250192455735,False,-8.4149,21.6425,4,4,4,100.0,12.830025738843673,18.661971830985923,7.570815450643787,0.429184549356214,历史4/4次成功; 当前距低点0.43%; 最新日涨幅-8.41%; 状态confirmed_rebound; 底部未确认
11,79.29160119964646,74.75116034882873,002279,久其软件,bottom_area,2025-03-25,6.48,2025-03-25,6.42,0.9345794392523442,2.6479750778816187,27.04545454545455,False,-2.1148,3.2395,3,3,3,100.0,16.94624446410791,25.915492957746476,7.065420560747657,0.9345794392523442,历史3/3次成功; 当前距低点0.93%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
12,79.2345927149715,74.19799195038593,301366,一博科技,bottom_area,2025-03-25,54.92,2025-03-24,54.6,0.5860805860805866,6.5018315018314965,27.68211920529801,False,-2.8996,5.2933,2,2,2,100.0,26.366966057256242,36.479591836734706,7.413919413919413,0.5860805860805866,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
