rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.76090577520547,79.68492713843698,600371,万向德农,bottom_area,2025-04-25,9.42,2025-04-24,9.32,1.072961373390554,3.433476394849788,27.187500000000004,False,-0.106,3.7536,1,1,1,100.0,38.66279069767441,38.66279069767441,18.927038626609445,1.072961373390554,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
2,93.09343092031332,80.16090395480224,301058,中粮科工,bottom_area,2025-04-25,10.81,2025-04-24,10.62,1.7890772128060384,3.1073446327683625,28.629032258064523,False,-0.3687,2.2913,1,1,1,100.0,57.794273594909875,57.794273594909875,18.21092278719396,1.7890772128060384,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
3,79.49434837471883,69.00869648687461,688206,概伦电子,bottom_area,2025-04-25,21.06,2025-04-25,20.6,2.2330097087378507,2.9126213592232904,27.43923916872138,False,0.2857,1.8487,2,4,2,50.0,31.34386356342422,39.570720968629594,17.76699029126215,2.2330097087378507,历史2/4次成功; 当前距低点2.23%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
4,72.56438238322757,61.42328929048274,603169,兰石重装,bottom_area,2025-04-25,7.09,2025-04-25,7.03,0.8534850640113741,2.560455192034135,28.26530612244898,False,-1.8006,5.7915,2,4,2,50.0,35.96363030337994,49.872122762148344,19.146514935988627,0.8534850640113741,历史2/4次成功; 当前距低点0.85%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
5,70.7249771601008,61.565266742338274,600610,中毅达,bottom_area,2025-04-25,9.02,2025-04-24,8.81,2.3836549375709315,17.366628830874,28.836833602584814,True,-6.0417,16.7245,1,2,1,50.0,76.0294117647059,76.0294117647059,17.61634506242907,2.3836549375709315,历史1/2次成功; 当前距低点2.38%; 最新日涨幅-6.04%; 状态bottom_area; 底部已确认
6,65.92955582232894,54.941296518607444,600696,退市岩石,bottom_area,2025-04-25,6.94,2025-04-25,6.94,0.0,0.0,27.024185068349098,False,-5.0616,0.033,1,2,1,50.0,46.45858343337334,46.45858343337334,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
7,65.38403079247135,57.17524562394125,300757,罗博特科,bottom_area,2025-04-25,129.83,2025-04-25,126.5,2.632411067193686,4.3478260869565215,30.65833470372198,False,1.5884,4.2213,1,7,1,14.285714285714285,74.11052233156698,74.11052233156698,17.367588932806317,2.632411067193686,历史1/7次成功; 当前距低点2.63%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
8,62.37414096097981,54.90200135718092,000668,荣丰控股,bottom_area,2025-04-25,4.82,2025-04-24,4.68,2.991452991453004,7.6923076923077,28.110599078341014,False,-0.6186,6.2689,1,2,1,50.0,20.604914933837428,20.604914933837428,17.008547008546998,2.991452991453004,历史1/2次成功; 当前距低点2.99%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
9,61.35579741291684,52.5865558236443,300721,怡达股份,bottom_area,2025-04-25,14.56,2025-04-24,14.34,1.5341701534170198,6.7642956764295725,31.321839080459768,False,-3.3842,12.8605,2,8,2,25.0,21.34120308298442,22.270742358078603,18.46582984658298,1.5341701534170198,历史2/8次成功; 当前距低点1.53%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
