code,name,latest_date,latest_close,current_stage,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
603277,银都股份,2026-04-28,13.03,bottom_area,17.69,2026-04-24,12.86,1.3219284603421457,3.0326594090202224,27.30356133408706,26.342566421707186,False,1
603787,新日股份,2026-04-28,11.71,bottom_area,17.11,2026-04-27,11.61,0.8613264427218038,3.7037037037037015,32.14494447691409,31.560490940970187,False,2
688109,品茗科技,2026-04-28,92.87,bottom_area,128.0,2026-04-28,91.98,0.96760165253316,4.8162644053054935,28.140624999999996,27.445312499999996,False,2
600611,大众交通,2026-04-28,4.63,bottom_area,6.6,2026-04-07,4.5,2.8888888888888866,9.333333333333332,31.818181818181813,29.848484848484848,True,1
601628,中国人寿,2026-04-28,36.63,bottom_area,50.7,2026-04-07,35.51,3.1540411151788357,7.885102787947069,29.960552268244584,27.75147928994083,True,1
002315,焦点科技,2026-04-28,30.01,bottom_area,44.42,2026-04-28,29.83,0.6034193764666553,4.827355011733159,32.845565060783436,32.440342188203516,False,2
601808,中海油服,2026-04-28,15.09,bottom_area,20.55,2026-04-23,14.81,1.8906144496961468,3.646185010128286,27.931873479318735,26.569343065693435,False,1
603000,人民网,2026-04-28,19.34,bottom_area,27.18,2026-03-23,18.7,3.4224598930481314,9.03743315508022,31.199411331861665,28.844738778513612,True,3
688232,新点软件,2026-04-28,21.44,bottom_area,30.57,2026-04-03,20.63,3.9263208919050037,9.743092583616102,32.51553810925745,29.865881583251554,True,1
605337,李子园,2026-04-28,10.63,bottom_area,14.95,2026-03-23,10.25,3.707317073170739,8.97560975609756,31.438127090301,28.896321070234105,True,2
300766,每日互动,2026-04-28,29.33,bottom_area,42.54,2026-04-28,28.9,1.4878892733564004,6.989619377162641,32.06393982134462,31.053126469205456,False,1
000625,长安汽车,2026-04-28,9.73,bottom_area,13.84,2026-04-28,9.66,0.7246376811594233,1.656314699792962,30.20231213872832,29.69653179190751,False,1
300760,迈瑞医疗,2026-04-28,161.11,bottom_area,214.12,2026-04-20,154.6,4.21086675291075,5.3686934023285975,27.79749673080516,24.757145525873337,False,1
