rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.04586403126947,82.63117181726855,605133,嵘泰股份,bottom_area,2024-01-05,25.38,2024-01-04,25.24,0.5546751188589563,3.1299524564183945,29.51689472214466,False,0.3162,5.6405,2,2,2,100.0,48.8485542379945,60.01483679525222,14.445324881141044,0.5546751188589563,历史2/2次成功; 当前距低点0.55%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
2,90.38832534013974,80.01976437167939,300480,光力科技,bottom_area,2024-01-05,20.0,2024-01-05,19.81,0.9591115598182801,4.442200908632017,31.143552311435524,False,-1.9127,1.1325,4,4,4,100.0,28.906122193898153,39.69465648854962,14.040888440181721,0.9591115598182801,历史4/4次成功; 当前距低点0.96%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
3,90.05855118110242,80.64944881889767,603013,亚普股份,bottom_area,2024-01-05,16.77,2023-12-28,16.51,1.574803149606287,5.693519079345837,27.428571428571423,False,-2.8389,1.0042,1,1,1,100.0,53.30739299610896,53.30739299610896,13.42519685039371,1.574803149606287,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
4,86.8609980863265,77.14580774527094,601628,中国人寿,bottom_area,2024-01-05,26.8,2024-01-04,26.5,1.1320754716981158,6.339622641509433,30.88158581116328,False,-0.1862,0.0959,1,1,1,100.0,25.736235595390532,25.736235595390532,13.867924528301884,1.1320754716981158,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
5,85.8728634834679,76.8635810041181,600130,波导股份,bottom_area,2024-01-05,4.59,2023-12-26,4.52,1.5486725663716878,7.300884955752214,27.564102564102573,True,-1.9231,1.9212,1,1,1,100.0,20.13201320132014,20.13201320132014,13.451327433628313,1.5486725663716878,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-1.92%; 状态bottom_area; 底部已确认
6,85.71004220629342,75.45612865945996,000070,特发信息,bottom_area,2024-01-05,7.62,2023-12-26,7.57,0.6605019815059421,5.680317040951119,27.00096432015428,False,-2.4328,1.2371,2,2,2,100.0,34.04340417899739,50.60532687651331,14.339498018494057,0.6605019815059421,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
7,85.13094046343997,75.55516938250432,002682,龙洲股份,bottom_area,2024-01-05,6.47,2024-01-05,6.4,1.0937499999999907,7.031249999999989,30.810810810810807,False,-7.1736,20.5064,1,1,1,100.0,26.929674099485425,26.929674099485425,13.906250000000009,1.0937499999999907,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-7.17%; 状态bottom_area; 底部未确认
8,84.96537444037448,74.27857142857145,600172,黄河旋风,bottom_area,2024-01-05,3.51,2024-01-05,3.5,0.28571428571427965,4.0000000000000036,28.278688524590162,False,-3.0387,1.6283,1,1,1,100.0,51.074589127686465,51.074589127686465,14.714285714285719,0.28571428571427965,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
9,83.17578438710734,73.0738899862709,002703,浙江世宝,bottom_area,2024-01-05,12.8,2024-01-05,12.73,0.5498821681068365,2.513747054202673,27.257142857142853,False,-0.8521,1.8778,2,2,2,100.0,19.879684567497247,23.257467994310083,14.450117831893165,0.5498821681068365,历史2/2次成功; 当前距低点0.55%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
10,81.38369921363613,71.91943710165904,600178,东安动力,bottom_area,2024-01-05,12.85,2024-01-05,12.74,0.8634222919937161,7.927786499215069,27.572484366117113,False,-6.8841,9.6413,2,2,2,100.0,27.731397459165148,36.84210526315788,14.136577708006284,0.8634222919937161,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-6.88%; 状态bottom_area; 底部未确认
11,80.38392250367653,70.05554262346652,002632,道明光学,bottom_area,2024-01-05,8.37,2024-01-05,8.36,0.11961722488038024,9.569377990430631,28.36332476435305,False,-9.9031,14.8459,1,1,1,100.0,25.259515570934255,25.259515570934255,14.88038277511962,0.11961722488038024,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-9.90%; 状态bottom_area; 底部未确认
12,79.50133374265845,70.04000263754038,002409,雅克科技,bottom_area,2024-01-05,49.01,2024-01-05,48.67,0.6985822888843154,3.883295664680502,30.580516331479103,False,-2.4677,2.0745,1,1,1,100.0,22.057904603207675,22.057904603207675,14.301417711115686,0.6985822888843154,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
13,79.48481314883027,69.67535856018304,002821,凯莱英,bottom_area,2024-01-05,107.36,2024-01-05,106.9,0.43030869971935803,4.0130963517305815,32.55520504731861,False,-2.7976,1.3431,1,1,1,100.0,16.80893761044718,16.80893761044718,14.56969130028064,0.43030869971935803,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
14,78.50291863790842,72.50737339748983,002369,卓翼科技,bottom_area,2024-01-05,5.43,2023-12-26,5.26,3.2319391634980974,8.365019011406853,32.47753530166881,True,-2.8623,2.3992,1,1,1,100.0,17.345132743362825,17.345132743362825,11.768060836501903,3.2319391634980974,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
15,78.49939511621207,71.99877321681049,301393,昊帆生物,bottom_area,2024-01-05,58.69,2023-12-28,57.06,2.8566421310900725,6.6947073256221525,30.056386369208134,False,-2.5083,3.9753,1,1,1,100.0,19.203856320945413,19.203856320945413,12.143357868909927,2.8566421310900725,历史1/1次成功; 当前距低点2.86%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
16,78.01271744714553,74.38766631684976,002796,世嘉科技,bottom_area,2024-01-05,11.04,2023-12-26,10.52,4.942965779467677,9.125475285171111,28.092959671907046,True,-2.5596,1.9168,2,2,2,100.0,31.7614424410541,36.33841886269071,10.057034220532323,4.942965779467677,历史2/2次成功; 当前距低点4.94%; 最新日涨幅-2.56%; 状态bottom_area; 底部已确认
17,77.63833813750254,68.71714594914124,603186,华正新材,bottom_area,2024-01-05,31.97,2024-01-05,31.67,0.9472687085569851,5.083675402589199,27.858769931662863,False,-1.2967,1.5302,1,1,1,100.0,17.994186046511643,17.994186046511643,14.052731291443015,0.9472687085569851,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
18,76.89926406657888,70.78564761390311,301509,金凯生科,bottom_area,2024-01-05,62.17,2023-12-28,60.33,3.0498922592408477,6.59704956074922,28.35767723548272,False,-0.8611,8.4486,1,1,1,100.0,15.05054819877544,15.05054819877544,11.950107740759151,3.0498922592408477,历史1/1次成功; 当前距低点3.05%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
19,76.46542773366708,71.31544144144144,300466,赛摩智能,bottom_area,2024-01-05,6.91,2023-12-26,6.66,3.7537537537537538,9.459459459459458,28.387096774193555,True,-1.707,2.7977,1,1,1,100.0,17.33333333333334,17.33333333333334,11.246246246246246,3.7537537537537538,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-1.71%; 状态bottom_area; 底部已确认
20,76.16499326460509,69.84509932879858,002195,岩山科技,bottom_area,2024-01-05,2.89,2024-01-05,2.81,2.8469750889679744,6.405693950177942,27.948717948717945,False,-3.0201,2.0596,1,1,1,100.0,17.72151898734177,17.72151898734177,12.153024911032025,2.8469750889679744,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
21,75.00536363614205,66.74671259051993,002660,茂硕电源,bottom_area,2024-01-05,10.64,2024-01-05,10.51,1.2369172216936326,8.658420551855377,27.914951989026065,False,-8.826,22.4331,2,3,2,66.66666666666666,20.21622144792876,24.71428571428572,13.763082778306368,1.2369172216936326,历史2/3次成功; 当前距低点1.24%; 最新日涨幅-8.83%; 状态bottom_area; 底部未确认
22,70.43964643947417,61.92837224121386,603286,日盈电子,bottom_area,2024-01-05,23.96,2024-01-05,23.82,0.5877413937867363,4.492023509655753,29.233511586452753,False,-2.4033,4.5133,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,14.412258606213262,0.5877413937867363,历史2/3次成功; 当前距低点0.59%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
23,67.21640191443817,59.26422812152511,300454,深信服,bottom_area,2024-01-05,66.6,2024-01-05,66.11,0.741188927544993,1.6033882922402092,27.3356781710266,False,-0.09,1.2936,2,4,2,50.0,22.979241270579003,29.49391262831224,14.258811072455007,0.741188927544993,历史2/4次成功; 当前距低点0.74%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
24,66.99412172782006,59.69013594164454,600960,渤海汽车,bottom_area,2024-01-05,3.89,2023-12-28,3.84,1.3020833333333404,7.291666666666674,30.935251798561147,True,-2.2613,1.6736,1,2,1,50.0,16.445623342175058,16.445623342175058,13.697916666666659,1.3020833333333404,历史1/2次成功; 当前距低点1.30%; 最新日涨幅-2.26%; 状态bottom_area; 底部已确认
25,66.68359474452254,60.0652896781354,000058,深赛格,bottom_area,2024-01-05,7.02,2023-12-27,6.89,1.8867924528301872,5.370101596516692,27.320675105485236,False,-1.9553,0.6374,1,2,1,50.0,34.82352941176472,34.82352941176472,13.11320754716981,1.8867924528301872,历史1/2次成功; 当前距低点1.89%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
26,61.78157882052481,54.324072948328265,601777,千里科技,bottom_area,2024-01-05,3.38,2024-01-05,3.36,0.5952380952380958,3.2738095238095335,27.114967462039054,False,-1.4577,0.3593,1,2,1,50.0,27.96352583586626,27.96352583586626,14.404761904761903,0.5952380952380958,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
27,61.56033983360077,54.14648691158295,002284,亚太股份,bottom_area,2024-01-05,8.22,2024-01-05,8.17,0.6119951040391763,4.1615667074663385,28.080985915492956,False,-2.6066,1.6266,1,2,1,50.0,27.214170692431566,27.214170692431566,14.388004895960824,0.6119951040391763,历史1/2次成功; 当前距低点0.61%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
28,58.461048895250016,51.39214820150955,600986,浙文互联,bottom_area,2024-01-05,5.18,2024-01-05,5.15,0.5825242718446477,4.27184466019417,27.97202797202797,False,-3.5382,3.3444,1,2,1,50.0,22.25969645868466,22.25969645868466,14.417475728155352,0.5825242718446477,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
