rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.97206430377598,83.02357541779995,605399,晨光新材,bottom_area,2023-04-20,27.79,2023-04-20,27.4,1.4233576642335788,2.919708029197083,32.312252964426875,False,-2.8661,5.0477,2,2,2,100.0,44.24102630243285,52.857533497402244,13.57664233576642,1.4233576642335788,历史2/2次成功; 当前距低点1.42%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
12,79.62197543547948,69.37794704896872,600366,宁波韵升,bottom_area,2023-04-20,9.17,2023-04-20,9.16,0.10917030567685357,4.039301310043659,27.01195219123506,False,-3.5752,1.9728,1,1,1,100.0,21.488469601677156,21.488469601677156,14.890829694323147,0.10917030567685357,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
13,78.87593983713504,70.16571335205263,002125,湘潭电化,bottom_area,2023-04-20,12.47,2023-04-10,12.32,1.2175324675324704,7.629870129870126,29.236071223434806,False,-2.1961,1.2064,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,13.78246753246753,1.2175324675324704,历史2/3次成功; 当前距低点1.22%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
14,78.08040706575294,68.25941028049766,002006,精工科技,bottom_area,2023-04-20,21.07,2023-04-20,21.01,0.28557829604949414,3.61732508329366,31.85209211806681,False,-2.4537,1.5012,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,14.714421703950507,0.28557829604949414,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
15,76.1015759082598,67.71166851509511,603026,石大胜华,bottom_area,2023-04-20,74.98,2023-04-20,74.07,1.2285675712164317,6.520858647225615,29.423535016674617,False,-5.1486,1.9369,2,3,2,66.66666666666666,25.30180597205321,31.14618918600542,13.771432428783568,1.2285675712164317,历史2/3次成功; 当前距低点1.23%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
16,74.40234189132984,65.64169966659573,000868,安凯客车,bottom_area,2023-04-20,5.2,2023-04-20,5.16,0.7751937984496131,2.131782945736423,28.7292817679558,False,-1.5152,1.5781,3,5,3,60.0,36.016889930434594,69.53846153846153,14.224806201550386,0.7751937984496131,历史3/5次成功; 当前距低点0.78%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
17,72.82518039908268,63.936104628086035,601369,陕鼓动力,bottom_area,2023-04-20,9.8,2023-04-20,9.75,0.5128205128205201,7.076923076923072,27.075542258788328,False,-4.7619,1.9041,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,14.48717948717948,0.5128205128205201,历史2/3次成功; 当前距低点0.51%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
18,70.66992154900657,67.06545084217427,603138,海量数据,bottom_area,2023-04-20,22.56,2023-04-20,21.55,4.68677494199535,6.821345707656606,28.64238410596026,False,-2.3377,7.1184,1,1,1,100.0,15.114503816793897,15.114503816793897,10.31322505800465,4.68677494199535,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
19,69.56255114182497,60.758991764955006,002370,亚太药业,bottom_area,2023-04-20,4.21,2023-04-20,4.2,0.238095238095233,4.047619047619046,30.578512396694208,False,-3.6613,1.7979,2,3,2,66.66666666666666,15.619259360997129,15.633423180592995,14.761904761904768,0.238095238095233,历史2/3次成功; 当前距低点0.24%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
20,66.46100855201318,58.43354330708661,000678,襄阳轴承,bottom_area,2023-04-20,5.11,2023-04-20,5.08,0.590551181102367,2.362204724409451,30.02754820936639,False,-1.7308,1.1975,1,2,1,50.0,121.62162162162164,121.62162162162164,14.409448818897634,0.590551181102367,历史1/2次成功; 当前距低点0.59%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
21,65.26867719739535,57.46969958462118,600141,兴发集团,bottom_area,2023-04-20,25.57,2023-04-12,25.4,0.669291338582684,7.0472440944882,29.79546710889995,True,-2.1806,1.7197,1,2,1,50.0,36.58969804618119,36.58969804618119,14.330708661417315,0.669291338582684,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-2.18%; 状态bottom_area; 底部已确认
22,64.54200220677517,57.48976229778804,000887,中鼎股份,bottom_area,2023-04-20,11.8,2023-04-20,11.65,1.2875536480686725,5.150214592274675,31.227863046044867,False,-3.5159,2.2323,1,2,1,50.0,23.84615384615385,23.84615384615385,13.712446351931327,1.2875536480686725,历史1/2次成功; 当前距低点1.29%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
23,63.68396982328594,57.668033983505254,000059,华锦股份,bottom_area,2023-04-20,7.06,2023-04-17,6.91,2.1707670043415264,6.367583212735159,27.71966527196653,False,-2.0804,0.941,1,2,1,50.0,25.41603630862328,25.41603630862328,12.829232995658474,2.1707670043415264,历史1/2次成功; 当前距低点2.17%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
24,63.642945567750445,55.89825494058679,300763,锦浪科技,bottom_area,2023-04-20,122.05,2023-04-20,121.4,0.5354200988467804,2.9818780889621004,31.253185344583496,False,-2.3756,1.5445,1,2,1,50.0,35.693617021276594,35.693617021276594,14.464579901153218,0.5354200988467804,历史1/2次成功; 当前距低点0.54%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
25,63.36686767668238,59.31383710644433,000756,新华制药,bottom_area,2023-04-20,24.22,2023-04-13,23.3,3.948497854077245,9.399141630901278,27.164738980931535,True,0.4562,2.8552,1,2,1,50.0,24.38931297709925,24.38931297709925,11.051502145922754,3.948497854077245,历史1/2次成功; 当前距低点3.95%; 最新日涨幅0.46%; 状态bottom_area; 底部已确认
26,61.68676236922632,56.037330577572895,603051,鹿山新材,bottom_area,2023-04-20,47.21,2023-04-04,46.13,2.341209624972899,6.82852807283763,31.14925373134328,False,-1.6253,2.9943,1,2,1,50.0,18.738110336081178,18.738110336081178,12.6587903750271,2.341209624972899,历史1/2次成功; 当前距低点2.34%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
27,61.41403560296588,54.12482204362801,001319,铭科精技,bottom_area,2023-04-20,19.64,2023-04-20,19.5,0.717948717948721,3.589743589743586,30.53081581759886,False,-2.7723,3.7709,1,2,1,50.0,28.396479142747793,28.396479142747793,14.282051282051277,0.717948717948721,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
28,60.68783405852423,53.22433124526742,002806,华锋股份,bottom_area,2023-04-20,11.0,2023-04-20,10.95,0.4566210045662165,3.1963470319634832,27.387267904509287,False,-2.3091,2.4274,1,2,1,50.0,20.35175879396985,20.35175879396985,14.543378995433784,0.4566210045662165,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
29,55.696202767015926,52.743185985147846,300758,七彩化学,bottom_area,2023-04-20,10.52,2023-04-20,10.06,4.572564612326034,9.343936381709735,27.364620938628153,False,-5.6502,3.6797,1,2,1,50.0,38.59480269489894,38.59480269489894,10.427435387673965,4.572564612326034,历史1/2次成功; 当前距低点4.57%; 最新日涨幅-5.65%; 状态bottom_area; 底部未确认
