rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.2605714990493,80.12595399070133,300480,光力科技,bottom_area,2024-01-02,21.02,2023-12-28,20.18,4.162537165510406,6.045589692765108,29.85749044143205,False,-1.5457,1.4032,4,4,4,100.0,28.906122193898153,39.69465648854962,10.837462834489594,4.162537165510406,历史4/4次成功; 当前距低点4.16%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
2,81.39276830954061,74.99414924769142,301499,维科精密,bottom_area,2024-01-02,28.92,2023-12-27,28.05,3.10160427807487,5.347593582887701,32.73381294964029,False,-1.6661,4.3465,2,2,2,100.0,21.64412366506522,21.950454687989964,11.89839572192513,3.10160427807487,历史2/2次成功; 当前距低点3.10%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
3,79.94803170618722,74.98742580254394,603013,亚普股份,bottom_area,2024-01-02,17.18,2023-12-28,16.51,4.0581465778316055,5.330102967898237,27.428571428571423,False,-0.5787,0.6684,1,1,1,100.0,53.30739299610896,53.30739299610896,10.941853422168393,4.0581465778316055,历史1/1次成功; 当前距低点4.06%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
4,79.42740101403271,74.73402826315879,000070,特发信息,bottom_area,2024-01-02,7.89,2023-12-26,7.57,4.227212681638036,5.680317040951119,27.00096432015428,False,-0.6297,1.3107,2,2,2,100.0,34.04340417899739,50.60532687651331,10.772787318361962,4.227212681638036,历史2/2次成功; 当前距低点4.23%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
5,79.20970038295043,74.40537951990991,600199,金种子酒,bottom_area,2024-01-02,18.12,2023-12-21,17.4,4.137931034482773,8.10344827586207,27.1356783919598,True,-2.1598,1.2173,2,2,2,100.0,21.988506873820672,23.70304114490161,10.862068965517228,4.137931034482773,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
6,77.97132815585243,68.14300948074498,002821,凯莱英,bottom_area,2024-01-02,111.8,2024-01-02,111.5,0.269058295964123,4.233183856502241,29.652996845425868,False,-3.7037,1.5886,1,1,1,100.0,16.80893761044718,16.80893761044718,14.730941704035876,0.269058295964123,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
7,77.24073473076865,71.71658479115686,601628,中国人寿,bottom_area,2024-01-02,27.99,2023-12-27,27.04,3.5133136094674535,6.656804733727814,29.47313510693793,False,-1.2698,0.0689,1,1,1,100.0,25.736235595390532,25.736235595390532,11.486686390532547,3.5133136094674535,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
8,75.94157059219785,67.34424663824984,002786,银宝山新,bottom_area,2024-01-02,15.4,2024-01-02,15.24,1.0498687664042003,6.69291338582678,29.704797047970477,False,-4.1096,16.9477,3,5,3,60.0,18.91369583683563,22.074688796680498,13.9501312335958,1.0498687664042003,历史3/5次成功; 当前距低点1.05%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
9,74.71465814246328,69.50071474468382,301509,金凯生科,bottom_area,2024-01-02,62.51,2023-12-28,60.33,3.613459307144041,5.221282943809048,28.35767723548272,False,-0.9978,4.2044,1,1,1,100.0,15.05054819877544,15.05054819877544,11.38654069285596,3.613459307144041,历史1/1次成功; 当前距低点3.61%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
10,65.99201494909084,60.34092204503683,300363,博腾股份,bottom_area,2024-01-02,24.42,2023-12-26,23.78,2.6913372582001704,7.232968881412948,27.18922229026331,True,-2.9026,1.3602,1,2,1,50.0,36.97403760071621,36.97403760071621,12.308662741799829,2.6913372582001704,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-2.90%; 状态bottom_area; 底部已确认
11,64.86468065202816,61.48707435658965,000980,众泰汽车,bottom_area,2024-01-02,2.94,2023-12-27,2.81,4.62633451957295,8.540925266903907,28.31632653061224,True,-1.3423,1.6421,2,4,2,50.0,33.52213473772031,43.49775784753364,10.37366548042705,4.62633451957295,历史2/4次成功; 当前距低点4.63%; 最新日涨幅-1.34%; 状态bottom_area; 底部已确认
