rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,74.23624678071326,74.35884035460505,002233,塔牌集团,bottom_area,2021-11-19,10.19,2021-11-10,9.79,4.0858018386108315,7.252298263534228,31.77700348432056,True,0.6917,1.1295,1,1,1,100.0,15.292841648590022,15.292841648590022,3.9141981613891685,4.0858018386108315,历史1/1次成功; 当前距低点4.09%; 最新日涨幅0.69%; 状态bottom_area; 底部已确认
2,72.85778504859063,72.88428842620014,600021,上海电力,bottom_area,2021-11-19,8.8,2021-11-19,8.46,4.018912529550826,4.6099290780141695,27.815699658703068,False,1.0333,1.4694,1,1,1,100.0,15.738758029978595,15.738758029978595,3.9810874704491748,4.018912529550826,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
3,71.21368194594595,71.4422972972973,002554,惠博普,bottom_area,2021-11-19,3.0,2021-11-15,2.88,4.1666666666666705,4.513888888888886,27.088607594936715,False,1.3514,2.7186,1,1,1,100.0,9.797297297297298,9.797297297297298,3.8333333333333295,4.1666666666666705,历史1/1次成功; 当前距低点4.17%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
