rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.4663763081644,83.42504576575584,688208,道通科技,bottom_area,2022-09-06,27.29,2022-09-06,26.62,2.5169045830202785,2.8925619834710727,30.74921956295525,False,1.2992,1.977,3,3,3,100.0,20.66445276904346,34.72341892124764,7.483095416979722,2.5169045830202785,历史3/3次成功; 当前距低点2.52%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
2,85.29757878373978,81.89165468410116,605258,协和电子,bottom_area,2022-09-06,23.01,2022-09-01,22.37,2.860974519445689,3.933839964237814,28.98412698412698,False,1.3656,1.6901,1,1,1,100.0,49.971379507727534,49.971379507727534,7.139025480554312,2.860974519445689,历史1/1次成功; 当前距低点2.86%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
3,85.09840188050441,81.70046846368619,300620,光库科技,bottom_area,2022-09-06,38.11,2022-09-06,37.05,2.860998650472341,4.804318488529018,32.10555250137438,False,0.7668,1.9638,3,3,3,100.0,15.610459068618967,22.444343480236245,7.13900134952766,2.860998650472341,历史3/3次成功; 当前距低点2.86%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
4,83.72012633827477,78.96994197292071,002110,三钢闽光,bottom_area,2022-09-06,5.27,2022-08-31,5.17,1.9342359767891615,1.9342359767891615,30.41722745625841,False,0.9579,0.3472,1,1,1,100.0,22.90322580645161,22.90322580645161,8.06576402321084,1.9342359767891615,历史1/1次成功; 当前距低点1.93%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
5,81.8497087813943,78.0074764186433,688279,峰岹科技,bottom_area,2022-09-06,63.73,2022-09-05,62.19,2.476282360508119,3.6661842739990376,27.07551594746717,False,1.2069,2.2055,1,1,1,100.0,24.37311935807422,24.37311935807422,7.523717639491882,2.476282360508119,历史1/1次成功; 当前距低点2.48%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
6,80.64444365652899,78.00069437749865,300726,宏达电子,bottom_area,2022-09-06,46.38,2022-09-05,44.92,3.2502226179875353,3.8735529830810216,28.242811501597444,False,2.2261,1.6729,2,2,2,100.0,17.156999712420586,20.972375690607738,6.749777382012464,3.2502226179875353,历史2/2次成功; 当前距低点3.25%; 最新日涨幅2.23%; 状态bottom_area; 底部未确认
7,80.14715743507276,75.99305341072204,000799,酒鬼酒,bottom_area,2022-09-06,138.5,2022-09-06,135.51,2.206479226625348,2.4278651022064945,28.256035578144857,False,0.4133,1.4775,1,1,1,100.0,10.235623910902333,10.235623910902333,7.793520773374653,2.206479226625348,历史1/1次成功; 当前距低点2.21%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
8,79.5276662946189,75.12516978567352,002012,凯恩股份,bottom_area,2022-09-06,5.58,2022-09-06,5.47,2.0109689213894026,3.2906764168190237,27.54966887417219,False,-0.3571,7.2029,1,1,1,100.0,25.646123260437374,25.646123260437374,7.989031078610598,2.0109689213894026,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
9,79.38298258878423,76.15677093234251,002196,方正电机,bottom_area,2022-09-06,8.38,2022-09-01,8.15,2.822085889570557,5.521472392638028,27.29705619982159,False,1.0856,2.4943,1,1,1,100.0,18.661971830985923,18.661971830985923,7.177914110429444,2.822085889570557,历史1/1次成功; 当前距低点2.82%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
10,79.05907766677001,73.85463393188265,688288,鸿泉技术,bottom_area,2022-09-06,19.2,2022-09-06,18.93,1.4263074484944511,3.1695721077654593,30.710102489019036,False,0.2611,0.8482,2,3,2,66.66666666666666,28.064237891308274,41.992882562277565,8.573692551505548,1.4263074484944511,历史2/3次成功; 当前距低点1.43%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
11,77.6983319475815,77.55706225313133,300480,光力科技,bottom_area,2022-09-06,16.47,2022-08-31,15.7,4.904458598726112,9.235668789808914,29.753914988814323,True,-0.4834,1.9526,3,3,3,100.0,31.66251536681112,39.69465648854962,5.095541401273889,4.904458598726112,历史3/3次成功; 当前距低点4.90%; 最新日涨幅-0.48%; 状态bottom_area; 底部已确认
