rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.62806382978724,79.38893617021276,600172,黄河旋风,bottom_area,2025-11-06,6.24,2025-11-06,6.11,2.1276595744680833,2.6186579378068617,28.032979976442874,False,-0.6369,8.2731,1,1,1,100.0,51.074589127686465,51.074589127686465,17.872340425531917,2.1276595744680833,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
2,90.57961763062478,77.22483671913307,301117,佳缘科技,bottom_area,2025-11-06,31.7,2025-11-06,31.31,1.2456084318109248,2.842542318748017,29.64044943820225,False,-0.9375,5.9079,1,1,1,100.0,27.552816901408463,27.552816901408463,18.754391568189078,1.2456084318109248,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
3,87.41928360272966,73.58660947239893,002790,瑞尔特,bottom_area,2025-11-06,9.15,2025-11-06,9.1,0.5494505494505573,4.725274725274723,31.16490166414524,False,-5.9609,14.4369,1,1,1,100.0,49.512670565302145,49.512670565302145,19.450549450549442,0.5494505494505573,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
4,85.82881487643492,76.806656560463,603173,福斯达,bottom_area,2025-11-06,40.25,2025-11-05,38.74,3.897780072276711,4.775425916365517,29.422481326288942,False,0.2491,5.3333,1,1,1,100.0,35.34190927555856,35.34190927555856,16.10221992772329,3.897780072276711,历史1/1次成功; 当前距低点3.90%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
5,79.87457324944464,72.7616550476693,002716,湖南白银,bottom_area,2025-11-06,6.24,2025-11-05,5.95,4.873949579831933,4.873949579831933,28.053204353083427,False,1.2987,3.096,1,1,1,100.0,25.560538116591918,25.560538116591918,15.126050420168069,4.873949579831933,历史1/1次成功; 当前距低点4.87%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
6,67.59640826395317,58.616811594202915,002123,梦网科技,bottom_area,2025-11-06,12.22,2025-10-31,11.96,2.173913043478259,4.682274247491628,31.066282420749282,False,-0.8117,1.6052,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,17.826086956521742,2.173913043478259,历史1/3次成功; 当前距低点2.17%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
7,67.0824126069011,57.37765493802478,002678,珠江钢琴,bottom_area,2025-11-06,4.99,2025-11-03,4.92,1.4227642276422823,4.065040650406507,29.613733905579405,False,-1.1881,1.4913,1,4,1,25.0,35.5191256830601,35.5191256830601,18.57723577235772,1.4227642276422823,历史1/4次成功; 当前距低点1.42%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
8,63.84393525545352,57.796298387853525,002767,先锋电子,bottom_area,2025-11-06,19.84,2025-10-31,18.98,4.531085353003158,5.268703898840886,27.47420710737486,False,-0.651,3.6355,2,5,2,40.0,43.37189781021898,52.04379562043795,15.468914646996842,4.531085353003158,历史2/5次成功; 当前距低点4.53%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
9,62.81590501106154,53.66285922178074,603192,汇得科技,bottom_area,2025-11-06,26.16,2025-11-05,25.81,1.356063541263082,3.835722588144138,32.7339066979411,False,-0.2669,8.3796,1,5,1,20.0,25.562817719680464,25.562817719680464,18.64393645873692,1.356063541263082,历史1/5次成功; 当前距低点1.36%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
10,56.71168819507827,51.43668099364553,300563,神宇股份,bottom_area,2025-11-06,38.38,2025-10-23,36.68,4.634678298800444,6.27044711014176,28.776699029126213,False,0.4712,2.6664,1,4,1,25.0,20.477137176938378,20.477137176938378,15.365321701199559,4.634678298800444,历史1/4次成功; 当前距低点4.63%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
