rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.68085107901157,80.98843126069595,002826,易明医药,bottom_area,2025-07-15,17.78,2025-07-15,17.53,1.4261266400456358,3.3086138049058653,30.73883840379296,False,-1.9846,5.1284,1,1,1,100.0,50.0,50.0,18.573873359954366,1.4261266400456358,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
2,92.44818142986078,78.49937058562222,603928,兴业股份,bottom_area,2025-07-15,15.78,2025-07-15,15.62,1.0243277848911663,3.008962868117802,29.92373261552266,False,-1.4981,3.9838,1,1,1,100.0,31.69267707082834,31.69267707082834,18.975672215108837,1.0243277848911663,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
3,82.3545119741107,69.7236350469719,301108,洁雅股份,bottom_area,2025-07-15,23.35,2025-07-15,23.15,0.8639308855291701,4.103671706263511,32.32972814966384,False,-2.7893,2.6703,1,1,1,100.0,22.383857343969968,22.383857343969968,19.13606911447083,0.8639308855291701,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
