rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.39782437391165,68.05757373929592,300720,海川智能,bottom_area,2025-03-25,21.2,2025-03-24,21.02,0.8563273073263546,7.4690770694576605,28.74576271186441,False,-2.5287,3.6292,3,5,3,60.0,57.75229601757511,75.69193742478939,19.143672692673647,0.8563273073263546,历史3/5次成功; 当前距低点0.86%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
2,71.4724940787951,59.719085631349756,000678,襄阳轴承,bottom_area,2025-03-25,13.8,2025-03-25,13.78,0.14513788098694738,11.103047895500733,27.089947089947085,False,-9.8628,34.6805,2,5,2,40.0,90.5727155727156,121.62162162162164,19.854862119013053,0.14513788098694738,历史2/5次成功; 当前距低点0.15%; 最新日涨幅-9.86%; 状态bottom_area; 底部未确认
3,66.60678310486513,56.24139630390144,002757,南兴股份,bottom_area,2025-03-25,19.62,2025-03-25,19.48,0.7186858316221795,4.260780287474324,29.369108049311087,False,-3.2544,5.7637,1,2,1,50.0,50.75376884422111,50.75376884422111,19.281314168377822,0.7186858316221795,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
4,66.39779516602428,55.928940345368915,301366,一博科技,bottom_area,2025-03-25,54.92,2025-03-24,54.6,0.5860805860805866,6.5018315018314965,27.68211920529801,False,-2.8996,5.2933,1,2,1,50.0,36.479591836734706,36.479591836734706,19.413919413919416,0.5860805860805866,历史1/2次成功; 当前距低点0.59%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
5,64.86407002188183,54.05339168490153,603315,福鞍股份,bottom_area,2025-03-25,14.12,2025-03-25,14.12,0.0,9.348441926345611,27.103768714506977,False,-10.0064,16.2065,1,2,1,50.0,41.68490153172865,41.68490153172865,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
6,63.968621990099166,53.30718499174931,002173,创新医疗,bottom_area,2025-03-25,9.59,2025-03-25,9.59,0.0,5.109489051094893,27.840481565086527,False,-9.9531,23.8767,2,5,2,40.0,26.006370923383365,27.109266943291825,20.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
7,63.22959945260931,54.4370709693858,688031,星环科技,bottom_area,2025-03-25,50.88,2025-03-24,49.99,1.7803560712142439,8.381676335267048,27.843533487297922,False,-1.5099,2.8233,1,3,1,33.33333333333333,22.70402945387605,22.70402945387605,18.219643928785757,1.7803560712142439,历史1/3次成功; 当前距低点1.78%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
8,62.379999999999995,51.983333333333334,600126,杭钢股份,bottom_area,2025-03-25,10.05,2025-03-25,10.05,0.0,12.935323383084565,31.63265306122448,False,-10.0269,7.733,1,3,1,33.33333333333333,55.84045584045584,55.84045584045584,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
9,62.244597502277514,52.5778494623656,002123,梦网科技,bottom_area,2025-03-25,14.99,2025-03-25,14.88,0.7392473118279531,4.50268817204301,27.308255984367356,False,-3.6013,7.3382,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,19.260752688172047,0.7392473118279531,历史1/3次成功; 当前距低点0.74%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
10,62.04625695841342,51.99554458400307,002599,盛通股份,bottom_area,2025-03-25,9.85,2025-03-25,9.82,0.30549898167005457,4.582484725050909,27.313101406365654,False,-3.2417,5.4664,1,2,1,50.0,22.107969151670947,22.107969151670947,19.694501018329944,0.30549898167005457,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
11,60.77773052980538,51.512362217477126,000409,云鼎科技,bottom_area,2025-03-25,12.02,2025-03-25,11.91,0.9235936188077198,6.381192275398822,29.107142857142858,False,-3.3762,14.2764,1,3,1,33.33333333333333,46.53130287648054,46.53130287648054,19.07640638119228,0.9235936188077198,历史1/3次成功; 当前距低点0.92%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
12,59.940519781997786,54.33430552123235,300378,鼎捷数智,bottom_area,2025-03-25,35.22,2025-03-24,33.67,4.603504603504595,8.226908226908215,30.66309719934102,True,1.5571,5.9078,1,4,1,25.0,26.480086114101198,26.480086114101198,15.396495396495407,4.603504603504595,历史1/4次成功; 当前距低点4.60%; 最新日涨幅1.56%; 状态bottom_area; 底部已确认
13,58.453920325112065,49.55277390197884,002279,久其软件,bottom_area,2025-03-25,6.48,2025-03-25,6.42,0.9345794392523442,2.6479750778816187,27.04545454545455,False,-2.1148,3.2395,1,3,1,33.33333333333333,25.915492957746476,25.915492957746476,19.065420560747658,0.9345794392523442,历史1/3次成功; 当前距低点0.93%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
14,58.11911956848981,48.714333429961044,600203,福日电子,bottom_area,2025-03-25,9.51,2025-03-25,9.48,0.3164556962025249,4.430379746835443,28.988764044943814,False,-4.326,6.8685,1,3,1,33.33333333333333,24.045801526717554,24.045801526717554,19.683544303797476,0.3164556962025249,历史1/3次成功; 当前距低点0.32%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
15,55.43797447672882,46.96249466950962,300713,英可瑞,bottom_area,2025-03-25,16.9,2025-03-24,16.75,0.8955223880596931,9.313432835820889,28.11158798283262,False,-1.8583,10.2576,1,5,1,20.0,23.73271889400922,23.73271889400922,19.104477611940307,0.8955223880596931,历史1/5次成功; 当前距低点0.90%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
16,53.77259892555667,45.4182863921163,605303,园林股份,bottom_area,2025-03-25,9.59,2025-03-25,9.52,0.7352941176470619,4.201680672268911,30.30746705710103,False,-3.3266,4.3815,1,5,1,20.0,23.681489141675293,23.681489141675293,19.26470588235294,0.7352941176470619,历史1/5次成功; 当前距低点0.74%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
