rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.74052744148874,87.22410151897905,300437,清水源,bottom_area,2022-09-27,17.42,2022-09-27,17.02,2.350176263219754,2.4676850763807385,30.897279740154282,False,1.8118,1.7497,6,6,6,100.0,22.379050532903687,30.330330330330323,7.649823736780246,2.350176263219754,历史6/6次成功; 当前距低点2.35%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
2,85.99157923902551,82.68104343610574,002245,蔚蓝锂芯,bottom_area,2022-09-27,15.06,2022-09-23,14.63,2.939166097060832,5.673274094326726,27.788746298124384,False,0.467,1.837,3,3,3,100.0,21.840549125830286,25.653923541247494,7.060833902939169,2.939166097060832,历史3/3次成功; 当前距低点2.94%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
3,85.61595786817134,81.54743094468388,601778,晶科科技,bottom_area,2022-09-27,4.61,2022-09-26,4.5,2.4444444444444513,3.111111111111104,27.30210016155089,False,2.2173,0.9143,2,2,2,100.0,26.348195043103452,42.344827586206904,7.555555555555548,2.4444444444444513,历史2/2次成功; 当前距低点2.44%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
4,85.37667230975694,82.34837715004561,002600,领益智造,bottom_area,2022-09-27,4.65,2022-09-26,4.51,3.104212860310434,3.3259423503326024,27.14054927302101,False,2.649,0.4264,3,3,3,100.0,22.07517457824405,38.381201044386415,6.895787139689566,3.104212860310434,历史3/3次成功; 当前距低点3.10%; 最新日涨幅2.65%; 状态bottom_area; 底部未确认
5,84.89714397249922,79.38634434105695,600126,杭钢股份,bottom_area,2022-09-27,4.12,2022-09-27,4.06,1.4778325123152833,1.9704433497536966,28.89667250437829,False,0.9804,0.233,1,1,1,100.0,19.54732510288064,19.54732510288064,8.522167487684717,1.4778325123152833,历史1/1次成功; 当前距低点1.48%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
6,84.76425978932936,80.96359386219547,603315,福鞍股份,bottom_area,2022-09-27,19.79,2022-09-26,19.29,2.5920165889061693,3.939865215137385,30.335861321776818,False,1.6958,0.599,1,1,1,100.0,41.68490153172865,41.68490153172865,7.407983411093831,2.5920165889061693,历史1/1次成功; 当前距低点2.59%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
7,84.75623285966398,80.61790913467435,688199,久日新材,bottom_area,2022-09-27,34.52,2022-09-26,33.72,2.3724792408066557,2.7580071174377214,28.920741989881954,False,2.3725,0.9581,1,1,1,100.0,37.135278514588855,37.135278514588855,7.627520759193344,2.3724792408066557,历史1/1次成功; 当前距低点2.37%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
8,84.2449831119628,80.9498481179837,688055,龙腾光电,bottom_area,2022-09-27,4.25,2022-09-26,4.13,2.9055690072639253,3.6319612590799117,27.54385964912281,False,2.1635,0.202,1,1,1,100.0,45.45454545454546,45.45454545454546,7.094430992736076,2.9055690072639253,历史1/1次成功; 当前距低点2.91%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
9,84.22234228520388,80.36049516760856,300342,天银机电,bottom_area,2022-09-27,8.49,2022-09-26,8.28,2.5362318840579814,3.864734299516912,27.368421052631586,False,2.0433,0.6798,2,2,2,100.0,21.09195625409008,26.68539325842696,7.4637681159420195,2.5362318840579814,历史2/2次成功; 当前距低点2.54%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
10,83.70481158749728,79.83135509832626,688018,乐鑫科技,bottom_area,2022-09-27,80.77,2022-09-26,78.79,2.5130092651351563,2.6399289249904787,32.65811965811965,False,1.1648,0.8249,1,1,1,100.0,34.629119477604306,34.629119477604306,7.486990734864844,2.5130092651351563,历史1/1次成功; 当前距低点2.51%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
11,83.68391821658788,80.23887937390394,300484,蓝海华腾,bottom_area,2022-09-27,11.04,2022-09-26,10.74,2.793296089385465,4.376163873370583,29.573770491803273,False,1.7512,2.042,2,2,2,100.0,23.589217514531214,28.708133971291865,7.206703910614536,2.793296089385465,历史2/2次成功; 当前距低点2.79%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
12,83.55223913599447,79.61109578052303,000591,太阳能,bottom_area,2022-09-27,7.07,2022-09-19,6.9,2.4637681159420275,4.927536231884055,27.672955974842754,False,1.8732,0.7924,1,1,1,100.0,32.84132841328414,32.84132841328414,7.5362318840579725,2.4637681159420275,历史1/1次成功; 当前距低点2.46%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
13,83.34848194239359,79.20126988957466,000936,华西股份,bottom_area,2022-09-27,5.29,2022-09-27,5.17,2.321083172147004,2.5145067698259167,30.229419703103915,False,1.9268,0.6025,2,2,2,100.0,12.222255494999095,13.427561837455826,7.678916827852997,2.321083172147004,历史2/2次成功; 当前距低点2.32%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
14,82.73307913745481,79.18249448781363,002283,天润工业,bottom_area,2022-09-27,5.33,2022-09-19,5.19,2.6974951830443095,5.394990366088619,27.816411682892905,False,1.912,0.3782,1,1,1,100.0,33.402061855670105,33.402061855670105,7.3025048169556905,2.6974951830443095,历史1/1次成功; 当前距低点2.70%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
15,82.52873925871617,80.56825755864617,300508,维宏股份,bottom_area,2022-09-27,21.37,2022-09-19,20.6,3.737864077669901,7.66990291262135,30.849278281302446,True,2.1999,1.5753,2,2,2,100.0,27.74509492329859,42.06627680311891,6.2621359223301,3.737864077669901,历史2/2次成功; 当前距低点3.74%; 最新日涨幅2.20%; 状态bottom_area; 底部已确认
16,82.447723332868,78.69675643726028,300433,蓝思科技,bottom_area,2022-09-27,9.63,2022-09-26,9.39,2.5559105431309925,2.5559105431309925,27.713625866050805,False,2.3379,0.2744,2,2,2,100.0,12.388346643005029,14.217687074829932,7.4440894568690075,2.5559105431309925,历史2/2次成功; 当前距低点2.56%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
