rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.4834857636262,81.43543316364688,002570,贝因美,bottom_area,2023-05-30,4.12,2023-05-30,4.06,1.4778325123152833,3.2019704433497735,29.636048526863085,False,-1.4354,1.1433,3,3,3,100.0,19.703716622181236,35.05154639175259,6.522167487684717,1.4778325123152833,历史3/3次成功; 当前距低点1.48%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
2,84.90115790036322,80.0994056261902,603327,福蓉科技,bottom_area,2023-05-30,11.41,2023-05-30,11.3,0.9734513274336233,1.5929203539822985,27.096774193548384,False,-0.3493,0.2819,4,4,4,100.0,29.510078778165898,52.609776304888165,7.026548672566377,0.9734513274336233,历史4/4次成功; 当前距低点0.97%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
3,84.54102218484014,83.42683241815362,688075,安旭生物,bottom_area,2023-05-30,66.79,2023-05-10,64.65,3.310131477184842,7.6566125290023015,30.37906525953047,True,-0.2092,1.3052,5,5,5,100.0,27.010388097500325,40.134529147982065,4.689868522815158,3.310131477184842,历史5/5次成功; 当前距低点3.31%; 最新日涨幅-0.21%; 状态bottom_area; 底部已确认
4,84.38570520365154,80.97337948981934,600009,上海机场,bottom_area,2023-05-30,46.7,2023-05-30,45.85,1.8538713195201777,3.1188658669574694,28.224796493425174,False,-0.8703,0.6338,3,3,3,100.0,21.829065044759854,27.704918032786885,6.146128680479823,1.8538713195201777,历史3/3次成功; 当前距低点1.85%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
5,84.34581106753735,82.32137314846825,603290,斯达半导,bottom_area,2023-05-30,222.61,2023-05-30,216.68,2.7367546612516183,4.028982831825729,28.618020095536156,False,0.1665,1.5251,3,3,3,100.0,17.42566546302117,23.2822670787034,5.263245338748382,2.7367546612516183,历史3/3次成功; 当前距低点2.74%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
6,83.81459016915294,80.49676473361625,000798,中水渔业,bottom_area,2023-05-30,10.19,2023-05-26,10.0,1.899999999999995,3.499999999999996,29.72593113141251,False,1.1917,2.0376,2,2,2,100.0,14.025616847399025,17.3015873015873,6.100000000000005,1.899999999999995,历史2/2次成功; 当前距低点1.90%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
7,83.70104460566039,79.37109790303523,600955,维远股份,bottom_area,2023-05-30,18.8,2023-05-30,18.57,1.2385568120624686,2.5309639203015553,27.119309262166407,False,-0.9484,0.4191,2,2,2,100.0,22.33874964805201,25.969084423305596,6.761443187937531,1.2385568120624686,历史2/2次成功; 当前距低点1.24%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
8,83.56073524106057,79.7606681182678,001332,锡装股份,bottom_area,2023-05-30,43.07,2023-05-24,42.4,1.5801886792452873,6.556603773584908,32.290003193867776,False,-2.5124,1.9925,2,2,2,100.0,28.620958639500337,31.086142322097377,6.419811320754714,1.5801886792452873,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
9,83.2491604522996,82.51384718121638,002455,百川股份,bottom_area,2023-05-30,7.9,2023-05-05,7.63,3.538663171690701,7.86369593709044,28.691588785046722,True,0.0,0.7741,3,3,3,100.0,19.096769960597644,35.42600896860987,4.4613368283093,3.538663171690701,历史3/3次成功; 当前距低点3.54%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
10,83.21135470505098,79.59375125804141,601012,隆基绿能,bottom_area,2023-05-30,29.5,2023-05-30,29.01,1.689072733540153,4.274388142019987,30.09638554216867,False,-2.4793,2.1854,3,3,3,100.0,12.391597260822351,14.403553299492398,6.310927266459847,1.689072733540153,历史3/3次成功; 当前距低点1.69%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
11,81.9883474593606,77.54283970102398,002132,恒星科技,bottom_area,2023-05-30,3.67,2023-05-30,3.63,1.1019283746556485,1.9283746556473909,29.51456310679612,False,-0.8108,0.8684,2,2,2,100.0,10.834604275477771,11.088295687885012,6.898071625344351,1.1019283746556485,历史2/2次成功; 当前距低点1.10%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
12,81.59858455838027,78.80844499930642,688289,圣湘生物,bottom_area,2023-05-30,18.19,2023-05-29,17.8,2.1910112359550595,2.2471910112359472,27.789046653144013,False,1.6201,0.7751,1,1,1,100.0,25.182530200451346,25.182530200451346,5.8089887640449405,2.1910112359550595,历史1/1次成功; 当前距低点2.19%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
13,81.47778957554078,79.25855017075949,601388,怡球资源,bottom_area,2023-05-30,2.8,2023-05-30,2.73,2.564102564102558,3.296703296703291,27.777777777777775,False,0.3584,0.6339,2,2,2,100.0,15.509161381254394,18.333333333333325,5.435897435897442,2.564102564102558,历史2/2次成功; 当前距低点2.56%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
14,81.1493292270887,78.84176536281127,002567,唐人神,bottom_area,2023-05-30,6.56,2023-05-30,6.4,2.4999999999999885,2.8124999999999956,31.256713211600427,False,0.768,1.7969,2,2,2,100.0,12.482609477479864,13.8187221396731,5.5000000000000115,2.4999999999999885,历史2/2次成功; 当前距低点2.50%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
15,81.02602332852616,78.40473083494011,600409,三友化工,bottom_area,2023-05-30,5.36,2023-05-30,5.24,2.2900763358778646,4.198473282442743,29.18918918918919,False,-1.8315,1.0451,3,3,3,100.0,13.366155272804479,18.95551257253386,5.709923664122135,2.2900763358778646,历史3/3次成功; 当前距低点2.29%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
16,80.67749577831604,77.2304410248173,000792,盐湖股份,bottom_area,2023-05-30,18.82,2023-05-30,18.5,1.7297297297297312,2.6486486486486402,29.49695121951219,False,-0.3706,0.4562,2,2,2,100.0,16.850671013984325,24.904214559386965,6.270270270270268,1.7297297297297312,历史2/2次成功; 当前距低点1.73%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
17,79.44849500339588,77.09881677778714,002251,步步高,bottom_area,2023-05-30,4.62,2023-05-30,4.51,2.43902439024391,2.43902439024391,30.07751937984497,False,0.6536,1.9309,1,1,1,100.0,19.0311418685121,19.0311418685121,5.56097560975609,2.43902439024391,历史1/1次成功; 当前距低点2.44%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
18,79.42498427983155,75.61948984903695,002041,登海种业,bottom_area,2023-05-30,15.42,2023-05-30,15.2,1.4473684210526359,3.4210526315789567,28.30188679245283,False,-1.9708,0.4652,1,1,1,100.0,21.395106715252467,21.395106715252467,6.552631578947364,1.4473684210526359,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
19,79.26724976798806,75.31139595732789,001201,东瑞股份,bottom_area,2023-05-30,23.47,2023-05-30,23.16,1.3385146804835868,2.0293609671847963,31.842260153031187,False,-0.382,0.7481,1,1,1,100.0,18.4043517679057,18.4043517679057,6.661485319516414,1.3385146804835868,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
20,78.865134392512,76.42426692014584,300363,博腾股份,bottom_area,2023-05-30,31.16,2023-05-30,30.44,2.36530880420499,3.777923784494082,27.01989930472309,False,-1.0165,1.3629,1,1,1,100.0,36.97403760071621,36.97403760071621,5.6346911957950105,2.36530880420499,历史1/1次成功; 当前距低点2.37%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
21,78.58451790210262,76.46026615617377,603077,和邦生物,bottom_area,2023-05-30,2.39,2023-05-30,2.33,2.5751072961373414,2.5751072961373414,29.819277108433727,False,0.4202,0.7718,1,1,1,100.0,17.26618705035971,17.26618705035971,5.424892703862659,2.5751072961373414,历史1/1次成功; 当前距低点2.58%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
22,77.99773932212301,77.7435033391197,300758,七彩化学,confirmed_rebound,2023-05-30,10.03,2023-04-26,9.66,3.8302277432712133,9.523809523809524,30.252707581227433,True,0.3,0.8311,2,2,2,100.0,23.905497816011056,38.59480269489894,4.169772256728787,3.8302277432712133,历史2/2次成功; 当前距低点3.83%; 最新日涨幅0.30%; 状态confirmed_rebound; 底部已确认
23,77.36930066618895,76.96457895389851,002405,四维图新,bottom_area,2023-05-30,11.41,2023-05-30,11.0,3.7272727272727284,3.818181818181818,28.664072632944226,False,1.7841,1.3045,2,2,2,100.0,17.434197699356595,23.478260869565215,4.272727272727272,3.7272727272727284,历史2/2次成功; 当前距低点3.73%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
24,77.29645051393194,76.80942951062677,300762,上海瀚讯,bottom_area,2023-05-30,11.86,2023-05-10,11.44,3.6713286713286704,6.206293706293714,27.50316856780735,False,1.1083,1.1836,1,1,1,100.0,32.580961727183514,32.580961727183514,4.32867132867133,3.6713286713286704,历史1/1次成功; 当前距低点3.67%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
25,77.28807177908058,77.5058869179601,000890,法尔胜,bottom_area,2023-05-30,4.27,2023-05-19,4.1,4.146341463414633,7.56097560975611,27.689594356261026,True,1.1848,1.5964,1,1,1,100.0,32.954545454545446,32.954545454545446,3.8536585365853666,4.146341463414633,历史1/1次成功; 当前距低点4.15%; 最新日涨幅1.18%; 状态bottom_area; 底部已确认
26,77.22189726687631,75.37770487574167,600386,北巴传媒,bottom_area,2023-05-30,4.12,2023-05-30,4.01,2.743142144638412,2.743142144638412,29.52548330404219,False,0.9804,1.7995,1,1,1,100.0,13.505747126436788,13.505747126436788,5.256857855361588,2.743142144638412,历史1/1次成功; 当前距低点2.74%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
27,76.79418700497378,74.57165912516494,688238,和元生物,bottom_area,2023-05-30,13.26,2023-05-30,12.94,2.472952086553325,4.17310664605874,28.03114571746385,False,-1.705,1.3217,2,2,2,100.0,11.666612271540478,11.958224543080954,5.527047913446675,2.472952086553325,历史2/2次成功; 当前距低点2.47%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
28,76.31962842972308,73.41167097741388,600160,巨化股份,bottom_area,2023-05-30,13.39,2023-05-30,13.13,1.9801980198019784,3.0464584920030355,31.076115485564305,False,-0.8148,0.6556,1,1,1,100.0,16.05657237936772,16.05657237936772,6.019801980198022,1.9801980198019784,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
29,76.13681136664273,73.57061717117111,002481,双塔食品,bottom_area,2023-05-30,4.61,2023-05-30,4.51,2.2172949002217415,3.5476718403547705,27.25806451612904,False,-0.8602,0.9789,1,1,1,100.0,19.817470664928287,19.817470664928287,5.7827050997782585,2.2172949002217415,历史1/1次成功; 当前距低点2.22%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
30,75.47519471891819,70.98398293029874,600935,华塑股份,bottom_area,2023-05-30,3.73,2023-05-30,3.7,0.8108108108108055,1.8918918918918874,27.59295499021526,False,-0.7979,0.3269,1,1,1,100.0,28.50877192982458,28.50877192982458,7.189189189189195,0.8108108108108055,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
31,75.3444230315092,74.97555931722127,600256,广汇能源,bottom_area,2023-05-30,7.48,2023-05-29,7.21,3.744798890429965,5.547850208044388,29.10521140609636,False,0.9447,1.4674,1,1,1,100.0,23.62204724409449,23.62204724409449,4.255201109570035,3.744798890429965,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
32,74.99609134035187,73.73086085795553,000670,盈方微,bottom_area,2023-05-30,6.62,2023-05-30,6.42,3.1152647975077907,3.4267912772585634,29.682365826944146,False,0.4552,2.5927,1,1,1,100.0,9.21325051759835,9.21325051759835,4.88473520249221,3.1152647975077907,历史1/1次成功; 当前距低点3.12%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
