rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.36091495453478,77.00714059742282,688005,容百科技,bottom_area,2022-08-17,114.31,2022-08-16,108.88,4.987141807494496,9.083394562821457,27.170568561872916,False,1.9988,5.4497,2,2,2,100.0,33.10658020704442,38.76758854924795,15.012858192505504,4.987141807494496,历史2/2次成功; 当前距低点4.99%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
2,83.85220450435637,73.27792207792206,002110,三钢闽光,bottom_area,2022-08-17,5.53,2022-08-03,5.39,2.597402597402608,3.710575139146571,27.456258411843876,False,-0.3604,0.3671,1,1,1,100.0,22.90322580645161,22.90322580645161,17.40259740259739,2.597402597402608,历史1/1次成功; 当前距低点2.60%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
3,65.4070967067069,58.23488359974458,603180,金牌家居,bottom_area,2022-08-17,24.05,2022-08-10,23.21,3.6191296854803956,5.040930633347687,27.15003138731952,False,0.6276,1.413,1,2,1,50.0,23.744619799139173,23.744619799139173,16.380870314519605,3.6191296854803956,历史1/2次成功; 当前距低点3.62%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
