rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.75534673928784,80.35391754594369,300849,锦盛新材,bottom_area,2025-07-02,13.45,2025-07-01,13.01,3.3820138355111413,3.843197540353574,32.204273058884844,False,1.8168,11.299,1,1,1,100.0,48.090909090909086,48.090909090909086,11.617986164488858,3.3820138355111413,历史1/1次成功; 当前距低点3.38%; 最新日涨幅1.82%; 状态bottom_area; 底部未确认
2,84.62178121973976,78.18942928797027,002041,登海种业,bottom_area,2025-07-02,9.84,2025-06-23,9.53,3.2528856243441817,3.3578174186778624,29.719764011799416,False,0.5107,0.7005,2,2,2,100.0,18.2043468358871,21.395106715252467,11.747114375655817,3.2528856243441817,历史2/2次成功; 当前距低点3.25%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
3,83.86853030775724,76.74831077913113,605198,安德利,bottom_area,2025-07-02,40.2,2025-06-20,39.13,2.734474827498084,5.877843087145405,29.748653500897664,False,-2.0706,0.8594,1,1,1,100.0,43.241469816272954,43.241469816272954,12.265525172501915,2.734474827498084,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
4,83.78214102653513,77.68275347729485,002127,南极电商,bottom_area,2025-07-02,3.91,2025-06-20,3.78,3.439153439153448,6.878306878306885,29.34579439252336,False,-0.7614,1.1858,3,3,3,100.0,23.570017841745774,33.53658536585366,11.560846560846553,3.439153439153448,历史3/3次成功; 当前距低点3.44%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
5,82.60762603094628,73.47990626046202,002141,贤丰控股,bottom_area,2025-07-02,4.17,2025-07-02,4.12,1.2135922330097044,6.31067961165048,27.079646017699115,False,-6.5022,8.8855,1,1,1,100.0,17.241379310344833,17.241379310344833,13.786407766990294,1.2135922330097044,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-6.50%; 状态bottom_area; 底部未确认
6,79.61537829371122,74.62747802737633,605377,华旺科技,bottom_area,2025-07-02,8.79,2025-06-23,8.45,4.023668639053253,4.852071005917162,30.04966887417219,False,0.2281,0.5738,1,1,1,100.0,25.16904583020285,25.16904583020285,10.976331360946746,4.023668639053253,历史1/1次成功; 当前距低点4.02%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
7,77.98675665141398,69.06865011288266,000999,华润三九,bottom_area,2025-07-02,30.89,2025-06-23,30.59,0.9807126511932027,4.347826086956528,29.645814167433297,False,-0.9936,0.6786,1,1,1,100.0,20.293951384963254,20.293951384963254,14.019287348806797,0.9807126511932027,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
8,76.14932453994261,71.91880650994578,688556,高测股份,bottom_area,2025-07-02,7.31,2025-06-27,7.0,4.428571428571423,4.999999999999995,31.10236220472441,False,2.2378,2.6868,1,1,1,100.0,15.569620253164562,15.569620253164562,10.571428571428577,4.428571428571423,历史1/1次成功; 当前距低点4.43%; 最新日涨幅2.24%; 状态bottom_area; 底部未确认
9,75.93732858472646,71.0856644163839,600770,综艺股份,bottom_area,2025-07-02,5.26,2025-06-23,5.06,3.9525691699604777,6.916996047430842,32.980132450331126,False,-2.2305,2.7801,1,1,1,100.0,27.72861356932153,27.72861356932153,11.047430830039522,3.9525691699604777,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
10,75.65609561096865,70.99439202418708,002155,湖南黄金,bottom_area,2025-07-02,18.1,2025-06-30,17.39,4.08280621046579,5.405405405405392,29.28019520130134,False,-0.9847,2.2789,1,1,1,100.0,28.834355828220854,28.834355828220854,10.91719378953421,4.08280621046579,历史1/1次成功; 当前距低点4.08%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
11,73.51045156092368,66.13169029234123,688114,华大智造,bottom_area,2025-07-02,63.23,2025-06-23,62.1,1.8196457326892037,7.004830917874398,28.20809248554913,True,-1.064,1.199,2,4,2,50.0,24.08861592942264,27.745919717688572,13.180354267310795,1.8196457326892037,历史2/4次成功; 当前距低点1.82%; 最新日涨幅-1.06%; 状态bottom_area; 底部已确认
12,72.36660045531336,66.21288190482252,605136,丽人丽妆,bottom_area,2025-07-02,10.55,2025-06-26,10.27,2.72638753651413,8.081791626095425,29.318651066758434,True,-2.3148,6.7717,2,4,2,50.0,35.640029505778216,52.667814113597245,12.27361246348587,2.72638753651413,历史2/4次成功; 当前距低点2.73%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
13,71.91932752878483,68.63956527604466,603193,润本股份,bottom_area,2025-07-02,31.34,2025-06-27,29.85,4.99162479061976,7.437185929648236,29.94602206054916,True,-0.3181,4.4792,1,1,1,100.0,18.120805369127517,18.120805369127517,10.00837520938024,4.99162479061976,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-0.32%; 状态bottom_area; 底部已确认
14,70.54608090528946,63.22959788543201,603022,新通联,bottom_area,2025-07-02,10.66,2025-07-02,10.49,1.620591039084842,2.097235462345097,30.20625415834996,False,0.4713,10.2821,1,2,1,50.0,26.099706744868023,26.099706744868023,13.379408960915157,1.620591039084842,历史1/2次成功; 当前距低点1.62%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
15,65.24323400320922,57.49756193457266,001282,三联锻造,bottom_area,2025-07-02,19.69,2025-06-26,19.55,0.7161125319693123,7.161125319693087,30.62455642299503,True,-1.991,5.0071,1,2,1,50.0,37.31343283582089,37.31343283582089,14.283887468030688,0.7161125319693123,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-1.99%; 状态bottom_area; 底部已确认
16,57.919445070675266,53.54092962401873,002811,郑中设计,bottom_area,2025-07-02,10.4,2025-06-23,10.07,3.277060575968223,5.56107249255214,31.728813559322035,False,-0.5736,1.8964,1,2,1,50.0,16.78832116788322,16.78832116788322,11.722939424031777,3.277060575968223,历史1/2次成功; 当前距低点3.28%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
17,57.41880146083191,53.791394086921244,300640,德艺文创,bottom_area,2025-07-02,6.51,2025-06-23,6.26,3.993610223642172,7.348242811501597,27.880184331797235,True,-1.5129,6.8545,1,2,1,50.0,17.724867724867735,17.724867724867735,11.006389776357828,3.993610223642172,历史1/2次成功; 当前距低点3.99%; 最新日涨幅-1.51%; 状态bottom_area; 底部已确认
18,56.1056907347737,49.628056142196854,688059,华锐精密,bottom_area,2025-07-02,45.26,2025-07-02,44.85,0.9141583054626456,4.19175027870679,32.52595155709342,False,-2.2673,2.7558,1,5,1,20.0,38.29213483146067,38.29213483146067,14.085841694537354,0.9141583054626456,历史1/5次成功; 当前距低点0.91%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
