rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.00329329831975,84.6525829449973,603113,金能科技,bottom_area,2024-07-18,5.09,2024-07-18,5.02,1.3944223107569778,2.7888446215139555,30.662983425414374,False,-1.3566,0.6573,5,5,5,100.0,19.31110652431836,31.03448275862069,6.605577689243022,1.3944223107569778,历史5/5次成功; 当前距低点1.39%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
2,88.47646659452124,85.43864799900118,601886,江河集团,bottom_area,2024-07-18,4.68,2024-07-18,4.58,2.18340611353711,2.18340611353711,27.64612954186414,False,0.2141,0.6552,3,3,3,100.0,27.40222547239673,33.5540838852097,5.81659388646289,2.18340611353711,历史3/3次成功; 当前距低点2.18%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
3,87.44543298040558,83.31788583286931,000065,北方国际,bottom_area,2024-07-18,9.56,2024-07-18,9.42,1.486199575371556,2.441613588110408,28.905660377358487,False,-0.7269,0.798,3,3,3,100.0,29.926993896325044,41.48061104582843,6.513800424628443,1.486199575371556,历史3/3次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
4,86.59025164455444,83.36917007353162,002044,美年健康,bottom_area,2024-07-18,3.52,2024-07-17,3.45,2.028985507246372,3.1884057971014457,29.447852760736186,False,0.0,0.6588,3,3,3,100.0,14.383102312114746,18.108108108108105,5.9710144927536275,2.028985507246372,历史3/3次成功; 当前距低点2.03%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,86.36029481115047,83.95563945875165,600973,宝胜股份,bottom_area,2024-07-18,3.24,2024-07-18,3.16,2.531645569620255,2.84810126582278,31.749460043196542,False,0.9346,0.5781,2,2,2,100.0,40.36446966390223,46.551724137931025,5.468354430379745,2.531645569620255,历史2/2次成功; 当前距低点2.53%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
6,86.26342066179197,81.8839074260852,002346,柘中股份,bottom_area,2024-07-18,7.06,2024-07-18,6.97,1.291248206599711,1.8651362984218063,29.381965552178315,False,-0.5634,0.2949,3,3,3,100.0,19.827706113615825,34.89010989010989,6.708751793400289,1.291248206599711,历史3/3次成功; 当前距低点1.29%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
7,86.25858082714902,84.50843522276827,603368,柳药集团,bottom_area,2024-07-18,17.19,2024-07-16,16.7,2.934131736526958,3.413173652694613,30.705394190871377,False,0.703,1.14,3,3,3,100.0,31.603524634675978,42.85714285714285,5.065868263473042,2.934131736526958,历史3/3次成功; 当前距低点2.93%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
8,85.59077778713804,82.43733089118254,000811,冰轮环境,bottom_area,2024-07-18,8.47,2024-07-18,8.3,2.048192771084336,3.012048192771084,30.13468013468013,False,-1.2821,2.6376,3,3,3,100.0,32.0817763938432,47.451868629671566,5.951807228915664,2.048192771084336,历史3/3次成功; 当前距低点2.05%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
9,85.30872085012967,84.84994596985129,603229,奥翔药业,bottom_area,2024-07-18,7.25,2024-07-17,6.99,3.7195994277539306,4.864091559370527,32.52895752895753,False,1.683,1.1008,4,4,4,100.0,26.40125088779702,43.052109181141425,4.280400572246069,3.7195994277539306,历史4/4次成功; 当前距低点3.72%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
10,85.08719344247856,83.29419392662825,002246,北化股份,bottom_area,2024-07-18,7.47,2024-07-18,7.26,2.892561983471074,3.5812672176308515,31.315042573320724,False,0.0,1.7389,3,3,3,100.0,24.565780908291877,31.992687385740403,5.107438016528926,2.892561983471074,历史3/3次成功; 当前距低点2.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,84.70185165080969,81.68403188605437,600955,维远股份,bottom_area,2024-07-18,14.01,2024-07-09,13.72,2.113702623906699,7.069970845481041,28.911917098445596,True,-0.3556,0.1796,3,3,3,100.0,19.641257357858347,25.969084423305596,5.886297376093301,2.113702623906699,历史3/3次成功; 当前距低点2.11%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
