rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.57374446094447,84.66175824175825,002663,普邦股份,bottom_area,2022-06-10,1.85,2022-05-31,1.82,1.6483516483516498,4.395604395604387,30.798479087452467,False,0.0,1.4372,1,1,1,100.0,66.45569620253163,66.45569620253163,18.35164835164835,1.6483516483516498,历史1/1次成功; 当前距低点1.65%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,90.69638900598602,78.75758620689656,002795,永和智控,bottom_area,2022-06-10,8.18,2022-06-10,8.0,2.2499999999999964,2.750000000000008,30.37423846823325,False,0.3681,0.9294,1,1,1,100.0,25.632183908045985,25.632183908045985,17.750000000000004,2.2499999999999964,历史1/1次成功; 当前距低点2.25%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
3,90.2385657326443,79.49177123402838,603327,福蓉科技,bottom_area,2022-06-10,12.9,2022-06-10,12.52,3.0351437699680575,4.632587859424921,32.03040173724214,False,-0.5397,0.4745,2,2,2,100.0,45.01020983632018,52.609776304888165,16.964856230031945,3.0351437699680575,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
4,79.83409358025153,72.40347423296771,002802,洪汇新材,bottom_area,2022-06-10,14.46,2022-06-08,13.82,4.6309696092619435,6.078147612156294,30.726817042606513,False,3.8793,1.3698,1,1,1,100.0,20.65637065637066,20.65637065637066,15.36903039073806,4.6309696092619435,历史1/1次成功; 当前距低点4.63%; 最新日涨幅3.88%; 状态bottom_area; 底部未确认
5,67.12275606187548,59.24275873807385,688029,南微医学,bottom_area,2022-06-10,85.06,2022-06-10,82.47,3.140535952467568,4.134836910391654,32.02835242726449,False,2.519,2.452,1,2,1,50.0,23.296670482257504,23.296670482257504,16.859464047532434,3.140535952467568,历史1/2次成功; 当前距低点3.14%; 最新日涨幅2.52%; 状态bottom_area; 底部未确认
