rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.48886782701464,76.94077625917186,688075,安旭生物,bottom_area,2022-03-16,226.13,2022-03-16,221.0,2.32126696832579,15.054298642533942,29.28,False,-6.0063,10.2523,2,2,2,100.0,32.75948896212185,40.134529147982065,17.67873303167421,2.32126696832579,历史2/2次成功; 当前距低点2.32%; 最新日涨幅-6.01%; 状态bottom_area; 底部未确认
2,76.01210138082321,68.85829539556487,688256,寒武纪,bottom_area,2022-03-16,65.01,2022-03-16,62.17,4.568119671867466,8.557181920540442,29.74347383885184,False,-1.5298,1.6473,1,1,1,100.0,23.298969072164944,23.298969072164944,15.431880328132536,4.568119671867466,历史1/1次成功; 当前距低点4.57%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
3,63.89831317086409,57.9398320227801,000037,深南电A,bottom_area,2022-03-16,6.34,2022-03-16,6.06,4.620462046204625,5.280528052805286,28.45336481700119,False,2.2581,1.042,1,2,1,50.0,34.43271767810025,34.43271767810025,15.379537953795374,4.620462046204625,历史1/2次成功; 当前距低点4.62%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
4,62.47203798471719,56.54831139693339,002222,福晶科技,bottom_area,2022-03-16,14.09,2022-03-16,13.48,4.525222551928779,4.970326409495549,27.056277056277057,False,2.8467,1.953,1,2,1,50.0,25.783972125435533,25.783972125435533,15.474777448071222,4.525222551928779,历史1/2次成功; 当前距低点4.53%; 最新日涨幅2.85%; 状态bottom_area; 底部未确认
5,62.13720486540022,56.35718116401161,605169,洪通燃气,bottom_area,2022-03-16,14.45,2022-03-16,13.81,4.634322954380875,5.3584359160028985,27.506561679790025,False,2.9936,7.0431,1,2,1,50.0,26.09375,26.09375,15.365677045619124,4.634322954380875,历史1/2次成功; 当前距低点4.63%; 最新日涨幅2.99%; 状态bottom_area; 底部未确认
