rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.79352234991615,78.44799135473191,603103,横店影视,bottom_area,2025-03-13,13.63,2025-03-10,13.05,4.444444444444445,5.670498084291175,27.580466148723637,False,0.2206,0.7074,2,2,2,100.0,34.20067036594215,37.951807228915676,15.555555555555555,4.444444444444445,历史2/2次成功; 当前距低点4.44%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
2,86.53041462126481,75.0058185700893,300382,斯莱克,bottom_area,2025-03-13,13.29,2025-03-13,13.01,2.1521906225979968,14.219830899308223,27.762354247640207,False,-10.9249,9.2256,3,4,3,75.0,41.117275212971656,49.73451327433629,17.847809377402005,2.1521906225979968,历史3/4次成功; 当前距低点2.15%; 最新日涨幅-10.92%; 状态bottom_area; 底部未确认
3,67.29309385517992,57.533565687880014,600421,退市华嵘,bottom_area,2025-03-13,6.52,2025-03-13,6.43,1.399688958009329,5.59875583203733,29.956427015250547,False,-3.2641,3.7741,1,3,1,33.33333333333333,44.900662251655625,44.900662251655625,18.600311041990672,1.399688958009329,历史1/3次成功; 当前距低点1.40%; 最新日涨幅-3.26%; 状态bottom_area; 底部未确认
4,66.1456334961681,59.98022438496895,300422,博世科,bottom_area,2025-03-13,4.3,2025-02-06,4.11,4.622871046228698,6.5693430656934195,30.220713073005083,False,0.939,3.0238,1,2,1,50.0,45.4320987654321,45.4320987654321,15.377128953771301,4.622871046228698,历史1/2次成功; 当前距低点4.62%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
