rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.9170224236302,85.80884559323685,603215,比依股份,bottom_area,2024-07-16,11.66,2024-07-09,11.5,1.3913043478260883,6.956521739130441,32.70918665886483,False,-0.5119,1.4484,4,4,4,100.0,25.48935218430281,36.01562499999999,8.608695652173912,1.3913043478260883,历史4/4次成功; 当前距低点1.39%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
2,90.62176400652515,84.28771665989404,603368,柳药集团,bottom_area,2024-07-16,16.9,2024-07-16,16.7,1.1976047904191574,3.413173652694613,30.705394190871377,False,-2.3686,2.1494,3,3,3,100.0,31.603524634675978,42.85714285714285,8.802395209580844,1.1976047904191574,历史3/3次成功; 当前距低点1.20%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
3,90.01153162033508,84.29011824070768,603113,金能科技,bottom_area,2024-07-16,5.23,2024-07-09,5.15,1.5533980582524285,6.407766990291264,28.867403314917123,False,-0.947,0.5617,5,5,5,100.0,19.31110652431836,31.03448275862069,8.446601941747572,1.5533980582524285,历史5/5次成功; 当前距低点1.55%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
4,89.75910020357587,84.83846900148949,600966,博汇纸业,bottom_area,2024-07-16,4.5,2024-07-10,4.41,2.040816326530609,8.616780045351472,28.640776699029118,True,-2.1739,0.6832,5,5,5,100.0,19.04048508591009,40.28436018957346,7.959183673469392,2.040816326530609,历史5/5次成功; 当前距低点2.04%; 最新日涨幅-2.17%; 状态bottom_area; 底部已确认
5,88.87166122792605,82.7242619457211,600973,宝胜股份,bottom_area,2024-07-16,3.27,2024-07-16,3.23,1.2383900928792582,2.4767801857585163,30.237580993520517,False,-0.3049,0.6566,2,2,2,100.0,40.36446966390223,46.551724137931025,8.761609907120743,1.2383900928792582,历史2/2次成功; 当前距低点1.24%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
6,88.7324992728453,81.8034648898737,000065,北方国际,bottom_area,2024-07-16,9.61,2024-07-09,9.54,0.7337526205450764,4.088050314465415,28.000000000000007,False,0.0,0.5205,3,3,3,100.0,29.926993896325044,41.48061104582843,9.266247379454924,0.7337526205450764,历史3/3次成功; 当前距低点0.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,88.18108830139737,82.40923524894228,002246,北化股份,bottom_area,2024-07-16,7.71,2024-07-16,7.6,1.4473684210526359,3.157894736842108,28.098391674550623,False,-1.9084,2.0788,3,3,3,100.0,24.565780908291877,31.992687385740403,8.552631578947365,1.4473684210526359,历史3/3次成功; 当前距低点1.45%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
8,87.79315562776496,81.89660039903448,601515,衢州东峰,bottom_area,2024-07-16,3.0,2024-07-16,2.96,1.3513513513513526,4.3918918918918886,29.52380952380953,False,-1.6393,0.8957,3,3,3,100.0,20.632696129653542,34.48275862068966,8.648648648648647,1.3513513513513526,历史3/3次成功; 当前距低点1.35%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
9,87.60910069702575,81.55501663972129,000923,河钢资源,bottom_area,2024-07-16,16.3,2024-07-12,16.1,1.242236024844716,7.4534161490683175,27.050294517444488,False,-0.7308,0.947,3,3,3,100.0,17.458681593372262,27.519999999999996,8.757763975155285,1.242236024844716,历史3/3次成功; 当前距低点1.24%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
10,87.57971593897027,82.01193331054778,688215,瑞晟智能,bottom_area,2024-07-16,16.35,2024-07-16,16.1,1.5527950310559004,2.7329192546583707,32.860717264386984,False,0.0,0.4552,2,2,2,100.0,17.915623555673264,18.13676907829534,8.4472049689441,1.5527950310559004,历史2/2次成功; 当前距低点1.55%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,87.27538139085334,85.3185342744665,601388,怡球资源,bottom_area,2024-07-16,2.18,2024-07-09,2.1,3.809523809523813,7.619047619047604,29.292929292929294,True,0.4608,0.5185,4,4,4,100.0,20.829293334305355,35.632183908045974,6.190476190476188,3.809523809523813,历史4/4次成功; 当前距低点3.81%; 最新日涨幅0.46%; 状态bottom_area; 底部已确认
12,87.26497634854992,82.76245897831814,605580,恒盛能源,bottom_area,2024-07-16,8.29,2024-07-09,8.11,2.219482120838468,7.274969173859431,28.859649122807024,True,0.0,1.0247,2,2,2,100.0,20.929452762526086,27.66233766233766,7.7805178791615335,2.219482120838468,历史2/2次成功; 当前距低点2.22%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
13,86.92642638183521,80.70538619590116,002803,吉宏股份,bottom_area,2024-07-16,10.08,2024-07-10,9.97,1.1033099297893625,6.018054162487458,32.40677966101694,False,-0.3953,1.5286,2,2,2,100.0,27.854477611940297,41.25000000000001,8.896690070210639,1.1033099297893625,历史2/2次成功; 当前距低点1.10%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
14,86.6763042889518,80.661780884611,601717,中创智领,bottom_area,2024-07-16,13.21,2024-07-16,13.05,1.2260536398467443,1.6091954022988433,27.900552486187845,False,-0.3771,0.8451,2,2,2,100.0,29.124640771298786,35.43478260869567,8.773946360153257,1.2260536398467443,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
15,86.05797799101265,83.42316490926308,002317,众生药业,bottom_area,2024-07-16,11.05,2024-07-10,10.69,3.367633302151555,8.886810102899917,31.342324983943488,True,-1.1628,1.2221,4,4,4,100.0,27.695531388003374,58.31999999999999,6.632366697848447,3.367633302151555,历史4/4次成功; 当前距低点3.37%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
16,85.24482569868466,82.11990881458966,600094,大名城,bottom_area,2024-07-16,3.39,2024-07-09,3.29,3.0395136778115526,9.118541033434644,30.000000000000004,True,-0.2941,0.3904,2,2,2,100.0,51.71595225176342,87.28070175438596,6.960486322188447,3.0395136778115526,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-0.29%; 状态bottom_area; 底部已确认
17,85.1307639193041,82.00796686594218,603155,新亚强,bottom_area,2024-07-16,11.87,2024-07-16,11.52,3.0381944444444415,3.9062500000000098,30.976632714200125,False,1.0213,2.7042,3,3,3,100.0,19.435753759545772,25.624375624375624,6.961805555555559,3.0381944444444415,历史3/3次成功; 当前距低点3.04%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
18,84.88014250867086,80.77276165028408,601886,江河集团,bottom_area,2024-07-16,4.7,2024-07-09,4.59,2.3965141612200505,5.228758169934646,27.488151658767773,False,-0.2123,0.5874,3,3,3,100.0,27.40222547239673,33.5540838852097,7.6034858387799495,2.3965141612200505,历史3/3次成功; 当前距低点2.40%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
19,84.87241804950797,79.36008007737453,001218,丽臣实业,bottom_area,2024-07-16,14.44,2024-07-09,14.23,1.4757554462403308,6.60576247364722,28.131313131313128,False,-1.2312,0.957,2,2,2,100.0,25.18711018711019,29.999999999999993,8.524244553759669,1.4757554462403308,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
20,84.24942707780947,80.52076657993193,600955,维远股份,bottom_area,2024-07-16,14.08,2024-07-09,13.72,2.6239067055393543,7.069970845481041,28.911917098445596,True,-1.676,0.2473,3,3,3,100.0,19.641257357858347,25.969084423305596,7.376093294460646,2.6239067055393543,历史3/3次成功; 当前距低点2.62%; 最新日涨幅-1.68%; 状态bottom_area; 底部已确认
21,84.07634290814701,79.49772088027515,002698,博实股份,bottom_area,2024-07-16,11.39,2024-07-16,11.16,2.060931899641581,3.046594982078852,29.722921914357688,False,0.7073,0.668,2,2,2,100.0,10.627126943322317,11.142857142857146,7.939068100358419,2.060931899641581,历史2/2次成功; 当前距低点2.06%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
22,83.91099501686618,80.60330019254988,002125,湘潭电化,bottom_area,2024-07-16,9.26,2024-07-09,9.0,2.8888888888888866,7.555555555555553,28.684627575277332,True,-0.7503,0.9416,3,3,3,100.0,23.333155157078114,32.067510548523195,7.111111111111114,2.8888888888888866,历史3/3次成功; 当前距低点2.89%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
23,83.56372072694363,78.05602896362261,601933,永辉超市,bottom_area,2024-07-16,2.14,2024-07-09,2.11,1.4218009478673106,5.6872037914692,31.27035830618893,False,0.0,0.4869,1,1,1,100.0,11.70825335892515,11.70825335892515,8.57819905213269,1.4218009478673106,历史1/1次成功; 当前距低点1.42%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
24,83.05476367483183,75.8796184106156,600129,太极集团,bottom_area,2024-07-16,27.02,2024-07-09,26.95,0.25974025974026077,7.569573283858995,30.2355682112348,True,-2.6306,1.6343,2,2,2,100.0,22.21411937001825,29.540598290598297,9.74025974025974,0.25974025974026077,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-2.63%; 状态bottom_area; 底部已确认
25,82.39591692302086,78.55421446384037,002687,乔治白,bottom_area,2024-07-16,4.11,2024-07-09,4.01,2.493765586034926,6.733167082294276,31.45299145299145,False,-1.2019,0.6078,1,1,1,100.0,64.00000000000001,64.00000000000001,7.506234413965074,2.493765586034926,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
26,82.38217822185825,80.83505208345466,002838,道恩股份,bottom_area,2024-07-16,8.83,2024-07-09,8.49,4.004711425206123,9.422850412249693,32.511923688394276,True,-0.7865,0.4539,5,5,5,100.0,21.59029103722908,38.59649122807017,5.995288574793878,4.004711425206123,历史5/5次成功; 当前距低点4.00%; 最新日涨幅-0.79%; 状态bottom_area; 底部已确认
27,81.42869497368474,77.99683426598155,000928,中钢国际,bottom_area,2024-07-16,5.25,2024-07-09,5.11,2.739726027397254,5.479452054794508,28.33099579242636,False,0.0,0.5927,4,5,4,80.0,20.878546281974685,33.7972166998012,7.260273972602746,2.739726027397254,历史4/5次成功; 当前距低点2.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
28,80.72602682566955,74.22527940960644,001336,楚环科技,bottom_area,2024-07-16,16.91,2024-07-16,16.81,0.5948839976204725,2.5580011897679937,29.547359597652978,False,-0.7046,6.3282,2,2,2,100.0,26.62158561387693,40.95427435387674,9.405116002379527,0.5948839976204725,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
29,80.55738623445716,76.99906435057241,605099,共创草坪,bottom_area,2024-07-16,18.35,2024-07-09,17.88,2.6286353467561656,9.060402684563766,28.96305125148988,True,-3.4211,0.17,1,1,1,100.0,44.31372549019606,44.31372549019606,7.371364653243835,2.6286353467561656,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-3.42%; 状态bottom_area; 底部已确认
30,80.46987343177119,77.41163596168015,000629,钒钛股份,bottom_area,2024-07-16,2.43,2024-07-10,2.36,2.9661016949152663,6.779661016949159,28.484848484848484,False,0.0,0.3777,1,1,1,100.0,27.173913043478265,27.173913043478265,7.033898305084735,2.9661016949152663,历史1/1次成功; 当前距低点2.97%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
31,80.41821963738205,76.60488591259397,002557,洽洽食品,bottom_area,2024-07-16,27.18,2024-07-09,26.53,2.4500565397662966,4.033169996230683,31.001300390117038,False,0.0,0.4296,1,1,1,100.0,16.510832383124292,16.510832383124292,7.549943460233704,2.4500565397662966,历史1/1次成功; 当前距低点2.45%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
