rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.49661486882485,76.46264884176924,603048,浙江黎明,bottom_area,2025-03-21,18.62,2025-03-14,18.37,1.360914534567229,7.6755579749591725,27.391304347826086,True,-4.2181,4.4404,1,1,1,100.0,25.889967637540458,25.889967637540458,18.63908546543277,1.360914534567229,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-4.22%; 状态bottom_area; 底部已确认
2,82.01106396854675,68.9716479400749,002760,凤形股份,bottom_area,2025-03-21,20.1,2025-03-21,20.0,0.5000000000000071,3.9000000000000057,31.62393162393162,False,-3.5046,7.8843,1,1,1,100.0,24.094881398252184,24.094881398252184,19.499999999999996,0.5000000000000071,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
3,69.38006562217367,59.09784006953498,688227,品高股份,bottom_area,2025-03-21,35.52,2025-03-20,35.1,1.1965811965812014,7.891737891737879,29.48975492165528,True,-1.0033,5.0386,1,3,1,33.33333333333333,31.412429378531087,31.412429378531087,18.8034188034188,1.1965811965812014,历史1/3次成功; 当前距低点1.20%; 最新日涨幅-1.00%; 状态bottom_area; 底部已确认
4,62.737238270533126,52.58758378486853,600421,退市华嵘,bottom_area,2025-03-21,6.29,2025-03-21,6.27,0.3189792663476948,4.465709728867628,31.699346405228763,False,-3.0817,2.6902,1,3,1,33.33333333333333,44.900662251655625,44.900662251655625,19.681020733652307,0.3189792663476948,历史1/3次成功; 当前距低点0.32%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
5,60.42126463700235,50.35105386416863,002574,明牌珠宝,bottom_area,2025-03-21,6.74,2025-03-21,6.74,0.0,6.824925816023739,27.914438502673793,False,-10.0134,14.797,1,2,1,50.0,21.779859484777532,21.779859484777532,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
6,55.76334146786774,47.15974691998943,605303,园林股份,bottom_area,2025-03-21,10.02,2025-03-21,9.94,0.8048289738430591,2.313883299798797,27.232796486090784,False,-1.2808,5.3268,1,5,1,20.0,23.681489141675293,23.681489141675293,19.19517102615694,0.8048289738430591,历史1/5次成功; 当前距低点0.80%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
