rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.75335230054515,80.24332079384583,688788,科思科技,bottom_area,2026-03-06,62.36,2026-03-02,85.3,2026-03-06,61.11,2.0454917362133855,4.189167075765018,28.358733880422037,26.89331770222743,False,-19.33773121200363,1.34706487618012,27,31,27,87.09677419354838,41.75829006673305,57.18799368088467,2023-04-12; 2023-04-14; 2023-04-19; 2023-04-21; 2023-04-25; 2024-02-05; 2024-04-15; 2024-04-17; 2024-05-24; 2024-06-20; 2024-06-26; 2024-07-03; 2024-07-09; 2024-07-16; 2024-07-25; 2024-12-09; 2025-01-13; 2025-01-16; 2025-02-05; 2025-02-12; 2025-06-26; 2025-06-30; 2025-08-27; 2025-11-03; 2026-01-15; 2026-01-22; 2026-02-27,17.954508263786618,2.0454917362133855,历史27/31次成功; 当前距低点2.05%; 最新日涨幅-19.34%; 状态bottom_area; 底部未确认
2,92.64890971943407,80.47186764843592,603758,秦安股份,bottom_area,2026-03-06,14.01,2025-12-22,19.16,2026-03-04,13.7,2.262773722627741,3.284671532846723,28.496868475991654,26.87891440501044,False,0.8639308855291628,0.7855113096416044,4,5,4,80.0,28.33866524745786,46.304675716440414,2018-06-22; 2022-07-06; 2024-02-06; 2025-04-09,17.737226277372258,2.262773722627741,历史4/5次成功; 当前距低点2.26%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
3,90.21118221982492,79.68069402295819,001206,依依股份,bottom_area,2026-03-06,22.7,2025-12-29,31.9,2026-03-04,22.0,3.1818181818181785,3.772727272727265,31.034482758620683,28.84012539184953,False,0.5759858218874481,2.3441834792799914,1,1,1,100.0,42.01741654571844,42.01741654571844,2025-04-09,16.81818181818182,3.1818181818181785,历史1/1次成功; 当前距低点3.18%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
4,88.93106982220444,78.3952473196089,688317,之江生物,bottom_area,2026-03-06,20.12,2026-01-27,28.58,2026-03-04,19.52,3.0737704918032858,3.7909836065573876,31.700489853044083,29.60111966410076,False,2.080162354134951,0.8802651626418282,3,4,3,75.0,37.948623875916084,40.461049284578706,2021-01-20; 2022-04-28; 2024-02-06,16.926229508196716,3.0737704918032858,历史3/4次成功; 当前距低点3.07%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
5,87.4347256222217,78.74098765432097,301283,聚胶股份,bottom_area,2026-03-06,48.13,2026-01-21,63.52,2026-03-04,46.17,4.245180853367989,4.245180853367989,27.314231738035268,24.228589420654913,False,2.600724792155207,0.8920264871668582,1,1,1,100.0,73.6405529953917,73.6405529953917,2025-04-07,15.754819146632013,4.245180853367989,历史1/1次成功; 当前距低点4.25%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
6,84.6179611156341,70.80203815282363,603163,圣晖集成,bottom_area,2026-03-06,108.52,2026-02-27,149.85,2026-03-06,108.28,0.22164758034724316,5.7443664573328395,27.741074407741074,27.580914247580914,False,-3.107142857142864,5.564,1,1,1,100.0,30.52362707535122,30.52362707535122,2024-02-06,19.77835241965276,0.22164758034724316,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
7,84.5622030950936,75.76567931071409,300879,大叶股份,bottom_area,2026-03-06,23.6,2026-01-13,31.32,2026-03-04,22.7,3.964757709251111,4.5374449339207095,27.522349936143044,24.64878671775223,False,2.7874564459930307,1.6003203836831668,3,4,3,75.0,34.73294025702483,53.47334410339256,2024-09-18; 2025-07-02; 2025-08-04,16.03524229074889,3.964757709251111,历史3/4次成功; 当前距低点3.96%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
8,83.3821919836532,75.01273261577235,688236,春立医疗,bottom_area,2026-03-06,20.65,2026-01-21,27.56,2026-03-04,19.82,4.18768920282542,4.43995963673057,28.084179970972418,25.072568940493472,False,2.430555555555558,0.6334683007580016,3,4,3,75.0,33.4175483774963,48.33672776646301,2022-04-27; 2024-02-06; 2024-10-16,15.81231079717458,4.18768920282542,历史3/4次成功; 当前距低点4.19%; 最新日涨幅2.43%; 状态bottom_area; 底部未确认
9,82.8306362645891,72.21034685313069,301413,安培龙,bottom_area,2026-03-06,128.86,2026-02-06,178.99,2026-03-06,125.76,2.465012722646317,4.039440203562339,29.73909156936142,28.0071512374993,False,1.5125256026469414,3.4750991253493337,2,3,2,66.66666666666666,31.956501043535567,40.258064516129025,2024-04-16; 2025-04-09,17.534987277353682,2.465012722646317,历史2/3次成功; 当前距低点2.47%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
10,82.3490584012827,71.4075751171962,688166,博瑞医药,bottom_area,2026-03-06,40.92,2026-01-13,55.88,2026-03-06,40.05,2.172284644194768,3.995006242197257,28.328561202576957,26.77165354330709,False,1.6141047926496066,2.2745098039215685,2,4,2,50.0,43.49668874172186,50.993377483443716,2020-02-21; 2024-02-06,17.827715355805232,2.172284644194768,历史2/4次成功; 当前距低点2.17%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
11,79.6315961203022,72.07462377199357,300291,百纳千成,bottom_area,2026-03-06,7.63,2026-02-10,10.47,2026-03-04,7.3,4.520547945205481,5.342465753424666,30.276981852913092,27.125119388729708,False,0.6596306068601621,1.2565373448478867,6,9,6,66.66666666666666,39.75702376556667,74.45972495088411,2015-07-17; 2015-08-06; 2018-10-16; 2020-02-04; 2023-05-26; 2023-10-23,15.479452054794521,4.520547945205481,历史6/9次成功; 当前距低点4.52%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
12,79.55832104878249,68.80089324848907,688680,海优新材,bottom_area,2026-03-06,51.92,2026-02-09,70.0,2026-03-06,50.89,2.0239732756926725,4.047946551385345,27.299999999999997,25.82857142857143,False,0.019264110961292324,2.9215649261805554,5,12,5,41.66666666666667,45.719815324740296,80.43844856661046,2021-08-04; 2022-07-13; 2022-10-31; 2024-10-18; 2025-04-09,17.976026724307328,2.0239732756926725,历史5/12次成功; 当前距低点2.02%; 最新日涨幅0.02%; 状态bottom_area; 底部未确认
13,78.26636430270759,67.95389018804153,603099,长白山,bottom_area,2026-03-06,37.85,2026-01-15,52.2,2026-03-06,37.02,2.242031334413826,2.8092922744462427,29.080459770114942,27.490421455938694,False,1.6653236637120816,1.181762546162958,3,6,3,50.0,25.78344962637121,32.29885057471265,2015-06-30; 2019-06-10; 2022-04-27,17.757968665586176,2.242031334413826,历史3/6次成功; 当前距低点2.24%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
14,77.24949907816391,67.82882845887563,601519,大智慧,bottom_area,2026-03-06,11.52,2026-01-14,15.88,2026-03-04,11.2,2.85714285714286,3.5714285714285747,29.471032745591945,27.455919395466,False,1.2302284710017375,1.2017333950009048,4,8,4,50.0,32.65115146860942,40.138408304498256,2015-05-07; 2019-03-18; 2022-04-27; 2024-02-06,17.14285714285714,2.85714285714286,历史4/8次成功; 当前距低点2.86%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
15,77.14814720998343,67.53678781044744,688318,财富趋势,bottom_area,2026-03-06,117.08,2026-01-14,163.63,2026-03-05,114.01,2.6927462503289123,4.74519778966757,30.324512619935213,28.448328546110126,False,2.074978204010458,0.7463034038566897,5,10,5,50.0,29.065856242996535,36.949152542372886,2020-04-29; 2023-06-13; 2023-07-19; 2024-02-05; 2025-04-07,17.30725374967109,2.6927462503289123,历史5/10次成功; 当前距低点2.69%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
16,76.9619401377995,68.83817978992067,300133,华策影视,bottom_area,2026-03-06,8.05,2026-02-10,11.45,2026-03-04,7.75,3.870967741935493,4.000000000000006,32.314410480349345,29.694323144104796,False,2.0278833967046994,3.68995328905941,7,12,7,58.333333333333336,32.449746818280985,54.38144329896908,2011-01-26; 2012-01-19; 2015-06-30; 2015-08-25; 2017-01-16; 2019-02-01; 2024-02-06,16.12903225806451,3.870967741935493,历史7/12次成功; 当前距低点3.87%; 最新日涨幅2.03%; 状态bottom_area; 底部未确认
17,75.56183838636127,68.51397397228052,603130,云中马,bottom_area,2026-03-06,43.94,2026-02-03,61.5,2026-03-04,42.0,4.619047619047613,4.952380952380948,31.70731707317073,28.55284552845529,False,1.6423779782558379,0.945284201475217,2,3,2,66.66666666666666,38.48782729592695,52.76771857216763,2022-12-01; 2025-04-09,15.380952380952387,4.619047619047613,历史2/3次成功; 当前距低点4.62%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
18,75.0349189783495,64.72218216961174,002739,儒意电影,bottom_area,2026-03-06,10.28,2026-02-10,13.87,2026-03-04,10.09,1.8830525272547027,2.7750247770069314,27.253064167267482,25.88320115356885,False,0.8832188420019538,1.5664462209734928,2,5,2,40.0,25.67495662232504,26.977443609022554,2015-08-26; 2021-08-06,18.1169474727453,1.8830525272547027,历史2/5次成功; 当前距低点1.88%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
19,74.89771488377026,67.50236742243368,300725,药石科技,bottom_area,2026-03-06,37.46,2026-01-13,51.15,2026-03-04,35.92,4.28730512249443,4.649220489977733,29.775171065493637,26.764418377321597,False,2.293828509011475,2.7625702312551415,3,6,3,50.0,48.42700592323104,60.139860139860126,2019-07-22; 2024-02-05; 2025-01-13,15.712694877505573,4.28730512249443,历史3/6次成功; 当前距低点4.29%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
20,74.08631327662621,65.67187679276869,603949,雪龙集团,bottom_area,2026-03-06,18.06,2026-01-26,24.1,2026-03-04,17.47,3.3772180881511153,3.720663995420734,27.51037344398341,25.062240663900425,False,1.746478873239421,1.2837926019309063,3,6,3,50.0,27.42975286964096,28.671328671328673,2020-04-28; 2021-01-14; 2025-06-23,16.622781911848886,3.3772180881511153,历史3/6次成功; 当前距低点3.38%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
21,73.88310834949374,66.42811292242146,300663,科蓝软件,bottom_area,2026-03-06,15.54,2026-01-14,20.71,2026-03-04,14.92,4.155495978552273,4.222520107238611,27.95750845002415,24.96378561081604,False,1.7681728880157177,1.5342305941028394,5,10,5,50.0,41.035719104949756,76.77304964539006,2018-04-23; 2018-10-12; 2020-02-04; 2021-07-01; 2024-10-10,15.844504021447728,4.155495978552273,历史5/10次成功; 当前距低点4.16%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
22,73.5214892139118,65.79744170894831,600748,上实发展,bottom_area,2026-03-06,5.06,2026-01-12,6.8,2026-03-04,4.87,3.901437371663234,4.312114989733059,28.38235294117647,25.588235294117652,False,1.4028056112224352,0.6769950504027759,11,21,11,52.38095238095239,29.372016703315417,40.124740124740136,2003-11-13; 2007-02-02; 2007-06-05; 2007-10-19; 2008-07-18; 2008-12-31; 2009-02-27; 2014-01-13; 2015-06-30; 2019-05-07; 2020-02-04,16.098562628336765,3.901437371663234,历史11/21次成功; 当前距低点3.90%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
23,71.13446680892282,62.49574598203276,000997,新大陆,bottom_area,2026-03-06,23.15,2026-01-14,31.6,2026-03-04,22.5,2.8888888888888826,3.1999999999999953,28.797468354430382,26.740506329113934,False,0.7397737162750051,0.9376345847113629,4,12,4,33.33333333333333,40.478921050355204,51.26676602086439,2008-04-22; 2008-09-18; 2012-12-03; 2018-10-16,17.111111111111118,2.8888888888888826,历史4/12次成功; 当前距低点2.89%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
