rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.17705346160565,79.48666597646958,688300,联瑞新材,bottom_area,2023-08-15,42.1,2023-08-14,41.55,1.3237063778580127,3.7304452466907447,28.974358974358978,False,-2.0475,0.316,2,2,2,100.0,24.003852247235756,26.809910956252438,13.676293622141985,1.3237063778580127,历史2/2次成功; 当前距低点1.32%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
2,87.21614282216265,78.20468637346791,600935,华塑股份,bottom_area,2023-08-15,3.71,2023-06-27,3.65,1.6438356164383578,7.671232876712336,28.571428571428577,True,-0.5362,0.2331,1,1,1,100.0,28.50877192982458,28.50877192982458,13.35616438356164,1.6438356164383578,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-0.54%; 状态bottom_area; 底部已确认
3,86.68190940083356,76.87440942649202,603015,弘讯科技,bottom_area,2023-08-15,8.63,2023-08-15,8.54,1.0538641686182861,3.0444964871194564,28.714524207011692,False,-1.1455,0.8376,1,1,1,100.0,23.318385650224208,23.318385650224208,13.946135831381712,1.0538641686182861,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
4,85.16756906981904,75.87744588744587,002519,银河电子,bottom_area,2023-08-15,5.46,2023-08-14,5.39,1.298701298701304,3.153988868274581,27.35849056603774,False,-1.087,0.945,1,1,1,100.0,20.959595959595962,20.959595959595962,13.701298701298695,1.298701298701304,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
5,84.08704782491951,73.99673619872699,688328,深科达,bottom_area,2023-08-15,22.07,2023-08-15,21.93,0.6383948928408598,3.6935704514363827,30.31458531935176,False,-2.5607,3.8327,2,2,2,100.0,25.92621803443088,29.170984455958543,14.36160510715914,0.6383948928408598,历史2/2次成功; 当前距低点0.64%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
6,82.00191683874493,74.46799072918525,688143,长盈通,bottom_area,2023-08-15,29.06,2023-08-15,28.4,2.323943661971832,2.887323943661973,32.04115817181144,False,-0.6835,1.0345,1,1,1,100.0,25.949367088607595,25.949367088607595,12.676056338028168,2.323943661971832,历史1/1次成功; 当前距低点2.32%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
7,77.01350851323299,73.01120175060231,002219,新里程,bottom_area,2023-08-15,3.84,2023-08-07,3.67,4.632152588555857,6.267029972752043,29.42307692307693,False,1.0526,0.5472,1,1,1,100.0,23.938223938223942,23.938223938223942,10.367847411444142,4.632152588555857,历史1/1次成功; 当前距低点4.63%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
8,76.37065583010047,67.58628983121588,300604,长川科技,bottom_area,2023-08-15,36.5,2023-08-15,36.16,0.9402654867256731,5.28207964601771,27.199516810952296,False,-3.388,2.1489,3,4,3,75.0,26.210188929840978,36.28082648300379,14.059734513274327,0.9402654867256731,历史3/4次成功; 当前距低点0.94%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
9,74.11694225825158,64.87345421558597,688248,南网科技,bottom_area,2023-08-15,31.47,2023-08-15,31.36,0.35076530612244716,4.113520408163263,27.035830618892504,False,-3.4663,3.2421,2,3,2,66.66666666666666,39.12114218751869,49.406593406593416,14.649234693877553,0.35076530612244716,历史2/3次成功; 当前距低点0.35%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
10,73.21769923279341,65.71737138521921,688115,思林杰,bottom_area,2023-08-15,29.37,2023-08-15,28.88,1.6966759002770153,10.734072022160671,27.345911949685537,False,-8.2188,5.2856,2,3,2,66.66666666666666,20.31788049023731,23.658728081654015,13.303324099722985,1.6966759002770153,历史2/3次成功; 当前距低点1.70%; 最新日涨幅-8.22%; 状态bottom_area; 底部未确认
11,72.95692788043964,64.43474210529246,002386,天原股份,bottom_area,2023-08-15,6.06,2023-08-15,6.01,0.831946755407651,1.4975041597337746,27.503015681544024,False,-0.6557,0.593,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,14.168053244592349,0.831946755407651,历史2/3次成功; 当前距低点0.83%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
12,71.26339170558354,62.92913620987646,002240,盛新锂能,bottom_area,2023-08-15,25.71,2023-08-15,25.5,0.8235294117647093,3.647058823529411,27.762039660056654,False,-2.1317,1.0333,2,3,2,66.66666666666666,24.247938720609284,33.42198581560282,14.17647058823529,0.8235294117647093,历史2/3次成功; 当前距低点0.82%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
13,69.57603615202656,63.08743783122709,000890,法尔胜,bottom_area,2023-08-15,4.56,2023-08-14,4.46,2.242152466367705,6.502242152466368,27.47967479674797,False,0.0,8.9802,1,2,1,50.0,32.954545454545446,32.954545454545446,12.757847533632294,2.242152466367705,历史1/2次成功; 当前距低点2.24%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,68.08883058353393,60.43000464684014,688262,国芯科技,bottom_area,2023-08-15,32.35,2023-08-15,32.0,1.0937500000000044,3.8124999999999964,30.885529157667378,False,-2.3544,1.1218,1,2,1,50.0,27.063197026022312,27.063197026022312,13.906249999999995,1.0937500000000044,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
15,66.90597867886183,59.62756349059512,300763,锦浪科技,bottom_area,2023-08-15,83.89,2023-08-15,82.8,1.3164251207729512,5.072463768115946,29.13992297817715,False,-3.6633,3.0422,1,2,1,50.0,35.693617021276594,35.693617021276594,13.683574879227049,1.3164251207729512,历史1/2次成功; 当前距低点1.32%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
