rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.41929657005835,85.44721937442614,002761,浙江建投,bottom_area,2024-06-26,8.05,2024-06-26,7.8,3.205128205128217,3.205128205128217,32.173913043478265,False,1.6414,1.2912,6,6,6,100.0,23.305976785583134,43.73730534867976,6.794871794871785,3.205128205128217,历史6/6次成功; 当前距低点3.21%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
2,87.91310487940466,84.51549696136004,603368,柳药集团,bottom_area,2024-06-26,17.91,2024-06-24,17.4,2.93103448275863,3.3333333333333446,27.800829875518684,False,1.1864,2.0612,3,3,3,100.0,31.603524634675978,42.85714285714285,7.068965517241371,2.93103448275863,历史3/3次成功; 当前距低点2.93%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
3,85.54034303193153,81.48125828991556,000404,长虹华意,bottom_area,2024-06-26,5.44,2024-06-26,5.31,2.448210922787209,3.0131826741996264,28.724832214765105,False,1.4925,2.2295,2,2,2,100.0,26.03859781650749,40.139211136890964,7.551789077212792,2.448210922787209,历史2/2次成功; 当前距低点2.45%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
4,84.75447834864883,83.30685110002545,000722,湖南发展,bottom_area,2024-06-26,9.15,2024-06-26,8.79,4.095563139931755,4.095563139931755,29.454253611556997,False,2.0067,1.8821,4,4,4,100.0,22.71362934983783,36.6412213740458,5.9044368600682455,4.095563139931755,历史4/4次成功; 当前距低点4.10%; 最新日涨幅2.01%; 状态bottom_area; 底部未确认
5,84.06983566856937,81.19073170731703,002687,乔治白,bottom_area,2024-06-26,4.23,2024-06-24,4.1,3.170731707317093,3.4146341463414775,29.914529914529915,False,1.1962,0.9942,1,1,1,100.0,64.00000000000001,64.00000000000001,6.829268292682908,3.170731707317093,历史1/1次成功; 当前距低点3.17%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
6,84.0430322404452,82.75006251366915,601388,怡球资源,bottom_area,2024-06-26,2.24,2024-06-26,2.15,4.1860465116279215,4.1860465116279215,27.609427609427616,False,2.2831,0.8183,4,4,4,100.0,20.829293334305355,35.632183908045974,5.813953488372079,4.1860465116279215,历史4/4次成功; 当前距低点4.19%; 最新日涨幅2.28%; 状态bottom_area; 底部未确认
7,83.83570620770708,80.73516737863665,601012,隆基绿能,bottom_area,2024-06-26,14.66,2024-06-26,14.23,3.02178496134926,3.3028812368236036,28.348439073514598,False,1.5235,1.5079,3,3,3,100.0,12.391597260822351,14.403553299492398,6.978215038650741,3.02178496134926,历史3/3次成功; 当前距低点3.02%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
8,83.0848884979507,82.02913669627134,002459,晶澳科技,bottom_area,2024-06-26,11.81,2024-06-26,11.32,4.32862190812721,4.9469964664310995,30.46683046683047,False,2.4284,1.6706,4,4,4,100.0,18.701046488179387,26.683937823834192,5.67137809187279,4.32862190812721,历史4/4次成功; 当前距低点4.33%; 最新日涨幅2.43%; 状态bottom_area; 底部未确认
9,82.85425759212693,80.17408640398229,002145,钛能化学,bottom_area,2024-06-26,3.47,2024-06-26,3.36,3.2738095238095335,3.5714285714285747,29.411764705882355,False,1.1662,0.9971,3,3,3,100.0,12.46436622724744,16.649537512846855,6.7261904761904665,3.2738095238095335,历史3/3次成功; 当前距低点3.27%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
10,82.83820391023055,77.83374663072779,002035,华帝股份,bottom_area,2024-06-26,6.47,2024-06-26,6.36,1.729559748427664,2.8301886792452784,27.89115646258503,False,0.0,2.4129,1,1,1,100.0,14.285714285714274,14.285714285714274,8.270440251572337,1.729559748427664,历史1/1次成功; 当前距低点1.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,82.19587157197235,81.72438473695146,002838,道恩股份,bottom_area,2024-06-26,9.36,2024-06-26,8.94,4.697986577181208,4.921700223713661,28.934817170111295,False,3.4254,0.884,5,5,5,100.0,21.59029103722908,38.59649122807017,5.302013422818792,4.697986577181208,历史5/5次成功; 当前距低点4.70%; 最新日涨幅3.43%; 状态bottom_area; 底部未确认
