rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.67405480662768,75.61922711652932,300342,天银机电,bottom_area,2023-07-26,11.36,2023-07-25,11.27,0.7985803016858904,5.2351375332741785,27.337201805286917,False,-0.786,4.6207,3,3,3,100.0,19.9461838944793,26.68539325842696,14.201419698314108,0.7985803016858904,历史3/3次成功; 当前距低点0.80%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
2,85.29171113740198,75.62756836120779,002045,国光电器,bottom_area,2023-07-26,13.55,2023-07-26,13.41,1.0439970171513837,7.084265473527212,27.39577693557119,False,-5.8374,4.9172,3,4,3,75.0,30.875707313510432,33.77563329312426,13.956002982848615,1.0439970171513837,历史3/4次成功; 当前距低点1.04%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
3,83.68624235835134,74.22811043290912,301379,天山电子,bottom_area,2023-07-26,35.23,2023-07-26,34.86,1.0613884107859939,5.851979345955248,30.0,False,-4.3962,34.4941,1,1,1,100.0,19.398258115597777,19.398258115597777,13.938611589214005,1.0613884107859939,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
4,83.1488052732497,76.24524393563429,002395,双象股份,bottom_area,2023-07-26,11.21,2023-06-26,10.9,2.8440366972477107,10.091743119266052,29.677419354838708,True,-5.2409,4.9992,2,2,2,100.0,26.23466454494123,36.59976387249114,12.155963302752289,2.8440366972477107,历史2/2次成功; 当前距低点2.84%; 最新日涨幅-5.24%; 状态bottom_area; 底部已确认
5,81.83867756667607,74.67552645962132,002590,万安科技,bottom_area,2023-07-26,11.53,2023-07-24,11.24,2.5800711743772164,6.672597864768683,28.589580686149933,False,-2.7004,6.7294,1,1,1,100.0,30.204778156996575,30.204778156996575,12.419928825622783,2.5800711743772164,历史1/1次成功; 当前距低点2.58%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
6,81.0914920550448,74.86562050525541,601669,中国电建,bottom_area,2023-07-26,5.79,2023-06-07,5.61,3.208556149732615,5.882352941176471,29.78723404255319,False,0.3466,0.704,1,1,1,100.0,16.457680250783696,16.457680250783696,11.791443850267385,3.208556149732615,历史1/1次成功; 当前距低点3.21%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
7,77.71094987662366,72.68914597461402,600995,南网储能,bottom_area,2023-07-26,11.16,2023-06-07,10.74,3.910614525139664,8.379888268156428,32.7909887359199,True,-0.6233,0.462,1,1,1,100.0,26.64165103189493,26.64165103189493,11.089385474860336,3.910614525139664,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-0.62%; 状态bottom_area; 底部已确认
8,77.19373211563247,67.64363456330767,301338,凯格精机,bottom_area,2023-07-26,43.89,2023-07-26,43.71,0.4118050789293061,6.1999542438801205,30.42024832855778,False,-3.0698,32.9718,1,1,1,100.0,15.873925501432662,15.873925501432662,14.588194921070693,0.4118050789293061,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
9,74.80048008424565,66.039583698444,002355,兴民智通,bottom_area,2023-07-26,4.96,2023-07-26,4.92,0.8130081300813016,5.48780487804879,27.540500736377027,False,-4.4316,10.7795,3,4,3,75.0,16.33463567220093,18.156424581005595,14.186991869918696,0.8130081300813016,历史3/4次成功; 当前距低点0.81%; 最新日涨幅-4.43%; 状态bottom_area; 底部未确认
10,72.32758032822629,63.19455791380447,002829,星网宇达,bottom_area,2023-07-26,31.4,2023-07-26,31.32,0.25542784163473276,2.2030651340996092,30.042439133348232,False,-1.9669,1.7057,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,14.744572158365266,0.25542784163473276,历史2/3次成功; 当前距低点0.26%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
11,69.5501099796167,61.224390900461756,000037,深南电A,bottom_area,2023-07-26,10.74,2023-07-26,10.67,0.6560449859418959,4.311152764761021,27.80784844384303,False,-2.8933,5.3642,3,6,3,50.0,32.47405090542621,45.16765285996055,14.343955014058105,0.6560449859418959,历史3/6次成功; 当前距低点0.66%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
12,66.26199179394744,61.73277871408357,300722,新余国科,bottom_area,2023-07-26,24.97,2023-07-24,24.08,3.6960132890365474,6.686046511627921,29.176470588235297,False,-1.499,0.7415,2,4,2,50.0,32.63273662949948,45.90377113133938,11.303986710963452,3.6960132890365474,历史2/4次成功; 当前距低点3.70%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
13,64.649453071859,58.41199165175909,603033,三维股份,bottom_area,2023-07-26,15.92,2023-07-17,15.6,2.051282051282053,5.25641025641027,27.677329624478446,False,0.8872,0.0989,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,12.948717948717947,2.051282051282053,历史1/3次成功; 当前距低点2.05%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
14,56.78586470122572,49.81523210564638,002403,爱仕达,bottom_area,2023-07-26,8.54,2023-07-24,8.5,0.47058823529410765,2.5882352941176547,31.891025641025646,False,-1.6129,1.8869,1,3,1,33.33333333333333,21.63892445582587,21.63892445582587,14.529411764705891,0.47058823529410765,历史1/3次成功; 当前距低点0.47%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
15,56.5019374014331,52.164338735769014,605333,沪光股份,bottom_area,2023-07-26,13.83,2023-07-24,13.4,3.208955223880595,7.014925373134324,27.879440258342296,True,-3.0154,4.5051,1,3,1,33.33333333333333,29.01840490797546,29.01840490797546,11.791044776119405,3.208955223880595,历史1/3次成功; 当前距低点3.21%; 最新日涨幅-3.02%; 状态bottom_area; 底部已确认
