rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.0760021013259,90.24428591165051,001226,拓山重工,bottom_area,2025-08-06,36.3,2025-08-06,35.88,1.1705685618728945,1.6722408026755693,31.02652825836217,False,0.1656,5.4205,4,4,4,100.0,24.15689372430483,41.451766953199616,8.829431438127106,1.1705685618728945,历史4/4次成功; 当前距低点1.17%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
2,90.90466376299044,85.50067845394864,002658,雪迪龙,bottom_area,2025-08-06,7.99,2025-08-01,7.85,1.783439490445867,2.292993630573245,31.50087260034905,False,0.1253,2.6359,3,3,3,100.0,22.83290587185592,34.81481481481481,8.216560509554133,1.783439490445867,历史3/3次成功; 当前距低点1.78%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
3,90.71932803088353,85.56727723325989,000607,华媒控股,bottom_area,2025-08-06,4.75,2025-07-31,4.66,1.9313304721030013,3.433476394849788,29.924812030075188,False,-0.6276,2.5687,4,4,4,100.0,30.810272632552305,59.82721382289418,8.068669527896999,1.9313304721030013,历史4/4次成功; 当前距低点1.93%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
4,86.980832565082,81.48123161331993,605033,美邦股份,bottom_area,2025-08-06,21.32,2025-08-04,20.99,1.5721772272510808,1.8103858980467014,32.50803858520901,False,0.0939,2.1143,1,1,1,100.0,31.96664350243223,31.96664350243223,8.42782277274892,1.5721772272510808,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
5,86.42755382905828,80.94072580561946,002987,京北方,bottom_area,2025-08-06,20.21,2025-08-04,19.9,1.5577889447236295,2.41206030150754,28.158844765342966,False,0.1487,2.4531,1,1,1,100.0,28.88432580424366,28.88432580424366,8.442211055276372,1.5577889447236295,历史1/1次成功; 当前距低点1.56%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
6,85.32258919805446,81.59692013991318,002636,金安国纪,bottom_area,2025-08-06,11.98,2025-07-25,11.67,2.6563838903170565,7.112253641816624,29.698795180722897,True,-0.0834,2.0328,2,2,2,100.0,42.49180327868853,69.0,7.3436161096829435,2.6563838903170565,历史2/2次成功; 当前距低点2.66%; 最新日涨幅-0.08%; 状态bottom_area; 底部已确认
7,80.03016105750211,75.44954772949092,300651,金陵体育,bottom_area,2025-08-06,21.38,2025-08-04,20.98,1.9065776930409846,4.814108674928494,29.949916527545906,False,-1.6559,11.9329,4,5,4,80.0,19.443789621636355,25.720461095100855,8.093422306959017,1.9065776930409846,历史4/5次成功; 当前距低点1.91%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
8,78.57096150221881,74.83515261189527,600620,天宸股份,bottom_area,2025-08-06,6.29,2025-08-04,6.14,2.4429967426710157,3.094462540716619,27.078384798099762,False,-0.1587,1.2725,1,1,1,100.0,29.38271604938273,29.38271604938273,7.557003257328984,2.4429967426710157,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
9,78.20096484455715,75.06488871010993,603022,新通联,bottom_area,2025-08-06,10.46,2025-07-24,10.17,2.851524090462153,3.3431661750245802,32.33532934131736,False,-0.286,3.3504,2,2,2,100.0,18.958944281524914,26.099706744868023,7.148475909537848,2.851524090462153,历史2/2次成功; 当前距低点2.85%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
10,77.53011527908465,73.09406186909801,603262,技源集团,bottom_area,2025-08-06,30.45,2025-08-04,29.88,1.9076305220883545,3.078982597054892,28.823249166269648,False,-0.9112,12.6555,1,1,1,100.0,13.459459459459449,13.459459459459449,8.092369477911646,1.9076305220883545,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
11,77.42805447570991,75.00842777334398,603511,爱慕股份,bottom_area,2025-08-06,15.5,2025-08-04,15.0,3.3333333333333335,3.9333333333333322,29.906542056074763,False,0.1939,1.1719,1,1,1,100.0,18.754988028731056,18.754988028731056,6.666666666666668,3.3333333333333335,历史1/1次成功; 当前距低点3.33%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
