rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.34700681443103,81.38536523848401,605266,健之佳,bottom_area,2024-02-02,45.77,2024-02-02,44.54,2.761562640323314,6.421194431971261,29.714375887643996,False,-2.18,0.6494,4,4,4,100.0,18.503914292586888,33.154615273148806,5.238437359676686,2.761562640323314,历史4/4次成功; 当前距低点2.76%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
2,82.31870251640726,76.22102084852523,000889,中嘉博创,bottom_area,2024-02-02,1.7,2024-02-02,1.7,0.0,0.0,28.57142857142857,False,-5.0279,0.2555,5,5,5,100.0,19.199036820028066,34.408602150537625,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
3,82.20413574160902,76.11494050148983,002116,中国海诚,bottom_area,2024-02-02,10.33,2024-02-02,10.33,0.0,4.54985479186835,28.758620689655174,False,-10.0174,11.5425,4,4,4,100.0,18.62871237360116,30.169830169830163,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
4,80.4375024697063,78.68603372993259,601689,拓普集团,confirmed_rebound,2024-02-02,47.19,2024-02-02,45.88,2.855274629468167,9.590235396687007,30.358227079538548,False,-4.6089,1.3124,4,4,4,100.0,25.570214436129103,47.99107142857144,5.144725370531833,2.855274629468167,历史4/4次成功; 当前距低点2.86%; 最新日涨幅-4.61%; 状态confirmed_rebound; 底部未确认
5,80.29554238773903,76.39454437699867,000532,华金资本,confirmed_rebound,2024-02-02,12.22,2024-02-02,12.05,1.410788381742738,9.875518672199165,30.225825130283724,False,-8.7379,11.9097,2,2,2,100.0,28.877106921355356,32.044198895027606,6.589211618257263,1.410788381742738,历史2/2次成功; 当前距低点1.41%; 最新日涨幅-8.74%; 状态confirmed_rebound; 底部未确认
6,79.65656008795928,77.66368073329362,002723,小崧股份,confirmed_rebound,2024-02-02,6.89,2024-02-02,6.71,2.6825633383010388,16.840536512667658,30.824742268041234,False,-7.6408,4.9132,4,4,4,100.0,17.956586799032102,24.489795918367328,5.317436661698961,2.6825633383010388,历史4/4次成功; 当前距低点2.68%; 最新日涨幅-7.64%; 状态confirmed_rebound; 底部未确认
7,79.59698456689287,78.26299171723234,603198,迎驾贡酒,bottom_area,2024-02-02,50.22,2024-02-02,48.7,3.121149897330587,6.981519507186855,27.86253888312843,False,0.44,0.7439,1,1,1,100.0,33.65168539325842,33.65168539325842,4.878850102669413,3.121149897330587,历史1/1次成功; 当前距低点3.12%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
8,78.39823171916626,74.64870152064822,002715,登云股份,confirmed_rebound,2024-02-02,10.48,2024-02-02,10.33,1.4520813165537305,14.23039690222653,27.762237762237767,False,-8.7108,2.9356,1,1,1,100.0,36.66369313113291,36.66369313113291,6.54791868344627,1.4520813165537305,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-8.71%; 状态confirmed_rebound; 底部未确认
9,78.3335893330758,76.63068521713939,000679,大连友谊,confirmed_rebound,2024-02-02,4.32,2024-02-02,4.2,2.8571428571428594,14.285714285714276,27.958833619210978,False,-7.4946,2.9125,6,6,6,100.0,14.54285447002747,24.94061757719715,5.142857142857141,2.8571428571428594,历史6/6次成功; 当前距低点2.86%; 最新日涨幅-7.49%; 状态confirmed_rebound; 底部未确认
10,78.2376342374606,77.11098275292683,688005,容百科技,confirmed_rebound,2024-02-02,26.72,2024-02-02,25.88,3.2457496136012365,10.43276661514683,29.289617486338805,False,-4.911,2.2657,4,4,4,100.0,21.88866597815933,38.76758854924795,4.7542503863987635,3.2457496136012365,历史4/4次成功; 当前距低点3.25%; 最新日涨幅-4.91%; 状态confirmed_rebound; 底部未确认
11,78.0622346970039,77.0830430351349,300672,国科微,confirmed_rebound,2024-02-02,43.58,2024-02-02,42.17,3.343609200853679,11.92791083708798,27.902205505214567,False,-5.956,2.9028,5,5,5,100.0,22.938021575705896,37.77477172810281,4.656390799146322,3.343609200853679,历史5/5次成功; 当前距低点3.34%; 最新日涨幅-5.96%; 状态confirmed_rebound; 底部未确认
12,77.88776006214613,74.48212466547332,002129,TCL中环,confirmed_rebound,2024-02-02,11.53,2024-02-02,11.34,1.675485008818338,10.934744268077603,28.045685279187815,False,-8.4921,5.0229,2,2,2,100.0,21.839948847199626,31.12759643916912,6.324514991181662,1.675485008818338,历史2/2次成功; 当前距低点1.68%; 最新日涨幅-8.49%; 状态confirmed_rebound; 底部未确认
13,77.52599787047195,72.06173771849764,603315,福鞍股份,confirmed_rebound,2024-02-02,9.97,2024-02-02,9.95,0.20100502512564172,12.864321608040214,29.83074753173484,False,-9.8553,3.2207,2,2,2,100.0,30.59155470851666,41.68490153172865,7.7989949748743586,0.20100502512564172,历史2/2次成功; 当前距低点0.20%; 最新日涨幅-9.86%; 状态confirmed_rebound; 底部未确认
14,77.44944213856509,76.44473984347935,002806,华锋股份,confirmed_rebound,2024-02-02,8.4,2024-02-02,8.13,3.321033210332098,14.637146371463707,27.733333333333327,False,-5.8296,4.3844,4,4,4,100.0,19.229546037830822,34.66407010710809,4.678966789667903,3.321033210332098,历史4/4次成功; 当前距低点3.32%; 最新日涨幅-5.83%; 状态confirmed_rebound; 底部未确认
15,77.44755508168154,73.77629084643345,603051,鹿山新材,confirmed_rebound,2024-02-02,22.7,2024-02-02,22.37,1.4751899865891742,12.963790791238258,28.4846547314578,False,-8.6519,7.5981,2,2,2,100.0,15.58991406374611,18.738110336081178,6.524810013410826,1.4751899865891742,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-8.65%; 状态confirmed_rebound; 底部未确认
16,77.25271065517637,76.59326889851665,300609,汇纳科技,confirmed_rebound,2024-02-02,17.19,2024-02-02,16.6,3.5542168674698784,14.578313253012034,30.775646371976645,False,-6.8293,5.1739,4,4,4,100.0,22.886469657784787,49.87035436473638,4.445783132530122,3.5542168674698784,历史4/4次成功; 当前距低点3.55%; 最新日涨幅-6.83%; 状态confirmed_rebound; 底部未确认
17,76.94872777320414,74.6463623672945,002192,融捷股份,confirmed_rebound,2024-02-02,36.39,2024-02-02,35.53,2.4204897269912733,12.440191387559812,31.607314725697787,False,-7.8267,6.7231,3,3,3,100.0,15.188596477605312,25.707231766279197,5.579510273008727,2.4204897269912733,历史3/3次成功; 当前距低点2.42%; 最新日涨幅-7.83%; 状态confirmed_rebound; 底部未确认
18,76.62936428119892,74.72374561571517,002798,帝欧水华,confirmed_rebound,2024-02-02,4.58,2024-02-02,4.46,2.690582959641258,15.246636771300443,29.874213836477992,False,-7.6613,3.4332,3,3,3,100.0,18.915455718802356,29.776674937965264,5.309417040358742,2.690582959641258,历史3/3次成功; 当前距低点2.69%; 最新日涨幅-7.66%; 状态confirmed_rebound; 底部未确认
19,76.47194411433806,73.85990291262135,600191,华资实业,confirmed_rebound,2024-02-02,4.66,2024-02-02,4.56,2.192982456140363,12.938596491228088,29.082426127527217,False,-8.0868,2.5775,2,2,2,100.0,24.838187702265373,33.00970873786409,5.8070175438596365,2.192982456140363,历史2/2次成功; 当前距低点2.19%; 最新日涨幅-8.09%; 状态confirmed_rebound; 底部未确认
20,76.42189515728612,75.3549984880453,605069,正和生态,confirmed_rebound,2024-02-02,6.95,2024-02-02,6.73,3.2689450222882575,15.601783060921246,30.04158004158003,False,-6.9612,8.326,4,4,4,100.0,12.732221176680167,18.036809815950903,4.731054977711743,3.2689450222882575,历史4/4次成功; 当前距低点3.27%; 最新日涨幅-6.96%; 状态confirmed_rebound; 底部未确认
21,76.15163528520264,75.3479240948575,300649,杭州园林,confirmed_rebound,2024-02-02,12.0,2024-02-02,11.6,3.448275862068969,15.086206896551724,29.4403892944039,False,-6.4692,3.4231,2,2,2,100.0,48.22576914179969,71.60305343511452,4.551724137931031,3.448275862068969,历史2/2次成功; 当前距低点3.45%; 最新日涨幅-6.47%; 状态confirmed_rebound; 底部未确认
22,76.13762483368338,70.49780077192905,600078,澄星股份,bottom_area,2024-02-02,5.95,2024-02-02,5.95,0.0,6.386554621848737,30.24618991793669,False,-4.9521,0.9158,2,2,2,100.0,21.76236974155405,30.647709320695093,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.95%; 状态bottom_area; 底部未确认
23,76.1125919093666,75.8117203299891,002494,华斯股份,confirmed_rebound,2024-02-02,3.83,2024-02-02,3.69,3.794037940379407,17.615176151761517,27.64705882352941,False,-3.5264,8.7238,4,4,4,100.0,21.62433781749535,35.67251461988303,4.205962059620593,3.794037940379407,历史4/4次成功; 当前距低点3.79%; 最新日涨幅-3.53%; 状态confirmed_rebound; 底部未确认
24,76.01320675505802,76.04187475685137,002805,丰元股份,confirmed_rebound,2024-02-02,10.61,2024-02-02,10.2,4.019607843137257,13.52941176470589,32.76203032300594,False,-4.843,4.297,5,5,5,100.0,25.626777630130704,50.09389671361502,3.9803921568627434,4.019607843137257,历史5/5次成功; 当前距低点4.02%; 最新日涨幅-4.84%; 状态confirmed_rebound; 底部未确认
25,75.76497185063059,74.79981297355248,002186,全聚德,confirmed_rebound,2024-02-02,9.61,2024-02-02,9.3,3.3333333333333193,9.35483870967741,27.400468384074937,False,-2.7328,3.9827,3,3,3,100.0,16.988241793292634,23.20675105485231,4.666666666666681,3.3333333333333193,历史3/3次成功; 当前距低点3.33%; 最新日涨幅-2.73%; 状态confirmed_rebound; 底部未确认
26,75.37353682306214,71.72222362056084,002072,凯瑞德,confirmed_rebound,2024-02-02,4.29,2024-02-02,4.23,1.4184397163120472,14.657210401891232,27.568493150684926,False,-8.7234,4.8708,1,1,1,100.0,20.51756007393714,20.51756007393714,6.581560283687953,1.4184397163120472,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-8.72%; 状态confirmed_rebound; 底部未确认
27,75.36894841574538,73.93663336578929,000042,中洲控股,confirmed_rebound,2024-02-02,4.46,2024-02-02,4.33,3.0023094688221685,14.780600461893755,27.470686767169173,False,-2.6201,2.4008,2,2,2,100.0,24.956445993031362,28.57142857142858,4.997690531177831,3.0023094688221685,历史2/2次成功; 当前距低点3.00%; 最新日涨幅-2.62%; 状态confirmed_rebound; 底部未确认
28,75.3064035689545,75.14132036512204,688195,腾景科技,confirmed_rebound,2024-02-02,21.12,2024-02-02,20.33,3.8858829316281494,15.100836202656176,29.40972222222223,False,-8.2138,6.5774,8,8,8,100.0,19.14587875932377,38.77410468319559,4.114117068371851,3.8858829316281494,历史8/8次成功; 当前距低点3.89%; 最新日涨幅-8.21%; 状态confirmed_rebound; 底部未确认
29,75.211953709671,72.36267344285844,002645,华宏科技,confirmed_rebound,2024-02-02,7.68,2024-02-02,7.53,1.9920318725099533,14.873837981407704,29.428303655107772,False,-8.2437,2.6619,2,2,2,100.0,14.325301678393142,16.50485436893203,6.007968127490047,1.9920318725099533,历史2/2次成功; 当前距低点1.99%; 最新日涨幅-8.24%; 状态confirmed_rebound; 底部未确认
30,75.20981181154613,74.90363636363637,300636,同和药业,confirmed_rebound,2024-02-02,6.85,2024-02-02,6.6,3.787878787878788,12.27272727272728,28.26086956521739,False,-4.1958,3.4285,2,2,2,100.0,67.00601138000793,122.63187748156552,4.212121212121212,3.787878787878788,历史2/2次成功; 当前距低点3.79%; 最新日涨幅-4.20%; 状态confirmed_rebound; 底部未确认
31,75.16961205778777,69.60149264609979,002251,步步高,bottom_area,2024-02-02,2.97,2024-02-02,2.97,0.0,0.0,28.60576923076923,False,-5.1118,0.3726,2,2,2,100.0,16.943508849998846,19.0311418685121,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
32,75.10107536615443,73.99826956048403,002708,光洋股份,confirmed_rebound,2024-02-02,6.71,2024-02-02,6.5,3.23076923076923,12.61538461538462,28.728070175438592,False,-5.7584,6.4567,3,3,3,100.0,21.636684981923988,35.522388059701484,4.76923076923077,3.23076923076923,历史3/3次成功; 当前距低点3.23%; 最新日涨幅-5.76%; 状态confirmed_rebound; 底部未确认
33,75.00007340781399,73.61020117333734,002050,三花智控,bottom_area,2024-02-02,21.1,2024-02-02,20.48,3.027343750000005,5.908203125000004,30.458404074702884,False,-2.3148,1.1707,2,2,2,100.0,13.293252276007243,13.890426120641935,4.972656249999996,3.027343750000005,历史2/2次成功; 当前距低点3.03%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
34,74.77080141229503,72.3843869059854,301356,天振股份,confirmed_rebound,2024-02-02,13.71,2024-02-02,13.4,2.3134328358208993,12.761194029850738,27.80172413793103,False,-1.3669,3.6725,1,1,1,100.0,24.83340737450022,24.83340737450022,5.686567164179101,2.3134328358208993,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-1.37%; 状态confirmed_rebound; 底部未确认
35,74.45164375838799,73.68466582415884,300417,南华仪器,confirmed_rebound,2024-02-02,8.07,2024-02-02,7.8,3.4615384615384674,18.71794871794872,31.216931216931215,False,-7.3479,5.9302,3,3,3,100.0,22.779427507884694,25.514403292181065,4.538461538461533,3.4615384615384674,历史3/3次成功; 当前距低点3.46%; 最新日涨幅-7.35%; 状态confirmed_rebound; 底部未确认
36,74.26944883295397,72.38920962199312,603161,科华控股,confirmed_rebound,2024-02-02,12.32,2024-02-02,12.0,2.6666666666666687,12.166666666666675,27.536231884057965,False,-5.9542,2.9812,1,1,1,100.0,39.40435280641466,39.40435280641466,5.333333333333331,2.6666666666666687,历史1/1次成功; 当前距低点2.67%; 最新日涨幅-5.95%; 状态confirmed_rebound; 底部未确认
37,74.23514741612335,73.60783664335526,002084,海鸥住工,confirmed_rebound,2024-02-02,2.91,2024-02-02,2.81,3.5587188612099676,13.167259786476873,27.2020725388601,False,-6.4309,2.0921,3,3,3,100.0,23.557611004913852,43.81720430107525,4.441281138790033,3.5587188612099676,历史3/3次成功; 当前距低点3.56%; 最新日涨幅-6.43%; 状态confirmed_rebound; 底部未确认
38,74.23242382969696,73.67815085210063,301489,思泉新材,confirmed_rebound,2024-02-02,44.77,2024-02-02,43.21,3.61027539921315,12.126822494792876,27.85106027717482,False,-5.3088,8.2778,2,2,2,100.0,41.23429442100329,71.56118143459918,4.38972460078685,3.61027539921315,历史2/2次成功; 当前距低点3.61%; 最新日涨幅-5.31%; 状态confirmed_rebound; 底部未确认
39,74.14910677415328,72.4221477899392,002304,洋河股份,bottom_area,2024-02-02,90.75,2024-02-02,88.3,2.774631936579845,5.141562853907142,30.84273182957394,False,-0.4934,0.4931,1,1,1,100.0,20.474777448071226,20.474777448071226,5.225368063420155,2.774631936579845,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
40,74.13624039824326,73.20323270567476,001239,永达股份,confirmed_rebound,2024-02-02,17.01,2024-02-02,16.46,3.341433778857841,12.089914945321983,29.92762877820348,False,-6.9984,21.6331,2,2,2,100.0,35.38549312618632,62.04678362573098,4.658566221142159,3.341433778857841,历史2/2次成功; 当前距低点3.34%; 最新日涨幅-7.00%; 状态confirmed_rebound; 底部未确认
41,74.1222006242908,72.67450139334761,300357,我武生物,confirmed_rebound,2024-02-02,20.08,2024-02-02,19.5,2.9743589743589656,9.230769230769234,32.98969072164949,False,-4.381,0.9982,3,3,3,100.0,11.376558359602342,13.65142478462557,5.025641025641034,2.9743589743589656,历史3/3次成功; 当前距低点2.97%; 最新日涨幅-4.38%; 状态confirmed_rebound; 底部未确认
42,74.1108562011068,74.02629637462275,688039,当虹科技,confirmed_rebound,2024-02-02,20.31,2024-02-02,19.54,3.9406345957011237,13.86898669396111,28.10890360559235,False,-6.9203,2.3091,5,5,5,100.0,13.822275552802699,17.31207289293849,4.059365404298877,3.9406345957011237,历史5/5次成功; 当前距低点3.94%; 最新日涨幅-6.92%; 状态confirmed_rebound; 底部未确认
43,74.01832173055666,74.5109874393036,605289,罗曼股份,confirmed_rebound,2024-02-02,31.7,2024-02-02,30.38,4.344963791968402,13.166556945358801,30.954545454545457,False,-4.6043,7.5915,5,5,5,100.0,21.384434865546005,53.38199513381995,3.6550362080315986,4.344963791968402,历史5/5次成功; 当前距低点4.34%; 最新日涨幅-4.60%; 状态confirmed_rebound; 底部未确认
44,73.98999218809585,74.47755677614495,688079,美迪凯,confirmed_rebound,2024-02-02,7.21,2024-02-02,6.91,4.341534008683065,14.47178002894356,27.109704641350213,False,-6.9677,3.6828,4,4,4,100.0,21.162657612593186,30.064655172413808,3.6584659913169353,4.341534008683065,历史4/4次成功; 当前距低点4.34%; 最新日涨幅-6.97%; 状态confirmed_rebound; 底部未确认
45,73.95145831258087,74.23291010444608,688259,创耀科技,confirmed_rebound,2024-02-02,42.2,2024-02-02,40.5,4.197530864197538,14.296296296296292,27.794615796042077,False,-6.0134,2.861,4,4,4,100.0,18.082153090411044,22.000256114739393,3.8024691358024625,4.197530864197538,历史4/4次成功; 当前距低点4.20%; 最新日涨幅-6.01%; 状态confirmed_rebound; 底部未确认
46,73.944721607369,73.41612550374208,002377,国创高新,confirmed_rebound,2024-02-02,2.0,2024-02-01,1.93,3.6269430051813503,10.362694300518132,30.575539568345324,True,3.0928,10.3107,1,1,1,100.0,14.814814814814808,14.814814814814808,4.37305699481865,3.6269430051813503,历史1/1次成功; 当前距低点3.63%; 最新日涨幅3.09%; 状态confirmed_rebound; 底部已确认
47,73.89756553126927,72.84875964107493,601798,蓝科高新,confirmed_rebound,2024-02-02,5.39,2024-02-02,5.22,3.256704980842911,12.260536398467444,30.026809651474533,False,-5.6042,2.4502,3,3,3,100.0,15.774446222563235,21.74721189591078,4.743295019157089,3.256704980842911,历史3/3次成功; 当前距低点3.26%; 最新日涨幅-5.60%; 状态confirmed_rebound; 底部未确认
48,73.87903303263948,72.5281508965408,688235,百济神州,confirmed_rebound,2024-02-02,102.01,2024-02-02,99.0,3.0404040404040455,8.080808080808081,28.015705664218714,False,-4.3955,2.6392,2,2,2,100.0,28.065979078827972,42.997811816192545,4.959595959595955,3.0404040404040455,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-4.40%; 状态confirmed_rebound; 底部未确认
49,73.57564843147142,72.50992121730084,605303,园林股份,confirmed_rebound,2024-02-02,8.6,2024-02-02,8.33,3.241296518607438,15.006002400960384,30.351170568561876,False,-7.1274,6.2839,3,3,3,100.0,13.76385634261175,23.681489141675293,4.758703481392562,3.241296518607438,历史3/3次成功; 当前距低点3.24%; 最新日涨幅-7.13%; 状态confirmed_rebound; 底部未确认
50,73.57016779345774,72.46782138906435,600196,复星医药,confirmed_rebound,2024-02-02,21.51,2024-02-02,20.84,3.21497120921306,8.061420345489442,28.23691460055096,False,-3.4127,0.7315,3,3,3,100.0,13.214815839086706,15.356166586267886,4.78502879078694,3.21497120921306,历史3/3次成功; 当前距低点3.21%; 最新日涨幅-3.41%; 状态confirmed_rebound; 底部未确认
51,73.56941683801061,72.711186440678,002836,新宏泽,confirmed_rebound,2024-02-02,6.1,2024-02-02,5.9,3.3898305084745637,14.406779661016941,27.96092796092795,False,-6.8702,2.9574,1,1,1,100.0,59.30851063829788,59.30851063829788,4.610169491525436,3.3898305084745637,历史1/1次成功; 当前距低点3.39%; 最新日涨幅-6.87%; 状态confirmed_rebound; 底部未确认
52,73.5202703805054,74.07964730916645,300340,科恒股份,confirmed_rebound,2024-02-02,7.84,2024-02-02,7.51,4.394141145139815,14.38082556591212,28.679962013295345,False,-6.1078,3.889,4,4,4,100.0,19.66822107572696,42.54473161033797,3.605858854860185,4.394141145139815,历史4/4次成功; 当前距低点4.39%; 最新日涨幅-6.11%; 状态confirmed_rebound; 底部未确认
53,73.47854208649257,72.56019379126828,001209,洪兴股份,confirmed_rebound,2024-02-02,13.59,2024-02-02,13.15,3.3460076045627343,13.992395437262356,32.390745501285345,False,-5.164,8.9914,3,3,3,100.0,15.317694245544681,21.88679245283018,4.653992395437266,3.3460076045627343,历史3/3次成功; 当前距低点3.35%; 最新日涨幅-5.16%; 状态confirmed_rebound; 底部未确认
54,73.45568548674966,73.71305889403818,603290,斯达半导,confirmed_rebound,2024-02-02,125.56,2024-02-02,120.52,4.181878526385668,10.429804181878533,32.27311042427648,False,-4.9004,1.6253,4,4,4,100.0,15.095386742997356,23.2822670787034,3.8181214736143323,4.181878526385668,历史4/4次成功; 当前距低点4.18%; 最新日涨幅-4.90%; 状态confirmed_rebound; 底部未确认
55,73.22955689103043,70.39473624596799,688197,首药控股,confirmed_rebound,2024-02-02,34.03,2024-02-02,33.38,1.9472738166566763,10.605152786099458,29.008932369204594,False,-5.5247,1.8719,1,1,1,100.0,19.863013698630137,19.863013698630137,6.0527261833433235,1.9472738166566763,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-5.52%; 状态confirmed_rebound; 底部未确认
56,73.17967994102264,73.12617298517982,605208,永茂泰,confirmed_rebound,2024-02-02,6.56,2024-02-02,6.31,3.961965134706815,13.62916006339145,27.22029988465975,False,-6.4194,5.1854,3,3,3,100.0,25.911040281243864,46.887631366208595,4.038034865293185,3.961965134706815,历史3/3次成功; 当前距低点3.96%; 最新日涨幅-6.42%; 状态confirmed_rebound; 底部未确认
57,73.08980682637183,72.73925619411102,002247,聚力文化,confirmed_rebound,2024-02-02,1.66,2024-02-02,1.6,3.7499999999999893,15.0,28.251121076233176,False,-5.6818,3.5998,3,3,3,100.0,21.232560183392433,32.967032967032964,4.250000000000011,3.7499999999999893,历史3/3次成功; 当前距低点3.75%; 最新日涨幅-5.68%; 状态confirmed_rebound; 底部未确认
58,72.82697108788858,71.73833699361076,300765,新诺威,confirmed_rebound,2024-02-02,25.99,2024-02-02,25.18,3.216838760921361,10.881652104845124,27.14120370370371,False,-5.1114,2.2648,2,2,2,100.0,25.982415959739026,28.947368421052634,4.783161239078639,3.216838760921361,历史2/2次成功; 当前距低点3.22%; 最新日涨幅-5.11%; 状态confirmed_rebound; 底部未确认
59,72.72596469673351,73.317232702398,300658,延江股份,confirmed_rebound,2024-02-02,4.96,2024-02-02,4.75,4.421052631578946,13.052631578947372,27.25880551301685,False,-5.1625,4.0576,5,5,5,100.0,15.899100550526823,26.72018348623853,3.5789473684210544,4.421052631578946,历史5/5次成功; 当前距低点4.42%; 最新日涨幅-5.16%; 状态confirmed_rebound; 底部未确认
