rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.80160839916337,82.3198303670116,002838,道恩股份,bottom_area,2023-01-16,17.29,2023-01-13,17.01,1.6460905349794095,2.057613168724267,32.17703349282296,False,1.3482,1.2192,2,2,2,100.0,20.71460638045511,24.95606326889279,13.35390946502059,1.6460905349794095,历史2/2次成功; 当前距低点1.65%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
2,88.3912087968912,81.46970681457715,000411,英特集团,bottom_area,2023-01-16,11.9,2023-01-05,11.54,3.119584055459283,3.812824956672455,31.675547661338076,False,2.2337,1.9938,2,2,2,100.0,34.206228285076975,47.98426745329401,11.880415944540717,3.119584055459283,历史2/2次成功; 当前距低点3.12%; 最新日涨幅2.23%; 状态bottom_area; 底部未确认
3,86.22404289050722,76.33225256590637,002395,双象股份,bottom_area,2023-01-16,9.48,2023-01-13,9.39,0.9584664536741198,3.833865814696479,31.259150805270856,False,0.4237,1.1232,1,1,1,100.0,36.59976387249114,36.59976387249114,14.04153354632588,0.9584664536741198,历史1/1次成功; 当前距低点0.96%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
4,84.50548831045172,73.61141142388514,002095,生意宝,bottom_area,2023-01-16,21.44,2023-01-16,21.42,0.09337068160597373,1.9607843137254815,28.59999999999999,False,-1.107,4.9238,1,1,1,100.0,33.84030418250951,33.84030418250951,14.906629318394026,0.09337068160597373,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
5,83.54285681597197,79.3594298574245,000980,众泰汽车,bottom_area,2023-01-16,4.42,2022-12-29,4.22,4.739336492891,10.4265402843602,30.247933884297524,True,0.0,1.1917,2,2,2,100.0,33.52213473772031,43.49775784753364,10.260663507109,4.739336492891,历史2/2次成功; 当前距低点4.74%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
6,78.71751365746358,73.80344216417909,000919,金陵药业,bottom_area,2023-01-16,7.99,2022-12-29,7.68,4.03645833333334,4.947916666666677,31.12107623318386,False,2.0434,2.2051,1,1,1,100.0,20.8955223880597,20.8955223880597,10.963541666666659,4.03645833333334,历史1/1次成功; 当前距低点4.04%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
7,72.27602684861725,64.28519751595653,300434,金石亚药,bottom_area,2023-01-16,12.55,2023-01-13,12.4,1.2096774193548416,3.3064516129032264,28.653624856156494,False,0.5609,3.2713,1,2,1,50.0,26.7379679144385,26.7379679144385,13.790322580645158,1.2096774193548416,历史1/2次成功; 当前距低点1.21%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
8,71.55284438785682,63.74033306981064,000419,通程控股,bottom_area,2023-01-16,6.27,2023-01-13,6.19,1.292407108239082,2.746365105008076,27.51756440281029,False,0.32,4.2642,1,2,1,50.0,24.82269503546099,24.82269503546099,13.707592891760918,1.292407108239082,历史1/2次成功; 当前距低点1.29%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
9,68.70861530792614,61.66816631975421,002349,精华制药,bottom_area,2023-01-16,12.0,2023-01-13,11.8,1.6949152542372818,2.6271186440677856,27.651747394236654,False,0.5868,1.9265,1,2,1,50.0,18.615984405458093,18.615984405458093,13.305084745762718,1.6949152542372818,历史1/2次成功; 当前距低点1.69%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
10,68.69777426700138,60.50720981903487,002186,全聚德,bottom_area,2023-01-16,16.16,2023-01-16,16.05,0.6853582554517098,4.4859813084112075,29.973821989528798,False,-4.038,13.5764,2,3,2,66.66666666666666,19.74817190751665,23.20675105485231,14.31464174454829,0.6853582554517098,历史2/3次成功; 当前距低点0.69%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
11,68.14598704576963,60.482664878157834,000715,中兴商业,bottom_area,2023-01-16,6.46,2023-01-13,6.39,1.095461658841945,3.7558685446009425,28.363228699551573,False,0.3106,4.2393,1,3,1,33.33333333333333,24.33862433862435,24.33862433862435,13.904538341158053,1.095461658841945,历史1/3次成功; 当前距低点1.10%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
12,66.22767696185518,60.08559401781215,000650,仁和药业,bottom_area,2023-01-16,6.3,2023-01-12,6.16,2.2727272727272676,2.9220779220779174,27.444051825677267,False,0.9615,2.2583,1,2,1,50.0,17.19038817005545,17.19038817005545,12.727272727272732,2.2727272727272676,历史1/2次成功; 当前距低点2.27%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
