rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.11825016881814,80.42127310406228,300624,万兴科技,bottom_area,2022-02-22,39.49,2022-02-14,39.08,1.049129989764595,5.680655066530192,29.24135433641137,False,-3.092,2.6614,2,2,2,100.0,35.87790043400834,51.195680123425035,6.950870010235405,1.049129989764595,历史2/2次成功; 当前距低点1.05%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
2,82.78344045736968,79.13474145486417,603368,柳药集团,bottom_area,2022-02-22,16.57,2022-01-28,16.3,1.6564417177914084,6.871165644171786,30.282292557741652,False,-1.5449,1.3515,1,1,1,100.0,42.85714285714285,42.85714285714285,6.343558282208591,1.6564417177914084,历史1/1次成功; 当前距低点1.66%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
3,80.87922287627516,76.68715507035267,688208,道通科技,bottom_area,2022-02-22,50.08,2022-02-22,49.47,1.2330705478067505,4.952496462502533,30.791829882484617,False,-3.6182,1.6897,1,1,1,100.0,34.72341892124764,34.72341892124764,6.76692945219325,1.2330705478067505,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-3.62%; 状态bottom_area; 底部未确认
4,77.42669939251233,73.26000955697242,300677,英科医疗,bottom_area,2022-02-22,51.27,2022-02-14,50.7,1.1242603550295862,5.0887573964497,31.94630872483221,False,-3.2276,2.2648,1,1,1,100.0,14.964103045375621,14.964103045375621,6.875739644970413,1.1242603550295862,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
5,77.4249912712954,73.58160270292882,688020,方邦股份,bottom_area,2022-02-22,65.92,2022-02-22,65.04,1.3530135301352944,3.0135301353013433,30.535084908683103,False,-1.5385,1.112,1,1,1,100.0,9.28211586901762,9.28211586901762,6.646986469864706,1.3530135301352944,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
6,76.95914546949946,73.31990910515594,688319,欧林生物,bottom_area,2022-02-22,27.4,2022-02-22,27.0,1.481481481481476,5.037037037037035,30.358524632447775,False,-2.7334,1.3837,1,1,1,100.0,9.449929478138205,9.449929478138205,6.5185185185185235,1.481481481481476,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
7,75.6872646250475,73.17313327162547,688276,百克生物,confirmed_rebound,2022-02-22,50.13,2022-02-14,49.03,2.243524372832962,8.341831531715268,30.55240793201132,True,-3.0742,1.2263,2,2,2,100.0,12.571875492928125,16.844155844155843,5.756475627167037,2.243524372832962,历史2/2次成功; 当前距低点2.24%; 最新日涨幅-3.07%; 状态confirmed_rebound; 底部已确认
8,75.22987420086523,73.62429418422222,600211,西藏药业,bottom_area,2022-02-22,41.82,2022-01-28,40.65,2.8782287822878274,6.519065190651903,28.18021201413428,False,-2.0609,0.7587,2,2,2,100.0,11.541160257196122,13.252533280349695,5.1217712177121735,2.8782287822878274,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
9,74.72874299549436,71.19781411255642,688049,炬芯科技,bottom_area,2022-02-22,47.2,2022-02-22,46.51,1.4835519243173616,4.601161040636423,32.886002886002885,False,-3.2192,3.4744,1,1,1,100.0,8.281249999999996,8.281249999999996,6.516448075682639,1.4835519243173616,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-3.22%; 状态bottom_area; 底部未确认
10,73.7056722092235,71.39181256968807,603131,上海沪工,bottom_area,2022-02-22,17.92,2022-02-22,17.51,2.341519131924615,5.882352941176456,27.494824016563136,False,-3.6041,1.6416,1,1,1,100.0,19.841269841269842,19.841269841269842,5.658480868075385,2.341519131924615,历史1/1次成功; 当前距低点2.34%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
11,73.56489558247075,70.5652584548567,300573,兴齐眼药,bottom_area,2022-02-22,94.87,2022-02-14,93.16,1.8355517389437612,7.234864748819246,32.24727272727273,True,-2.6974,1.5036,2,3,2,66.66666666666666,28.675536306353806,42.86062675283501,6.164448261056239,1.8355517389437612,历史2/3次成功; 当前距低点1.84%; 最新日涨幅-2.70%; 状态bottom_area; 底部已确认
12,73.47110221031008,73.90478870961242,688311,盟升电子,bottom_area,2022-02-22,56.44,2022-02-14,54.11,4.306043245241172,7.5586767695435295,29.443212935193635,True,-0.4937,0.6293,2,2,2,100.0,21.357888756786508,23.893805309734503,3.693956754758828,4.306043245241172,历史2/2次成功; 当前距低点4.31%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
13,72.17360162207798,67.68932377589938,000967,盈峰环境,bottom_area,2022-02-22,6.05,2022-01-28,6.01,0.6655574043261238,6.988352745424292,30.52023121387284,False,-1.7857,1.0103,1,1,1,100.0,9.015025041736227,9.015025041736227,7.334442595673877,0.6655574043261238,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
14,70.99352497738951,70.22969745222932,000518,四环生物,confirmed_rebound,2022-02-22,3.31,2022-01-27,3.2,3.437499999999996,8.4375,27.272727272727277,True,-1.4881,0.8777,1,1,1,100.0,17.834394904458602,17.834394904458602,4.562500000000004,3.437499999999996,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-1.49%; 状态confirmed_rebound; 底部已确认
15,67.2430366145816,68.42614676510077,001896,豫能控股,confirmed_rebound,2022-02-22,6.2,2022-01-27,5.91,4.90693739424704,8.121827411167505,31.833910034602077,True,-2.0537,0.8332,2,2,2,100.0,9.483677548301134,9.493670886075943,3.093062605752961,4.90693739424704,历史2/2次成功; 当前距低点4.91%; 最新日涨幅-2.05%; 状态confirmed_rebound; 底部已确认
16,67.19050085386591,67.27130722891566,300690,双一科技,confirmed_rebound,2022-02-22,23.31,2022-01-28,22.4,4.062500000000001,8.34821428571429,31.89419276375799,True,-1.6456,1.9851,1,1,1,100.0,9.590361445783124,9.590361445783124,3.937499999999999,4.062500000000001,历史1/1次成功; 当前距低点4.06%; 最新日涨幅-1.65%; 状态confirmed_rebound; 底部已确认
