rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.31777455868658,87.24013010130693,000037,深南电A,bottom_area,2022-07-08,8.13,2022-06-30,8.0,1.6250000000000098,7.499999999999996,29.140832595217002,True,-0.4896,3.9003,4,4,4,100.0,26.85553817906966,45.16765285996055,6.37499999999999,1.6250000000000098,历史4/4次成功; 当前距低点1.63%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
2,86.53631276274064,82.88747184021776,300559,佳发教育,bottom_area,2022-07-08,9.25,2022-07-07,9.09,1.7601760176017618,4.070407040704081,31.240544629349476,False,1.4254,1.707,2,2,2,100.0,25.164909464246165,29.09783989834816,6.239823982398239,1.7601760176017618,历史2/2次成功; 当前距低点1.76%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
3,82.92950372479396,83.43370742433669,603222,济民健康,confirmed_rebound,2022-07-08,11.12,2022-06-20,10.66,4.3151969981238185,10.225140712945588,31.535003211303792,True,0.2705,1.3772,6,6,6,100.0,27.109443978811754,68.46504559270518,3.6848030018761815,4.3151969981238185,历史6/6次成功; 当前距低点4.32%; 最新日涨幅0.27%; 状态confirmed_rebound; 底部已确认
4,81.10321160272788,75.62326487281383,002386,天原股份,bottom_area,2022-07-08,8.28,2022-07-08,8.25,0.3636363636363559,6.303030303030297,31.135225375626046,False,-3.1579,2.9676,3,3,3,100.0,24.851375171530723,48.85290148448042,7.636363636363644,0.3636363636363559,历史3/3次成功; 当前距低点0.36%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
5,74.06912886129354,71.95896992054487,000635,英力特,bottom_area,2022-07-08,9.03,2022-07-06,8.81,2.497162315550498,4.994324631101016,27.846027846027848,False,-0.221,0.9115,1,1,1,100.0,14.583333333333329,14.583333333333329,5.502837684449502,2.497162315550498,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
6,73.1143824500719,68.44966456837521,000761,本钢板材,bottom_area,2022-07-08,3.51,2022-07-06,3.49,0.5730659025787843,2.8653295128939726,27.89256198347107,False,-0.2841,0.1673,1,1,1,100.0,11.969111969111971,11.969111969111971,7.426934097421216,0.5730659025787843,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
7,71.21266992324315,70.90801409702955,603033,三维股份,confirmed_rebound,2022-07-08,22.53,2022-06-24,21.71,3.777061262091203,9.719023491478579,28.25512227362855,True,-3.0968,0.278,2,2,2,100.0,19.192009540846744,24.922480620155024,4.222938737908797,3.777061262091203,历史2/2次成功; 当前距低点3.78%; 最新日涨幅-3.10%; 状态confirmed_rebound; 底部已确认
