rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.2855438794699,76.07128656622491,000620,盈新发展,bottom_area,2023-04-21,2.08,2023-04-21,2.08,0.0,0.0,32.467532467532465,False,-9.9567,0.5753,3,3,3,100.0,35.0606804635748,58.4192439862543,20.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
2,90.6197970978616,76.01367346938774,605133,嵘泰股份,bottom_area,2023-04-21,28.03,2023-04-21,27.93,0.3580379520229195,3.1865377730039404,27.151799687010964,False,-1.993,4.7567,1,1,1,100.0,60.01483679525222,60.01483679525222,19.64196204797708,0.3580379520229195,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
3,90.47444160947012,75.57484194169112,002843,泰嘉股份,bottom_area,2023-04-21,15.44,2023-04-21,15.42,0.12970168612191682,3.7613488975356684,28.478664192949903,False,-2.6482,1.0575,2,2,2,100.0,28.175063365855337,31.56626506024095,19.870298313878084,0.12970168612191682,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
4,89.46000000000001,74.55000000000001,600172,黄河旋风,bottom_area,2023-04-21,4.79,2023-04-21,4.79,0.0,3.757828810020871,30.174927113702626,False,-2.6423,2.0309,1,1,1,100.0,51.074589127686465,51.074589127686465,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
5,87.61332320502451,73.28899960143485,000935,四川双马,bottom_area,2023-04-21,19.34,2023-04-21,19.3,0.20725388601035827,3.8860103626943006,28.306092124814263,False,-3.7811,0.6305,1,1,1,100.0,43.71794871794874,43.71794871794874,19.792746113989644,0.20725388601035827,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
6,85.82722349528501,72.25048416346843,002397,梦洁股份,bottom_area,2023-04-21,3.64,2023-04-21,3.62,0.5524861878453043,4.419889502762422,32.83858998144712,False,-3.7037,2.6765,1,1,1,100.0,42.36641221374045,42.36641221374045,19.447513812154696,0.5524861878453043,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
7,85.03415058314981,71.22964477824016,002385,大北农,bottom_area,2023-04-21,7.1,2023-04-21,7.08,0.28248587570620864,2.25988700564972,28.41253791708797,False,-0.6993,0.9571,1,1,1,100.0,23.353293413173663,23.353293413173663,19.717514124293793,0.28248587570620864,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
8,83.80412981267283,70.5905418302837,300530,领湃科技,bottom_area,2023-04-21,22.32,2023-04-21,22.19,0.5858494817485308,3.3348355114916557,30.764430577223077,False,-1.3699,0.2321,3,4,3,75.0,27.802573379948058,34.07510431154381,19.414150518251468,0.5858494817485308,历史3/4次成功; 当前距低点0.59%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
9,81.62578877652135,68.59049170954835,600366,宁波韵升,bottom_area,2023-04-21,8.84,2023-04-21,8.8,0.4545454545454448,4.545454545454529,29.880478087649397,False,-3.5987,2.0695,1,1,1,100.0,21.488469601677156,21.488469601677156,19.545454545454557,0.4545454545454448,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
10,80.11204870807386,69.31116869201428,000983,山西焦煤,bottom_area,2023-04-21,10.46,2023-04-11,10.25,2.0487804878048865,8.097560975609756,27.715091678420308,True,-1.6917,0.8748,2,3,2,66.66666666666666,24.546889986789015,27.212389380530986,17.951219512195117,2.0487804878048865,历史2/3次成功; 当前距低点2.05%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
11,78.29880117663934,65.34632152436815,002125,湘潭电化,bottom_area,2023-04-21,12.31,2023-04-21,12.3,0.08130081300812834,1.951219512195109,29.35094773118897,False,-1.2831,0.9217,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,19.918699186991873,0.08130081300812834,历史2/3次成功; 当前距低点0.08%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
12,76.21926286015699,63.89391965021274,000980,众泰汽车,bottom_area,2023-04-21,3.1,2023-04-21,3.09,0.32362459546926314,4.2071197411003345,27.803738317757016,False,-3.4268,1.6031,2,3,2,66.66666666666666,33.52213473772031,43.49775784753364,19.676375404530738,0.32362459546926314,历史2/3次成功; 当前距低点0.32%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
13,72.30915323129183,60.55208966725238,002759,天际股份,bottom_area,2023-04-21,15.08,2023-04-21,15.04,0.2659574468085168,3.4574468085106473,27.969348659003835,False,-1.6308,1.1859,2,4,2,50.0,24.07780992460108,27.166666666666668,19.734042553191482,0.2659574468085168,历史2/4次成功; 当前距低点0.27%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
14,70.97110678247354,60.44895139270252,300758,七彩化学,bottom_area,2023-04-21,10.18,2023-04-20,10.06,1.1928429423459166,9.343936381709735,27.364620938628153,False,-3.2319,1.9242,1,2,1,50.0,38.59480269489894,38.59480269489894,18.807157057654084,1.1928429423459166,历史1/2次成功; 当前距低点1.19%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
15,69.30872364083004,58.40096774193548,000678,襄阳轴承,bottom_area,2023-04-21,4.99,2023-04-21,4.96,0.6048387096774244,4.435483870967737,31.68044077134986,False,-2.3483,1.2806,1,2,1,50.0,121.62162162162164,121.62162162162164,19.395161290322577,0.6048387096774244,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
16,68.9625419565036,58.2021453287197,300586,美联新材,bottom_area,2023-04-21,14.55,2023-04-21,14.45,0.6920415224913594,4.775086505190321,29.854368932038845,False,-1.6892,1.3666,1,2,1,50.0,124.33414043583537,124.33414043583537,19.30795847750864,0.6920415224913594,历史1/2次成功; 当前距低点0.69%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
17,68.71084332210202,58.236557152635186,601369,陕鼓动力,bottom_area,2023-04-21,9.83,2023-04-21,9.74,0.9240246406570828,3.5934291581108795,27.150336574420336,False,0.3061,1.0628,1,3,1,33.33333333333333,55.572755417956664,55.572755417956664,19.075975359342916,0.9240246406570828,历史1/3次成功; 当前距低点0.92%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
18,65.80681531914892,54.83901276595744,300763,锦浪科技,bottom_area,2023-04-21,119.18,2023-04-21,119.18,0.0,4.178553448565187,32.51033467353757,False,-2.3515,2.0172,1,2,1,50.0,35.693617021276594,35.693617021276594,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
19,64.1780941446613,53.48174512055108,001319,铭科精技,bottom_area,2023-04-21,19.2,2023-04-21,19.2,0.0,3.3333333333333366,31.59957249732811,False,-2.2403,2.4887,1,2,1,50.0,28.396479142747793,28.396479142747793,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
20,63.98275043663811,53.88755641476428,000059,华锦股份,bottom_area,2023-04-21,6.95,2023-04-17,6.91,0.5788712011577429,6.367583212735159,27.71966527196653,False,-1.5581,1.1548,1,2,1,50.0,25.41603630862328,25.41603630862328,19.421128798842258,0.5788712011577429,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
21,63.89540156387642,53.43940711462447,000868,安凯客车,bottom_area,2023-04-21,5.07,2023-04-21,5.06,0.19762845849803706,3.7549407114624587,30.110497237569067,False,-2.5,1.5407,1,5,1,20.0,69.53846153846153,69.53846153846153,19.802371541501966,0.19762845849803706,历史1/5次成功; 当前距低点0.20%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
22,62.99076923076922,52.49230769230768,002350,北京科锐,bottom_area,2023-04-21,6.98,2023-04-21,6.98,0.0,3.2951289398280736,29.208924949290054,False,-2.6499,1.7879,1,2,1,50.0,23.07692307692308,23.07692307692308,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
23,62.654626479045056,52.34368149229256,603026,石大胜华,bottom_area,2023-04-21,72.98,2023-04-21,72.88,0.1372118551042927,4.816136114160271,30.557408289661748,False,-2.6674,1.3418,1,3,1,33.33333333333333,31.14618918600542,31.14618918600542,19.862788144895706,0.1372118551042927,历史1/3次成功; 当前距低点0.14%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
24,60.88246153846155,50.735384615384625,000887,中鼎股份,bottom_area,2023-04-21,11.35,2023-04-21,11.35,0.0,4.405286343612335,32.998819362455734,False,-3.8136,1.4607,1,2,1,50.0,23.84615384615385,23.84615384615385,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
25,60.60530712530713,50.50442260442261,300665,飞鹿股份,bottom_area,2023-04-21,7.28,2023-04-21,7.28,0.0,3.983516483516484,29.457364341085267,False,-4.2105,2.0745,1,2,1,50.0,22.6044226044226,22.6044226044226,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
26,60.16344806139572,50.625340441906154,300658,延江股份,bottom_area,2023-04-21,7.59,2023-04-21,7.55,0.5298013245033117,3.0463576158940455,27.193828351012534,False,-2.0645,1.4223,1,3,1,33.33333333333333,26.72018348623853,26.72018348623853,19.47019867549669,0.5298013245033117,历史1/3次成功; 当前距低点0.53%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
