rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.08491643219415,84.61928037584553,603215,比依股份,bottom_area,2024-07-15,11.72,2024-07-09,11.5,1.913043478260875,6.956521739130441,32.70918665886483,False,-1.6779,1.3503,4,4,4,100.0,25.48935218430281,36.01562499999999,6.0869565217391255,1.913043478260875,历史4/4次成功; 当前距低点1.91%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
2,87.35202589823379,84.03563775773371,000923,河钢资源,bottom_area,2024-07-15,16.42,2024-07-12,16.1,1.9875776397515543,7.4534161490683175,27.050294517444488,False,0.3667,1.5996,3,3,3,100.0,17.458681593372262,27.519999999999996,6.012422360248445,1.9875776397515543,历史3/3次成功; 当前距低点1.99%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
3,85.3433799658291,80.11438444829717,603229,奥翔药业,bottom_area,2024-07-15,7.06,2024-07-15,7.01,0.713266761768899,4.2796005706134075,32.33590733590733,False,-2.6207,0.8678,4,4,4,100.0,26.40125088779702,43.052109181141425,7.2867332382311005,0.713266761768899,历史4/4次成功; 当前距低点0.71%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
4,85.0861040815482,83.5982862948277,300480,光力科技,bottom_area,2024-07-15,13.71,2024-07-09,13.3,3.082706766917294,7.4436090225563785,28.108108108108105,True,-2.2111,1.2165,5,5,5,100.0,25.144396362360865,39.69465648854962,4.917293233082706,3.082706766917294,历史5/5次成功; 当前距低点3.08%; 最新日涨幅-2.21%; 状态bottom_area; 底部已确认
5,84.78927191428515,80.49614422242261,601717,中创智领,bottom_area,2024-07-15,13.26,2024-07-15,13.09,1.298701298701298,1.757066462948819,27.679558011049732,False,-0.2257,1.1852,2,2,2,100.0,29.124640771298786,35.43478260869567,6.701298701298702,1.298701298701298,历史2/2次成功; 当前距低点1.30%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
6,84.47230791422477,81.7629364331136,603368,柳药集团,bottom_area,2024-07-15,17.31,2024-07-09,16.92,2.3049645390070745,5.319148936170204,29.79253112033195,False,-0.9159,0.881,3,3,3,100.0,31.603524634675978,42.85714285714285,5.6950354609929255,2.3049645390070745,历史3/3次成功; 当前距低点2.30%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
7,84.43933508973778,82.07652600769799,603113,金能科技,bottom_area,2024-07-15,5.28,2024-07-09,5.15,2.524271844660192,6.407766990291264,28.867403314917123,False,-1.8587,0.6612,5,5,5,100.0,19.31110652431836,31.03448275862069,5.475728155339808,2.524271844660192,历史5/5次成功; 当前距低点2.52%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
8,83.83058502820765,79.73914214832136,002346,柘中股份,bottom_area,2024-07-15,7.25,2024-07-09,7.15,1.3986013986013937,5.7342657342657235,27.558257345491377,False,-3.2043,0.3434,3,3,3,100.0,19.827706113615825,34.89010989010989,6.601398601398606,1.3986013986013937,历史3/3次成功; 当前距低点1.40%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
9,83.71394467475348,79.79064196320307,002803,吉宏股份,bottom_area,2024-07-15,10.12,2024-07-10,9.97,1.5045135406218513,6.018054162487458,32.40677966101694,False,-1.5564,1.3475,2,2,2,100.0,27.854477611940297,41.25000000000001,6.4954864593781485,1.5045135406218513,历史2/2次成功; 当前距低点1.50%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
10,83.28520660611865,82.22424856018081,601388,怡球资源,bottom_area,2024-07-15,2.17,2024-07-09,2.1,3.3333333333333255,7.619047619047604,29.292929292929294,True,-2.2523,0.6684,4,4,4,100.0,20.829293334305355,35.632183908045974,4.666666666666675,3.3333333333333255,历史4/4次成功; 当前距低点3.33%; 最新日涨幅-2.25%; 状态bottom_area; 底部已确认
11,82.65727793039078,77.62346488987369,000065,北方国际,bottom_area,2024-07-15,9.61,2024-07-09,9.54,0.7337526205450764,4.088050314465415,28.000000000000007,False,-1.4359,0.4985,3,3,3,100.0,29.926993896325044,41.48061104582843,7.266247379454923,0.7337526205450764,历史3/3次成功; 当前距低点0.73%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
12,82.62834807575885,79.54974425477965,000697,炼石航空,bottom_area,2024-07-15,5.54,2024-07-10,5.43,2.02578268876612,5.893186003683247,28.83355176933159,False,-1.9469,0.7152,3,3,3,100.0,16.282412823475326,27.861771058315338,5.97421731123388,2.02578268876612,历史3/3次成功; 当前距低点2.03%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
13,82.45041364330986,78.91629957149436,600295,鄂尔多斯,bottom_area,2024-07-15,9.45,2024-07-15,9.29,1.7222820236813794,2.691065662002153,31.03192279138828,False,0.4251,0.2568,1,1,1,100.0,20.016680567139286,20.016680567139286,6.2777179763186215,1.7222820236813794,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
14,82.44399373628266,80.27602962414029,601886,江河集团,bottom_area,2024-07-15,4.71,2024-07-09,4.59,2.614379084967323,5.228758169934646,27.488151658767773,False,-1.2579,0.5402,3,3,3,100.0,27.40222547239673,33.5540838852097,5.385620915032677,2.614379084967323,历史3/3次成功; 当前距低点2.61%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
