rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.48023583525047,87.48821995369887,688075,安旭生物,bottom_area,2023-01-04,86.35,2022-12-30,83.88,2.9446828803051965,3.6003814973772177,29.441453566621806,False,0.8997,4.5747,4,4,4,100.0,31.086542584917854,40.134529147982065,17.055317119694806,2.9446828803051965,历史4/4次成功; 当前距低点2.94%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
2,95.06107797229629,81.24937661141325,000411,英特集团,bottom_area,2023-01-04,11.73,2022-12-30,11.57,1.3828867761452044,4.1486603284356125,31.497927767910006,False,-2.25,2.7467,2,2,2,100.0,34.206228285076975,47.98426745329401,18.617113223854798,1.3828867761452044,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
3,87.6409414368152,77.8943954585217,002395,双象股份,bottom_area,2023-01-04,9.99,2023-01-03,9.65,3.523316062176164,4.663212435233153,29.355783308931183,False,0.402,0.8913,1,1,1,100.0,36.59976387249114,36.59976387249114,16.47668393782384,3.523316062176164,历史1/1次成功; 当前距低点3.52%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
4,84.48934362157526,77.10914549723493,000980,众泰汽车,bottom_area,2023-01-04,4.43,2022-12-29,4.22,4.976303317535544,6.16113744075831,30.247933884297524,False,0.4535,2.3905,2,2,2,100.0,33.52213473772031,43.49775784753364,15.023696682464458,4.976303317535544,历史2/2次成功; 当前距低点4.98%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
5,82.22651873892538,74.38976089203268,000721,西安饮食,bottom_area,2023-01-04,16.27,2023-01-03,15.57,4.495825305073856,7.707129094412327,30.33557046979866,True,3.1052,26.2701,1,1,1,100.0,20.485175202156327,20.485175202156327,15.504174694926146,4.495825305073856,历史1/1次成功; 当前距低点4.50%; 最新日涨幅3.11%; 状态bottom_area; 底部已确认
6,78.63973114899153,70.2171921641791,000919,金陵药业,bottom_area,2023-01-04,7.97,2022-12-29,7.68,3.776041666666667,4.947916666666677,31.12107623318386,False,-0.8706,2.4508,1,1,1,100.0,20.8955223880597,20.8955223880597,16.223958333333332,3.776041666666667,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
7,76.67786776914463,69.43579276156669,001332,锡装股份,bottom_area,2023-01-04,58.62,2022-12-23,56.07,4.547886570358475,5.796326021045122,32.874416377349455,False,-0.4754,2.6455,1,1,1,100.0,26.155774956903304,26.155774956903304,15.452113429641527,4.547886570358475,历史1/1次成功; 当前距低点4.55%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
8,64.02496915267149,57.46154205372833,002838,道恩股份,bottom_area,2023-01-04,18.21,2022-12-30,17.5,4.057142857142862,4.285714285714286,30.223285486443373,False,0.5522,2.5921,1,2,1,50.0,24.95606326889279,24.95606326889279,15.94285714285714,4.057142857142862,历史1/2次成功; 当前距低点4.06%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
9,61.37424057835118,54.44657728296411,688167,炬光科技,bottom_area,2023-01-04,93.73,2023-01-03,90.63,3.420500937879299,6.675493765861207,29.028974158183246,False,-0.9615,2.7019,1,2,1,50.0,23.41569581359622,23.41569581359622,16.5794990621207,3.420500937879299,历史1/2次成功; 当前距低点3.42%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
