rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.42164493617805,81.41464870470894,000803,山高环能,bottom_area,2025-12-05,6.66,2025-12-05,6.5,2.4615384615384635,2.7692307692307647,32.22106360792492,False,1.2158,2.0354,2,2,2,100.0,25.843851596863644,36.1111111111111,12.538461538461537,2.4615384615384635,历史2/2次成功; 当前距低点2.46%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
12,82.81124828864871,76.0805529092218,603938,三孚股份,bottom_area,2025-12-05,17.82,2025-11-21,17.31,2.9462738301559885,8.08781051415368,27.45180217937972,False,2.0034,1.7242,1,1,1,100.0,19.774501300954046,19.774501300954046,12.05372616984401,2.9462738301559885,历史1/1次成功; 当前距低点2.95%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
13,81.44751390371054,75.7109702098447,003038,鑫铂股份,bottom_area,2025-12-05,15.93,2025-11-24,15.38,3.5760728218465467,5.7867360208062335,28.76331635016211,False,2.05,2.2136,1,1,1,100.0,25.507614213197975,25.507614213197975,11.423927178153454,3.5760728218465467,历史1/1次成功; 当前距低点3.58%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
14,81.35703321030961,74.89796699761759,601127,赛力斯,bottom_area,2025-12-05,126.11,2025-11-24,122.37,3.0563046498324713,7.232164746261334,28.854651162790695,True,0.0952,0.8126,6,9,6,66.66666666666666,27.793951250370768,42.19143576826195,11.943695350167529,3.0563046498324713,历史6/9次成功; 当前距低点3.06%; 最新日涨幅0.10%; 状态bottom_area; 底部已确认
15,80.13007393700651,74.71644749021004,688766,普冉股份,bottom_area,2025-12-05,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,11.258333333333336,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,80.01135842810487,73.01261379731805,300598,诚迈科技,bottom_area,2025-12-05,46.46,2025-12-05,45.29,2.583351733274457,2.8703908147494026,29.234375,False,0.2373,2.8,3,5,3,60.0,35.49814918916024,45.24950099800398,12.416648266725543,2.583351733274457,历史3/5次成功; 当前距低点2.58%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
17,79.71123554921945,73.45390928526184,300768,迪普科技,bottom_area,2025-12-05,19.24,2025-12-05,18.66,3.108252947481234,3.2690246516613044,27.05238467552775,False,2.8327,1.626,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,11.891747052518765,3.108252947481234,历史2/3次成功; 当前距低点3.11%; 最新日涨幅2.83%; 状态bottom_area; 底部未确认
18,76.76422544257956,69.8906003345974,688337,普源精电,bottom_area,2025-12-05,36.63,2025-12-04,35.75,2.461538461538469,2.7412587412587324,28.499999999999996,False,1.5244,0.8789,3,6,3,50.0,38.886602295188766,54.46153846153845,12.538461538461531,2.461538461538469,历史3/6次成功; 当前距低点2.46%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
19,75.63363630497608,68.00885498605493,002459,晶澳科技,bottom_area,2025-12-05,11.35,2025-12-05,11.15,1.793721973094164,2.0627802690582997,27.12418300653595,False,1.3393,1.3881,3,6,3,50.0,20.58355421886888,26.683937823834192,13.206278026905835,1.793721973094164,历史3/6次成功; 当前距低点1.79%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
20,74.63719161977015,69.80059915767339,603197,保隆科技,bottom_area,2025-12-05,35.43,2025-11-21,34.1,3.90029325513196,4.516129032258062,27.431368376250266,False,1.5186,0.8096,4,6,4,66.66666666666666,19.927962971546176,23.07435811937312,11.09970674486804,3.90029325513196,历史4/6次成功; 当前距低点3.90%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
21,72.15573270120598,67.31945344344008,300612,宣亚国际,bottom_area,2025-12-05,17.33,2025-12-05,16.7,3.7724550898203537,3.892215568862288,28.418345477925417,False,1.9412,11.1641,3,5,3,60.0,19.465865850701544,25.592417061611382,11.227544910179645,3.7724550898203537,历史3/5次成功; 当前距低点3.77%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
22,68.68590460360443,64.09775241692202,600383,金地集团,bottom_area,2025-12-05,3.29,2025-12-05,3.17,3.78548895899054,4.100946372239744,30.482456140350873,False,0.9202,3.1259,2,4,2,50.0,23.971329265701364,32.594936708860764,11.214511041009459,3.78548895899054,历史2/4次成功; 当前距低点3.79%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
23,67.36495911147772,61.60325976786005,002017,东信和平,bottom_area,2025-12-05,20.94,2025-12-04,20.39,2.697400686611087,2.9426189308484445,29.373051610668515,False,1.7987,1.7399,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,12.302599313388912,2.697400686611087,历史1/3次成功; 当前距低点2.70%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
24,67.16458731061716,61.664603020969125,000002,万科A,bottom_area,2025-12-05,4.95,2025-12-05,4.81,2.9106029106029228,3.3264033264033293,32.63305322128851,False,-0.4024,3.2738,2,4,2,50.0,22.638589554536463,28.255902513328245,12.089397089397076,2.9106029106029228,历史2/4次成功; 当前距低点2.91%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
25,66.41332182938567,60.34705414779271,002176,江特电机,bottom_area,2025-12-05,9.56,2025-12-05,9.34,2.3554603854389793,2.8907922912205524,27.428127428127425,False,-0.1045,3.4425,2,5,2,40.0,30.416687239750484,39.01808785529715,12.64453961456102,2.3554603854389793,历史2/5次成功; 当前距低点2.36%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
26,63.02261314624915,58.74739000842351,603127,昭衍新药,bottom_area,2025-12-05,27.84,2025-11-21,26.84,3.7257824143070044,8.792846497764529,29.33122696155871,True,-0.0718,1.6975,1,2,1,50.0,41.08695652173912,41.08695652173912,11.274217585692995,3.7257824143070044,历史1/2次成功; 当前距低点3.73%; 最新日涨幅-0.07%; 状态bottom_area; 底部已确认
27,62.84482589889517,56.72718797953369,000695,滨海能源,bottom_area,2025-12-05,14.28,2025-12-05,14.0,1.9999999999999956,5.071428571428577,27.27272727272727,False,-2.6585,10.9433,2,6,2,33.33333333333333,21.042229280647017,21.910112359550556,13.000000000000004,1.9999999999999956,历史2/6次成功; 当前距低点2.00%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
28,60.897106726911026,56.08725744118244,000661,长春高新,bottom_area,2025-12-05,99.73,2025-12-05,96.75,3.0801033591731306,3.10077519379845,31.755660576990905,False,0.3421,1.4591,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,11.919896640826869,3.0801033591731306,历史1/3次成功; 当前距低点3.08%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
29,59.14437935728769,55.596303054743416,002468,申通快递,bottom_area,2025-12-05,14.22,2025-11-21,13.65,4.175824175824178,6.2271062271062245,31.988041853512705,False,0.5658,0.4279,1,2,1,50.0,16.382699868938413,16.382699868938413,10.824175824175821,4.175824175824178,历史1/2次成功; 当前距低点4.18%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
30,58.52660473701518,54.61368543779148,002291,遥望科技,bottom_area,2025-12-05,6.86,2025-12-05,6.61,3.7821482602118,4.689863842662626,28.77155172413792,False,1.9316,5.9504,1,4,1,25.0,27.107438016528935,27.107438016528935,11.2178517397882,3.7821482602118,历史1/4次成功; 当前距低点3.78%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
31,55.33587281133939,51.99933216944939,688348,昱能科技,bottom_area,2025-12-05,52.1,2025-12-05,50.02,4.158336665333863,4.3182726909236235,30.796900940785832,False,3.2706,1.3035,1,3,1,33.33333333333333,16.27422813482398,16.27422813482398,10.841663334666137,4.158336665333863,历史1/3次成功; 当前距低点4.16%; 最新日涨幅3.27%; 状态bottom_area; 底部未确认
