rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.07490750977192,80.16343767503747,688023,安恒信息,bottom_area,2024-01-18,81.93,2024-01-18,80.48,1.8016898608349936,5.168986083499001,28.334817453250217,False,-1.6801,2.3735,2,2,2,100.0,33.50156213839389,39.261744966442954,18.19831013916501,1.8016898608349936,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
2,88.31116121403234,77.61209302325582,603013,亚普股份,bottom_area,2024-01-18,15.93,2024-01-18,15.48,2.906976744186042,4.198966408268725,31.956043956043956,False,-0.4375,0.8437,1,1,1,100.0,53.30739299610896,53.30739299610896,17.09302325581396,2.906976744186042,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
3,86.485168813714,76.51566282301786,000021,深科技,bottom_area,2024-01-18,12.94,2024-01-18,12.53,3.2721468475658435,3.750997605746215,29.606741573033712,False,0.1548,1.6193,1,1,1,100.0,26.108374384236456,26.108374384236456,16.727853152434157,3.2721468475658435,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
4,85.65023614094218,76.86080142778873,300353,东土科技,bottom_area,2024-01-18,8.22,2024-01-18,7.9,4.050632911392409,4.3037974683544284,27.985414767547862,False,0.612,1.8634,2,2,2,100.0,20.840024009480672,21.377672209026137,15.949367088607591,4.050632911392409,历史2/2次成功; 当前距低点4.05%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
5,83.71907999381921,74.35619531955373,300579,数字认证,bottom_area,2024-01-18,22.57,2024-01-18,21.81,3.4846400733608505,4.860155891792766,27.3,False,-0.485,0.8214,2,2,2,100.0,22.90954132697023,24.946808510638284,16.51535992663915,3.4846400733608505,历史2/2次成功; 当前距低点3.48%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
6,83.19178259578264,72.74617760617762,600981,苏豪汇鸿,bottom_area,2024-01-18,2.73,2024-01-18,2.66,2.631578947368415,3.3834586466165355,31.79487179487179,False,-0.7273,1.2151,1,1,1,100.0,20.463320463320475,20.463320463320475,17.368421052631586,2.631578947368415,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
7,83.16555537786861,73.55002046809646,688280,精进电动,bottom_area,2024-01-18,6.67,2024-01-18,6.46,3.250773993808049,5.572755417956661,28.22222222222222,False,-1.4771,1.1,1,1,1,100.0,32.37518910741301,32.37518910741301,16.749226006191954,3.250773993808049,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
8,82.7662532534988,72.6584212235121,600006,东风股份,bottom_area,2024-01-18,5.42,2024-01-18,5.27,2.8462998102466863,5.3130929791271395,30.29100529100529,False,-2.8674,1.1625,1,1,1,100.0,22.6235741444867,22.6235741444867,17.153700189753316,2.8462998102466863,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
9,81.83773427516346,72.56914892936017,002413,雷科防务,bottom_area,2024-01-18,4.87,2024-01-18,4.71,3.3970276008492597,3.8216560509554083,31.540697674418606,False,-0.6122,1.9158,1,1,1,100.0,28.894472361809044,28.894472361809044,16.602972399150744,3.3970276008492597,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
10,80.26182749656539,72.13668467407078,601086,国芳集团,bottom_area,2024-01-18,5.54,2024-01-18,5.32,4.135338345864657,9.774436090225555,27.12328767123287,False,-4.3178,5.9484,2,2,2,100.0,29.168043562592505,33.48946135831383,15.864661654135345,4.135338345864657,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
11,78.03166141627376,69.24288389282462,688107,安路科技,bottom_area,2024-01-18,31.01,2024-01-18,29.98,3.4356237491661146,4.3695797198132045,27.584541062801925,False,0.0323,0.7882,2,4,2,50.0,47.34465613399662,67.95615731785945,16.564376250833888,3.4356237491661146,历史2/4次成功; 当前距低点3.44%; 最新日涨幅0.03%; 状态bottom_area; 底部未确认
