rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.081349154066,87.24389254372412,300480,光力科技,bottom_area,2024-01-04,20.39,2023-12-28,20.18,1.0406342913776059,6.045589692765108,29.85749044143205,False,-1.924,1.0753,4,4,4,100.0,28.906122193898153,39.69465648854962,8.959365708622395,1.0406342913776059,历史4/4次成功; 当前距低点1.04%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
2,86.69691321261553,79.17383425783906,605133,嵘泰股份,bottom_area,2024-01-04,25.3,2024-01-04,25.24,0.2377179080824179,2.4167987321711686,29.51689472214466,False,-1.633,4.655,2,2,2,100.0,48.8485542379945,60.01483679525222,9.762282091917584,0.2377179080824179,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
3,86.23834017290483,82.5656748220298,601858,中国科传,bottom_area,2024-01-04,23.83,2023-12-28,23.2,2.715517241379306,7.974137931034489,29.268292682926827,True,-2.5756,0.9387,4,4,4,100.0,15.091688883734559,21.243523316062173,7.284482758620695,2.715517241379306,历史4/4次成功; 当前距低点2.72%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
4,84.20786989363855,81.32353949169247,000070,特发信息,bottom_area,2024-01-04,7.81,2023-12-26,7.57,3.1704095112285247,5.680317040951119,27.00096432015428,False,0.1282,1.1908,2,2,2,100.0,34.04340417899739,50.60532687651331,6.829590488771475,3.1704095112285247,历史2/2次成功; 当前距低点3.17%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
5,83.66682547789165,79.12262089922025,600199,金种子酒,bottom_area,2024-01-04,17.76,2023-12-21,17.4,2.0689655172413968,8.10344827586207,27.1356783919598,True,-1.8785,1.1717,2,2,2,100.0,21.988506873820672,23.70304114490161,7.931034482758603,2.0689655172413968,历史2/2次成功; 当前距低点2.07%; 最新日涨幅-1.88%; 状态bottom_area; 底部已确认
6,82.51060074229352,79.41799951507112,301499,维科精密,bottom_area,2024-01-04,28.89,2023-12-27,28.05,2.994652406417112,5.347593582887701,32.73381294964029,False,0.5919,3.7381,2,2,2,100.0,21.64412366506522,21.950454687989964,7.005347593582889,2.994652406417112,历史2/2次成功; 当前距低点2.99%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
7,80.39431488879349,74.62408624793225,002508,老板电器,bottom_area,2024-01-04,21.3,2023-12-21,21.07,1.0915994304698644,4.318936877076412,31.922455573505655,False,-1.1142,0.5294,1,1,1,100.0,11.682435211846977,11.682435211846977,8.908400569530137,1.0915994304698644,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
8,80.24915564623979,74.81561906602565,601628,中国人寿,bottom_area,2024-01-04,26.85,2024-01-04,26.5,1.3207547169811376,6.339622641509433,30.88158581116328,False,-4.4824,0.13,1,1,1,100.0,25.736235595390532,25.736235595390532,8.679245283018863,1.3207547169811376,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
9,78.93859098818996,73.78926797147545,601933,永辉超市,bottom_area,2024-01-04,2.78,2023-12-27,2.74,1.4598540145985253,4.014598540145981,31.32832080200501,False,-0.7143,0.3125,1,1,1,100.0,11.70825335892515,11.70825335892515,8.540145985401477,1.4598540145985253,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
10,78.74557586223597,78.0626408237432,603013,亚普股份,bottom_area,2024-01-04,17.26,2023-12-28,16.51,4.5427013930950935,5.330102967898237,27.428571428571423,False,1.4101,0.7884,1,1,1,100.0,53.30739299610896,53.30739299610896,5.4572986069049065,4.5427013930950935,历史1/1次成功; 当前距低点4.54%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
11,78.6702752363905,74.99847490261655,000980,众泰汽车,bottom_area,2024-01-04,2.88,2023-12-27,2.81,2.4911032028469693,8.540925266903907,28.31632653061224,True,-1.0309,1.2488,3,4,3,75.0,25.823603253266942,43.49775784753364,7.508896797153031,2.4911032028469693,历史3/4次成功; 当前距低点2.49%; 最新日涨幅-1.03%; 状态bottom_area; 底部已确认
