rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.081349154066,87.24389254372412,300480,光力科技,bottom_area,2024-01-04,20.39,2023-12-28,20.18,1.0406342913776059,6.045589692765108,29.85749044143205,False,-1.924,1.0753,4,4,4,100.0,28.906122193898153,39.69465648854962,8.959365708622395,1.0406342913776059,历史4/4次成功; 当前距低点1.04%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
12,76.25652236820349,75.35298828285609,002706,良信股份,bottom_area,2024-01-04,8.59,2023-12-21,8.23,4.37424058323207,7.897934386391256,29.05172413793103,True,-1.4908,0.949,3,3,3,100.0,13.31320867002797,14.727153188691638,5.62575941676793,4.37424058323207,历史3/3次成功; 当前距低点4.37%; 最新日涨幅-1.49%; 状态bottom_area; 底部已确认
13,75.6681691064028,69.47371758302042,002821,凯莱英,bottom_area,2024-01-04,110.45,2024-01-04,109.88,0.5187477247906875,2.338915180196585,30.675078864353317,False,-0.7548,1.0384,1,1,1,100.0,16.80893761044718,16.80893761044718,9.481252275209313,0.5187477247906875,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
14,74.40523166203175,72.92487188043717,301509,金凯生科,bottom_area,2024-01-04,62.71,2023-12-28,60.33,3.944969335322398,5.221282943809048,28.35767723548272,False,1.2105,5.2996,1,1,1,100.0,15.05054819877544,15.05054819877544,6.055030664677603,3.944969335322398,历史1/1次成功; 当前距低点3.94%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
15,74.36365886180177,72.32375799526855,600130,波导股份,bottom_area,2024-01-04,4.68,2023-12-26,4.52,3.539823008849561,7.300884955752214,27.564102564102573,True,-0.8475,1.2653,1,1,1,100.0,20.13201320132014,20.13201320132014,6.4601769911504405,3.539823008849561,历史1/1次成功; 当前距低点3.54%; 最新日涨幅-0.85%; 状态bottom_area; 底部已确认
16,74.34264759125726,68.36340088682728,002409,雅克科技,bottom_area,2024-01-04,50.25,2024-01-04,49.95,0.6006006006005948,4.104104104104098,28.754813863928106,False,-3.1419,2.841,1,1,1,100.0,22.057904603207675,22.057904603207675,9.399399399399405,0.6006006006005948,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
17,74.20027234270985,71.73783206351388,605358,立昂微,bottom_area,2024-01-04,26.54,2023-12-26,25.71,3.228315830416174,7.662388175807074,28.583333333333332,True,-2.4265,0.703,1,1,1,100.0,13.16339869281045,13.16339869281045,6.7716841695838275,3.228315830416174,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
18,71.46267028501356,66.99795904288868,603286,日盈电子,bottom_area,2024-01-04,24.55,2024-01-04,24.16,1.6142384105960288,1.9039735099337782,28.223410576351743,False,-0.1221,4.0722,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,8.385761589403971,1.6142384105960288,历史2/3次成功; 当前距低点1.61%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
19,68.11625090601129,67.46837577440277,601016,节能风电,bottom_area,2024-01-04,3.02,2023-12-27,2.89,4.498269896193768,5.8823529411764675,29.166666666666664,False,-0.9836,0.3774,1,1,1,100.0,14.970059880239523,14.970059880239523,5.501730103806233,4.498269896193768,历史1/1次成功; 当前距低点4.50%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
20,67.19792412372982,62.92965207026814,300363,博腾股份,bottom_area,2024-01-04,24.15,2023-12-26,23.78,1.5559293523969615,7.232968881412948,27.18922229026331,True,-1.5491,0.9025,1,2,1,50.0,36.97403760071621,36.97403760071621,8.444070647603038,1.5559293523969615,历史1/2次成功; 当前距低点1.56%; 最新日涨幅-1.55%; 状态bottom_area; 底部已确认
21,63.056873910693255,59.65514340754665,002748,世龙实业,bottom_area,2024-01-04,10.75,2024-01-03,10.53,2.089268755935429,5.033238366571711,32.58642765685019,False,0.3735,7.1219,1,2,1,50.0,12.627291242362526,12.627291242362526,7.910731244064571,2.089268755935429,历史1/2次成功; 当前距低点2.09%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
22,56.58604169985883,55.43248851703234,000058,深赛格,bottom_area,2024-01-04,7.16,2023-12-27,6.89,3.9187227866473218,5.370101596516692,27.320675105485236,False,-0.2786,0.599,1,2,1,50.0,34.82352941176472,34.82352941176472,6.081277213352679,3.9187227866473218,历史1/2次成功; 当前距低点3.92%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
23,55.7664925089639,54.346385941644556,600960,渤海汽车,bottom_area,2024-01-04,3.98,2023-12-28,3.84,3.645833333333337,7.291666666666674,30.935251798561147,True,-0.2506,1.304,1,2,1,50.0,16.445623342175058,16.445623342175058,6.354166666666663,3.645833333333337,历史1/2次成功; 当前距低点3.65%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
24,55.561190027776576,50.70008328507423,000625,长安汽车,bottom_area,2024-01-04,15.29,2024-01-04,15.26,0.19659239842725662,3.9973787680209663,28.957169459962756,False,-3.1666,2.1294,1,2,1,50.0,13.808139534883724,13.808139534883724,9.803407601572744,0.19659239842725662,历史1/2次成功; 当前距低点0.20%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
