rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.1492007456522,88.65248973011343,002805,丰元股份,bottom_area,2024-06-07,10.77,2024-06-07,10.56,1.9886363636363549,3.4090909090909034,31.025473546701498,False,0.4664,1.8639,5,5,5,100.0,25.626777630130704,50.09389671361502,6.011363636363646,1.9886363636363549,历史5/5次成功; 当前距低点1.99%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
12,83.4883714862721,82.59519765739385,300720,海川智能,bottom_area,2024-06-07,14.13,2024-06-07,13.66,3.4407027818448075,6.002928257686679,29.768637532133674,False,-1.1888,2.7173,3,3,3,100.0,57.75229601757511,75.69193742478939,4.5592972181551925,3.4407027818448075,历史3/3次成功; 当前距低点3.44%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
13,82.82217416103627,80.13604959365131,605177,东亚药业,bottom_area,2024-06-07,21.48,2024-06-07,21.0,2.285714285714288,3.0952380952380882,28.69269949066214,False,0.7505,0.8331,2,2,2,100.0,16.81439873698852,21.452513966480446,5.714285714285712,2.285714285714288,历史2/2次成功; 当前距低点2.29%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
14,82.7306391899982,79.20252663968496,000521,长虹美菱,bottom_area,2024-06-07,8.8,2024-06-07,8.65,1.7341040462427786,3.468208092485537,31.56645569620253,False,-1.1236,3.3626,3,3,3,100.0,10.840235833970437,13.407821229050265,6.265895953757222,1.7341040462427786,历史3/3次成功; 当前距低点1.73%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
15,82.57302018462178,82.6156605255382,600322,津投城开,bottom_area,2024-06-07,1.55,2024-06-06,1.49,4.026845637583897,7.382550335570476,28.01932367149758,False,1.9737,1.9392,4,4,4,100.0,18.15520741521231,35.828877005347586,3.9731543624161034,4.026845637583897,历史4/4次成功; 当前距低点4.03%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
16,82.54733760414511,78.33275893690985,300364,中文在线,bottom_area,2024-06-07,19.85,2024-06-07,19.6,1.2755102040816324,3.9285714285714266,27.299703264094955,False,-0.5511,4.8448,6,7,6,85.71428571428571,14.828306770746416,20.7773851590106,6.724489795918368,1.2755102040816324,历史6/7次成功; 当前距低点1.28%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
17,82.1889862914473,77.53778500275945,605198,安德利,bottom_area,2024-06-07,29.1,2024-06-06,28.82,0.9715475364330366,5.621096460791121,28.62803368003963,False,0.2757,0.3903,1,1,1,100.0,43.241469816272954,43.241469816272954,7.028452463566964,0.9715475364330366,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
18,81.95979269021717,80.88925830865082,002225,濮耐股份,bottom_area,2024-06-07,4.05,2024-06-06,3.92,3.3163265306122423,7.39795918367347,27.001862197392928,False,0.7463,2.6098,3,3,3,100.0,16.830552679821142,29.457364341085263,4.683673469387758,3.3163265306122423,历史3/3次成功; 当前距低点3.32%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
19,81.74006310327765,81.29903327351641,300752,隆利科技,confirmed_rebound,2024-06-07,12.83,2024-06-06,12.37,3.7186742118027554,10.024252223120456,31.086350974930365,False,2.0684,4.0214,4,4,4,100.0,17.51403481949826,21.807655194596325,4.281325788197245,3.7186742118027554,历史4/4次成功; 当前距低点3.72%; 最新日涨幅2.07%; 状态confirmed_rebound; 底部未确认
20,81.00426225178434,78.98281083562901,603217,元利科技,bottom_area,2024-06-07,14.91,2024-06-06,14.52,2.685950413223144,6.404958677685949,29.37743190661478,False,1.4976,0.8458,2,2,2,100.0,15.520310633213857,19.81481481481482,5.314049586776856,2.685950413223144,历史2/2次成功; 当前距低点2.69%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
21,80.97261402149667,79.21233980363802,001322,箭牌家居,bottom_area,2024-06-07,8.28,2024-06-06,8.05,2.85714285714284,6.211180124223602,28.634751773049633,False,1.5951,1.441,2,2,2,100.0,18.85282536518115,26.897069872276486,5.14285714285716,2.85714285714284,历史2/2次成功; 当前距低点2.86%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
22,80.74558842628794,77.2120417137963,688202,美迪西,bottom_area,2024-06-07,29.77,2024-06-06,29.28,1.6734972677595574,7.445355191256829,30.23588277340957,False,0.5743,1.4039,3,4,3,75.0,14.422663894022039,23.795418261555337,6.326502732240442,1.6734972677595574,历史3/4次成功; 当前距低点1.67%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
23,80.72661164379423,78.57178358220331,002615,哈尔斯,bottom_area,2024-06-07,6.33,2024-06-06,6.17,2.5931928687196133,6.807131280388978,27.41176470588235,False,1.7685,3.5582,1,1,1,100.0,28.84012539184954,28.84012539184954,5.406807131280387,2.5931928687196133,历史1/1次成功; 当前距低点2.59%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
24,80.55012957894768,75.59761372629923,002837,英维克,bottom_area,2024-06-07,22.97,2024-06-07,22.81,0.701446733888646,4.252520824199923,31.46033653846154,False,-2.6695,1.9389,3,3,3,100.0,18.639313330996423,24.517374517374524,7.298553266111354,0.701446733888646,历史3/3次成功; 当前距低点0.70%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
25,80.49639025317013,81.10533646872821,300584,海辰药业,bottom_area,2024-06-07,15.45,2024-06-06,14.8,4.391891891891882,7.635135135135128,27.734375,False,2.7261,1.6939,3,3,3,100.0,31.17661280775102,54.23197492163009,3.6081081081081177,4.391891891891882,历史3/3次成功; 当前距低点4.39%; 最新日涨幅2.73%; 状态bottom_area; 底部未确认
26,80.48314335449545,76.89596290763143,605108,同庆楼,bottom_area,2024-06-07,23.7,2024-06-07,23.32,1.629502572898795,4.716981132075477,32.698412698412696,False,-2.4691,0.9323,2,2,2,100.0,13.82381061204675,17.52165223184544,6.3704974271012045,1.629502572898795,历史2/2次成功; 当前距低点1.63%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
27,80.47087988504514,78.31908286098574,688315,诺禾致源,confirmed_rebound,2024-06-07,11.88,2024-06-06,11.58,2.5906735751295398,8.462867012089815,29.775621588841716,False,1.1925,0.7037,3,4,3,75.0,41.83235813054352,86.2826357231662,5.40932642487046,2.5906735751295398,历史3/4次成功; 当前距低点2.59%; 最新日涨幅1.19%; 状态confirmed_rebound; 底部未确认
28,80.38904778092541,79.18666666666668,002491,通鼎互联,confirmed_rebound,2024-06-07,3.53,2024-06-06,3.42,3.2163742690058443,8.479532163742691,29.48453608247422,False,2.0231,0.792,1,1,1,100.0,52.39520958083833,52.39520958083833,4.783625730994156,3.2163742690058443,历史1/1次成功; 当前距低点3.22%; 最新日涨幅2.02%; 状态confirmed_rebound; 底部未确认
29,80.2147090100021,77.45471659919029,600201,生物股份,bottom_area,2024-06-07,7.97,2024-06-06,7.8,2.179487179487179,4.230769230769243,28.767123287671232,False,0.3778,1.7295,1,1,1,100.0,17.76315789473684,17.76315789473684,5.820512820512821,2.179487179487179,历史1/1次成功; 当前距低点2.18%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
30,80.04645968784844,79.04766750920507,688170,德龙激光,confirmed_rebound,2024-06-07,22.54,2024-06-06,21.81,3.3470884915176544,9.812012838147641,27.178631051752923,False,2.408,1.524,3,3,3,100.0,17.52166274121132,25.624999999999996,4.652911508482346,3.3470884915176544,历史3/3次成功; 当前距低点3.35%; 最新日涨幅2.41%; 状态confirmed_rebound; 底部未确认
31,79.90239852871045,76.09928702944417,301517,陕西华达,bottom_area,2024-06-07,57.5,2024-06-07,56.67,1.4646197282512763,6.829010058231864,31.62403474903474,False,-3.9746,28.3565,1,1,1,100.0,34.40118284869394,34.40118284869394,6.535380271748724,1.4646197282512763,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
32,79.89822598008476,76.65877453985229,000833,粤桂股份,bottom_area,2024-06-07,4.96,2024-06-07,4.87,1.8480492813141656,2.8747433264886997,31.21468926553672,False,2.4793,1.861,1,1,1,100.0,9.421112372304199,9.421112372304199,6.151950718685835,1.8480492813141656,历史1/1次成功; 当前距低点1.85%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
33,79.840146094599,75.768156982396,688205,德科立,bottom_area,2024-06-07,29.31,2024-06-07,28.94,1.2785072563925275,3.9391845196959125,32.509328358208954,False,-0.0682,1.798,1,1,1,100.0,20.12448132780082,20.12448132780082,6.721492743607473,1.2785072563925275,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
34,79.77420445393426,80.2957291900598,300745,欣锐科技,confirmed_rebound,2024-06-07,15.15,2024-06-06,14.52,4.338842975206617,13.154269972451793,32.96398891966759,False,3.0612,6.99,5,5,5,100.0,19.72199555661768,36.150000000000006,3.661157024793383,4.338842975206617,历史5/5次成功; 当前距低点4.34%; 最新日涨幅3.06%; 状态confirmed_rebound; 底部未确认
35,79.19668272561402,77.96779731531933,300497,富祥股份,bottom_area,2024-06-07,9.39,2024-06-06,9.1,3.186813186813197,5.824175824175837,31.268882175226594,False,0.3205,1.3972,2,2,2,100.0,16.202856888459234,24.094025465230157,4.813186813186803,3.186813186813197,历史2/2次成功; 当前距低点3.19%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
36,78.9065782000589,78.18471267410189,688329,艾隆科技,bottom_area,2024-06-07,14.99,2024-06-06,14.48,3.5220994475138108,6.767955801104975,29.674599320058277,False,2.8826,1.5776,2,2,2,100.0,21.479029109856874,21.72890326374596,4.477900552486189,3.5220994475138108,历史2/2次成功; 当前距低点3.52%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
37,78.41168887403947,76.18197260273975,301389,隆扬电子,bottom_area,2024-06-07,15.17,2024-06-07,14.8,2.4999999999999947,4.932432432432423,27.093596059113302,False,0.2644,15.6282,1,1,1,100.0,14.849315068493155,14.849315068493155,5.500000000000005,2.4999999999999947,历史1/1次成功; 当前距低点2.50%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
38,77.9480466878044,73.63725554520244,300363,博腾股份,bottom_area,2024-06-07,13.57,2024-06-06,13.43,1.0424422933730497,6.55249441548772,27.601078167115904,False,0.593,1.1024,2,4,2,50.0,41.63453749512357,46.29503738953092,6.95755770662695,1.0424422933730497,历史2/4次成功; 当前距低点1.04%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
39,77.86788083993522,78.794879421363,001266,宏英智能,confirmed_rebound,2024-06-07,18.36,2024-06-06,17.55,4.615384615384608,11.45299145299144,28.832116788321166,False,3.2621,4.1833,4,4,4,100.0,15.042776045375817,23.285351397121083,3.384615384615392,4.615384615384608,历史4/4次成功; 当前距低点4.62%; 最新日涨幅3.26%; 状态confirmed_rebound; 底部未确认
40,77.85759374253676,76.99555697236273,301419,阿莱德,bottom_area,2024-06-07,23.58,2024-06-06,22.8,3.4210526315789367,7.675438596491229,27.15654952076677,False,2.611,2.9404,2,2,2,100.0,13.847080496573705,16.103127641589175,4.578947368421064,3.4210526315789367,历史2/2次成功; 当前距低点3.42%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
41,77.46975289453192,76.56012761592686,688357,建龙微纳,bottom_area,2024-06-07,26.26,2024-06-06,25.4,3.385826771653555,5.0787401574803255,32.012847965738764,False,2.94,0.4686,4,5,4,80.0,21.074261587618047,31.65083135391925,4.614173228346445,3.385826771653555,历史4/5次成功; 当前距低点3.39%; 最新日涨幅2.94%; 状态bottom_area; 底部未确认
42,76.2868217700151,76.74059222840916,300486,东杰智能,confirmed_rebound,2024-06-07,4.6,2024-06-07,4.41,4.3083900226757255,10.65759637188208,29.777070063694268,False,1.0989,5.6894,3,3,3,100.0,16.90172838768716,19.09547738693468,3.691609977324275,4.3083900226757255,历史3/3次成功; 当前距低点4.31%; 最新日涨幅1.10%; 状态confirmed_rebound; 底部未确认
43,76.2843153685575,73.73774409701048,002490,山东墨龙,confirmed_rebound,2024-06-07,1.83,2024-06-07,1.79,2.2346368715083815,8.379888268156419,30.888030888030883,False,-2.6596,3.3227,2,2,2,100.0,14.47696862392244,14.885496183206094,5.765363128491618,2.2346368715083815,历史2/2次成功; 当前距低点2.23%; 最新日涨幅-2.66%; 状态confirmed_rebound; 底部未确认
44,75.78445571638723,74.15059404363751,688265,南模生物,bottom_area,2024-06-07,21.53,2024-06-06,20.93,2.8666985188724388,6.688963210702334,28.125000000000007,False,1.5566,0.6524,1,1,1,100.0,8.422939068100368,8.422939068100368,5.133301481127561,2.8666985188724388,历史1/1次成功; 当前距低点2.87%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
45,75.48575448140235,76.54471901514572,002246,北化股份,bottom_area,2024-06-07,9.31,2024-06-06,8.89,4.724409448818897,7.424071991001126,28.190630048465266,False,1.86,6.1863,2,2,2,100.0,27.399852464800023,31.992687385740403,3.2755905511811028,4.724409448818897,历史2/2次成功; 当前距低点4.72%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
46,75.18071220724741,75.44312307009994,002562,兄弟科技,confirmed_rebound,2024-06-07,2.99,2024-06-06,2.87,4.181184668989551,8.710801393728222,28.428927680798,False,2.0478,1.3798,2,2,2,100.0,25.033462986000675,33.466135458167344,3.818815331010449,4.181184668989551,历史2/2次成功; 当前距低点4.18%; 最新日涨幅2.05%; 状态confirmed_rebound; 底部未确认
47,74.8764013198231,75.32797990738158,603366,日出东方,bottom_area,2024-06-07,3.87,2024-06-06,3.71,4.312668463611864,5.39083557951483,29.198473282442748,False,3.4759,0.961,2,2,2,100.0,15.811096797938903,17.583732057416277,3.687331536388136,4.312668463611864,历史2/2次成功; 当前距低点4.31%; 最新日涨幅3.48%; 状态bottom_area; 底部未确认
48,74.51774861859072,75.46975268845158,300554,三超新材,confirmed_rebound,2024-06-07,24.48,2024-06-06,23.39,4.660111158614792,9.362975630611363,27.808641975308635,False,3.3347,12.236,3,3,3,100.0,14.380678118781184,21.15606936416185,3.339888841385208,4.660111158614792,历史3/3次成功; 当前距低点4.66%; 最新日涨幅3.33%; 状态confirmed_rebound; 底部未确认
49,74.51658987372879,74.687303710782,603017,中衡设计,confirmed_rebound,2024-06-07,9.1,2024-06-06,8.74,4.1189931350114355,8.352402745995429,30.52464228934817,False,2.593,3.2971,1,1,1,100.0,36.87423687423689,36.87423687423689,3.881006864988565,4.1189931350114355,历史1/1次成功; 当前距低点4.12%; 最新日涨幅2.59%; 状态confirmed_rebound; 底部未确认
50,73.95981616925587,73.38293299656611,002640,跨境通,confirmed_rebound,2024-06-07,1.73,2024-06-06,1.67,3.5928143712574885,9.580838323353301,31.83673469387756,True,3.5928,7.8912,1,1,1,100.0,14.218009478673,14.218009478673,4.4071856287425115,3.5928143712574885,历史1/1次成功; 当前距低点3.59%; 最新日涨幅3.59%; 状态confirmed_rebound; 底部已确认
51,73.66802277996455,68.40925424325034,002811,郑中设计,bottom_area,2024-06-07,6.65,2024-06-07,6.64,0.1506024096385644,5.120481927710855,27.032967032967033,False,-9.8916,8.1532,1,1,1,100.0,16.78832116788322,16.78832116788322,7.849397590361436,0.1506024096385644,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
52,73.65731663346317,74.36094710065215,002319,乐通股份,bottom_area,2024-06-07,9.3,2024-06-07,8.9,4.494382022471914,4.943820224719095,29.14012738853503,False,3.1042,1.5682,2,2,2,100.0,12.83945221445222,15.224358974358976,3.505617977528086,4.494382022471914,历史2/2次成功; 当前距低点4.49%; 最新日涨幅3.10%; 状态bottom_area; 底部未确认
53,73.64269692338681,73.68998461404821,605162,新中港,confirmed_rebound,2024-06-07,7.48,2024-06-06,7.19,4.033379694019472,8.484005563282327,27.520161290322577,False,-0.7958,8.4896,3,3,3,100.0,19.602636109745223,26.46502835538753,3.9666203059805283,4.033379694019472,历史3/3次成功; 当前距低点4.03%; 最新日涨幅-0.80%; 状态confirmed_rebound; 底部未确认
54,73.43787685604738,73.35927763001524,000886,海南高速,bottom_area,2024-06-07,4.48,2024-06-06,4.31,3.9443155452436387,5.80046403712297,30.818619582664535,False,2.9885,1.7794,1,1,1,100.0,17.378048780487816,17.378048780487816,4.055684454756362,3.9443155452436387,历史1/1次成功; 当前距低点3.94%; 最新日涨幅2.99%; 状态bottom_area; 底部未确认
55,73.13844741114204,71.87003388570257,001358,兴欣新材,confirmed_rebound,2024-06-07,21.35,2024-06-06,20.71,3.090294543698699,10.188314823756636,28.58620689655172,False,2.7925,9.7621,1,1,1,100.0,9.117771211481637,9.117771211481637,4.909705456301301,3.090294543698699,历史1/1次成功; 当前距低点3.09%; 最新日涨幅2.79%; 状态confirmed_rebound; 底部未确认
56,72.92107759145148,74.02440715822038,300518,新迅达,confirmed_rebound,2024-06-07,7.89,2024-06-06,7.53,4.780876494023897,11.28818061088978,31.48316651501365,True,4.0897,2.6152,2,2,2,100.0,15.56347077739172,16.514806378132132,3.2191235059761034,4.780876494023897,历史2/2次成功; 当前距低点4.78%; 最新日涨幅4.09%; 状态confirmed_rebound; 底部已确认
57,72.91385191133392,74.02882909165017,300710,万隆光电,confirmed_rebound,2024-06-07,14.66,2024-06-06,13.99,4.789135096497497,15.796997855611144,30.84527928818586,True,2.5892,3.2353,2,2,2,100.0,15.688479094970239,19.8738907052779,3.2108649035025034,4.789135096497497,历史2/2次成功; 当前距低点4.79%; 最新日涨幅2.59%; 状态confirmed_rebound; 底部已确认
58,72.70772967157225,73.16362360761973,002786,银宝山新,confirmed_rebound,2024-06-07,7.96,2024-06-06,7.63,4.3250327653997385,8.256880733944953,29.547553093259467,False,2.5773,2.9876,5,6,5,83.33333333333334,17.319166555902065,22.074688796680498,3.674967234600262,4.3250327653997385,历史5/6次成功; 当前距低点4.33%; 最新日涨幅2.58%; 状态confirmed_rebound; 底部未确认
59,72.63596094702767,73.66667798120825,001366,播恩集团,bottom_area,2024-06-07,11.95,2024-06-06,11.41,4.732690622261167,7.624890446976329,30.384380719951192,False,1.8755,6.7496,2,2,2,100.0,12.028024730987703,15.547445255474459,3.2673093777388336,4.732690622261167,历史2/2次成功; 当前距低点4.73%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
60,72.04466900816517,70.34001203888405,688228,开普云,confirmed_rebound,2024-06-07,39.91,2024-06-06,38.84,2.7548918640576545,11.714727085478879,28.339483394833948,False,1.3974,2.0155,2,3,2,66.66666666666666,35.6693485068216,41.53424657534245,5.245108135942346,2.7548918640576545,历史2/3次成功; 当前距低点2.75%; 最新日涨幅1.40%; 状态confirmed_rebound; 底部未确认
61,70.83134791639826,71.67356939579219,300683,海特生物,bottom_area,2024-06-07,21.99,2024-06-06,21.02,4.614652711703134,7.373929590865845,32.67136450992953,False,3.191,1.2349,1,1,1,100.0,16.532137518684582,16.532137518684582,3.385347288296866,4.614652711703134,历史1/1次成功; 当前距低点4.61%; 最新日涨幅3.19%; 状态bottom_area; 底部未确认
62,70.76652684650027,71.11484445197934,688015,交控科技,bottom_area,2024-06-07,18.13,2024-06-07,17.39,4.255319148936161,4.830362277170787,32.14982442450253,False,3.0699,1.3604,1,1,1,100.0,9.123505976095615,9.123505976095615,3.744680851063839,4.255319148936161,历史1/1次成功; 当前距低点4.26%; 最新日涨幅3.07%; 状态bottom_area; 底部未确认
63,68.80221607560688,69.91332814742171,300642,透景生命,confirmed_rebound,2024-06-07,11.93,2024-06-06,11.38,4.833040421792608,8.172231985940243,27.28434504792332,False,3.0225,1.0056,1,1,1,100.0,19.960539296284104,19.960539296284104,3.1669595782073916,4.833040421792608,历史1/1次成功; 当前距低点4.83%; 最新日涨幅3.02%; 状态confirmed_rebound; 底部未确认
64,68.49996090039235,69.47753424657535,600410,华胜天成,confirmed_rebound,2024-06-07,3.98,2024-06-06,3.8,4.736842105263162,9.736842105263161,27.893738140417458,False,2.8424,1.5229,1,1,1,100.0,16.43835616438356,16.43835616438356,3.263157894736838,4.736842105263162,历史1/1次成功; 当前距低点4.74%; 最新日涨幅2.84%; 状态confirmed_rebound; 底部未确认
65,67.69761959454786,68.43246485473291,300578,会畅科技,confirmed_rebound,2024-06-07,11.92,2024-06-06,11.4,4.561403508771926,10.438596491228065,30.8252427184466,False,2.5818,1.6576,1,1,1,100.0,8.669165885660737,8.669165885660737,3.438596491228074,4.561403508771926,历史1/1次成功; 当前距低点4.56%; 最新日涨幅2.58%; 状态confirmed_rebound; 底部未确认
66,66.7347963191598,67.31860689294516,300530,领湃科技,bottom_area,2024-06-07,16.42,2024-06-07,15.72,4.452926208651406,4.898218829516525,29.852744310575634,False,3.6616,1.7996,3,5,3,60.0,27.802573379948058,34.07510431154381,3.5470737913485944,4.452926208651406,历史3/5次成功; 当前距低点4.45%; 最新日涨幅3.66%; 状态bottom_area; 底部未确认
67,66.67777014233697,67.45842105263158,000592,平潭发展,bottom_area,2024-06-07,1.59,2024-06-07,1.52,4.605263157894741,7.894736842105256,28.971962616822434,False,-1.8519,4.1682,1,1,1,100.0,16.228070175438603,16.228070175438603,3.3947368421052593,4.605263157894741,历史1/1次成功; 当前距低点4.61%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
68,59.01633876733381,56.97962042039211,688158,优刻得,confirmed_rebound,2024-06-07,9.87,2024-06-06,9.66,2.1739130434782514,9.21325051759835,27.368421052631582,False,1.0235,1.6117,1,2,1,50.0,9.495387954422139,9.495387954422139,5.826086956521749,2.1739130434782514,历史1/2次成功; 当前距低点2.17%; 最新日涨幅1.02%; 状态confirmed_rebound; 底部未确认
69,53.934345335786546,54.65917350619478,000779,甘咨询,bottom_area,2024-06-07,7.36,2024-06-06,7.03,4.69416785206259,7.254623044096725,27.30093071354705,False,3.662,1.5367,1,2,1,50.0,17.69825918762089,17.69825918762089,3.3058321479374104,4.69416785206259,历史1/2次成功; 当前距低点4.69%; 最新日涨幅3.66%; 状态bottom_area; 底部未确认
