code,liutongguben
000564,15094880000.0
000565,433592187.5
000566,1296735625.0
000567,1948539843.75
000568,1471060156.25
000570,555692500.0
000571,813992187.5
000572,1642253125.0
000573,632964804.6875
000576,433815312.5
000581,793905312.5
000582,2156848281.25
000586,191190000.0
000589,1544110781.25
000590,239358496.09375
000591,3903392187.5
000592,1915092500.0
000593,358483203.125
000595,1138656328.125
000596,408600000.0
000597,1409203750.0
000598,2979227812.5
000599,816745078.125
000600,1090050937.5
000601,1049618515.625
000603,666716328.125
000605,352658593.75
000607,885033437.5
000608,745427578.125
000609,291058300.78125
000610,235501503.90625
000612,1191160390.625
000615,925268437.5
000617,12642078750.0
000619,360000000.0
000620,4671748750.0
000623,1190966484.375
000625,8267207500.0
000626,503711484.375
000628,192238593.75
000629,9290444375.0
000630,11142990000.0
000631,2300000156.25
000632,465481601.5625
000633,385102382.8125
000635,366819804.6875
000636,1157013125.0
000637,364589296.875
000639,1079426796.875
000650,1331385781.25
000651,5522009375.0
000652,1458222500.0
000655,595340195.3125
000656,7573090000.0
000657,1452925312.5
000659,1285702500.0
000661,399614609.375
000663,306301191.40625
000665,1137119765.625
000668,146841904.296875
000669,680408828.125
000670,821862890.625
000672,969395468.75
000676,1259028515.625
000677,863977968.75
000678,459611796.875
000679,356400000.0
000680,1314678593.75
000681,676135078.125
000682,1340599218.75
000683,3342111875.0
000685,1246582031.25
000686,2340452968.75
000688,1185063437.5
000690,2174468125.0
000691,323270000.0
000692,532833007.8125
000695,221811191.40625
000697,653107304.6875
000698,785714375.0
000700,918015390.625
000701,667746562.5
000702,266634609.375
000703,3801914687.5
000705,281965390.625
000707,550703593.75
000708,5047135937.5
000709,10335412500.0
000710,329529882.8125
000711,2381287500.0
000712,895734062.5
000713,614015000.0
000715,486352890.625
000716,738689375.0
000717,2423560937.5
000718,2281829843.75
000719,667147578.125
000720,1256531562.5
000721,512360312.5
000722,464158281.25
000723,4395005937.5
000725,35367135000.0
000726,589336484.375
000727,4529566875.0
000728,4363777812.5
000729,2509606718.75
000731,548825898.4375
000733,554094687.5
000735,1150897500.0
000736,747098437.5
000737,1904539218.75
000738,1315184062.5
000739,1158008437.5
000750,5796203750.0
000751,1409868750.0
000752,263758496.09375
000753,991481093.75
000755,1467310156.25
000756,498899296.875
000757,532716093.75
000758,1982753125.0
000759,655706015.625
000761,3708240625.0
000762,520800585.9375
000766,966007734.375
000767,2912246562.5
000768,2776414062.5
000776,5904049375.0
000777,383410781.25
000778,3893520312.5
000779,464773007.8125
000782,528139609.375
000783,5530073125.0
000785,5804481875.0
000786,1689507812.5
000788,595987382.8125
000789,797420234.375
000790,622614609.375
000791,1935618281.25
000792,5291525625.0
000793,1961008593.75
000795,1116249062.5
000796,1330761875.0
000797,1570515468.75
000798,365836210.9375
000799,324898203.125
000800,4920838125.0
000801,1015968125.0
000802,715438984.375
000803,459787812.5
000807,3467921250.0
000809,824791328.125
000810,1110606171.875
000811,978395703.125
000812,755689531.25
000813,2096760468.75
000815,695262968.75
000816,1439509062.5
000818,658211406.25
000819,366020117.1875
000820,296966894.53125
000821,604650781.25
000822,895092031.25
000823,584996796.875
000825,5696247500.0
000826,1425155156.25
000828,1039517031.25
000829,1024129687.5
000830,1904176250.0
000831,1061220781.25
000833,453701992.1875
000837,1007403437.5
000838,1053765937.5
000839,3919826250.0
000848,1011144062.5
000850,943375390.625
000852,950258906.25
000856,227000000.0
000858,3881513437.5
000859,895925234.375
000860,741767031.25
000862,627967109.375
000863,1163215781.25
000868,939434375.0
000869,455112304.6875
000875,3342379375.0
000876,4500003750.0
000877,7110490000.0
000878,2003620781.25
000880,227026796.875
000881,903732265.625
000882,2735214375.0
000883,6479585625.0
000885,642078203.125
000886,977827734.375
000887,1314370625.0
000888,526913085.9375
000889,869845234.375
000890,419491093.75
000892,710836484.375
000893,811806328.125
000895,3464209375.0
000897,1617240625.0
000898,7957475000.0
000899,975677734.375
000900,1517738281.25
000901,798193437.5
000902,1142783203.125
000903,1920261718.75
000905,741807578.125
000906,701239765.625
000908,879774375.0
000909,437710585.9375
000910,547181015.625
000911,400319804.6875
000912,1568000000.0
000913,520102695.3125
000915,234182402.34375
000917,1417459375.0
000919,621766718.75
000920,472598593.75
000921,918133437.5
000922,704929218.75
000923,627901406.25
000925,671152421.875
000926,1573209218.75
000927,6050350625.0
000928,1434627031.25
000929,185754199.21875
000930,1856348125.0
000931,751029531.25
000932,6852609375.0
000933,2247420156.25
000935,763440312.5
000936,885887265.625
000937,3776733437.5
000938,2860072812.5
000948,389149296.875
000949,1656445000.0
000950,1728184687.5
000951,1168994921.875
000952,343993984.375
000953,366122187.5
000955,538312890.625
000957,592903906.25
000958,5383418750.0
000959,7451607500.0
000960,1645431875.0
000962,503177695.3125
000963,1753013125.0
000965,1109830937.5
000966,3481035000.0
000967,3357668125.0
000968,967502734.375
000969,1041349765.625
000970,1215725781.25
000972,771283593.75
000973,967423203.125
000975,2523237343.75
000977,1466831875.0
000978,468120195.3125
000980,5042500937.5
000981,9513356250.0
000983,5677066250.0
000985,129639501.953125
000987,5013344687.5
000988,1004985625.0
000989,694153828.125
000990,1215236562.5
000993,457951406.25
000995,177408007.8125
000997,1007439375.0
000998,1314410625.0
000999,1662694062.5
001201,201440000.0
001202,116824003.90625
001203,1305974062.5
001205,166484296.875
001206,106864501.953125
001207,292622109.375
001208,318733691.40625
001209,96094599.609375
001210,133419902.34375
001211,93340097.65625
001212,173848691.40625
001213,4444444375.0
001215,96901601.5625
001216,131553203.125
001217,328172304.6875
001218,118061201.171875
001219,190122109.375
001220,22608601.07421875
001221,36008999.0234375
001222,112998701.171875
001223,69834799.8046875
001225,21038798.828125
001226,33926398.92578125
001227,4217500000.0
001228,79864599.609375
001229,73751201.171875
001230,109978798.828125
001231,51122700.1953125
001233,37713100.5859375
001234,91485498.046875
001236,758077812.5
001237,34856000.9765625
001238,145133896.484375
001239,114000000.0
001255,76222202.1484375
001256,106912597.65625
001257,136947998.046875
001258,933323593.75
001259,47544501.953125
001260,115000000.0
001266,58152797.8515625
001267,608556601.5625
001268,67433300.78125
001269,192411992.1875
001270,204803300.78125
001277,45549501.953125
001278,85310898.4375
001279,40000000.0
001280,173727304.6875
001282,152727197.265625
001283,103398896.484375
001285,41496801.7578125
001286,1350000000.0
001287,759900078.125
001288,151916298.828125
001289,5041934062.5
001296,77096699.21875
001298,407419492.1875
001299,282875292.96875
001300,243775898.4375
001301,185744394.53125
001306,15499799.8046875
001308,487236718.75
001309,164914804.6875
001311,177130605.46875
001312,57160297.8515625
001313,699153281.25
001314,124389296.875
001316,150200703.125
001317,85481396.484375
001318,282660000.0
001319,63464599.609375
001322,785612031.25
001323,311248007.8125
001324,138000000.0
001325,19600000.0
001326,24017299.8046875
001328,161716904.296875
001330,1162847265.625
001331,197126992.1875
001332,67204902.34375
001333,128000000.0
001335,25543999.0234375
001336,49323300.78125
001337,420000000.0
001338,501730781.25
001339,124533095.703125
001356,200646796.875
001358,49696499.0234375
001359,46376699.21875
001360,125484404.296875
001365,57505600.5859375
001366,160680000.0
001367,121637001.953125
001368,108211103.515625
001369,201029394.53125
001373,41960498.046875
001376,213752792.96875
001378,84341796.875
001379,67297700.1953125
001380,232732402.34375
001382,63000000.0
001386,107542802.734375
001387,116494599.609375
001388,31200000.0
001389,152212500.0
001390,118779199.21875
001391,1519354062.5
001393,48040200.1953125
001395,52006499.0234375
001396,22207099.609375
001400,46231499.0234375
001696,891385078.125
001872,2302001718.75
001896,1525781406.25
001914,1053716093.75
001965,6795095000.0
001979,8413583750.0
002001,3036861875.0
002003,1022100937.5
002004,1883322500.0
002005,1751974218.75
002006,519793398.4375
002007,1573543125.0
002008,956727265.625
002009,354047617.1875
002010,2757325000.0
002011,1059559296.875
002012,467625507.8125
002014,602694296.875
002015,1623324687.5
002016,809095625.0
002017,580085898.4375
002019,842518281.25
002020,723968437.5
002021,1195437890.625
002022,514277500.0
002023,740860234.375
002024,9192896875.0
002025,453871289.0625
002026,440493906.25
002027,14442200000.0
002028,610653007.8125
002029,665405937.5
002030,1403446093.75
002031,1913620625.0
002032,799484062.5
002033,549480195.3125
002034,514547382.8125
002035,782037734.375
002036,1055467812.5
002037,483883593.75
002038,851911328.125
002039,427556914.0625
002040,486075390.625
002041,880000000.0
002042,1700681406.25
002043,807523437.5
002044,3874227500.0
002045,561724882.8125
002046,530178007.8125
002047,1516158906.25
002048,709802109.375
002049,849514531.25
002050,3684197500.0
002051,1226412031.25
002052,689387187.5
002053,920722968.75
002054,384012304.6875
002055,593990000.0
002056,1625031562.5
002057,753313906.25
002058,143107998.046875
002059,983046093.75
002060,1562814687.5
002061,2599137968.75
002062,1124700937.5
002063,1769162031.25
002064,4951990625.0
002065,2907921562.5
002066,231000000.0
002067,1337603906.25
002068,734979296.875
002069,710216171.875
002072,367531796.875
002073,1014010937.5
002074,1736321093.75
002075,2193821875.0
002076,1042270234.375
002077,580348515.625
002078,2777354375.0
002079,811115781.25
002080,1678123593.75
002081,2644243437.5
002082,567847695.3125
002083,946323203.125
002084,644541289.0625
002085,2123297500.0
002086,1581285156.25
002088,505734414.0625
002090,395036015.625
002091,1598197656.25
002092,2575545468.75
002093,1007500000.0
002094,690453515.625
002095,251708398.4375
002096,1240438671.875
002097,1072629296.875
002098,358000000.0
002099,1615393593.75
002100,1365251562.5
002101,662212187.5
002102,2172808906.25
002103,388135585.9375
002104,599701601.5625
002105,364471015.625
002106,704902500.0
002107,571393984.375
002108,1647498281.25
002109,1276269765.625
002110,2429076250.0
002111,488750898.4375
002112,262079609.375
002114,323390800.78125
002115,752195468.75
002116,460006796.875
002117,523545585.9375
002119,375283984.375
002120,2815130000.0
002121,1399921093.75
002122,1987720000.0
002123,720532031.25
002124,1972168593.75
002125,629511289.0625
002126,794215390.625
002127,1994732343.75
002128,2241573437.5
002129,4039779687.5
002130,1144511718.75
002131,5854798750.0
002132,1399186406.25
002133,769870234.375
002134,247598300.78125
002135,1043872109.375
002136,214455800.78125
002137,396458085.9375
002138,756499765.625
002139,1071089765.625
002140,706961406.25
002141,1032935781.25
002142,6599441875.0
002144,137641699.21875
002145,3806474375.0
002146,3911521250.0
002148,449317617.1875
002149,488139296.875
002150,358545000.0
002151,442815117.1875
002152,2482133750.0
002153,1599763750.0
002154,1179773437.5
002155,1562510937.5
002156,1517452187.5
002157,7787456250.0
002158,533566796.875
002159,138472597.65625
002160,1030729531.25
002161,739609375.0
002162,918494062.5
002163,803548906.25
002164,479775195.3125
002165,727584218.75
002166,738585390.625
002167,758712968.75
002168,784163437.5
002169,758673984.375
002170,787129531.25
002171,1613741406.25
002172,765140703.125
002173,420865000.0
002174,979259062.5
002175,1276780703.125
002176,1703835625.0
002177,674918984.375
002178,711783125.0
002179,2096503750.0
002180,1360287500.0
002181,1134537109.375
002182,865505312.5
002183,2596994062.5
002184,240370390.625
002185,3322681875.0
002186,306801601.5625
002187,700894609.375
002188,257363007.8125
002189,261159902.34375
002190,358729296.875
002191,1402715468.75
002192,259117695.3125
002193,261714003.90625
002194,510878906.25
002195,5615833125.0
002196,488410390.625
002197,534000000.0
002198,507480195.3125
002199,230932109.375
002200,195725996.09375
002201,602023203.125
002202,3363505000.0
002203,2212141250.0
002204,1931370000.0
002205,185843203.125
002206,1056971015.625
002207,260811894.53125
002208,803072265.625
002209,156446796.875
002210,2655267812.5
002211,432475781.25
002212,1166843906.25
002213,206635996.09375
002214,478416601.5625
002215,808215234.375
002216,630502382.8125
002217,7279322500.0
002218,1387677812.5
002219,3271871562.5
002221,1460889843.75
002222,468151718.75
002223,942293281.25
002224,806380390.625
002225,948622109.375
002226,2648918125.0
002227,245936796.875
002228,1209321718.75
002229,493156210.9375
002230,2189292656.25
002232,408548398.4375
002233,1173272812.5
002234,301408593.75
002235,553578281.25
002236,2391127031.25
002237,1192356015.625
002238,802559062.5
002239,2682365625.0
002240,912908828.125
002241,3143205937.5
002242,761685703.125
002243,1204142265.625
002244,2757549375.0
002245,1606599687.5
002246,549034804.6875
002247,643540703.125
002248,307495605.46875
002249,1861935468.75
002250,894975781.25
002251,2152472187.5
002252,6587962500.0
002253,209949003.90625
002254,850567812.5
002255,637972187.5
002256,2014346875.0
002258,799148515.625
002259,752328281.25
002261,1146105468.75
002262,883776328.125
002263,1878345156.25
002264,654782812.5
002265,1033040390.625
002266,4842585312.5
002267,1112075468.75
002268,845254531.25
002269,2343729062.5
002270,896211093.75
002271,1914491875.0
002272,408133085.9375
002273,1362078437.5
002274,937849062.5
002275,557103007.8125
002276,1007090625.0
002277,1394172812.5
002278,332752890.625
002279,795499296.875
002281,780498437.5
002282,505004687.5
002283,1002826562.5
002284,730889531.25
002285,1975238437.5
002286,369689609.375
002287,570945390.625
002289,274431191.40625
002290,247196093.75
002291,869125234.375
002292,1017868437.5
002293,826989531.25
002294,1114565703.125
002295,250426992.1875
002296,347324492.1875
002297,573104804.6875
002298,660757031.25
002299,1218937734.375
002300,722295000.0
002301,717990234.375
002302,1262354296.875
002303,1067307578.125
002304,1506409531.25
002305,1734103281.25
002306,812688515.625
002307,1268291562.5
002309,2406132343.75
002310,4399009375.0
002311,1644153437.5
002312,1883819218.75
002313,374373710.9375
002314,1338324062.5
002315,262913300.78125
002316,340735000.0
002317,761617421.875
002318,954688828.125
002319,209472500.0
002320,2235797968.75
002321,2123866093.75
002322,351399687.5
002323,2120490937.5
002324,776275937.5
002326,808159062.5
002327,490983398.4375
002328,570791210.9375
002329,651592890.625
002330,635149218.75
002331,403433007.8125
002332,984573828.125
002333,666509531.25
002334,735012109.375
002335,659734687.5
002337,587996484.375
002338,240000000.0
002339,478720507.8125
002340,5075981875.0
002342,954690000.0
002343,473680312.5
002344,1281270078.125
002345,867229375.0
002346,392113515.625
002347,493382890.625
002348,903532968.75
002349,814180937.5
002350,530550117.1875
002351,521056796.875
002352,4770011875.0
002353,691038593.75
002354,1625693750.0
002355,618166601.5625
002356,1311247031.25
002357,313477792.96875
002358,929755703.125
002360,325519707.03125
002361,809018984.375
002362,207593906.25
002363,415758203.125
002364,558103789.0625
002365,245288496.09375
002366,1850356875.0
002367,794575703.125
002368,620217890.625
002369,566203515.625
002370,745667500.0
002371,724253281.25
002372,1470857812.5
002373,1377587187.5
002374,1085209296.875
002375,1325393750.0
002376,787133437.5
002377,872422734.375
002378,1195121406.25
002379,1136373828.125
002380,142204003.90625
002381,320396699.21875
002382,997792265.625
002383,740360312.5
002384,1386321718.75
002385,3463597500.0
002386,1301404531.25
002387,1394996406.25
002388,506128398.4375
002389,984761171.875
002390,1927790625.0
002391,454167617.1875
002392,1157546562.5
002393,300217402.34375
002394,323121308.59375
002395,268185800.78125
002396,757415078.125
002397,647848085.9375
002398,609499687.5
002399,1247201718.75
002400,1726164687.5
002401,371349492.1875
002402,818478593.75
002403,297161406.25
002404,455543398.4375
002405,2355757968.75
002406,602212890.625
002407,1078767265.625
002408,2751096875.0
002409,318522792.96875
002410,1570118437.5
002412,497845000.0
002413,1295430468.75
002414,3398612500.0
002415,9046401875.0
002416,1223904296.875
002418,1136397031.25
002419,1168700468.75
002420,404707109.375
002421,2003377187.5
002422,1298612265.625
002423,2304105625.0
002424,1213214531.25
002425,920185937.5
002426,3402600000.0
002427,984517968.75
002428,653035585.9375
002429,4524332500.0
002430,977937500.0
002431,1802404687.5
002432,465272304.6875
002434,1311320312.5
002436,1517930468.75
002437,2100153906.25
002438,468880703.125
002439,728599218.75
002440,946359531.25
002441,398554101.5625
002442,492662890.625
002443,519058007.8125
002444,1146729062.5
002445,2366305937.5
002446,847777265.625
002448,580509492.1875
002449,618477187.5
002451,439148984.375
002452,515246289.0625
002453,602650390.625
002454,877353906.25
002455,660812031.25
002456,3317615000.0
002457,333270390.625
002458,966385468.75
002459,3305778750.0
002460,1211217968.75
002461,2213328437.5
002462,291470390.625
002463,1922810468.75
002465,2477887031.25
002466,1475724062.5
002467,1366808750.0
002468,1464106250.0
002469,628402890.625
002470,3285735937.5
002471,1342398750.0
002472,748505625.0
002474,528832109.375
002475,7269273125.0
002476,612000000.0
002478,722723906.25
002479,863072812.5
002480,767629765.625
002481,1117965078.125
002482,3743709687.5
002483,885250781.25
002484,820472265.625
002485,544000000.0
002486,820437968.75
002487,630920312.5
002488,920083984.375
002489,1913021406.25
002490,541721992.1875
002491,1176468906.25
002492,397834687.5
002493,9338067500.0
002494,286770390.625
002495,693918203.125
002496,1181248515.625
002497,1059587578.125
002498,3326795937.5
002500,3589771562.5
002501,3546469062.5
002506,5844437500.0
002507,1147313203.125
002508,933551796.875
002510,1004847031.25
002511,1265015625.0
002512,1094451796.875
002513,289041308.59375
002514,554032617.1875
002515,1101848906.25
002516,1457428750.0
002517,1889086718.75
002518,565136406.25
002519,1117604531.25
002520,717440234.375
002521,419173593.75
002522,905019765.625
002523,1411542656.25
002524,510748593.75
002526,1771084375.0
002527,528888593.75
002528,1050216562.5
002529,260000000.0
002530,695123437.5
002531,1786785312.5
002532,4106857500.0
002533,637645390.625
002534,825362734.375
002535,746298515.625
002536,544401093.75
002537,1170717734.375
002538,852996328.125
002539,889793593.75
002540,858201171.875
002541,496171796.875
002542,1758771250.0
002543,661618125.0
002544,680468437.5
002545,1130163671.875
002546,801232109.375
002547,1104807187.5
002548,804471484.375
002549,692359531.25
002550,941240234.375
002551,611182304.6875
002552,368503281.25
002553,256209609.375
002554,1333470937.5
002555,1587358906.25
002556,945519765.625
002557,504773515.625
002558,1900562031.25
002559,504005000.0
002560,633348085.9375
002561,414439609.375
002562,813519296.875
002563,2207092812.5
002564,858904531.25
002565,1059955234.375
002566,231790507.8125
002567,1431666406.25
002568,763081328.125
002569,140010000.0
002570,1051467500.0
002571,298306191.40625
002572,651463593.75
002573,1413003125.0
002574,528000000.0
002575,584325507.8125
002576,162027597.65625
002577,280673007.8125
002578,861162578.125
002579,583411914.0625
002580,451997890.625
002581,400791210.9375
002582,344239609.375
002583,1282720937.5
002584,468426484.375
002585,886756718.75
002586,1087517968.75
002587,532712695.3125
002588,858582968.75
002589,1365591562.5
002590,494956914.0625
002591,223512500.0
002592,262716406.25
002593,560504296.875
002594,3486613437.5
002595,1151978593.75
002596,1146525234.375
002597,567246796.875
002598,286529492.1875
002599,397964609.375
002600,7199705000.0
002601,1987602812.5
002602,6796827500.0
002603,1376533906.25
002605,338218398.4375
002606,421142109.375
002607,5543440000.0
002608,3778079687.5
002609,458859882.8125
002611,1001903203.125
002612,254459199.21875
002613,773672031.25
002614,441265898.4375
002615,302122597.65625
002616,587480312.5
002617,1877621875.0
002620,316071992.1875
002622,839975234.375
002623,192636093.75
002624,1827732968.75
002625,2154580781.25
002626,609860898.4375
002627,717080781.25
002628,753784765.625
002629,362253984.375
002630,1076538828.125
002631,793572265.625
002632,574425703.125
002633,149468398.4375
002634,442235195.3125
002635,395533085.9375
002636,724315390.625
002637,464974609.375
002638,1352682187.5
002639,659633671.875
002640,1548262031.25
002641,1133994687.5
002642,661580312.5
002643,902215000.0
002644,510656992.1875
002645,680213515.625
002646,475842500.0
002647,1015291562.5
002648,3366482500.0
002649,536365117.1875
002650,1107046328.125
002651,565463593.75
002652,512063984.375
002653,536786093.75
002654,845242578.125
002655,363782890.625
002656,686638437.5
002657,336127382.8125
002658,358561484.375
002659,598277617.1875
002660,342986718.75
002661,317708808.59375
002662,1499981093.75
002663,1707116250.0
002664,402576093.75
002666,500667890.625
002667,236610996.09375
002668,1084111406.25
002669,302717792.96875
002670,1623350625.0
002671,551694101.5625
002672,905118281.25
002673,4469581562.5
002674,292563691.40625
002675,743383984.375
002676,719976484.375
002677,551509804.6875
002678,1357574375.0
002679,235755996.09375
002681,1569264843.75
002682,562368593.75
002683,666559062.5
002685,1007555468.75
002686,522728906.25
002687,413393593.75
002688,747463593.75
002689,1042911562.5
002690,433746992.1875
002691,335979414.0625
002692,717734062.5
002693,410981601.5625
002694,718797500.0
002695,511455117.1875
002696,334258906.25
002697,1145340234.375
002698,840238906.25
002700,409364101.5625
002701,2557403437.5
002702,458743789.0625
002703,586048085.9375
002705,807630937.5
002706,914381171.875
002707,864987890.625
002708,516656601.5625
002709,1509011093.75
002712,540900312.5
002713,526500781.25
002714,3800191250.0
002715,138000000.0
002716,2324854218.75
002717,1718553906.25
002718,93980800.78125
002719,161872304.6875
002721,2659378750.0
002722,222356992.1875
002723,317049804.6875
002724,567775117.1875
002725,214359296.875
002726,1078373593.75
002727,392915390.625
002728,501308906.25
002729,175461093.75
002730,346029882.8125
002731,229656406.25
002732,156566201.171875
002733,368862812.5
002734,434345781.25
002735,285059296.875
002736,9612429375.0
002737,583999687.5
002738,711227968.75
002739,2099912500.0
002741,426358203.125
002742,523960117.1875
002743,434571015.625
002745,1064088984.375
002746,709676328.125
002747,782405234.375
002748,240000000.0
002749,544319101.5625
002752,975526796.875
002753,242813496.09375
002755,928150468.75
002756,387077890.625
002757,282053203.125
002758,518247812.5
002759,500941796.875
002760,107988701.171875
002761,1081788906.25
002762,211378398.4375
002763,303614199.21875
002765,595860195.3125
002766,856798125.0
002767,130214404.296875
002768,258587207.03125
002769,373010195.3125
002771,174514609.375
002772,371636601.5625
002773,686773281.25
002774,281768203.125
002775,571769882.8125
002777,404511484.375
002778,123428701.171875
002779,165808300.78125
002780,130651796.875
002782,486576210.9375
002783,461116601.5625
002785,193495000.0
002786,494111992.1875
002787,248083203.125
002788,381826601.5625
002789,156472998.046875
002790,260697500.0
002791,217704609.375
002792,337824492.1875
002793,1085933593.75
002795,434428906.25
002796,227708203.125
002797,4202400000.0
002798,479421992.1875
002799,320034394.53125
002800,147842900.390625
002801,115802695.3125
002802,149683203.125
002803,297564199.21875
002805,278815292.96875
002806,174105097.65625
002807,2703529062.5
002808,186861093.75
002809,169970292.96875
002810,323595292.96875
002811,282586992.1875
002812,822657031.25
002813,119856103.515625
002815,777142031.25
002816,100000000.0
002817,290039296.875
002818,298334902.34375
002819,236599003.90625
002820,200868300.78125
002821,317043906.25
002822,1068946484.375
002823,218888691.40625
002824,226176093.75
002825,256627109.375
002826,184729296.875
002827,275998691.40625
002828,200987597.65625
002829,146052500.0
002830,92834501.953125
002831,714222031.25
002832,389418281.25
002833,288229199.21875
002835,127287099.609375
002836,230400000.0
002837,1130458125.0
002838,420631718.75
002839,2442020000.0
002840,796627578.125
002841,519400703.125
002842,268462402.34375
002843,250196601.5625
002845,250234394.53125
002846,260155507.8125
002847,243840703.125
002848,164925000.0
002849,218846601.5625
002850,209404394.53125
002851,458075898.4375
002852,285800996.09375
002853,128704804.6875
002855,246227207.03125
002856,123904404.296875
002857,128585097.65625
002858,147412402.34375
002859,405899414.0625
002860,343972695.3125
002861,150168203.125
002862,126247900.390625
002863,599483593.75
002864,73685200.1953125
002865,228815195.3125
002866,181212500.0
002867,1079096796.875
002868,107002500.0
002869,157517197.265625
002870,128961601.5625
002871,149266601.5625
002872,214918105.46875
002873,239690507.8125
002875,182438007.8125
002876,148941601.5625
002877,240514609.375
002878,235898300.78125
002879,137124003.90625
002880,226800000.0
002881,181928007.8125
002882,246782597.65625
002883,153315996.09375
002884,273072500.0
002885,237255800.78125
002886,209078203.125
002887,217231308.59375
002888,74922998.046875
002889,251245800.78125
002890,161476699.21875
002891,321897792.96875
002892,501123906.25
002893,202778593.75
002895,599558710.9375
002896,196522695.3125
002897,182441699.21875
002898,101262500.0
002899,147797001.953125
002900,161122402.34375
002901,288412207.03125
002902,177632109.375
002903,106665595.703125
002905,349440000.0
002906,524612617.1875
002907,335816718.75
002908,321834609.375
002909,380396796.875
002910,171061992.1875
002911,1267037968.75
002912,162221699.21875
002913,301685195.3125
002915,288074902.34375
002916,664809531.25
002917,260544707.03125
002918,214205000.0
002919,264208203.125
002920,596621796.875
002921,128443095.703125
002922,377000000.0
002923,258084804.6875
002925,731048125.0
002926,2625000000.0
002927,220710703.125
002928,1278235078.125
002929,214389902.34375
002930,433339296.875
002931,201253496.09375
002932,156095000.0
002933,116743701.171875
002935,415090898.4375
002936,7029295625.0
002937,310346308.59375
002938,2309382656.25
002939,3602659687.5
002940,185274804.6875
002941,729751171.875
002942,138758095.703125
002943,188852207.03125
002945,2700000000.0
002946,850706015.625
002947,192633496.09375
002948,3522194687.5
002949,151886103.515625
002950,429621289.0625
002951,401124414.0625
002952,131645000.0
002953,271311308.59375
002955,195646894.53125
002956,312510800.78125
002957,418678710.9375
002958,5439490625.0
002959,150518496.09375
002960,968220937.5
002961,476931210.9375
002962,209184003.90625
002963,122994101.5625
002965,190415703.125
002966,4395480625.0
002967,547226718.75
002968,213011503.90625
002969,1092288984.375
002970,126386503.90625
002971,156401298.828125
002972,134646298.828125
002973,317653105.46875
002975,137354003.90625
002976,93637998.046875
002977,66647202.1484375
002978,369279609.375
002979,221760000.0
002980,101287001.953125
002981,119417001.953125
002982,130091298.828125
002983,128157500.0
002984,713907421.875
002985,330939492.1875
002986,301837402.34375
002987,1012173515.625
002988,249804199.21875
002989,183337695.3125
002990,138018603.515625
002991,49933701.171875
002992,156235097.65625
002993,238446894.53125
002995,121693603.515625
002996,416308515.625
002997,209321308.59375
