code,bs_code,name,requested_until,updated_at
002311,sz.002311,海大集团,2026-06-08,2026-06-08 00:52:17
002312,sz.002312,川发龙蟒,2026-06-08,2026-06-08 00:52:17
002313,sz.002313,日海智能,2026-06-08,2026-06-08 00:52:17
002314,sz.002314,南山控股,2026-06-08,2026-06-08 00:52:17
002315,sz.002315,焦点科技,2026-06-08,2026-06-08 00:52:17
002316,sz.002316,亚联发展,2026-06-08,2026-06-08 00:52:17
002317,sz.002317,众生药业,2026-06-08,2026-06-08 00:52:17
002318,sz.002318,久立特材,2026-06-08,2026-06-08 00:52:17
002319,sz.002319,乐通股份,2026-06-08,2026-06-08 00:52:17
002320,sz.002320,海峡股份,2026-06-08,2026-06-08 00:52:17
002321,sz.002321,华英农业,2026-06-08,2026-06-08 00:52:17
002322,sz.002322,理工能科,2026-06-08,2026-06-08 00:52:17
002323,sz.002323,*ST雅博,2026-06-08,2026-06-08 00:52:17
002324,sz.002324,普利特,2026-06-08,2026-06-08 00:52:17
002326,sz.002326,永太科技,2026-06-08,2026-06-08 00:52:17
002327,sz.002327,富安娜,2026-06-08,2026-06-08 00:52:17
002328,sz.002328,新朋股份,2026-06-08,2026-06-08 00:52:17
002329,sz.002329,皇氏集团,2026-06-08,2026-06-08 00:52:17
002330,sz.002330,得利斯,2026-06-08,2026-06-08 00:52:17
002331,sz.002331,皖通科技,2026-06-08,2026-06-08 00:52:17
002332,sz.002332,仙琚制药,2026-06-08,2026-06-08 00:52:17
002333,sz.002333,罗普斯金,2026-06-08,2026-06-08 00:52:17
002334,sz.002334,英威腾,2026-06-08,2026-06-08 00:52:17
002335,sz.002335,科华数据,2026-06-08,2026-06-08 00:52:17
002337,sz.002337,赛象科技,2026-06-08,2026-06-08 00:52:17
002338,sz.002338,奥普光电,2026-06-08,2026-06-08 00:52:17
002339,sz.002339,积成电子,2026-06-08,2026-06-08 00:52:17
002340,sz.002340,格林美,2026-06-08,2026-06-08 00:52:17
002342,sz.002342,巨力索具,2026-06-08,2026-06-08 00:52:17
002343,sz.002343,慈文传媒,2026-06-08,2026-06-08 00:52:17
002344,sz.002344,海宁皮城,2026-06-08,2026-06-08 00:52:17
002345,sz.002345,潮宏基,2026-06-08,2026-06-08 00:52:17
002346,sz.002346,柘中股份,2026-06-08,2026-06-08 00:52:17
002347,sz.002347,泰尔股份,2026-06-08,2026-06-08 00:52:17
002348,sz.002348,高乐股份,2026-06-08,2026-06-08 00:52:17
002349,sz.002349,精华制药,2026-06-08,2026-06-08 00:52:17
002350,sz.002350,北京科锐,2026-06-08,2026-06-08 00:52:17
002351,sz.002351,漫步者,2026-06-08,2026-06-08 00:52:17
002352,sz.002352,顺丰控股,2026-06-08,2026-06-08 00:52:17
002353,sz.002353,杰瑞股份,2026-06-08,2026-06-08 00:52:17
002354,sz.002354,天娱数科,2026-06-08,2026-06-08 00:52:17
002355,sz.002355,兴民智通,2026-06-08,2026-06-08 00:52:17
002356,sz.002356,赫美集团,2026-06-08,2026-06-08 00:52:17
002357,sz.002357,富临运业,2026-06-08,2026-06-08 00:52:17
002358,sz.002358,森源电气,2026-06-08,2026-06-08 00:52:17
002360,sz.002360,ST同德,2026-06-08,2026-06-08 00:52:17
002361,sz.002361,神剑股份,2026-06-08,2026-06-08 00:52:17
002362,sz.002362,汉王科技,2026-06-08,2026-06-08 00:52:17
002363,sz.002363,隆基机械,2026-06-08,2026-06-08 00:52:17
002364,sz.002364,中恒电气,2026-06-08,2026-06-08 00:52:17
002365,sz.002365,永安药业,2026-06-08,2026-06-08 00:52:17
002366,sz.002366,融发核电,2026-06-08,2026-06-08 00:52:17
002367,sz.002367,康力电梯,2026-06-08,2026-06-08 00:52:17
002368,sz.002368,太极股份,2026-06-08,2026-06-08 00:52:17
002369,sz.002369,卓翼科技,2026-06-08,2026-06-08 00:52:17
002370,sz.002370,亚太药业,2026-06-08,2026-06-08 00:52:17
002371,sz.002371,北方华创,2026-06-08,2026-06-08 00:52:17
002372,sz.002372,伟星新材,2026-06-08,2026-06-08 00:52:17
002373,sz.002373,千方科技,2026-06-08,2026-06-08 00:52:17
002374,sz.002374,中锐股份,2026-06-08,2026-06-08 00:52:17
002375,sz.002375,亚厦股份,2026-06-08,2026-06-08 00:52:17
002376,sz.002376,新北洋,2026-06-08,2026-06-08 00:52:17
002377,sz.002377,国创高新,2026-06-08,2026-06-08 00:52:17
002378,sz.002378,章源钨业,2026-06-08,2026-06-08 00:52:17
002379,sz.002379,宏桥控股,2026-06-08,2026-06-08 00:52:17
002380,sz.002380,科远智慧,2026-06-08,2026-06-08 00:52:17
002381,sz.002381,双箭股份,2026-06-08,2026-06-08 00:52:17
002382,sz.002382,蓝帆医疗,2026-06-08,2026-06-08 00:52:17
002383,sz.002383,合众思壮,2026-06-08,2026-06-08 00:52:17
002384,sz.002384,东山精密,2026-06-08,2026-06-08 00:52:17
002385,sz.002385,大北农,2026-06-08,2026-06-08 00:52:17
002386,sz.002386,天原股份,2026-06-08,2026-06-08 00:52:17
002387,sz.002387,维信诺,2026-06-08,2026-06-08 00:52:17
002388,sz.002388,新亚制程,2026-06-08,2026-06-08 00:52:17
002389,sz.002389,航天彩虹,2026-06-08,2026-06-08 00:52:17
002390,sz.002390,信邦制药,2026-06-08,2026-06-08 00:52:17
002391,sz.002391,长青股份,2026-06-08,2026-06-08 00:52:17
002392,sz.002392,北京利尔,2026-06-08,2026-06-08 00:52:17
002393,sz.002393,力生制药,2026-06-08,2026-06-08 00:52:17
002394,sz.002394,联发股份,2026-06-08,2026-06-08 00:52:17
002395,sz.002395,双象股份,2026-06-08,2026-06-08 00:52:17
002396,sz.002396,星网锐捷,2026-06-08,2026-06-08 00:52:17
002397,sz.002397,梦洁股份,2026-06-08,2026-06-08 00:52:17
002398,sz.002398,垒知集团,2026-06-08,2026-06-08 00:52:17
002399,sz.002399,海普瑞,2026-06-08,2026-06-08 00:52:17
002400,sz.002400,省广集团,2026-06-08,2026-06-08 00:52:17
002401,sz.002401,中远海科,2026-06-08,2026-06-08 00:52:17
002402,sz.002402,和而泰,2026-06-08,2026-06-08 00:52:17
002403,sz.002403,爱仕达,2026-06-08,2026-06-08 00:52:17
002404,sz.002404,嘉欣丝绸,2026-06-08,2026-06-08 00:52:17
002405,sz.002405,四维图新,2026-06-08,2026-06-08 00:52:17
002406,sz.002406,远东传动,2026-06-08,2026-06-08 00:52:17
002407,sz.002407,多氟多,2026-06-08,2026-06-08 00:52:17
002408,sz.002408,齐翔腾达,2026-06-08,2026-06-08 00:52:17
002409,sz.002409,雅克科技,2026-06-08,2026-06-08 00:52:17
002410,sz.002410,广联达,2026-06-08,2026-06-08 00:52:17
002412,sz.002412,汉森制药,2026-06-08,2026-06-08 00:52:17
002413,sz.002413,雷科防务,2026-06-08,2026-06-08 00:52:17
002414,sz.002414,高德红外,2026-06-08,2026-06-08 00:52:17
002415,sz.002415,海康威视,2026-06-08,2026-06-08 00:52:17
002416,sz.002416,爱施德,2026-06-08,2026-06-08 00:52:17
002418,sz.002418,康盛股份,2026-06-08,2026-06-08 00:52:17
002419,sz.002419,天虹股份,2026-06-08,2026-06-08 00:52:17
002420,sz.002420,毅昌科技,2026-06-08,2026-06-08 00:52:17
002421,sz.002421,达实智能,2026-06-08,2026-06-08 00:52:17
002422,sz.002422,科伦药业,2026-06-08,2026-06-08 00:52:17
002423,sz.002423,中粮资本,2026-06-08,2026-06-08 00:52:17
002424,sz.002424,ST百灵,2026-06-08,2026-06-08 00:52:17
002425,sz.002425,凯撒文化,2026-06-08,2026-06-08 00:52:17
002426,sz.002426,胜利精密,2026-06-08,2026-06-08 00:52:17
002427,sz.002427,尤夫股份,2026-06-08,2026-06-08 00:52:17
002428,sz.002428,云南锗业,2026-06-08,2026-06-08 00:52:17
002429,sz.002429,兆驰股份,2026-06-08,2026-06-08 00:52:17
002430,sz.002430,杭氧股份,2026-06-08,2026-06-08 00:52:17
002431,sz.002431,ST棕榈,2026-06-08,2026-06-08 00:52:17
002432,sz.002432,九安医疗,2026-06-08,2026-06-08 00:52:17
002434,sz.002434,万里扬,2026-06-08,2026-06-08 00:52:17
002436,sz.002436,兴森科技,2026-06-08,2026-06-08 00:52:17
002437,sz.002437,誉衡药业,2026-06-08,2026-06-08 00:52:17
002438,sz.002438,江苏神通,2026-06-08,2026-06-08 00:52:17
002439,sz.002439,启明星辰,2026-06-08,2026-06-08 00:52:17
002440,sz.002440,闰土股份,2026-06-08,2026-06-08 00:52:17
002441,sz.002441,众业达,2026-06-08,2026-06-08 00:52:17
002442,sz.002442,龙星科技,2026-06-08,2026-06-08 00:52:17
002443,sz.002443,金洲管道,2026-06-08,2026-06-08 00:52:17
002444,sz.002444,巨星科技,2026-06-08,2026-06-08 00:52:17
002445,sz.002445,中南文化,2026-06-08,2026-06-08 00:52:17
002446,sz.002446,盛路通信,2026-06-08,2026-06-08 00:52:17
002448,sz.002448,中原内配,2026-06-08,2026-06-08 00:52:17
002449,sz.002449,国星光电,2026-06-08,2026-06-08 00:52:17
002451,sz.002451,摩恩电气,2026-06-08,2026-06-08 00:52:17
002452,sz.002452,长高电气,2026-06-08,2026-06-08 00:52:17
002453,sz.002453,华软科技,2026-06-08,2026-06-08 00:52:17
002454,sz.002454,松芝股份,2026-06-08,2026-06-08 00:52:17
002455,sz.002455,百川股份,2026-06-08,2026-06-08 00:52:17
002456,sz.002456,欧菲光,2026-06-08,2026-06-08 00:52:17
002457,sz.002457,青龙管业,2026-06-08,2026-06-08 00:52:17
002458,sz.002458,益生股份,2026-06-08,2026-06-08 00:52:17
002459,sz.002459,晶澳科技,2026-06-08,2026-06-08 00:52:17
002460,sz.002460,赣锋锂业,2026-06-08,2026-06-08 00:52:17
002461,sz.002461,珠江啤酒,2026-06-08,2026-06-08 00:52:17
002462,sz.002462,嘉事堂,2026-06-08,2026-06-08 00:52:17
002463,sz.002463,沪电股份,2026-06-08,2026-06-08 00:52:17
002465,sz.002465,海格通信,2026-06-08,2026-06-08 00:52:17
002466,sz.002466,天齐锂业,2026-06-08,2026-06-08 00:52:17
002467,sz.002467,二六三,2026-06-08,2026-06-08 00:52:17
002468,sz.002468,申通快递,2026-06-08,2026-06-08 00:52:17
002469,sz.002469,三维化学,2026-06-08,2026-06-08 00:52:17
002470,sz.002470,金正大,2026-06-08,2026-06-08 00:52:17
002471,sz.002471,中超控股,2026-06-08,2026-06-08 00:52:17
002472,sz.002472,双环传动,2026-06-08,2026-06-08 00:52:17
002474,sz.002474,榕基软件,2026-06-08,2026-06-08 00:52:17
002475,sz.002475,立讯精密,2026-06-08,2026-06-08 00:52:17
002476,sz.002476,宝莫股份,2026-06-08,2026-06-08 00:52:17
002478,sz.002478,常宝股份,2026-06-08,2026-06-08 00:52:17
002479,sz.002479,富春环保,2026-06-08,2026-06-08 00:52:17
002480,sz.002480,新筑股份,2026-06-08,2026-06-08 00:52:17
002481,sz.002481,双塔食品,2026-06-08,2026-06-08 00:52:17
002482,sz.002482,广田集团,2026-06-08,2026-06-08 00:52:17
002483,sz.002483,润邦股份,2026-06-08,2026-06-08 00:52:17
002484,sz.002484,江海股份,2026-06-08,2026-06-08 00:52:17
002485,sz.002485,ST雪发,2026-06-08,2026-06-08 00:52:17
002486,sz.002486,嘉麟杰,2026-06-08,2026-06-08 00:52:17
002487,sz.002487,大金重工,2026-06-08,2026-06-08 00:52:17
002488,sz.002488,金固股份,2026-06-08,2026-06-08 00:52:17
002489,sz.002489,浙江永强,2026-06-08,2026-06-08 00:52:17
002490,sz.002490,山东墨龙,2026-06-08,2026-06-08 00:52:17
002491,sz.002491,通鼎互联,2026-06-08,2026-06-08 00:52:17
002492,sz.002492,恒基达鑫,2026-06-08,2026-06-08 00:52:17
002493,sz.002493,荣盛石化,2026-06-08,2026-06-08 00:52:17
002494,sz.002494,华斯股份,2026-06-08,2026-06-08 00:52:17
002495,sz.002495,佳隆股份,2026-06-08,2026-06-08 00:52:17
002496,sz.002496,*ST辉丰,2026-06-08,2026-06-08 00:52:17
002497,sz.002497,雅化集团,2026-06-08,2026-06-08 00:52:17
002498,sz.002498,汉缆股份,2026-06-08,2026-06-08 00:52:17
002500,sz.002500,山西证券,2026-06-08,2026-06-08 00:52:17
002501,sz.002501,*ST利源,2026-06-08,2026-06-08 00:52:17
002506,sz.002506,协鑫集成,2026-06-08,2026-06-08 00:52:17
002507,sz.002507,涪陵榨菜,2026-06-08,2026-06-08 00:52:17
002508,sz.002508,老板电器,2026-06-08,2026-06-08 00:52:17
002510,sz.002510,天汽模,2026-06-08,2026-06-08 00:52:17
002511,sz.002511,中顺洁柔,2026-06-08,2026-06-08 00:52:17
002512,sz.002512,ST达华,2026-06-08,2026-06-08 00:52:17
002513,sz.002513,蓝丰生化,2026-06-08,2026-06-08 00:52:17
002514,sz.002514,*ST宝馨,2026-06-08,2026-06-08 00:52:17
002515,sz.002515,金字火腿,2026-06-08,2026-06-08 00:52:17
002516,sz.002516,旷达科技,2026-06-08,2026-06-08 00:52:17
002517,sz.002517,恺英网络,2026-06-08,2026-06-08 00:52:17
002518,sz.002518,科士达,2026-06-08,2026-06-08 00:52:17
002519,sz.002519,银河电子,2026-06-08,2026-06-08 00:52:17
002520,sz.002520,日发精机,2026-06-08,2026-06-08 00:52:17
002521,sz.002521,齐峰新材,2026-06-08,2026-06-08 00:52:17
002522,sz.002522,浙江众成,2026-06-08,2026-06-08 00:52:17
002523,sz.002523,天桥起重,2026-06-08,2026-06-08 00:52:17
002524,sz.002524,光正眼科,2026-06-08,2026-06-08 00:52:17
002526,sz.002526,山东矿机,2026-06-08,2026-06-08 00:52:17
002527,sz.002527,新时达,2026-06-08,2026-06-08 00:52:17
002528,sz.002528,*ST英飞,2026-06-08,2026-06-08 00:52:17
002529,sz.002529,*ST海源,2026-06-08,2026-06-08 00:52:17
002530,sz.002530,金财互联,2026-06-08,2026-06-08 00:52:17
002531,sz.002531,天顺风能,2026-06-08,2026-06-08 00:52:17
002532,sz.002532,天山铝业,2026-06-08,2026-06-08 00:52:17
002533,sz.002533,金杯电工,2026-06-08,2026-06-08 00:52:17
002534,sz.002534,西子洁能,2026-06-08,2026-06-08 00:52:17
002535,sz.002535,林州重机,2026-06-08,2026-06-08 00:52:17
002536,sz.002536,飞龙股份,2026-06-08,2026-06-08 00:52:17
002537,sz.002537,海联金汇,2026-06-08,2026-06-08 00:52:17
002538,sz.002538,ST司特,2026-06-08,2026-06-08 00:52:17
002539,sz.002539,云图控股,2026-06-08,2026-06-08 00:52:17
002540,sz.002540,亚太科技,2026-06-08,2026-06-08 00:52:17
002541,sz.002541,鸿路钢构,2026-06-08,2026-06-08 00:52:17
002542,sz.002542,*ST中岩,2026-06-08,2026-06-08 00:52:17
002543,sz.002543,万和电气,2026-06-08,2026-06-08 00:52:17
002544,sz.002544,普天科技,2026-06-08,2026-06-08 00:52:17
002545,sz.002545,东方铁塔,2026-06-08,2026-06-08 00:52:17
002546,sz.002546,新联电子,2026-06-08,2026-06-08 00:52:17
002547,sz.002547,*ST春兴,2026-06-08,2026-06-08 00:52:17
002548,sz.002548,金新农,2026-06-08,2026-06-08 00:52:17
002549,sz.002549,凯美特气,2026-06-08,2026-06-08 00:52:17
002550,sz.002550,千红制药,2026-06-08,2026-06-08 00:52:17
002551,sz.002551,尚荣医疗,2026-06-08,2026-06-08 00:52:17
002552,sz.002552,宝鼎科技,2026-06-08,2026-06-08 00:52:17
002553,sz.002553,南方精工,2026-06-08,2026-06-08 00:52:17
002554,sz.002554,惠博普,2026-06-08,2026-06-08 00:52:17
002555,sz.002555,三七互娱,2026-06-08,2026-06-08 00:52:17
002556,sz.002556,辉隆股份,2026-06-08,2026-06-08 00:52:17
002557,sz.002557,洽洽食品,2026-06-08,2026-06-08 00:52:17
002558,sz.002558,巨人网络,2026-06-08,2026-06-08 00:52:17
002559,sz.002559,亚威股份,2026-06-08,2026-06-08 00:52:17
002560,sz.002560,通达股份,2026-06-08,2026-06-08 00:52:17
002561,sz.002561,徐家汇,2026-06-08,2026-06-08 00:52:17
002562,sz.002562,兄弟科技,2026-06-08,2026-06-08 00:52:17
002563,sz.002563,森马服饰,2026-06-08,2026-06-08 00:52:17
002564,sz.002564,天沃科技,2026-06-08,2026-06-08 00:52:17
002565,sz.002565,顺灏股份,2026-06-08,2026-06-08 00:52:17
002566,sz.002566,益盛药业,2026-06-08,2026-06-08 00:52:17
002567,sz.002567,唐人神,2026-06-08,2026-06-08 00:52:17
002568,sz.002568,百润股份,2026-06-08,2026-06-08 00:52:17
002569,sz.002569,*ST步森,2026-06-08,2026-06-08 00:52:17
002570,sz.002570,贝因美,2026-06-08,2026-06-08 00:52:17
002571,sz.002571,德力股份,2026-06-08,2026-06-08 00:52:17
002572,sz.002572,索菲亚,2026-06-08,2026-06-08 00:52:17
002573,sz.002573,清新环境,2026-06-08,2026-06-08 00:52:17
002574,sz.002574,明牌珠宝,2026-06-08,2026-06-08 00:52:17
002575,sz.002575,群兴玩具,2026-06-08,2026-06-08 00:52:17
002576,sz.002576,通达动力,2026-06-08,2026-06-08 00:52:17
002577,sz.002577,雷柏科技,2026-06-08,2026-06-08 00:52:17
002578,sz.002578,闽发铝业,2026-06-08,2026-06-08 00:52:17
002579,sz.002579,中京电子,2026-06-08,2026-06-08 00:52:17
002580,sz.002580,圣阳股份,2026-06-08,2026-06-08 00:52:17
002581,sz.002581,*ST未名,2026-06-08,2026-06-08 00:52:17
002582,sz.002582,好想你,2026-06-08,2026-06-08 00:52:17
002583,sz.002583,海能达,2026-06-08,2026-06-08 00:52:17
002584,sz.002584,西陇科学,2026-06-08,2026-06-08 00:52:17
002585,sz.002585,双星新材,2026-06-08,2026-06-08 00:52:17
002586,sz.002586,ST围海,2026-06-08,2026-06-08 00:52:17
002587,sz.002587,奥拓电子,2026-06-08,2026-06-08 00:52:17
002588,sz.002588,史丹利,2026-06-08,2026-06-08 00:52:17
002589,sz.002589,瑞康医药,2026-06-08,2026-06-08 00:52:17
002590,sz.002590,万安科技,2026-06-08,2026-06-08 00:52:17
002591,sz.002591,恒大高新,2026-06-08,2026-06-08 00:52:17
002592,sz.002592,ST八菱,2026-06-08,2026-06-08 00:52:17
002593,sz.002593,日上集团,2026-06-08,2026-06-08 00:52:17
002594,sz.002594,比亚迪,2026-06-08,2026-06-08 00:52:17
002595,sz.002595,豪迈科技,2026-06-08,2026-06-08 00:52:17
002596,sz.002596,海南瑞泽,2026-06-08,2026-06-08 00:52:17
002597,sz.002597,金禾实业,2026-06-08,2026-06-08 00:52:17
002598,sz.002598,ST章鼓,2026-06-08,2026-06-08 00:52:17
002599,sz.002599,盛通股份,2026-06-08,2026-06-08 00:52:17
002600,sz.002600,领益智造,2026-06-08,2026-06-08 00:52:17
002601,sz.002601,龙佰集团,2026-06-08,2026-06-08 00:52:17
002602,sz.002602,世纪华通,2026-06-08,2026-06-08 00:52:17
002603,sz.002603,以岭药业,2026-06-08,2026-06-08 00:52:17
002605,sz.002605,姚记科技,2026-06-08,2026-06-08 00:52:17
002606,sz.002606,大连电瓷,2026-06-08,2026-06-08 00:52:17
002607,sz.002607,中公教育,2026-06-08,2026-06-08 00:52:17
002608,sz.002608,江苏国信,2026-06-08,2026-06-08 00:52:17
002609,sz.002609,捷顺科技,2026-06-08,2026-06-08 00:52:17
002611,sz.002611,东方精工,2026-06-08,2026-06-08 00:52:17
002612,sz.002612,朗姿股份,2026-06-08,2026-06-08 00:52:17
002613,sz.002613,北玻股份,2026-06-08,2026-06-08 00:52:17
002614,sz.002614,奥佳华,2026-06-08,2026-06-08 00:52:17
002615,sz.002615,哈尔斯,2026-06-08,2026-06-08 00:52:17
002616,sz.002616,长青集团,2026-06-08,2026-06-08 00:52:17
002617,sz.002617,露笑科技,2026-06-08,2026-06-08 00:52:17
002620,sz.002620,*ST瑞和,2026-06-08,2026-06-08 00:52:17
002622,sz.002622,皓宸医疗,2026-06-08,2026-06-08 00:52:17
002623,sz.002623,亚玛顿,2026-06-08,2026-06-08 00:52:17
002624,sz.002624,完美世界,2026-06-08,2026-06-08 00:52:17
002625,sz.002625,光启技术,2026-06-08,2026-06-08 00:52:17
002626,sz.002626,金达威,2026-06-08,2026-06-08 00:52:17
002627,sz.002627,三峡旅游,2026-06-08,2026-06-08 00:52:17
002628,sz.002628,成都路桥,2026-06-08,2026-06-08 00:52:17
002629,sz.002629,仁智股份,2026-06-08,2026-06-08 00:52:17
002630,sz.002630,*ST华西,2026-06-08,2026-06-08 00:52:17
002631,sz.002631,德尔未来,2026-06-08,2026-06-08 00:52:17
002632,sz.002632,道明光学,2026-06-08,2026-06-08 00:52:17
002633,sz.002633,申科股份,2026-06-08,2026-06-08 00:52:17
002634,sz.002634,*ST棒杰,2026-06-08,2026-06-08 00:52:17
002635,sz.002635,安洁科技,2026-06-08,2026-06-08 00:52:17
002636,sz.002636,金安国纪,2026-06-08,2026-06-08 00:52:17
002637,sz.002637,赞宇科技,2026-06-08,2026-06-08 00:52:17
002638,sz.002638,勤上股份,2026-06-08,2026-06-08 00:52:17
002639,sz.002639,雪人集团,2026-06-08,2026-06-08 00:52:17
002640,sz.002640,跨境通,2026-06-08,2026-06-08 00:52:17
002641,sz.002641,公元股份,2026-06-08,2026-06-08 00:52:17
002642,sz.002642,荣联科技,2026-06-08,2026-06-08 00:52:17
002643,sz.002643,万润股份,2026-06-08,2026-06-08 00:52:17
002644,sz.002644,佛慈制药,2026-06-08,2026-06-08 00:52:17
002645,sz.002645,华宏科技,2026-06-08,2026-06-08 00:52:17
002646,sz.002646,天佑德酒,2026-06-08,2026-06-08 00:52:17
002647,sz.002647,仁东控股,2026-06-08,2026-06-08 00:52:17
002648,sz.002648,卫星化学,2026-06-08,2026-06-08 00:52:17
002649,sz.002649,博彦科技,2026-06-08,2026-06-08 00:52:17
002650,sz.002650,ST加加,2026-06-08,2026-06-08 00:52:17
002651,sz.002651,利君股份,2026-06-08,2026-06-08 00:52:17
002652,sz.002652,扬子新材,2026-06-08,2026-06-08 00:52:17
002653,sz.002653,海思科,2026-06-08,2026-06-08 00:52:17
002654,sz.002654,万润科技,2026-06-08,2026-06-08 00:52:17
002655,sz.002655,共达电声,2026-06-08,2026-06-08 00:52:17
002656,sz.002656,*ST摩登,2026-06-08,2026-06-08 00:52:17
002657,sz.002657,中科金财,2026-06-08,2026-06-08 00:52:17
002658,sz.002658,雪迪龙,2026-06-08,2026-06-08 00:52:17
002659,sz.002659,凯文教育,2026-06-08,2026-06-08 00:52:17
002660,sz.002660,茂硕电源,2026-06-08,2026-06-08 00:52:17
002661,sz.002661,克明食品,2026-06-08,2026-06-08 00:52:17
002662,sz.002662,峰璟股份,2026-06-08,2026-06-08 00:52:17
002663,sz.002663,普邦股份,2026-06-08,2026-06-08 00:52:17
002664,sz.002664,信质集团,2026-06-08,2026-06-08 00:52:17
002666,sz.002666,德联集团,2026-06-08,2026-06-08 00:52:17
002667,sz.002667,*ST威领,2026-06-08,2026-06-08 00:52:17
002668,sz.002668,TCL智家,2026-06-08,2026-06-08 00:52:17
002669,sz.002669,康达新材,2026-06-08,2026-06-08 00:52:17
002670,sz.002670,国盛证券,2026-06-08,2026-06-08 00:52:17
002671,sz.002671,龙泉股份,2026-06-08,2026-06-08 00:52:17
002672,sz.002672,东江环保,2026-06-08,2026-06-08 00:52:17
002673,sz.002673,西部证券,2026-06-08,2026-06-08 00:52:17
002674,sz.002674,兴业科技,2026-06-08,2026-06-08 00:52:17
002675,sz.002675,东诚药业,2026-06-08,2026-06-08 00:52:17
002676,sz.002676,顺威股份,2026-06-08,2026-06-08 00:52:17
002677,sz.002677,浙江美大,2026-06-08,2026-06-08 00:52:17
002678,sz.002678,珠江钢琴,2026-06-08,2026-06-08 00:52:17
002679,sz.002679,福建金森,2026-06-08,2026-06-08 00:52:17
002681,sz.002681,奋达科技,2026-06-08,2026-06-08 00:52:17
002682,sz.002682,龙洲股份,2026-06-08,2026-06-08 00:52:17
002683,sz.002683,广东宏大,2026-06-08,2026-06-08 00:52:17
002685,sz.002685,华东重机,2026-06-08,2026-06-08 00:52:17
002686,sz.002686,亿利达,2026-06-08,2026-06-08 00:52:17
002687,sz.002687,乔治白,2026-06-08,2026-06-08 00:52:17
002688,sz.002688,金河生物,2026-06-08,2026-06-08 00:52:17
002689,sz.002689,ST远智,2026-06-08,2026-06-08 00:52:17
002690,sz.002690,美亚光电,2026-06-08,2026-06-08 00:52:17
002691,sz.002691,*ST冀凯,2026-06-08,2026-06-08 00:52:17
002692,sz.002692,远程股份,2026-06-08,2026-06-08 00:52:17
002693,sz.002693,双成药业,2026-06-08,2026-06-08 00:52:17
002694,sz.002694,*ST顾地,2026-06-08,2026-06-08 00:52:17
002695,sz.002695,煌上煌,2026-06-08,2026-06-08 00:52:17
002696,sz.002696,百洋股份,2026-06-08,2026-06-08 00:52:17
002697,sz.002697,红旗连锁,2026-06-08,2026-06-08 00:52:17
002698,sz.002698,博实股份,2026-06-08,2026-06-08 00:52:17
002700,sz.002700,万憬能源,2026-06-08,2026-06-08 00:52:17
002701,sz.002701,奥瑞金,2026-06-08,2026-06-08 00:52:17
002702,sz.002702,海欣食品,2026-06-08,2026-06-08 00:52:17
002703,sz.002703,浙江世宝,2026-06-08,2026-06-08 00:52:17
002705,sz.002705,新宝股份,2026-06-08,2026-06-08 00:52:17
002706,sz.002706,良信股份,2026-06-08,2026-06-08 00:52:17
002707,sz.002707,众信旅游,2026-06-08,2026-06-08 00:52:17
002708,sz.002708,光洋股份,2026-06-08,2026-06-08 00:52:17
002709,sz.002709,天赐材料,2026-06-08,2026-06-08 00:52:17
002712,sz.002712,思美传媒,2026-06-08,2026-06-08 00:52:17
002713,sz.002713,*ST东易,2026-06-08,2026-06-08 00:52:17
002714,sz.002714,牧原股份,2026-06-08,2026-06-08 00:52:17
002715,sz.002715,登云股份,2026-06-08,2026-06-08 00:52:17
002716,sz.002716,湖南白银,2026-06-08,2026-06-08 00:52:17
002717,sz.002717,*ST岭南,2026-06-08,2026-06-08 00:52:17
002718,sz.002718,友邦吊顶,2026-06-08,2026-06-08 00:52:17
002719,sz.002719,ST麦趣,2026-06-08,2026-06-08 00:52:17
002721,sz.002721,金一文化,2026-06-08,2026-06-08 00:52:17
002722,sz.002722,物产金轮,2026-06-08,2026-06-08 00:52:17
002723,sz.002723,小崧股份,2026-06-08,2026-06-08 00:52:17
002724,sz.002724,海洋王,2026-06-08,2026-06-08 00:52:17
002725,sz.002725,跃岭股份,2026-06-08,2026-06-08 00:52:17
002726,sz.002726,ST龙大,2026-06-08,2026-06-08 00:52:17
002727,sz.002727,一心堂,2026-06-08,2026-06-08 00:52:17
002728,sz.002728,特一药业,2026-06-08,2026-06-08 00:52:17
002729,sz.002729,好利科技,2026-06-08,2026-06-08 00:52:17
002730,sz.002730,电光科技,2026-06-08,2026-06-08 00:52:17
002731,sz.002731,ST萃华,2026-06-08,2026-06-08 00:52:17
002732,sz.002732,燕塘乳业,2026-06-08,2026-06-08 00:52:17
002733,sz.002733,雄韬股份,2026-06-08,2026-06-08 00:52:17
002734,sz.002734,利民股份,2026-06-08,2026-06-08 00:52:17
002735,sz.002735,王子新材,2026-06-08,2026-06-08 00:52:17
002736,sz.002736,国信证券,2026-06-08,2026-06-08 00:52:17
002737,sz.002737,葵花药业,2026-06-08,2026-06-08 00:52:17
002738,sz.002738,中矿资源,2026-06-08,2026-06-08 00:52:17
002739,sz.002739,儒意电影,2026-06-08,2026-06-08 00:52:17
002741,sz.002741,光华科技,2026-06-08,2026-06-08 00:52:17
002742,sz.002742,三圣股份,2026-06-08,2026-06-08 00:52:17
002743,sz.002743,富煌钢构,2026-06-08,2026-06-08 00:52:17
002745,sz.002745,木林森,2026-06-08,2026-06-08 00:52:17
