code,bs_code,name,requested_until,updated_at
300861,sz.300861,美畅股份,2026-06-08,2026-06-08 00:52:17
300862,sz.300862,蓝盾光电,2026-06-08,2026-06-08 00:52:17
300863,sz.300863,卡倍亿,2026-06-08,2026-06-08 00:52:17
300864,sz.300864,南大环境,2026-06-08,2026-06-08 00:52:17
300865,sz.300865,大宏立,2026-06-08,2026-06-08 00:52:17
300866,sz.300866,安克创新,2026-06-08,2026-06-08 00:52:17
300867,sz.300867,圣元环保,2026-06-08,2026-06-08 00:52:17
300868,sz.300868,杰美特,2026-06-08,2026-06-08 00:52:17
300869,sz.300869,康泰医学,2026-06-08,2026-06-08 00:52:17
300870,sz.300870,欧陆通,2026-06-08,2026-06-08 00:52:17
300871,sz.300871,回盛生物,2026-06-08,2026-06-08 00:52:17
300872,sz.300872,天阳科技,2026-06-08,2026-06-08 00:52:17
300873,sz.300873,海晨股份,2026-06-08,2026-06-08 00:52:17
300875,sz.300875,捷强装备,2026-06-08,2026-06-08 00:52:17
300876,sz.300876,蒙泰高新,2026-06-08,2026-06-08 00:52:17
300877,sz.300877,金春股份,2026-06-08,2026-06-08 00:52:17
300878,sz.300878,维康药业,2026-06-08,2026-06-08 00:52:17
300879,sz.300879,大叶股份,2026-06-08,2026-06-08 00:52:17
300880,sz.300880,迦南智能,2026-06-08,2026-06-08 00:52:17
300881,sz.300881,盛德鑫泰,2026-06-08,2026-06-08 00:52:17
300882,sz.300882,万胜智能,2026-06-08,2026-06-08 00:52:17
300883,sz.300883,龙利得,2026-06-08,2026-06-08 00:52:17
300884,sz.300884,狄耐克,2026-06-08,2026-06-08 00:52:17
300885,sz.300885,海昌新材,2026-06-08,2026-06-08 00:52:17
300886,sz.300886,华业香料,2026-06-08,2026-06-08 00:52:17
300887,sz.300887,谱尼测试,2026-06-08,2026-06-08 00:52:17
300888,sz.300888,稳健医疗,2026-06-08,2026-06-08 00:52:17
300889,sz.300889,爱克股份,2026-06-08,2026-06-08 00:52:17
300890,sz.300890,翔丰华,2026-06-08,2026-06-08 00:52:17
300891,sz.300891,惠云钛业,2026-06-08,2026-06-08 00:52:17
300892,sz.300892,品渥食品,2026-06-08,2026-06-08 00:52:17
300893,sz.300893,松原安全,2026-06-08,2026-06-08 00:52:17
300894,sz.300894,火星人,2026-06-08,2026-06-08 00:52:17
300895,sz.300895,铜牛信息,2026-06-08,2026-06-08 00:52:17
300896,sz.300896,爱美客,2026-06-08,2026-06-08 00:52:17
300897,sz.300897,山科智能,2026-06-08,2026-06-08 00:52:17
300898,sz.300898,熊猫乳品,2026-06-08,2026-06-08 00:52:17
300899,sz.300899,上海凯鑫,2026-06-08,2026-06-08 00:52:17
300900,sz.300900,广联航空,2026-06-08,2026-06-08 00:52:17
300901,sz.300901,中胤时尚,2026-06-08,2026-06-08 00:52:17
300902,sz.300902,国安达,2026-06-08,2026-06-08 00:52:17
300903,sz.300903,科翔股份,2026-06-08,2026-06-08 00:52:17
300904,sz.300904,威力传动,2026-06-08,2026-06-08 00:52:17
300905,sz.300905,宝丽迪,2026-06-08,2026-06-08 00:52:17
300906,sz.300906,日月明,2026-06-08,2026-06-08 00:52:17
300907,sz.300907,康平科技,2026-06-08,2026-06-08 00:52:17
300908,sz.300908,仲景食品,2026-06-08,2026-06-08 00:52:17
300909,sz.300909,汇创达,2026-06-08,2026-06-08 00:52:17
300910,sz.300910,瑞丰新材,2026-06-08,2026-06-08 00:52:17
300911,sz.300911,亿田智能,2026-06-08,2026-06-08 00:52:17
300912,sz.300912,凯龙高科,2026-06-08,2026-06-08 00:52:17
300913,sz.300913,兆龙互连,2026-06-08,2026-06-08 00:52:17
300915,sz.300915,海融科技,2026-06-08,2026-06-08 00:52:17
300916,sz.300916,朗特智能,2026-06-08,2026-06-08 00:52:17
300917,sz.300917,特发服务,2026-06-08,2026-06-08 00:52:17
300918,sz.300918,南山智尚,2026-06-08,2026-06-08 00:52:17
300919,sz.300919,中伟新材,2026-06-08,2026-06-08 00:52:17
300920,sz.300920,润阳科技,2026-06-08,2026-06-08 00:52:17
300921,sz.300921,南凌科技,2026-06-08,2026-06-08 00:52:17
300922,sz.300922,天秦装备,2026-06-08,2026-06-08 00:52:17
300923,sz.300923,研奥股份,2026-06-08,2026-06-08 00:52:17
300925,sz.300925,法本信息,2026-06-08,2026-06-08 00:52:17
300926,sz.300926,博俊科技,2026-06-08,2026-06-08 00:52:17
300927,sz.300927,江天化学,2026-06-08,2026-06-08 00:52:17
300928,sz.300928,华安鑫创,2026-06-08,2026-06-08 00:52:17
300929,sz.300929,华骐环保,2026-06-08,2026-06-08 00:52:17
300930,sz.300930,屹通新材,2026-06-08,2026-06-08 00:52:17
300931,sz.300931,通用电梯,2026-06-08,2026-06-08 00:52:17
300932,sz.300932,三友联众,2026-06-08,2026-06-08 00:52:17
300933,sz.300933,中辰股份,2026-06-08,2026-06-08 00:52:17
300935,sz.300935,盈建科,2026-06-08,2026-06-08 00:52:17
300936,sz.300936,中英科技,2026-06-08,2026-06-08 00:52:17
300937,sz.300937,药易购,2026-06-08,2026-06-08 00:52:17
300938,sz.300938,信测标准,2026-06-08,2026-06-08 00:52:17
300939,sz.300939,秋田微,2026-06-08,2026-06-08 00:52:17
300940,sz.300940,南极光,2026-06-08,2026-06-08 00:52:17
300941,sz.300941,创识科技,2026-06-08,2026-06-08 00:52:17
300942,sz.300942,易瑞生物,2026-06-08,2026-06-08 00:52:17
300943,sz.300943,春晖智控,2026-06-08,2026-06-08 00:52:17
300945,sz.300945,曼卡龙,2026-06-08,2026-06-08 00:52:17
300946,sz.300946,恒而达,2026-06-08,2026-06-08 00:52:17
300947,sz.300947,德必集团,2026-06-08,2026-06-08 00:52:17
300948,sz.300948,冠中生态,2026-06-08,2026-06-08 00:52:17
300949,sz.300949,奥雅股份,2026-06-08,2026-06-08 00:52:17
300950,sz.300950,德固特,2026-06-08,2026-06-08 00:52:17
300951,sz.300951,博硕科技,2026-06-08,2026-06-08 00:52:17
300952,sz.300952,恒辉安防,2026-06-08,2026-06-08 00:52:17
300953,sz.300953,震裕科技,2026-06-08,2026-06-08 00:52:17
300955,sz.300955,嘉亨家化,2026-06-08,2026-06-08 00:52:17
300956,sz.300956,英力股份,2026-06-08,2026-06-08 00:52:17
300957,sz.300957,贝泰妮,2026-06-08,2026-06-08 00:52:17
300958,sz.300958,建工修复,2026-06-08,2026-06-08 00:52:17
300959,sz.300959,线上线下,2026-06-08,2026-06-08 00:52:17
300960,sz.300960,通业科技,2026-06-08,2026-06-08 00:52:17
300961,sz.300961,深水海纳,2026-06-08,2026-06-08 00:52:17
300962,sz.300962,中金辐照,2026-06-08,2026-06-08 00:52:17
300963,sz.300963,中洲特材,2026-06-08,2026-06-08 00:52:17
300964,sz.300964,本川智能,2026-06-08,2026-06-08 00:52:17
300965,sz.300965,恒宇信通,2026-06-08,2026-06-08 00:52:17
300966,sz.300966,共同药业,2026-06-08,2026-06-08 00:52:17
300967,sz.300967,晓鸣股份,2026-06-08,2026-06-08 00:52:17
300968,sz.300968,格林精密,2026-06-08,2026-06-08 00:52:17
300969,sz.300969,恒帅股份,2026-06-08,2026-06-08 00:52:17
300970,sz.300970,华绿生物,2026-06-08,2026-06-08 00:52:17
300971,sz.300971,博亚精工,2026-06-08,2026-06-08 00:52:17
300972,sz.300972,万辰集团,2026-06-08,2026-06-08 00:52:17
300973,sz.300973,立高食品,2026-06-08,2026-06-08 00:52:17
300975,sz.300975,商络电子,2026-06-08,2026-06-08 00:52:17
300976,sz.300976,达瑞电子,2026-06-08,2026-06-08 00:52:17
300977,sz.300977,深圳瑞捷,2026-06-08,2026-06-08 00:52:17
300978,sz.300978,东箭科技,2026-06-08,2026-06-08 00:52:17
300979,sz.300979,华利集团,2026-06-08,2026-06-08 00:52:17
300980,sz.300980,祥源新材,2026-06-08,2026-06-08 00:52:17
300981,sz.300981,中红医疗,2026-06-08,2026-06-08 00:52:17
300982,sz.300982,苏文电能,2026-06-08,2026-06-08 00:52:17
300983,sz.300983,尤安设计,2026-06-08,2026-06-08 00:52:17
300984,sz.300984,金沃股份,2026-06-08,2026-06-08 00:52:17
300985,sz.300985,致远新能,2026-06-08,2026-06-08 00:52:17
300986,sz.300986,志特新材,2026-06-08,2026-06-08 00:52:17
300987,sz.300987,川网传媒,2026-06-08,2026-06-08 00:52:17
300988,sz.300988,津荣天宇,2026-06-08,2026-06-08 00:52:17
300989,sz.300989,蕾奥规划,2026-06-08,2026-06-08 00:52:17
300990,sz.300990,同飞股份,2026-06-08,2026-06-08 00:52:17
300991,sz.300991,创益通,2026-06-08,2026-06-08 00:52:17
300992,sz.300992,泰福泵业,2026-06-08,2026-06-08 00:52:17
300993,sz.300993,玉马科技,2026-06-08,2026-06-08 00:52:17
300994,sz.300994,久祺股份,2026-06-08,2026-06-08 00:52:17
300995,sz.300995,奇德新材,2026-06-08,2026-06-08 00:52:17
300996,sz.300996,普联软件,2026-06-08,2026-06-08 00:52:17
300997,sz.300997,欢乐家,2026-06-08,2026-06-08 00:52:17
300998,sz.300998,宁波方正,2026-06-08,2026-06-08 00:52:17
300999,sz.300999,金龙鱼,2026-06-08,2026-06-08 00:52:17
301000,sz.301000,肇民科技,2026-06-08,2026-06-08 00:52:17
301001,sz.301001,凯淳股份,2026-06-08,2026-06-08 00:52:17
301002,sz.301002,崧盛股份,2026-06-08,2026-06-08 00:52:17
301003,sz.301003,江苏博云,2026-06-08,2026-06-08 00:52:17
301004,sz.301004,嘉益股份,2026-06-08,2026-06-08 00:52:17
301005,sz.301005,超捷股份,2026-06-08,2026-06-08 00:52:17
301006,sz.301006,迈拓股份,2026-06-08,2026-06-08 00:52:17
301007,sz.301007,德迈仕,2026-06-08,2026-06-08 00:52:17
301008,sz.301008,宏昌科技,2026-06-08,2026-06-08 00:52:17
301009,sz.301009,可靠股份,2026-06-08,2026-06-08 00:52:17
301010,sz.301010,晶雪节能,2026-06-08,2026-06-08 00:52:17
301011,sz.301011,华立科技,2026-06-08,2026-06-08 00:52:17
301012,sz.301012,扬电科技,2026-06-08,2026-06-08 00:52:17
301013,sz.301013,利和兴,2026-06-08,2026-06-08 00:52:17
301015,sz.301015,百洋医药,2026-06-08,2026-06-08 00:52:17
301016,sz.301016,雷尔伟,2026-06-08,2026-06-08 00:52:17
301017,sz.301017,漱玉平民,2026-06-08,2026-06-08 00:52:17
301018,sz.301018,申菱环境,2026-06-08,2026-06-08 00:52:17
301019,sz.301019,宁波色母,2026-06-08,2026-06-08 00:52:17
301020,sz.301020,密封科技,2026-06-08,2026-06-08 00:52:17
301021,sz.301021,英诺激光,2026-06-08,2026-06-08 00:52:17
301022,sz.301022,海泰科,2026-06-08,2026-06-08 00:52:17
301023,sz.301023,奕帆传动,2026-06-08,2026-06-08 00:52:17
301024,sz.301024,霍普股份,2026-06-08,2026-06-08 00:52:17
301025,sz.301025,读客文化,2026-06-08,2026-06-08 00:52:17
301026,sz.301026,浩通科技,2026-06-08,2026-06-08 00:52:17
301027,sz.301027,华蓝集团,2026-06-08,2026-06-08 00:52:17
301028,sz.301028,鼎熔岩,2026-06-08,2026-06-08 00:52:17
301029,sz.301029,怡合达,2026-06-08,2026-06-08 00:52:17
301030,sz.301030,*ST仕净,2026-06-08,2026-06-08 00:52:17
301031,sz.301031,中熔电气,2026-06-08,2026-06-08 00:52:17
301032,sz.301032,新柴股份,2026-06-08,2026-06-08 00:52:17
301033,sz.301033,迈普医学,2026-06-08,2026-06-08 00:52:17
301035,sz.301035,润丰股份,2026-06-08,2026-06-08 00:52:17
301036,sz.301036,双乐股份,2026-06-08,2026-06-08 00:52:17
301037,sz.301037,保立佳,2026-06-08,2026-06-08 00:52:17
301038,sz.301038,深水规院,2026-06-08,2026-06-08 00:52:17
301039,sz.301039,中集车辆,2026-06-08,2026-06-08 00:52:17
301040,sz.301040,中环海陆,2026-06-08,2026-06-08 00:52:17
301041,sz.301041,金百泽,2026-06-08,2026-06-08 00:52:17
301042,sz.301042,安联锐视,2026-06-08,2026-06-08 00:52:17
301043,sz.301043,绿岛风,2026-06-08,2026-06-08 00:52:17
301045,sz.301045,天禄科技,2026-06-08,2026-06-08 00:52:17
301046,sz.301046,能辉科技,2026-06-08,2026-06-08 00:52:17
301047,sz.301047,义翘神州,2026-06-08,2026-06-08 00:52:17
301048,sz.301048,金鹰重工,2026-06-08,2026-06-08 00:52:17
301049,sz.301049,超越科技,2026-06-08,2026-06-08 00:52:17
301050,sz.301050,雷电微力,2026-06-08,2026-06-08 00:52:17
301051,sz.301051,信濠光电,2026-06-08,2026-06-08 00:52:17
301052,sz.301052,果麦文化,2026-06-08,2026-06-08 00:52:17
301053,sz.301053,远信工业,2026-06-08,2026-06-08 00:52:17
301055,sz.301055,张小泉,2026-06-08,2026-06-08 00:52:17
301056,sz.301056,森赫股份,2026-06-08,2026-06-08 00:52:17
301057,sz.301057,汇隆新材,2026-06-08,2026-06-08 00:52:17
301058,sz.301058,中粮科工,2026-06-08,2026-06-08 00:52:17
301059,sz.301059,金三江,2026-06-08,2026-06-08 00:52:17
301060,sz.301060,兰卫医学,2026-06-08,2026-06-08 00:52:17
301061,sz.301061,匠心家居,2026-06-08,2026-06-08 00:52:17
301062,sz.301062,上海艾录,2026-06-08,2026-06-08 00:52:17
301063,sz.301063,海锅股份,2026-06-08,2026-06-08 00:52:17
301065,sz.301065,本立科技,2026-06-08,2026-06-08 00:52:17
301066,sz.301066,万事利,2026-06-08,2026-06-08 00:52:17
301067,sz.301067,显盈科技,2026-06-08,2026-06-08 00:52:17
301068,sz.301068,大地海洋,2026-06-08,2026-06-08 00:52:17
301069,sz.301069,凯盛新材,2026-06-08,2026-06-08 00:52:17
301070,sz.301070,开勒股份,2026-06-08,2026-06-08 00:52:17
301071,sz.301071,力量钻石,2026-06-08,2026-06-08 00:52:17
301072,sz.301072,中捷精工,2026-06-08,2026-06-08 00:52:17
301073,sz.301073,君亭酒店,2026-06-08,2026-06-08 00:52:17
301075,sz.301075,多瑞医药,2026-06-08,2026-06-08 00:52:17
301076,sz.301076,新瀚新材,2026-06-08,2026-06-08 00:52:17
301077,sz.301077,星华新材,2026-06-08,2026-06-08 00:52:17
301078,sz.301078,孩子王,2026-06-08,2026-06-08 00:52:17
301079,sz.301079,邵阳液压,2026-06-08,2026-06-08 00:52:17
301080,sz.301080,百普赛斯,2026-06-08,2026-06-08 00:52:17
301081,sz.301081,严牌股份,2026-06-08,2026-06-08 00:52:17
301082,sz.301082,久盛电气,2026-06-08,2026-06-08 00:52:17
301083,sz.301083,百胜智能,2026-06-08,2026-06-08 00:52:17
301085,sz.301085,亚康股份,2026-06-08,2026-06-08 00:52:17
301086,sz.301086,鸿富瀚,2026-06-08,2026-06-08 00:52:17
301087,sz.301087,可孚医疗,2026-06-08,2026-06-08 00:52:17
301088,sz.301088,戎美股份,2026-06-08,2026-06-08 00:52:17
301089,sz.301089,拓新药业,2026-06-08,2026-06-08 00:52:17
301090,sz.301090,华润材料,2026-06-08,2026-06-08 00:52:17
301091,sz.301091,深城交,2026-06-08,2026-06-08 00:52:17
301092,sz.301092,争光股份,2026-06-08,2026-06-08 00:52:17
301093,sz.301093,华兰股份,2026-06-08,2026-06-08 00:52:17
301095,sz.301095,广立微,2026-06-08,2026-06-08 00:52:17
301096,sz.301096,百诚医药,2026-06-08,2026-06-08 00:52:17
301097,sz.301097,天益医疗,2026-06-08,2026-06-08 00:52:17
301098,sz.301098,金埔园林,2026-06-08,2026-06-08 00:52:17
301099,sz.301099,雅创电子,2026-06-08,2026-06-08 00:52:17
301100,sz.301100,风光股份,2026-06-08,2026-06-08 00:52:17
301101,sz.301101,明月镜片,2026-06-08,2026-06-08 00:52:17
301102,sz.301102,兆讯传媒,2026-06-08,2026-06-08 00:52:17
301103,sz.301103,何氏眼科,2026-06-08,2026-06-08 00:52:17
301105,sz.301105,鸿铭股份,2026-06-08,2026-06-08 00:52:17
301106,sz.301106,骏成科技,2026-06-08,2026-06-08 00:52:17
301107,sz.301107,瑜欣电子,2026-06-08,2026-06-08 00:52:17
301108,sz.301108,洁雅股份,2026-06-08,2026-06-08 00:52:17
301109,sz.301109,军信股份,2026-06-08,2026-06-08 00:52:17
301110,sz.301110,青木科技,2026-06-08,2026-06-08 00:52:17
301111,sz.301111,粤万年青,2026-06-08,2026-06-08 00:52:17
301112,sz.301112,信邦智能,2026-06-08,2026-06-08 00:52:17
301113,sz.301113,雅艺科技,2026-06-08,2026-06-08 00:52:17
301115,sz.301115,联检科技,2026-06-08,2026-06-08 00:52:17
301116,sz.301116,益客食品,2026-06-08,2026-06-08 00:52:17
301117,sz.301117,佳缘科技,2026-06-08,2026-06-08 00:52:17
301118,sz.301118,恒光股份,2026-06-08,2026-06-08 00:52:17
301119,sz.301119,正强股份,2026-06-08,2026-06-08 00:52:17
301120,sz.301120,新特电气,2026-06-08,2026-06-08 00:52:17
301121,sz.301121,紫建电子,2026-06-08,2026-06-08 00:52:17
301122,sz.301122,采纳股份,2026-06-08,2026-06-08 00:52:17
301123,sz.301123,奕东电子,2026-06-08,2026-06-08 00:52:17
301125,sz.301125,腾亚精工,2026-06-08,2026-06-08 00:52:17
301126,sz.301126,达嘉维康,2026-06-08,2026-06-08 00:52:17
301127,sz.301127,武汉天源,2026-06-08,2026-06-08 00:52:17
301128,sz.301128,强瑞技术,2026-06-08,2026-06-08 00:52:17
301129,sz.301129,瑞纳智能,2026-06-08,2026-06-08 00:52:17
301130,sz.301130,西点药业,2026-06-08,2026-06-08 00:52:17
301131,sz.301131,聚赛龙,2026-06-08,2026-06-08 00:52:17
301132,sz.301132,满坤科技,2026-06-08,2026-06-08 00:52:17
301133,sz.301133,金钟股份,2026-06-08,2026-06-08 00:52:17
301135,sz.301135,瑞德智能,2026-06-08,2026-06-08 00:52:17
301136,sz.301136,招标股份,2026-06-08,2026-06-08 00:52:17
301137,sz.301137,哈焊华通,2026-06-08,2026-06-08 00:52:17
301138,sz.301138,华研精机,2026-06-08,2026-06-08 00:52:17
301139,sz.301139,*ST元道,2026-06-08,2026-06-08 00:52:17
301141,sz.301141,中科磁业,2026-06-08,2026-06-08 00:52:17
301148,sz.301148,嘉戎技术,2026-06-08,2026-06-08 00:52:17
301149,sz.301149,隆华新材,2026-06-08,2026-06-08 00:52:17
301150,sz.301150,中一科技,2026-06-08,2026-06-08 00:52:17
301151,sz.301151,冠龙节能,2026-06-08,2026-06-08 00:52:17
301152,sz.301152,天力锂能,2026-06-08,2026-06-08 00:52:17
301153,sz.301153,中科江南,2026-06-08,2026-06-08 00:52:17
301155,sz.301155,海力风电,2026-06-08,2026-06-08 00:52:17
301156,sz.301156,美农生物,2026-06-08,2026-06-08 00:52:17
301157,sz.301157,华塑科技,2026-06-08,2026-06-08 00:52:17
301158,sz.301158,德石股份,2026-06-08,2026-06-08 00:52:17
301159,sz.301159,三维天地,2026-06-08,2026-06-08 00:52:17
301160,sz.301160,翔楼新材,2026-06-08,2026-06-08 00:52:17
301161,sz.301161,唯万密封,2026-06-08,2026-06-08 00:52:17
301162,sz.301162,国能日新,2026-06-08,2026-06-08 00:52:17
301163,sz.301163,宏德股份,2026-06-08,2026-06-08 00:52:17
301165,sz.301165,锐捷网络,2026-06-08,2026-06-08 00:52:17
301166,sz.301166,优宁维,2026-06-08,2026-06-08 00:52:17
301167,sz.301167,建研设计,2026-06-08,2026-06-08 00:52:17
301168,sz.301168,通灵股份,2026-06-08,2026-06-08 00:52:17
301169,sz.301169,零点有数,2026-06-08,2026-06-08 00:52:17
301170,sz.301170,锡南科技,2026-06-08,2026-06-08 00:52:17
301171,sz.301171,易点天下,2026-06-08,2026-06-08 00:52:17
301172,sz.301172,君逸数码,2026-06-08,2026-06-08 00:52:17
301173,sz.301173,毓恬冠佳,2026-06-08,2026-06-08 00:52:17
301175,sz.301175,中科环保,2026-06-08,2026-06-08 00:52:17
301176,sz.301176,逸豪新材,2026-06-08,2026-06-08 00:52:17
301177,sz.301177,迪阿股份,2026-06-08,2026-06-08 00:52:17
301178,sz.301178,天亿马,2026-06-08,2026-06-08 00:52:17
301179,sz.301179,泽宇智能,2026-06-08,2026-06-08 00:52:17
301180,sz.301180,万祥科技,2026-06-08,2026-06-08 00:52:17
301181,sz.301181,标榜股份,2026-06-08,2026-06-08 00:52:17
301182,sz.301182,凯旺科技,2026-06-08,2026-06-08 00:52:17
301183,sz.301183,东田微,2026-06-08,2026-06-08 00:52:17
301185,sz.301185,鸥玛软件,2026-06-08,2026-06-08 00:52:17
301186,sz.301186,超达装备,2026-06-08,2026-06-08 00:52:17
301187,sz.301187,欧圣电气,2026-06-08,2026-06-08 00:52:17
301188,sz.301188,力诺药包,2026-06-08,2026-06-08 00:52:17
301189,sz.301189,奥尼电子,2026-06-08,2026-06-08 00:52:17
301190,sz.301190,善水科技,2026-06-08,2026-06-08 00:52:17
301191,sz.301191,菲菱科思,2026-06-08,2026-06-08 00:52:17
301192,sz.301192,泰祥股份,2026-06-08,2026-06-08 00:52:17
301193,sz.301193,家联科技,2026-06-08,2026-06-08 00:52:17
301195,sz.301195,北路智控,2026-06-08,2026-06-08 00:52:17
301196,sz.301196,唯科科技,2026-06-08,2026-06-08 00:52:17
301197,sz.301197,工大科雅,2026-06-08,2026-06-08 00:52:17
301198,sz.301198,喜悦智行,2026-06-08,2026-06-08 00:52:17
301199,sz.301199,迈赫股份,2026-06-08,2026-06-08 00:52:17
301200,sz.301200,大族数控,2026-06-08,2026-06-08 00:52:17
301201,sz.301201,诚达药业,2026-06-08,2026-06-08 00:52:17
301202,sz.301202,朗威股份,2026-06-08,2026-06-08 00:52:17
301203,sz.301203,国泰环保,2026-06-08,2026-06-08 00:52:17
301205,sz.301205,联特科技,2026-06-08,2026-06-08 00:52:17
301206,sz.301206,三元生物,2026-06-08,2026-06-08 00:52:17
301207,sz.301207,华兰疫苗,2026-06-08,2026-06-08 00:52:17
301208,sz.301208,中亦科技,2026-06-08,2026-06-08 00:52:17
301209,sz.301209,联合化学,2026-06-08,2026-06-08 00:52:17
301210,sz.301210,金杨精密,2026-06-08,2026-06-08 00:52:17
301211,sz.301211,亨迪药业,2026-06-08,2026-06-08 00:52:17
301212,sz.301212,联盛化学,2026-06-08,2026-06-08 00:52:17
301213,sz.301213,观想科技,2026-06-08,2026-06-08 00:52:17
301215,sz.301215,中汽股份,2026-06-08,2026-06-08 00:52:17
301216,sz.301216,万凯新材,2026-06-08,2026-06-08 00:52:17
301217,sz.301217,铜冠铜箔,2026-06-08,2026-06-08 00:52:17
301218,sz.301218,华是科技,2026-06-08,2026-06-08 00:52:17
301219,sz.301219,腾远钴业,2026-06-08,2026-06-08 00:52:17
301220,sz.301220,亚香股份,2026-06-08,2026-06-08 00:52:17
301221,sz.301221,光庭信息,2026-06-08,2026-06-08 00:52:17
301222,sz.301222,浙江恒威,2026-06-08,2026-06-08 00:52:17
301223,sz.301223,中荣股份,2026-06-08,2026-06-08 00:52:17
301225,sz.301225,恒勃股份,2026-06-08,2026-06-08 00:52:17
301226,sz.301226,祥明智能,2026-06-08,2026-06-08 00:52:17
301227,sz.301227,森鹰窗业,2026-06-08,2026-06-08 00:52:17
301228,sz.301228,实朴检测,2026-06-08,2026-06-08 00:52:17
301229,sz.301229,纽泰格,2026-06-08,2026-06-08 00:52:17
301230,sz.301230,泓博医药,2026-06-08,2026-06-08 00:52:17
301231,sz.301231,荣信文化,2026-06-08,2026-06-08 00:52:17
301232,sz.301232,飞沃科技,2026-06-08,2026-06-08 00:52:17
301233,sz.301233,盛帮股份,2026-06-08,2026-06-08 00:52:17
301234,sz.301234,五洲医疗,2026-06-08,2026-06-08 00:52:17
301235,sz.301235,华康洁净,2026-06-08,2026-06-08 00:52:17
301236,sz.301236,软通动力,2026-06-08,2026-06-08 00:52:17
301237,sz.301237,和顺科技,2026-06-08,2026-06-08 00:52:17
301238,sz.301238,瑞泰新材,2026-06-08,2026-06-08 00:52:17
301239,sz.301239,普瑞眼科,2026-06-08,2026-06-08 00:52:17
301246,sz.301246,宏源药业,2026-06-08,2026-06-08 00:52:17
301248,sz.301248,杰创智能,2026-06-08,2026-06-08 00:52:17
301251,sz.301251,威尔高,2026-06-08,2026-06-08 00:52:17
301252,sz.301252,同星科技,2026-06-08,2026-06-08 00:52:17
301255,sz.301255,通力科技,2026-06-08,2026-06-08 00:52:17
301256,sz.301256,华融化学,2026-06-08,2026-06-08 00:52:17
301257,sz.301257,普蕊斯,2026-06-08,2026-06-08 00:52:17
301258,sz.301258,富士莱,2026-06-08,2026-06-08 00:52:17
301259,sz.301259,艾布鲁,2026-06-08,2026-06-08 00:52:17
301260,sz.301260,格力博,2026-06-08,2026-06-08 00:52:17
301261,sz.301261,恒工精密,2026-06-08,2026-06-08 00:52:17
301262,sz.301262,海看股份,2026-06-08,2026-06-08 00:52:17
301263,sz.301263,泰恩康,2026-06-08,2026-06-08 00:52:17
301265,sz.301265,华新科技,2026-06-08,2026-06-08 00:52:17
301266,sz.301266,宇邦新材,2026-06-08,2026-06-08 00:52:17
301267,sz.301267,华厦眼科,2026-06-08,2026-06-08 00:52:17
301268,sz.301268,铭利达,2026-06-08,2026-06-08 00:52:17
301269,sz.301269,华大九天,2026-06-08,2026-06-08 00:52:17
301270,sz.301270,汉仪股份,2026-06-08,2026-06-08 00:52:17
301272,sz.301272,英华特,2026-06-08,2026-06-08 00:52:17
301273,sz.301273,瑞晨环保,2026-06-08,2026-06-08 00:52:17
301275,sz.301275,汉朔科技,2026-06-08,2026-06-08 00:52:17
301276,sz.301276,嘉曼服饰,2026-06-08,2026-06-08 00:52:17
301277,sz.301277,新天地,2026-06-08,2026-06-08 00:52:17
301278,sz.301278,快可电子,2026-06-08,2026-06-08 00:52:17
301279,sz.301279,金道科技,2026-06-08,2026-06-08 00:52:17
301280,sz.301280,珠城科技,2026-06-08,2026-06-08 00:52:17
301281,sz.301281,科源制药,2026-06-08,2026-06-08 00:52:17
301282,sz.301282,金禄电子,2026-06-08,2026-06-08 00:52:17
301283,sz.301283,聚胶股份,2026-06-08,2026-06-08 00:52:17
301285,sz.301285,鸿日达,2026-06-08,2026-06-08 00:52:17
301286,sz.301286,侨源股份,2026-06-08,2026-06-08 00:52:17
301287,sz.301287,康力源,2026-06-08,2026-06-08 00:52:17
301288,sz.301288,清研环境,2026-06-08,2026-06-08 00:52:17
301289,sz.301289,国缆检测,2026-06-08,2026-06-08 00:52:17
301290,sz.301290,东星医疗,2026-06-08,2026-06-08 00:52:17
301291,sz.301291,明阳电气,2026-06-08,2026-06-08 00:52:17
301292,sz.301292,海科新源,2026-06-08,2026-06-08 00:52:17
301293,sz.301293,三博脑科,2026-06-08,2026-06-08 00:52:17
301295,sz.301295,美硕科技,2026-06-08,2026-06-08 00:52:17
301296,sz.301296,新巨丰,2026-06-08,2026-06-08 00:52:17
301297,sz.301297,富乐德,2026-06-08,2026-06-08 00:52:17
301298,sz.301298,东利机械,2026-06-08,2026-06-08 00:52:17
301299,sz.301299,卓创资讯,2026-06-08,2026-06-08 00:52:17
301300,sz.301300,远翔新材,2026-06-08,2026-06-08 00:52:17
301301,sz.301301,川宁生物,2026-06-08,2026-06-08 00:52:17
301302,sz.301302,华如科技,2026-06-08,2026-06-08 00:52:17
301303,sz.301303,真兰仪表,2026-06-08,2026-06-08 00:52:17
301305,sz.301305,朗坤科技,2026-06-08,2026-06-08 00:52:17
301306,sz.301306,西测测试,2026-06-08,2026-06-08 00:52:17
301307,sz.301307,美利信,2026-06-08,2026-06-08 00:52:17
301308,sz.301308,江波龙,2026-06-08,2026-06-08 00:52:17
301309,sz.301309,万得凯,2026-06-08,2026-06-08 00:52:17
301310,sz.301310,鑫宏业,2026-06-08,2026-06-08 00:52:17
