rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.9721518860747,78.15263400618603,300382,斯莱克,bottom_area,2023-03-28,14.88,2023-03-28,14.8,0.540540540540541,3.783783783783775,32.788374205267935,False,-2.3622,1.7028,3,3,3,100.0,30.403583003325068,49.70059880239522,14.45945945945946,0.540540540540541,历史3/3次成功; 当前距低点0.54%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
2,85.0219521429139,75.50208363864878,605128,上海沿浦,bottom_area,2023-03-28,40.46,2023-03-28,40.01,1.1247188202949334,2.8992751812047084,32.75630252100841,False,-1.2448,2.0918,1,1,1,100.0,16.80883090817863,16.80883090817863,13.875281179705064,1.1247188202949334,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
3,84.46025080020357,76.87840112994351,300699,光威复材,bottom_area,2023-03-28,54.4,2023-03-28,53.1,2.4482109227871884,11.111111111111107,27.518427518427522,False,-9.8293,4.232,2,2,2,100.0,33.98022598870056,49.6271186440678,12.55178907721281,2.4482109227871884,历史2/2次成功; 当前距低点2.45%; 最新日涨幅-9.83%; 状态bottom_area; 底部未确认
4,83.82188755033636,76.16980568853846,002708,光洋股份,bottom_area,2023-03-28,6.51,2023-03-20,6.36,2.3584905660377276,6.132075471698108,31.759656652360512,False,-1.9578,1.3871,1,1,1,100.0,35.522388059701484,35.522388059701484,12.641509433962273,2.3584905660377276,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
5,83.24740047218444,76.60112628022384,002660,茂硕电源,bottom_area,2023-03-28,9.18,2023-03-20,8.91,3.0303030303030254,7.519640852974185,28.31858407079646,True,-1.0776,2.3578,2,2,2,100.0,20.21622144792876,24.71428571428572,11.969696969696974,3.0303030303030254,历史2/2次成功; 当前距低点3.03%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
6,82.08389693271197,75.4710558673521,002347,泰尔股份,bottom_area,2023-03-28,5.17,2023-03-20,5.02,2.988047808764948,6.175298804780887,29.09604519774012,False,-2.2684,2.6176,2,2,2,100.0,22.816155222237516,29.585798816568047,12.011952191235052,2.988047808764948,历史2/2次成功; 当前距低点2.99%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
7,81.87496045230499,74.62261227805502,601702,华峰铝业,bottom_area,2023-03-28,12.62,2023-03-20,12.31,2.5182778229081944,9.098294069861893,29.212190914318576,True,-1.5601,2.7958,1,1,1,100.0,19.96927803379416,19.96927803379416,12.481722177091806,2.5182778229081944,历史1/1次成功; 当前距低点2.52%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
8,79.27413345514417,75.54245725772068,300393,中来股份,bottom_area,2023-03-28,14.96,2023-03-20,14.26,4.908835904628338,7.8541374474053365,27.61421319796954,True,-1.7083,2.4631,3,3,3,100.0,20.884963012222048,23.89610389610389,10.09116409537166,4.908835904628338,历史3/3次成功; 当前距低点4.91%; 最新日涨幅-1.71%; 状态bottom_area; 底部已确认
9,77.78205609839749,71.1247149349693,605117,德业股份,bottom_area,2023-03-28,251.6,2023-03-24,245.0,2.693877551020406,7.591836734693887,28.913390396053963,True,-2.8646,1.9436,3,5,3,60.0,39.98255780266574,59.18895599654874,12.306122448979593,2.693877551020406,历史3/5次成功; 当前距低点2.69%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
10,75.23586024219915,66.55773814039435,688348,昱能科技,bottom_area,2023-03-28,331.02,2023-03-28,328.0,0.9207317073170675,5.45121951219512,30.102714912841495,False,-3.012,4.9549,1,1,1,100.0,16.27422813482398,16.27422813482398,14.079268292682931,0.9207317073170675,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
11,72.48297614227555,68.16655741053896,600399,抚顺特钢,bottom_area,2023-03-28,11.41,2023-03-27,10.95,4.200913242009141,5.9360730593607345,28.84990253411307,False,-0.175,1.2471,1,1,1,100.0,15.078707539353772,15.078707539353772,10.799086757990858,4.200913242009141,历史1/1次成功; 当前距低点4.20%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
