rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.28301153617996,80.34563763831851,605198,安德利,bottom_area,2025-06-27,40.3,2025-06-20,39.13,2.990033222591348,5.877843087145405,29.748653500897664,False,0.0497,0.8004,1,1,1,100.0,43.241469816272954,43.241469816272954,17.009966777408653,2.990033222591348,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
2,90.79670624361509,77.43033795037212,002155,湖南黄金,bottom_area,2025-06-27,17.68,2025-06-26,17.46,1.2600229095074391,2.978235967926687,28.995526636844243,False,-0.8969,2.3962,1,1,1,100.0,28.834355828220854,28.834355828220854,18.739977090492562,1.2600229095074391,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
3,88.09257290063618,77.3257028794473,605377,华旺科技,bottom_area,2025-06-27,8.69,2025-06-23,8.45,2.840236686390535,3.6686390532544437,30.04966887417219,False,0.6952,0.9446,1,1,1,100.0,25.16904583020285,25.16904583020285,17.159763313609467,2.840236686390535,历史1/1次成功; 当前距低点2.84%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
4,87.38840289076397,78.71538461538464,001230,劲旅环境,bottom_area,2025-06-27,20.33,2025-06-23,19.5,4.256410256410248,6.9230769230769305,30.629669156883672,False,0.1478,5.4597,1,1,1,100.0,84.69119579500656,84.69119579500656,15.743589743589753,4.256410256410248,历史1/1次成功; 当前距低点4.26%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
5,86.4619787789591,76.61744307251037,600770,综艺股份,bottom_area,2025-06-27,5.23,2025-06-23,5.06,3.3596837944664197,6.719367588932822,32.980132450331126,False,0.3839,3.0445,1,1,1,100.0,27.72861356932153,27.72861356932153,16.64031620553358,3.3596837944664197,历史1/1次成功; 当前距低点3.36%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
6,82.7579248283056,74.21581965477073,603681,永冠新材,bottom_area,2025-06-27,14.77,2025-06-20,14.2,4.014084507042256,5.492957746478881,29.000000000000004,False,1.0951,2.6126,1,1,1,100.0,22.83834586466165,22.83834586466165,15.985915492957744,4.014084507042256,历史1/1次成功; 当前距低点4.01%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
7,81.03324148976965,73.57876288659793,603327,福蓉科技,bottom_area,2025-06-27,9.14,2025-06-23,8.73,4.696449026345935,5.154639175257723,28.148148148148145,False,0.883,0.6936,4,6,4,66.66666666666666,60.30969475756576,129.39632545931758,15.303550973654067,4.696449026345935,历史4/6次成功; 当前距低点4.70%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
8,80.9482247430127,71.4848612930069,000999,华润三九,bottom_area,2025-06-27,31.56,2025-06-23,30.59,3.1709709055246775,4.347826086956528,29.645814167433297,False,-0.9105,0.3718,1,1,1,100.0,20.293951384963254,20.293951384963254,16.829029094475324,3.1709709055246775,历史1/1次成功; 当前距低点3.17%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
9,79.04881995041956,71.99259235532782,600980,北矿科技,bottom_area,2025-06-27,22.65,2025-06-20,21.6,4.861111111111097,6.388888888888884,28.66578599735799,False,3.9945,17.6776,1,1,1,100.0,21.268417680973737,21.268417680973737,15.138888888888905,4.861111111111097,历史1/1次成功; 当前距低点4.86%; 最新日涨幅3.99%; 状态bottom_area; 底部未确认
10,76.90202941646595,69.140662075128,300346,南大光电,bottom_area,2025-06-27,31.09,2025-06-13,29.85,4.154103852596309,5.862646566164154,27.513355998057303,False,0.0966,2.0786,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,15.845896147403693,4.154103852596309,历史2/3次成功; 当前距低点4.15%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
11,73.52234887911189,64.68341149659314,603011,合锻智能,bottom_area,2025-06-27,15.28,2025-06-20,14.84,2.9649595687331503,7.614555256064695,28.170377541142305,True,0.7916,7.4361,1,2,1,50.0,41.201716738197426,41.201716738197426,17.03504043126685,2.9649595687331503,历史1/2次成功; 当前距低点2.96%; 最新日涨幅0.79%; 状态bottom_area; 底部已确认
