rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.8583779743366,81.59652173913044,600172,黄河旋风,bottom_area,2024-01-15,3.49,2024-01-15,3.45,1.1594202898550736,2.6086956521739086,29.303278688524586,False,-1.9663,1.3946,1,1,1,100.0,51.074589127686465,51.074589127686465,18.84057971014493,1.1594202898550736,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
2,93.8060231854968,80.36808074108657,002632,道明光学,bottom_area,2024-01-15,8.05,2024-01-15,7.93,1.5132408575031653,2.1437578814627987,32.04798628963154,False,0.3741,3.6858,1,1,1,100.0,25.259515570934255,25.259515570934255,18.486759142496837,1.5132408575031653,历史1/1次成功; 当前距低点1.51%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
3,93.42218252035931,80.33302325581394,603013,亚普股份,bottom_area,2024-01-15,16.62,2024-01-10,16.34,1.7135862913096767,3.671970624235015,28.175824175824175,False,-0.2999,0.369,1,1,1,100.0,53.30739299610896,53.30739299610896,18.286413708690326,1.7135862913096767,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
4,93.13422372070261,79.66903474903475,600981,苏豪汇鸿,bottom_area,2024-01-15,2.84,2024-01-15,2.8,1.42857142857143,2.85714285714286,28.20512820512821,False,0.7092,0.8431,1,1,1,100.0,20.463320463320475,20.463320463320475,18.571428571428573,1.42857142857143,历史1/1次成功; 当前距低点1.43%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
5,92.12076414396998,76.93974379188018,600996,贵广网络,bottom_area,2024-01-15,8.18,2024-01-15,8.17,0.12239902080783092,2.5703794369645148,27.890556045895853,False,-2.503,0.7617,2,2,2,100.0,35.42372881355932,40.00000000000001,19.87760097919217,0.12239902080783092,历史2/2次成功; 当前距低点0.12%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
6,91.86515488348472,79.15979466290378,600006,东风股份,bottom_area,2024-01-15,5.57,2024-01-10,5.47,1.8281535648994613,3.2906764168190237,27.645502645502646,False,0.1799,0.4015,1,1,1,100.0,22.6235741444867,22.6235741444867,18.171846435100537,1.8281535648994613,历史1/1次成功; 当前距低点1.83%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
7,90.25384978432437,76.75506192790023,002385,大北农,bottom_area,2024-01-15,5.47,2024-01-09,5.41,1.109057301293893,4.251386321626609,27.38255033557047,False,-1.7953,0.8413,1,1,1,100.0,23.353293413173663,23.353293413173663,18.89094269870611,1.109057301293893,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
8,88.4259775344304,76.17727508510295,002413,雷科防务,bottom_area,2024-01-15,5.05,2024-01-10,4.96,1.8145161290322551,4.032258064516133,27.906976744186046,False,-1.751,1.4319,1,1,1,100.0,28.894472361809044,28.894472361809044,18.185483870967744,1.8145161290322551,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
9,79.30262048693915,67.93438356164383,000070,特发信息,bottom_area,2024-01-15,7.41,2024-01-10,7.3,1.5068493150684976,3.2876712328767157,29.604628736740597,False,0.1351,0.7033,1,2,1,50.0,50.60532687651331,50.60532687651331,18.493150684931503,1.5068493150684976,历史1/2次成功; 当前距低点1.51%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
10,72.17618182980408,60.80975907337367,688079,美迪凯,bottom_area,2024-01-15,10.09,2024-01-15,10.03,0.5982053838484597,2.8913260219342067,28.764204545454554,False,-0.4931,1.7868,2,4,2,50.0,29.53584595993638,30.064655172413808,19.40179461615154,0.5982053838484597,历史2/4次成功; 当前距低点0.60%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
11,69.62929574849456,59.637016823495856,002660,茂硕电源,bottom_area,2024-01-15,10.17,2024-01-10,10.02,1.4970059880239557,3.9920159680638756,31.275720164609055,False,0.4941,5.2485,1,3,1,33.33333333333333,24.71428571428572,24.71428571428572,18.502994011976046,1.4970059880239557,历史1/3次成功; 当前距低点1.50%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
12,69.17132219863464,58.460923922717015,300745,欣锐科技,bottom_area,2024-01-15,23.58,2024-01-15,23.4,0.769230769230768,4.145299145299155,29.729729729729726,False,-5.3012,4.6755,2,4,2,50.0,29.21919396001701,36.150000000000006,19.230769230769234,0.769230769230768,历史2/4次成功; 当前距低点0.77%; 最新日涨幅-5.30%; 状态bottom_area; 底部未确认
13,68.93143351016825,59.19993701461508,002284,亚太股份,bottom_area,2024-01-15,8.03,2024-01-10,7.9,1.6455696202531518,5.69620253164556,30.457746478873233,False,-0.2484,1.1271,1,2,1,50.0,27.214170692431566,27.214170692431566,18.35443037974685,1.6455696202531518,历史1/2次成功; 当前距低点1.65%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
14,68.76326270064109,58.80606111707296,600986,浙文互联,bottom_area,2024-01-15,5.02,2024-01-15,4.95,1.414141414141402,2.626262626262624,30.76923076923077,False,-0.5941,2.1669,1,2,1,50.0,22.25969645868466,22.25969645868466,18.5858585858586,1.414141414141402,历史1/2次成功; 当前距低点1.41%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
15,67.24373143555728,58.25485216910747,601777,千里科技,bottom_area,2024-01-15,3.37,2024-01-08,3.3,2.12121212121213,4.242424242424246,28.41648590021693,False,-0.59,0.234,1,2,1,50.0,27.96352583586626,27.96352583586626,17.878787878787872,2.12121212121213,历史1/2次成功; 当前距低点2.12%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
