rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.94981992936137,78.71497076023392,600325,华发股份,bottom_area,2023-11-13,8.08,2023-11-03,8.0,1.0000000000000009,6.875000000000009,27.667269439421343,False,-0.2469,0.5381,1,1,1,100.0,32.553606237816766,32.553606237816766,9.0,1.0000000000000009,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
2,84.77702084802998,78.56238446497939,603123,翠微股份,bottom_area,2023-11-13,12.06,2023-11-13,11.94,1.005025125628149,2.4288107202680145,29.474305965741287,False,-0.8224,4.2902,2,2,2,100.0,15.128181459201945,16.108452950558224,8.99497487437185,1.005025125628149,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
3,80.08444119390758,78.85471334907473,000928,中钢国际,bottom_area,2023-11-13,6.22,2023-10-23,5.97,4.1876046901172534,5.192629815745402,31.06235565819862,False,2.1346,2.4187,3,3,3,100.0,16.57232280936585,18.798449612403097,5.812395309882747,4.1876046901172534,历史3/3次成功; 当前距低点4.19%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
4,80.06255922229806,77.57057597833206,603326,我乐家居,bottom_area,2023-11-13,10.21,2023-11-02,9.88,3.340080971659919,6.983805668016188,30.909090909090907,False,0.2947,2.2025,2,2,2,100.0,15.946024697401477,20.141843971631218,6.659919028340081,3.340080971659919,历史2/2次成功; 当前距低点3.34%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
5,79.76716463982189,76.90837639661149,600048,保利发展,bottom_area,2023-11-13,11.03,2023-10-30,10.7,3.0841121495327113,5.981308411214959,28.139691067830768,False,-0.6306,0.3647,2,2,2,100.0,31.721247836269217,31.987577639751546,6.915887850467289,3.0841121495327113,历史2/2次成功; 当前距低点3.08%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
6,79.50885670662643,75.60858667360749,000631,顺发恒能,bottom_area,2023-11-13,3.47,2023-11-03,3.39,2.359882005899707,6.194690265486724,31.515151515151512,False,0.5797,1.3221,1,1,1,100.0,10.04901960784314,10.04901960784314,7.640117994100293,2.359882005899707,历史1/1次成功; 当前距低点2.36%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
7,71.81204019841529,71.7325581395349,600280,中央商场,bottom_area,2023-11-13,3.61,2023-10-23,3.44,4.941860465116276,7.558139534883727,27.57894736842105,True,2.2663,2.0178,1,1,1,100.0,11.666666666666671,11.666666666666671,5.058139534883725,4.941860465116276,历史1/1次成功; 当前距低点4.94%; 最新日涨幅2.27%; 状态bottom_area; 底部已确认
8,63.11684704240508,62.876859030837,002366,融发核电,bottom_area,2023-11-13,5.24,2023-10-23,5.0,4.800000000000004,9.2,28.469241773962807,True,0.9634,1.0586,2,4,2,50.0,20.64977973568282,25.0,5.199999999999997,4.800000000000004,历史2/4次成功; 当前距低点4.80%; 最新日涨幅0.96%; 状态bottom_area; 底部已确认
