rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,71.29992690494426,61.79593216768483,000419,通程控股,bottom_area,2023-02-10,6.19,2023-01-19,6.06,2.1452145214521585,4.620462046204625,29.039812646370024,False,0.9788,2.5039,1,2,1,50.0,24.82269503546099,24.82269503546099,17.85478547854784,2.1452145214521585,历史1/2次成功; 当前距低点2.15%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
2,69.05653742519736,59.24421441303795,300434,金石亚药,bottom_area,2023-02-10,12.16,2023-01-19,11.97,1.587301587301583,6.766917293233071,31.127733026467197,False,-1.2185,1.9321,1,2,1,50.0,26.7379679144385,26.7379679144385,18.41269841269842,1.587301587301583,历史1/2次成功; 当前距低点1.59%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
3,62.332923130643806,55.74248428112338,000679,大连友谊,bottom_area,2023-02-10,5.65,2023-01-18,5.44,3.8602941176470575,9.007352941176459,28.515111695137975,True,0.5338,1.4944,1,4,1,25.0,24.94061757719715,24.94061757719715,16.139705882352946,3.8602941176470575,历史1/4次成功; 当前距低点3.86%; 最新日涨幅0.53%; 状态bottom_area; 底部已确认
4,61.1490181995201,55.05129307007357,000715,中兴商业,bottom_area,2023-02-10,6.41,2023-01-19,6.15,4.227642276422761,7.317073170731696,31.05381165919282,True,1.4241,3.5389,1,3,1,33.33333333333333,24.33862433862435,24.33862433862435,15.77235772357724,4.227642276422761,历史1/3次成功; 当前距低点4.23%; 最新日涨幅1.42%; 状态bottom_area; 底部已确认
5,59.91014371104297,53.98955049275529,002589,瑞康医药,bottom_area,2023-02-10,4.14,2023-01-31,3.97,4.282115869017619,5.2896725440805925,27.55474452554745,False,0.4854,2.2418,1,3,1,33.33333333333333,28.49162011173183,28.49162011173183,15.717884130982382,4.282115869017619,历史1/3次成功; 当前距低点4.28%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
