rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.09331603652406,77.56741702741705,002016,世荣兆业,bottom_area,2025-02-25,6.01,2025-02-25,5.94,1.1784511784511682,3.1986531986531905,30.281690140845065,False,-1.7974,2.2693,1,1,1,100.0,28.571428571428566,28.571428571428566,18.821548821548834,1.1784511784511682,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
2,79.02433619579817,71.84833966359194,002234,民和股份,bottom_area,2025-02-25,8.13,2025-01-13,7.76,4.768041237113415,11.597938144329902,27.13615023474179,True,-1.2151,1.6858,1,1,1,100.0,32.63157894736842,32.63157894736842,15.231958762886585,4.768041237113415,历史1/1次成功; 当前距低点4.77%; 最新日涨幅-1.22%; 状态bottom_area; 底部已确认
3,73.94103265984252,66.45775955073572,605398,新炬网络,bottom_area,2025-02-25,38.01,2025-02-25,36.5,4.136986301369857,4.986301369863014,32.92907019478133,False,1.333,7.0023,2,3,2,66.66666666666666,21.523772318238297,22.15700660308142,15.863013698630143,4.136986301369857,历史2/3次成功; 当前距低点4.14%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
4,69.43301308827625,63.395359776252235,600325,华发股份,bottom_area,2025-02-25,5.46,2025-01-13,5.2,4.999999999999996,9.038461538461533,29.539295392953925,True,-1.6216,1.5007,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,15.000000000000005,4.999999999999996,历史2/3次成功; 当前距低点5.00%; 最新日涨幅-1.62%; 状态bottom_area; 底部已确认
5,68.08543860471218,60.21899350695661,002309,中利集团,bottom_area,2025-02-25,2.22,2025-02-24,2.15,3.2558139534883854,5.581395348837215,27.36486486486487,False,0.9091,0.6999,2,7,2,28.57142857142857,43.0535677775506,55.97014925373133,16.744186046511615,3.2558139534883854,历史2/7次成功; 当前距低点3.26%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
6,65.94435684647301,54.95363070539418,000818,航锦科技,bottom_area,2025-02-25,32.8,2025-02-25,32.8,0.0,9.39024390243904,30.5966991112992,False,-9.989,28.74,1,2,1,50.0,46.52489626556016,46.52489626556016,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
7,63.31870452862987,56.90971343606381,300422,博世科,bottom_area,2025-02-25,4.28,2025-02-06,4.11,4.1362530413625285,6.5693430656934195,30.220713073005083,False,-1.1547,2.4562,1,2,1,50.0,45.4320987654321,45.4320987654321,15.863746958637472,4.1362530413625285,历史1/2次成功; 当前距低点4.14%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
8,57.923425070819626,51.81292001329732,605162,新中港,bottom_area,2025-02-25,6.97,2025-02-05,6.71,3.8748137108792817,7.451564828614009,28.081457663451232,True,-0.7123,0.8222,1,4,1,25.0,26.46502835538753,26.46502835538753,16.12518628912072,3.8748137108792817,历史1/4次成功; 当前距低点3.87%; 最新日涨幅-0.71%; 状态bottom_area; 底部已确认
