rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.7841050296001,80.84102661596961,605033,美邦股份,bottom_area,2026-03-02,23.7,34.69,2026-03-02,23.67,0.12674271229403286,2.49260667511618,31.76707985010088,31.68059959642548,False,-4.8193,8.3609,3,3,3,100.0,51.29419702984025,94.01565995525726,19.873257287705968,0.12674271229403286,历史3/3次成功; 当前距低点0.13%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
2,89.89993039395377,76.47281632653062,600271,航天信息,bottom_area,2026-03-02,9.91,13.99,2026-03-02,9.8,1.1224489795918309,3.265306122448964,29.94996426018584,29.16368834882059,False,-2.0751,1.9997,1,1,1,100.0,21.999999999999996,21.999999999999996,18.87755102040817,1.1224489795918309,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
3,87.8881179864908,73.94371498717858,600986,浙文互联,bottom_area,2026-03-02,11.56,16.48,2026-03-02,11.5,0.5217391304347869,4.521739130434779,30.21844660194175,29.85436893203883,False,-5.0903,12.1372,5,6,5,83.33333333333334,37.2040154367557,60.28761061946904,19.478260869565215,0.5217391304347869,历史5/6次成功; 当前距低点0.52%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
4,85.82188724782414,72.3590770144238,688317,之江生物,bottom_area,2026-03-02,20.51,28.58,2026-03-02,20.38,0.6378802747792078,2.894995093228655,28.691392582225333,28.236529041287607,False,-2.6578,1.4856,3,4,3,75.0,37.948623875916084,40.461049284578706,19.362119725220793,0.6378802747792078,历史3/4次成功; 当前距低点0.64%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
5,85.39781246581002,71.3184871525067,605116,奥锐特,bottom_area,2026-03-02,25.53,35.58,2026-03-02,25.5,0.11764705882353386,4.3137254901960835,28.330522765598648,28.24620573355817,False,-3.8056,1.4053,1,1,1,100.0,32.02538949798039,32.02538949798039,19.882352941176467,0.11764705882353386,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
6,84.70549558816333,71.62689654440662,001206,依依股份,bottom_area,2026-03-02,22.75,31.9,2026-03-02,22.57,0.7975188303057144,3.7660611431103295,29.24764890282131,28.683385579937298,False,-4.1298,4.1919,1,1,1,100.0,42.01741654571844,42.01741654571844,19.202481169694284,0.7975188303057144,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
7,84.115556948462,74.62015059408678,300780,德恩精工,bottom_area,2026-03-02,23.89,32.08,2026-02-25,23.1,3.419913419913416,9.74025974025974,27.992518703241885,25.529925187032415,True,-4.44,12.1226,1,1,1,100.0,41.22340425531916,41.22340425531916,16.580086580086583,3.419913419913416,历史1/1次成功; 当前距低点3.42%; 最新日涨幅-4.44%; 状态bottom_area; 底部已确认
8,83.14837878940769,69.8045005952602,301023,奕帆传动,bottom_area,2026-03-02,44.8,65.18,2026-03-02,44.62,0.4034065441506045,4.459883460331694,31.543418226449845,31.267259895673533,False,-4.8428,7.2874,1,1,1,100.0,27.388535031847127,27.388535031847127,19.596593455849394,0.4034065441506045,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
9,82.05129957743495,68.93948141774497,300182,捷成股份,bottom_area,2026-03-02,6.73,9.46,2026-03-02,6.7,0.4477611940298544,5.22388059701492,29.175475687103596,28.858350951374206,False,-6.0056,16.058,1,1,1,100.0,23.281596452328156,23.281596452328156,19.552238805970145,0.4477611940298544,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-6.01%; 状态bottom_area; 底部未确认
10,71.85015154502699,60.37804808743296,300363,博腾股份,bottom_area,2026-03-02,22.01,30.4,2026-03-02,21.91,0.4564125969876834,6.526700136923778,27.927631578947366,27.598684210526308,False,-6.4201,3.7759,3,6,3,50.0,35.69176778798318,46.29503738953092,19.543587403012317,0.4564125969876834,历史3/6次成功; 当前距低点0.46%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
11,67.80683148740205,57.707941691405985,603598,引力传媒,bottom_area,2026-03-02,22.88,31.6,2026-03-02,22.62,1.1494252873563129,4.553492484526957,28.417721518987342,27.594936708860768,False,-6.2679,9.0264,1,2,1,50.0,23.325974981604134,23.325974981604134,18.850574712643688,1.1494252873563129,历史1/2次成功; 当前距低点1.15%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
12,65.6249296892654,55.189265687583465,300723,一品红,bottom_area,2026-03-02,32.26,45.88,2026-03-02,32.1,0.49844236760123545,5.171339563862917,30.03487358326068,29.68613775065389,False,-2.6848,2.341,1,2,1,50.0,31.428571428571427,31.428571428571427,19.501557632398768,0.49844236760123545,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
13,63.81980563059482,53.74994639268653,603099,长白山,bottom_area,2026-03-02,38.25,52.2,2026-03-02,38.03,0.5784906652642621,3.023928477517745,27.145593869731805,26.724137931034488,False,-2.3986,1.8112,1,2,1,50.0,24.671532846715323,24.671532846715323,19.421509334735738,0.5784906652642621,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
14,61.60508668292578,51.95730393328903,688095,福昕软件,bottom_area,2026-03-02,83.0,121.0,2026-03-02,82.46,0.6548629638612736,4.559786563182156,31.851239669421496,31.40495867768595,False,-4.3779,3.9063,2,6,2,33.33333333333333,28.962678266448417,31.679509356817103,19.345137036138727,0.6548629638612736,历史2/6次成功; 当前距低点0.65%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
15,60.78311859036276,54.98674513792541,688119,中钢洛耐,bottom_area,2026-03-02,6.28,8.45,2026-02-12,6.01,4.492512479201339,9.317803660565732,28.87573964497041,25.680473372781055,True,-1.4129,2.4779,1,2,1,50.0,30.267062314540045,30.267062314540045,15.507487520798662,4.492512479201339,历史1/2次成功; 当前距低点4.49%; 最新日涨幅-1.41%; 状态bottom_area; 底部已确认
16,59.33769488321523,49.64681084492616,688123,聚辰股份,bottom_area,2026-03-02,137.4,191.45,2026-03-02,137.1,0.21881838074399082,3.9970824215900937,28.388613214938623,28.231914337947238,False,-3.4299,4.2848,1,3,1,33.33333333333333,27.862276449941504,27.862276449941504,19.78118161925601,0.21881838074399082,历史1/3次成功; 当前距低点0.22%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
17,58.48059163602664,49.34299919289749,000503,国新健康,bottom_area,2026-03-02,8.91,12.54,2026-03-02,8.85,0.6779661016949209,3.050847457627114,29.42583732057416,28.947368421052627,False,-3.0468,2.0386,1,3,1,33.33333333333333,31.85714285714286,31.85714285714286,19.32203389830508,0.6779661016949209,历史1/3次成功; 当前距低点0.68%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
18,55.89411963734767,47.26021980869105,000995,皇台酒业,bottom_area,2026-03-02,15.25,21.2,2026-03-02,15.13,0.7931262392597437,4.097818902842031,28.63207547169811,28.066037735849054,False,-4.2085,8.2644,2,8,2,25.0,23.45993351722187,24.697644812221508,19.206873760740255,0.7931262392597437,历史2/8次成功; 当前距低点0.79%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
19,53.180721004099894,45.12812901795015,300364,中文在线,bottom_area,2026-03-02,30.61,43.8,2026-03-02,30.31,0.9897723523589598,4.387990762124717,30.799086757990867,30.11415525114155,False,-4.5228,11.9312,2,9,2,22.22222222222222,20.42609906329583,20.7773851590106,19.01022764764104,0.9897723523589598,历史2/9次成功; 当前距低点0.99%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
