rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.11408763920589,82.26711409530438,000695,滨海能源,bottom_area,2024-12-13,11.89,2024-12-04,11.7,1.6239316239316348,7.179487179487179,30.810171496156123,True,-0.3353,3.7129,3,3,3,100.0,16.77246342940055,21.910112359550556,6.376068376068365,1.6239316239316348,历史3/3次成功; 当前距低点1.62%; 最新日涨幅-0.34%; 状态bottom_area; 底部已确认
2,81.66720641383162,75.61778371651076,002347,泰尔股份,bottom_area,2024-12-13,9.12,2024-12-13,9.12,0.0,4.934210526315801,31.480090157776115,False,-9.9704,35.5576,5,5,5,100.0,15.955826432853499,29.585798816568047,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
3,75.33055787482176,70.9178892126983,002520,日发精机,bottom_area,2024-12-13,7.02,2024-12-11,6.96,0.8620689655172358,6.465517241379313,28.09917355371901,False,-1.1268,16.9657,5,6,5,83.33333333333334,14.892866240560476,30.752212389380546,7.137931034482764,0.8620689655172358,历史5/6次成功; 当前距低点0.86%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
4,70.9177297416024,65.66456457555778,002312,川发龙蟒,bottom_area,2024-12-13,16.51,2024-12-13,16.51,0.0,5.330102967898237,27.840909090909083,False,-4.5665,8.7555,3,4,3,75.0,16.610562234181607,21.638330757341585,8.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
