rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.37367952645769,81.76753158461699,603103,横店影视,bottom_area,2025-03-11,13.44,2025-03-10,13.05,2.9885057471264274,3.5249042145593794,27.580466148723637,False,0.6742,0.7705,2,2,2,100.0,34.20067036594215,37.951807228915676,5.0114942528735735,2.9885057471264274,历史2/2次成功; 当前距低点2.99%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
2,80.75038806518812,79.24450998684571,600421,退市华嵘,bottom_area,2025-03-11,6.82,2025-03-05,6.62,3.021148036253779,6.495468277945616,27.886710239651414,False,-2.432,4.1755,3,3,3,100.0,26.842621018840468,44.900662251655625,4.978851963746221,3.021148036253779,历史3/3次成功; 当前距低点3.02%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
3,79.54782418980126,77.54847026449852,300422,博世科,bottom_area,2025-03-11,4.22,2025-02-06,4.11,2.6763990267639763,6.5693430656934195,30.220713073005083,False,-0.2364,1.5062,2,2,2,100.0,30.164838954410644,45.4320987654321,5.323600973236024,2.6763990267639763,历史2/2次成功; 当前距低点2.68%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
4,74.68981118674166,73.73834862385323,605066,天正电气,bottom_area,2025-03-11,8.37,2025-03-11,8.1,3.3333333333333286,4.814814814814822,28.191489361702125,False,0.1196,12.9788,1,1,1,100.0,11.926605504587146,11.926605504587146,4.666666666666671,3.3333333333333286,历史1/1次成功; 当前距低点3.33%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
5,73.64737953904459,73.48666051173835,002718,友邦吊顶,bottom_area,2025-03-11,13.9,2025-03-05,13.38,3.8863976083706993,3.8863976083706993,27.32210755024443,False,0.8708,2.3222,1,1,1,100.0,17.352941176470598,17.352941176470598,4.113602391629301,3.8863976083706993,历史1/1次成功; 当前距低点3.89%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
