rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.08742324115495,83.41875,300580,贝斯特,bottom_area,2024-04-12,24.59,2024-04-09,24.32,1.1101973684210509,7.565789473684211,28.153618906942395,True,-0.0813,1.3631,1,1,1,100.0,53.89266817838245,53.89266817838245,18.88980263157895,1.1101973684210509,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-0.08%; 状态bottom_area; 底部已确认
2,89.40493401216797,78.2026168224299,002611,东方精工,bottom_area,2024-04-12,6.59,2024-04-11,6.42,2.6479750778816187,5.451713395638624,30.818965517241377,False,-0.9023,4.8957,1,1,1,100.0,145.12534818941506,145.12534818941506,17.35202492211838,2.6479750778816187,历史1/1次成功; 当前距低点2.65%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
3,85.74771406876386,73.75954475149005,002676,顺威股份,bottom_area,2024-04-12,4.11,2024-04-10,4.04,1.7326732673267398,4.7029702970297125,27.72808586762075,False,0.7353,3.2744,2,3,2,66.66666666666666,31.308457711442777,39.33333333333333,18.26732673267326,1.7326732673267398,历史2/3次成功; 当前距低点1.73%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
4,85.3712346929651,75.89621201988012,300548,长芯博创,bottom_area,2024-04-12,23.71,2024-04-10,22.9,3.5371179039301412,6.462882096069872,31.641791044776124,False,2.9974,8.6091,1,1,1,100.0,26.026026026026024,26.026026026026024,16.46288209606986,3.5371179039301412,历史1/1次成功; 当前距低点3.54%; 最新日涨幅3.00%; 状态bottom_area; 底部未确认
5,84.90701815653944,72.23352688301566,688220,翱捷科技,bottom_area,2024-04-12,37.64,2024-04-12,37.22,1.1284255776464314,3.0628694250403026,31.328413284132843,False,0.213,0.9607,2,4,2,50.0,35.14159784972857,45.103092783505154,18.87157442235357,1.1284255776464314,历史2/4次成功; 当前距低点1.13%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
6,81.61088886359681,68.71862177470108,603327,福蓉科技,bottom_area,2024-04-12,15.98,2024-04-12,15.89,0.5663939584644421,3.6500943989930668,27.110091743119263,False,-0.8685,3.2853,3,5,3,60.0,73.13891504398597,129.39632545931758,19.43360604153556,0.5663939584644421,历史3/5次成功; 当前距低点0.57%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
7,81.03702919478627,68.20122777572725,688114,华大智造,bottom_area,2024-04-12,54.09,2024-04-12,53.8,0.5390334572490824,5.111524163568774,27.71731828563752,False,-3.9254,0.9074,1,1,1,100.0,20.431312141156706,20.431312141156706,19.460966542750917,0.5390334572490824,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
8,77.12594044620684,67.47635664873172,300474,景嘉微,bottom_area,2024-04-12,66.78,2024-04-11,65.05,2.6594926979246796,4.5196003074558,30.2711973416229,False,1.32,3.2203,2,5,2,40.0,56.74256339264612,59.857142857142854,17.340507302075324,2.6594926979246796,历史2/5次成功; 当前距低点2.66%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
9,76.48814030237851,64.61077541375013,603178,圣龙股份,bottom_area,2024-04-12,27.21,2024-04-11,27.01,0.7404664938911487,3.6282858200666306,30.743589743589737,False,-1.5913,1.9443,3,5,3,60.0,30.048596880763135,44.66270354096666,19.259533506108852,0.7404664938911487,历史3/5次成功; 当前距低点0.74%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
10,74.31366822774702,63.81341211982063,688327,云从科技,bottom_area,2024-04-12,11.79,2024-04-10,11.6,1.6379310344827542,6.2931034482758665,30.162552679108973,False,-1.0076,1.8988,3,7,3,42.857142857142854,34.06702315598246,53.56783919597991,18.36206896551725,1.6379310344827542,历史3/7次成功; 当前距低点1.64%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
11,74.12007609301311,62.20198570265675,603106,恒银科技,bottom_area,2024-04-12,5.24,2024-04-11,5.22,0.3831417624521162,4.022988505747126,29.268292682926834,False,-1.6886,1.6179,2,4,2,50.0,34.38467161853536,34.60144927536232,19.616858237547884,0.3831417624521162,历史2/4次成功; 当前距低点0.38%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
