rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.02288554693305,80.92582232458922,300437,清水源,bottom_area,2022-09-27,17.42,2022-09-27,17.02,2.350176263219754,2.4676850763807385,30.897279740154282,False,1.8118,1.7497,5,6,5,83.33333333333334,24.628445545144793,30.330330330330323,17.649823736780245,2.350176263219754,历史5/6次成功; 当前距低点2.35%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
2,92.65606234416387,80.96359386219547,603315,福鞍股份,bottom_area,2022-09-27,19.79,2022-09-26,19.29,2.5920165889061693,3.939865215137385,30.335861321776818,False,1.6958,0.599,1,1,1,100.0,41.68490153172865,41.68490153172865,17.40798341109383,2.5920165889061693,历史1/1次成功; 当前距低点2.59%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
3,92.63119200225151,80.61790913467435,688199,久日新材,bottom_area,2022-09-27,34.52,2022-09-26,33.72,2.3724792408066557,2.7580071174377214,28.920741989881954,False,2.3725,0.9581,1,1,1,100.0,37.135278514588855,37.135278514588855,17.627520759193345,2.3724792408066557,历史1/1次成功; 当前距低点2.37%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
4,92.11140364672215,80.9498481179837,688055,龙腾光电,bottom_area,2022-09-27,4.25,2022-09-26,4.13,2.9055690072639253,3.6319612590799117,27.54385964912281,False,2.1635,0.202,1,1,1,100.0,45.45454545454546,45.45454545454546,17.094430992736076,2.9055690072639253,历史1/1次成功; 当前距低点2.91%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
5,91.49224809634599,79.83135509832626,688018,乐鑫科技,bottom_area,2022-09-27,80.77,2022-09-26,78.79,2.5130092651351563,2.6399289249904787,32.65811965811965,False,1.1648,0.8249,1,1,1,100.0,34.629119477604306,34.629119477604306,17.486990734864843,2.5130092651351563,历史1/1次成功; 当前距低点2.51%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
6,91.32192175106674,79.61109578052303,000591,太阳能,bottom_area,2022-09-27,7.07,2022-09-19,6.9,2.4637681159420275,4.927536231884055,27.672955974842754,False,1.8732,0.7924,1,1,1,100.0,32.84132841328414,32.84132841328414,17.536231884057973,2.4637681159420275,历史1/1次成功; 当前距低点2.46%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
7,90.44334454818187,79.18249448781363,002283,天润工业,bottom_area,2022-09-27,5.33,2022-09-19,5.19,2.6974951830443095,5.394990366088619,27.816411682892905,False,1.912,0.3782,1,1,1,100.0,33.402061855670105,33.402061855670105,17.30250481695569,2.6974951830443095,历史1/1次成功; 当前距低点2.70%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
8,89.8428802813677,77.90803271631515,600130,波导股份,bottom_area,2022-09-27,3.76,2022-09-26,3.68,2.1739130434782505,3.8043478260869477,31.97781885397412,False,1.897,2.6596,1,1,1,100.0,20.13201320132014,20.13201320132014,17.82608695652175,2.1739130434782505,历史1/1次成功; 当前距低点2.17%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
9,89.80147875119047,78.77032983508248,002516,旷达科技,bottom_area,2022-09-27,4.77,2022-09-26,4.64,2.8017241379310325,3.663793103448275,29.59028831562975,False,2.5806,0.7824,1,1,1,100.0,32.46376811594203,32.46376811594203,17.198275862068968,2.8017241379310325,历史1/1次成功; 当前距低点2.80%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
10,89.27931371709965,79.18233241533954,300538,同益股份,bottom_area,2022-09-27,11.23,2022-09-26,10.86,3.406998158379383,3.5911602209944804,29.019607843137262,False,2.9331,0.6489,2,2,2,100.0,25.431657077658826,30.150753768844226,16.59300184162062,3.406998158379383,历史2/2次成功; 当前距低点3.41%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
11,88.73580303549885,78.75958849304631,002343,慈文传媒,bottom_area,2022-09-27,5.1,2022-09-27,4.93,3.448275862068964,3.65111561866127,29.470672389127333,False,2.6157,1.9441,1,1,1,100.0,40.33149171270718,40.33149171270718,16.551724137931036,3.448275862068964,历史1/1次成功; 当前距低点3.45%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
