rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.14434017717963,76.76755572446729,605399,晨光新材,bottom_area,2024-01-30,11.93,2024-01-30,11.92,0.08389261744966264,6.375838926174494,29.00536033353186,False,-9.8943,4.6896,2,2,2,100.0,44.24102630243285,52.857533497402244,14.916107382550337,0.08389261744966264,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
12,80.00984417371986,70.06810543964231,002384,东山精密,bottom_area,2024-01-30,13.25,2024-01-30,13.2,0.37878787878788417,3.9393939393939497,27.750410509031205,False,-2.6451,1.9558,1,1,1,100.0,18.28893442622951,18.28893442622951,14.621212121212116,0.37878787878788417,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
13,79.49872425515878,69.24116204243593,002304,洋河股份,bottom_area,2024-01-30,92.6,2024-01-24,92.52,0.08646779074794456,5.544747081712073,27.53759398496241,False,-3.2696,0.447,1,1,1,100.0,20.474777448071226,20.474777448071226,14.913532209252056,0.08646779074794456,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
14,77.68214760310858,72.63529670831565,000021,深科技,bottom_area,2024-01-30,12.55,2024-01-23,12.08,3.8907284768211974,11.175496688741719,32.13483146067416,True,-2.1061,1.3463,1,1,1,100.0,26.108374384236456,26.108374384236456,11.109271523178801,3.8907284768211974,历史1/1次成功; 当前距低点3.89%; 最新日涨幅-2.11%; 状态bottom_area; 底部已确认
15,77.67289410497321,68.46247482936764,603035,常熟汽饰,bottom_area,2024-01-30,13.9,2024-01-30,13.8,0.7246376811594177,5.362318840579698,27.786499215070638,False,-4.0718,2.2789,1,1,1,100.0,24.111014744145717,24.111014744145717,14.275362318840582,0.7246376811594177,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
16,75.70373729727154,70.39934240107912,000989,九芝堂,bottom_area,2024-01-30,8.64,2024-01-24,8.34,3.597122302158282,10.91127098321343,28.65697177074422,True,-4.1065,1.1729,1,1,1,100.0,20.703125,20.703125,11.402877697841717,3.597122302158282,历史1/1次成功; 当前距低点3.60%; 最新日涨幅-4.11%; 状态bottom_area; 底部已确认
17,74.7573337234809,69.42490980050586,300350,华鹏飞,bottom_area,2024-01-30,4.7,2024-01-30,4.54,3.524229074889871,8.590308370044045,31.10773899848255,False,-6.3745,10.1554,1,1,1,100.0,23.76425855513308,23.76425855513308,11.47577092511013,3.524229074889871,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
18,74.54863938106006,66.5912461028676,002837,英维克,bottom_area,2024-01-30,20.44,2024-01-30,20.15,1.439205955335001,9.230769230769246,28.189593727726304,False,-8.0522,3.6263,2,3,2,66.66666666666666,21.860048464326542,24.517374517374524,13.560794044664998,1.439205955335001,历史2/3次成功; 当前距低点1.44%; 最新日涨幅-8.05%; 状态bottom_area; 底部未确认
19,73.82173586899172,69.39632830213122,600318,新力金融,bottom_area,2024-01-30,7.48,2024-01-30,7.18,4.1782729805014025,6.406685236768802,32.77153558052434,False,-6.2657,22.8395,1,1,1,100.0,31.627906976744185,31.627906976744185,10.821727019498597,4.1782729805014025,历史1/1次成功; 当前距低点4.18%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
20,73.36658204542714,69.36631597102449,002330,得利斯,bottom_area,2024-01-30,4.89,2024-01-23,4.68,4.487179487179486,10.683760683760685,29.198184568835106,True,-2.3952,0.9853,1,1,1,100.0,15.844544095665164,15.844544095665164,10.512820512820513,4.487179487179486,历史1/1次成功; 当前距低点4.49%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
21,73.29820458450807,64.08134035171166,603305,旭升集团,bottom_area,2024-01-30,13.94,2024-01-30,13.9,0.2877697841726557,4.532374100719417,30.98311817279047,False,-2.5175,0.9429,2,3,2,66.66666666666666,23.875208564293793,32.41061130334487,14.712230215827343,0.2877697841726557,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
22,72.3076700810351,63.25284414387803,300530,领湃科技,bottom_area,2024-01-30,18.84,2024-01-30,18.78,0.31948881789136696,5.697550585729501,30.95588235294117,False,-3.3846,1.394,3,5,3,60.0,27.802573379948058,34.07510431154381,14.680511182108633,0.31948881789136696,历史3/5次成功; 当前距低点0.32%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
23,71.65148934915143,67.81517806052328,001201,东瑞股份,bottom_area,2024-01-30,19.33,2024-01-24,18.49,4.542996214169821,11.303407247160628,29.2113323124043,True,-3.9264,1.2788,1,1,1,100.0,18.4043517679057,18.4043517679057,10.457003785830178,4.542996214169821,历史1/1次成功; 当前距低点4.54%; 最新日涨幅-3.93%; 状态bottom_area; 底部已确认
24,71.15185280676882,63.495618023042944,603099,长白山,bottom_area,2024-01-30,28.5,2024-01-29,28.11,1.3874066168623287,11.704019921736034,30.506798516687272,False,0.3875,10.1198,1,2,1,50.0,24.671532846715323,24.671532846715323,13.612593383137671,1.3874066168623287,历史1/2次成功; 当前距低点1.39%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
25,70.87387882269563,62.11594016192406,688095,福昕软件,bottom_area,2024-01-30,50.13,2024-01-30,49.92,0.42067307692307865,5.208333333333337,30.24035774175517,False,-3.4104,1.6922,2,3,2,66.66666666666666,25.152731777645194,31.679509356817103,14.579326923076922,0.42067307692307865,历史2/3次成功; 当前距低点0.42%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
26,70.67113472067541,65.37977663258727,002843,泰嘉股份,bottom_area,2024-01-30,19.3,2024-01-30,18.68,3.31905781584583,4.657387580299791,29.906191369606,False,-0.1035,1.6447,2,3,2,66.66666666666666,28.175063365855337,31.56626506024095,11.68094218415417,3.31905781584583,历史2/3次成功; 当前距低点3.32%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
27,65.13778518660901,58.66289437735996,603032,德新科技,bottom_area,2024-01-30,16.82,2024-01-30,16.51,1.877649909145964,6.8443367655966005,30.630252100840334,False,0.1787,4.3795,1,4,1,25.0,25.53191489361702,25.53191489361702,13.122350090854034,1.877649909145964,历史1/4次成功; 当前距低点1.88%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
28,64.60777486594235,56.250145846776036,300661,圣邦股份,bottom_area,2024-01-30,60.55,2024-01-30,60.51,0.06610477607006965,4.048917534291857,32.391061452513966,False,-2.496,0.7791,1,2,1,50.0,31.832606108687024,31.832606108687024,14.93389522392993,0.06610477607006965,历史1/2次成功; 当前距低点0.07%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
29,62.20636518302194,54.894276066368896,300421,力星股份,bottom_area,2024-01-30,8.96,2024-01-30,8.89,0.7874015748031528,5.7367829021372305,32.13740458015267,False,-3.2397,4.2535,1,2,1,50.0,43.59974009096816,43.59974009096816,14.212598425196846,0.7874015748031528,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
30,61.6759390953971,54.43576693227094,002803,吉宏股份,bottom_area,2024-01-30,15.18,2024-01-30,15.06,0.7968127490039788,4.913678618857903,27.769784172661872,False,-3.8632,3.6639,1,2,1,50.0,41.25000000000001,41.25000000000001,14.203187250996022,0.7968127490039788,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
31,61.61999280210434,53.99043532532375,000887,中鼎股份,bottom_area,2024-01-30,9.9,2024-01-30,9.86,0.40567951318459355,3.9553752535497018,27.232472324723254,False,-2.4631,0.9921,1,2,1,50.0,23.84615384615385,23.84615384615385,14.594320486815407,0.40567951318459355,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
32,57.51543373436501,50.21988429752068,603160,汇顶科技,bottom_area,2024-01-30,54.57,2024-01-30,54.45,0.22038567493112476,4.3158861340679415,31.937499999999996,False,-0.4197,0.9479,1,3,1,33.33333333333333,20.747474747474755,20.747474747474755,14.779614325068874,0.22038567493112476,历史1/3次成功; 当前距低点0.22%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
33,52.86777325581396,45.97197674418605,002824,和胜股份,bottom_area,2024-01-30,14.86,2024-01-30,14.86,0.0,4.643337819650076,28.212560386473427,False,-3.5065,1.1382,1,4,1,25.0,19.06976744186047,19.06976744186047,15.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
34,52.52302283397354,45.67219376867265,605255,天普股份,bottom_area,2024-01-30,15.75,2024-01-30,15.75,0.0,4.444444444444439,28.40909090909091,False,-10.0,4.368,1,3,1,33.33333333333333,16.069142125480155,16.069142125480155,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
35,52.4117383978261,45.83292337884872,300769,德方纳米,bottom_area,2024-01-30,43.26,2024-01-30,43.13,0.30141432877346497,5.100857871551114,31.124241456403702,False,-3.2431,3.595,1,5,1,20.0,20.592193808882907,20.592193808882907,14.698585671226535,0.30141432877346497,历史1/5次成功; 当前距低点0.30%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
