rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.18,72.65,002685,华东重机,bottom_area,2022-05-13,3.47,2022-05-13,3.47,0.0,3.45821325648414,28.30578512396694,False,-9.8701,11.4276,1,1,1,100.0,109.52380952380952,109.52380952380952,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.87%; 状态bottom_area; 底部未确认
2,81.90941237626996,71.61898800553277,603078,江化微,bottom_area,2022-05-13,24.22,2022-05-13,23.6,2.6271186440677856,5.211864406779648,27.828746177370036,False,-4.0412,6.2011,1,1,1,100.0,24.563540397888758,24.563540397888758,17.372881355932215,2.6271186440677856,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
3,65.32530011142774,54.549552790956035,002690,美亚光电,bottom_area,2022-05-13,17.89,2022-05-13,17.87,0.1119194180190239,3.077783995523227,28.5771382893685,False,-0.7214,0.8855,1,2,1,50.0,23.25123152709359,23.25123152709359,19.888080581980976,0.1119194180190239,历史1/2次成功; 当前距低点0.11%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
4,58.9,49.083333333333336,000889,中嘉博创,bottom_area,2022-05-13,2.08,2022-05-13,2.08,0.0,0.0,27.526132404181187,False,-5.0228,0.1793,1,3,1,33.33333333333333,34.408602150537625,34.408602150537625,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-5.02%; 状态bottom_area; 底部未确认
