rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.50713978291101,78.20783982075328,600009,上海机场,bottom_area,2021-07-29,38.72,2021-07-29,38.16,1.4675052410901528,2.8301886792452975,27.795648060548732,False,-0.3603,1.3093,2,2,2,100.0,18.89113855074634,20.250284414106932,13.532494758909847,1.4675052410901528,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
2,85.70627876180316,77.56675210421422,603232,格尔软件,bottom_area,2021-07-29,14.79,2021-07-28,14.48,2.1408839779005437,4.972375690607727,28.245787908820613,False,0.4073,0.921,1,1,1,100.0,17.89229878401853,17.89229878401853,12.859116022099457,2.1408839779005437,历史1/1次成功; 当前距低点2.14%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
3,83.81584900690906,78.36781882145998,000037,深南电A,bottom_area,2021-07-29,7.48,2021-07-28,7.2,3.8888888888888924,7.222222222222216,31.753554502369667,True,2.6063,1.2207,1,1,1,100.0,34.43271767810025,34.43271767810025,11.111111111111107,3.8888888888888924,历史1/1次成功; 当前距低点3.89%; 最新日涨幅2.61%; 状态bottom_area; 底部已确认
4,83.13407566597394,76.0082977517476,002600,领益智造,bottom_area,2021-07-29,6.88,2021-07-29,6.7,2.6865671641791002,3.5820895522388088,27.64578833693304,False,1.6248,3.0222,1,1,1,100.0,16.20253164556961,16.20253164556961,12.3134328358209,2.6865671641791002,历史1/1次成功; 当前距低点2.69%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
5,82.40608987685147,74.47480114953181,601717,中创智领,bottom_area,2021-07-29,9.39,2021-07-28,9.2,2.065217391304362,7.065217391304353,28.626842513576424,False,-0.2125,1.4703,1,1,1,100.0,22.814498933901906,22.814498933901906,12.934782608695638,2.065217391304362,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
6,70.6241118926431,67.33923656543875,603208,江山欧派,bottom_area,2021-07-29,71.37,2021-07-28,68.01,4.940449933833259,10.454344949272164,31.92192192192192,True,-3.332,0.5388,1,1,1,100.0,20.717539863325737,20.717539863325737,10.059550066166741,4.940449933833259,历史1/1次成功; 当前距低点4.94%; 最新日涨幅-3.33%; 状态bottom_area; 底部已确认
