rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.81363718776583,72.82526964219367,603103,横店影视,bottom_area,2025-03-07,13.21,2025-03-07,13.08,0.9938837920489355,6.116207951070342,27.413984461709212,False,-4.964,1.6851,2,2,2,100.0,34.20067036594215,37.951807228915676,19.006116207951067,0.9938837920489355,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
2,74.59912843258057,63.566647742633165,300422,博世科,bottom_area,2025-03-07,4.16,2025-02-06,4.11,1.2165450121654457,6.5693430656934195,30.220713073005083,False,-1.4218,1.9799,1,2,1,50.0,45.4320987654321,45.4320987654321,18.783454987834556,1.2165450121654457,历史1/2次成功; 当前距低点1.22%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
3,63.89329303485674,53.83721300760955,600421,退市华嵘,bottom_area,2025-03-07,6.66,2025-03-05,6.62,0.6042296072507558,4.682779456193348,27.886710239651414,False,-2.6316,4.1248,1,3,1,33.33333333333333,44.900662251655625,44.900662251655625,19.395770392749245,0.6042296072507558,历史1/3次成功; 当前距低点0.60%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
