rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.96709604165075,81.98227666785056,600203,福日电子,bottom_area,2025-03-31,9.29,2025-03-31,9.01,3.1076581576026565,3.329633740288576,32.50936329588015,False,0.0,4.6864,3,3,3,100.0,20.149125092390385,24.045801526717554,11.892341842397343,3.1076581576026565,历史3/3次成功; 当前距低点3.11%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
24,69.61613214371835,60.53576708149422,600960,渤海汽车,bottom_area,2025-03-31,3.38,2025-03-31,3.38,0.0,4.733727810650891,30.737704918032787,False,-10.1064,5.5565,2,4,2,50.0,43.20304882523773,69.9604743083004,15.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-10.11%; 状态bottom_area; 底部未确认
25,69.34283340874816,63.21534592263917,300697,电工合金,bottom_area,2025-03-31,15.8,2025-03-31,15.41,2.530824140168725,3.634003893575603,27.34559170202735,False,-1.3117,9.3248,2,4,2,50.0,26.320564313031607,31.64400494437578,12.469175859831275,2.530824140168725,历史2/4次成功; 当前距低点2.53%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
26,67.9439210876674,64.25005805922027,688023,安恒信息,bottom_area,2025-03-31,52.99,2025-03-31,50.71,4.4961546046144765,6.487872214553341,29.451864218141345,False,1.8843,2.9006,2,4,2,50.0,33.50156213839389,39.261744966442954,10.503845395385522,4.4961546046144765,历史2/4次成功; 当前距低点4.50%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
27,67.66512788669567,60.392468693735744,600097,开创国际,bottom_area,2025-03-31,9.45,2025-03-31,9.32,1.3948497854077146,3.1115879828326087,27.751937984496124,False,-1.357,3.7235,1,2,1,50.0,30.552291421856637,30.552291421856637,13.605150214592285,1.3948497854077146,历史1/2次成功; 当前距低点1.39%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
28,66.7782614457934,62.4115640301477,603211,晋拓股份,bottom_area,2025-03-31,17.73,2025-03-31,17.07,3.8664323374340954,5.448154657293496,27.36170212765957,False,-2.5824,14.6075,3,5,3,60.0,16.704461072566843,17.962003454231418,11.133567662565905,3.8664323374340954,历史3/5次成功; 当前距低点3.87%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
29,64.91268805915094,58.90519331682946,688111,金山办公,bottom_area,2025-03-31,299.12,2025-03-31,292.44,2.284229243605528,3.2211735740664804,27.251921689594273,False,-1.5405,1.7581,2,5,2,40.0,21.791591356183137,27.68058076225045,12.71577075639447,2.284229243605528,历史2/5次成功; 当前距低点2.28%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
30,62.95917988970887,56.7042634450752,601798,蓝科高新,bottom_area,2025-03-31,6.5,2025-03-31,6.38,1.8808777429467103,4.231974921630101,29.96706915477497,False,-2.4024,4.5272,2,6,2,33.33333333333333,19.458770783120215,21.74721189591078,13.11912225705329,1.8808777429467103,历史2/6次成功; 当前距低点1.88%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
31,61.990712118447114,57.81834624895828,300530,领湃科技,bottom_area,2025-03-31,22.65,2025-03-31,21.83,3.7562986715529108,5.222171323866242,28.660130718954257,False,-1.436,2.608,3,7,3,42.857142857142854,27.802573379948058,34.07510431154381,11.24370132844709,3.7562986715529108,历史3/7次成功; 当前距低点3.76%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
32,61.979232551820665,55.01457854127918,300721,怡达股份,bottom_area,2025-03-31,13.78,2025-03-31,13.63,1.1005135730007232,9.170946441672779,31.5075376884422,False,-9.8168,19.5216,2,7,2,28.57142857142857,21.34120308298442,22.270742358078603,13.899486426999278,1.1005135730007232,历史2/7次成功; 当前距低点1.10%; 最新日涨幅-9.82%; 状态bottom_area; 底部未确认
33,60.89405098096851,55.804840328764115,300676,华大基因,bottom_area,2025-03-31,52.65,2025-03-31,51.21,2.8119507908611556,3.964069517672332,27.155049786628734,False,-0.7727,1.1522,1,2,1,50.0,23.258538343696497,23.258538343696497,12.188049209138843,2.8119507908611556,历史1/2次成功; 当前距低点2.81%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
34,60.790930125014704,55.09391254315305,000890,法尔胜,bottom_area,2025-03-31,3.23,2025-03-31,3.16,2.2151898734177164,3.797468354430369,27.853881278538807,False,-2.4169,4.8477,1,4,1,25.0,32.954545454545446,32.954545454545446,12.784810126582283,2.2151898734177164,历史1/4次成功; 当前距低点2.22%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
35,60.528553285436594,54.95187669498487,001202,炬申股份,bottom_area,2025-03-31,15.51,2025-03-31,15.16,2.3087071240105517,6.926121372031667,32.109270040304516,False,-1.2102,7.6885,2,6,2,33.33333333333333,15.281696797825822,15.531135531135526,12.691292875989449,2.3087071240105517,历史2/6次成功; 当前距低点2.31%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
36,59.19301239908713,55.779881219603446,301389,隆扬电子,bottom_area,2025-03-31,22.03,2025-03-31,21.12,4.308712121212121,6.250000000000002,31.428571428571427,False,0.7316,10.1562,1,2,1,50.0,18.998628257887525,18.998628257887525,10.691287878787877,4.308712121212121,历史1/2次成功; 当前距低点4.31%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
37,59.07240558008536,54.93502285370505,000710,贝瑞基因,bottom_area,2025-03-31,13.53,2025-03-31,13.06,3.5987748851454735,4.5941807044410385,31.443569553805773,False,-1.6715,7.6467,2,5,2,40.0,16.560374149659864,17.3469387755102,11.401225114854526,3.5987748851454735,历史2/5次成功; 当前距低点3.60%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
38,58.8827223273016,55.55941186902835,000555,神州信息,bottom_area,2025-03-31,11.92,2025-03-31,11.42,4.378283712784588,4.903677758318743,28.580362726704188,False,-1.1609,5.4043,1,2,1,50.0,41.139240506329116,41.139240506329116,10.62171628721541,4.378283712784588,历史1/2次成功; 当前距低点4.38%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
39,57.643389830662,53.90270877736712,300397,天和防务,bottom_area,2025-03-31,12.27,2025-03-31,11.81,3.895004233700246,4.995766299745977,28.42424242424242,False,-1.5249,7.6524,1,3,1,33.33333333333333,45.75260804769001,45.75260804769001,11.104995766299753,3.895004233700246,历史1/3次成功; 当前距低点3.90%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
40,56.81882053223065,53.128568748697305,002599,盛通股份,bottom_area,2025-03-31,9.61,2025-03-31,9.25,3.8918918918918854,5.081081081081088,31.53219837157661,False,-1.8386,6.4902,1,2,1,50.0,22.107969151670947,22.107969151670947,11.108108108108114,3.8918918918918854,历史1/2次成功; 当前距低点3.89%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
41,56.55953584283331,53.05967151642421,300451,创业慧康,bottom_area,2025-03-31,6.14,2025-03-31,5.9,4.06779661016948,4.745762711864396,27.60736196319018,False,-0.9677,4.3912,1,2,1,50.0,23.89380530973452,23.89380530973452,10.93220338983052,4.06779661016948,历史1/2次成功; 当前距低点4.07%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
42,56.30385802469136,48.95987654320988,002278,神开股份,bottom_area,2025-03-31,8.42,2025-03-31,8.42,0.0,3.087885985748216,29.833333333333336,False,-10.0427,5.4691,1,3,1,33.33333333333333,33.74485596707818,33.74485596707818,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
43,55.02598831666848,52.3296150234742,002279,久其软件,bottom_area,2025-03-31,6.55,2025-03-31,6.25,4.799999999999997,4.799999999999997,28.977272727272734,False,1.0802,3.5353,1,3,1,33.33333333333333,25.915492957746476,25.915492957746476,10.200000000000003,4.799999999999997,历史1/3次成功; 当前距低点4.80%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
44,54.88644717168224,51.63169529528011,300608,思特奇,bottom_area,2025-03-31,11.62,2025-03-31,11.15,4.21524663677129,4.932735426008959,27.456083279115152,False,0.2588,4.0554,1,4,1,25.0,16.384180790960464,16.384180790960464,10.78475336322871,4.21524663677129,历史1/4次成功; 当前距低点4.22%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
45,50.3295736196319,43.76484662576687,605069,正和生态,bottom_area,2025-03-31,9.41,2025-03-31,9.41,0.0,0.9564293304994672,27.11076684740511,False,-10.0382,8.0041,1,5,1,20.0,18.036809815950903,18.036809815950903,15.0,0.0,历史1/5次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
