rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.96709604165075,81.98227666785056,600203,福日电子,bottom_area,2025-03-31,9.29,2025-03-31,9.01,3.1076581576026565,3.329633740288576,32.50936329588015,False,0.0,4.6864,3,3,3,100.0,20.149125092390385,24.045801526717554,11.892341842397343,3.1076581576026565,历史3/3次成功; 当前距低点3.11%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,87.65274122762051,77.92191970735655,603163,圣晖集成,bottom_area,2025-03-31,24.82,2025-03-31,24.53,1.1822258459029724,2.5682837342030127,27.05917335712162,False,-1.3514,5.5485,1,1,1,100.0,30.52362707535122,30.52362707535122,13.817774154097027,1.1822258459029724,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
3,85.44616464646043,77.5611592132467,605228,神通科技,bottom_area,2025-03-31,10.23,2025-03-31,10.0,2.3000000000000043,8.800000000000008,27.79783393501805,False,-5.5402,2.6756,3,3,3,100.0,19.167522651864033,20.32967032967033,12.699999999999994,2.3000000000000043,历史3/3次成功; 当前距低点2.30%; 最新日涨幅-5.54%; 状态bottom_area; 底部未确认
4,84.64880362050363,77.24651907597871,002300,太阳电缆,bottom_area,2025-03-31,6.35,2025-03-31,6.19,2.584814216478178,6.623586429725351,29.579067121729224,False,-7.7035,14.2605,2,2,2,100.0,37.633846718005124,38.41584158415842,12.415185783521821,2.584814216478178,历史2/2次成功; 当前距低点2.58%; 最新日涨幅-7.70%; 状态bottom_area; 底部未确认
5,83.03695788456741,73.67661877348736,603081,大丰实业,bottom_area,2025-03-31,11.24,2025-03-31,11.12,1.079136690647491,5.6654676258992875,32.68765133171913,False,-7.8689,7.2185,1,1,1,100.0,16.65080875356803,16.65080875356803,13.920863309352507,1.079136690647491,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-7.87%; 状态bottom_area; 底部未确认
6,81.99548359829826,73.93035406403942,603280,南方路机,bottom_area,2025-03-31,23.65,2025-03-31,23.2,1.93965517241379,5.6896551724137945,28.240024744819053,False,-1.0046,18.639,1,1,1,100.0,18.348214285714302,18.348214285714302,13.06034482758621,1.93965517241379,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
7,80.78435934453172,74.74973111395644,002401,中远海科,bottom_area,2025-03-31,16.14,2025-03-31,15.62,3.329065300896296,5.953905249679908,28.414298808432637,False,-3.4689,6.1841,1,1,1,100.0,68.49925705794946,68.49925705794946,11.670934699103704,3.329065300896296,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
8,80.07550418815856,74.57000476842036,301366,一博科技,bottom_area,2025-03-31,53.63,2025-03-31,51.73,3.672917069398813,3.7115793543398454,31.483443708609276,False,-0.5747,6.6421,2,2,2,100.0,26.366966057256242,36.479591836734706,11.327082930601188,3.672917069398813,历史2/2次成功; 当前距低点3.67%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
9,80.0524630765338,74.048838358873,300720,海川智能,bottom_area,2025-03-31,20.9,2025-03-28,20.23,3.3119130004943065,3.80622837370242,31.423728813559322,False,2.001,3.2363,3,5,3,60.0,57.75229601757511,75.69193742478939,11.688086999505693,3.3119130004943065,历史3/5次成功; 当前距低点3.31%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
10,79.38925745297598,69.0341369156313,002553,南方精工,bottom_area,2025-03-31,20.38,2025-03-31,20.38,0.0,4.95583905789991,28.94002789400279,False,-9.9823,31.8838,6,8,6,75.0,34.72654255715746,83.5926449787836,15.0,0.0,历史6/8次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
11,78.49946868829636,71.91786605039434,300509,新美星,bottom_area,2025-03-31,7.72,2025-03-31,7.51,2.7962716378162447,3.8615179760319576,30.783410138248847,False,-0.5155,2.952,1,1,1,100.0,18.028846153846153,18.028846153846153,12.203728362183755,2.7962716378162447,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
12,78.28802668942546,71.75616545670904,603289,泰瑞机器,bottom_area,2025-03-31,8.75,2025-03-31,8.51,2.8202115158636922,3.5252643948296205,27.512776831345832,False,0.4592,4.6536,2,3,2,66.66666666666666,33.86871530221285,40.702947845804985,12.179788484136306,2.8202115158636922,历史2/3次成功; 当前距低点2.82%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
13,76.96903418571877,71.16323223305578,002123,梦网科技,bottom_area,2025-03-31,14.77,2025-03-31,14.3,3.2867132867132782,3.6363636363636336,30.141670737664867,False,0.2716,5.0009,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,11.713286713286722,3.2867132867132782,历史2/3次成功; 当前距低点3.29%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
14,76.59245237566925,68.82048393166254,000736,中交地产,bottom_area,2025-03-31,5.22,2025-03-25,5.13,1.7543859649122777,7.992202729044837,29.822161422708614,True,-2.6119,2.6026,2,3,2,66.66666666666666,18.300092822558383,19.029126213592225,13.245614035087721,1.7543859649122777,历史2/3次成功; 当前距低点1.75%; 最新日涨幅-2.61%; 状态bottom_area; 底部已确认
15,76.12489347312606,69.24564664063378,000757,浩物股份,bottom_area,2025-03-31,3.82,2025-03-31,3.73,2.412868632707771,3.4852546916890055,28.952380952380953,False,-1.7995,3.7765,2,3,2,66.66666666666666,37.851185250219494,52.941176470588246,12.587131367292228,2.412868632707771,历史2/3次成功; 当前距低点2.41%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
16,76.00449966538714,68.33582303846656,603028,赛福天,bottom_area,2025-03-31,6.26,2025-03-31,6.15,1.7886178861788524,5.040650406504058,32.713347921225385,False,-3.096,8.4082,2,3,2,66.66666666666666,35.522608345632634,43.67816091954023,13.211382113821147,1.7886178861788524,历史2/3次成功; 当前距低点1.79%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
17,74.94229091667566,68.4989357416297,002178,延华智能,bottom_area,2025-03-31,6.15,2025-03-31,5.99,2.67111853088481,4.674457429048403,27.305825242718445,False,-2.6899,3.3621,4,6,4,66.66666666666666,20.335587770862393,29.076086956521735,12.32888146911519,2.67111853088481,历史4/6次成功; 当前距低点2.67%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
18,74.17187861104938,67.35437105356844,300746,汉嘉数智,bottom_area,2025-03-31,11.9,2025-03-31,11.63,2.321582115219257,2.923473774720549,27.584059775840586,False,-1.0806,1.7359,2,3,2,66.66666666666666,26.564040911837,36.90896259703598,12.678417884780742,2.321582115219257,历史2/3次成功; 当前距低点2.32%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
19,73.67487104066645,66.4265153275286,002725,跃岭股份,bottom_area,2025-03-31,11.57,2025-03-31,11.35,1.938325991189433,3.87665198237885,29.10680824484698,False,-1.7827,2.7056,2,3,2,66.66666666666666,16.877590971902357,18.562874251497018,13.061674008810567,1.938325991189433,历史2/3次成功; 当前距低点1.94%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
20,72.75598098967141,67.28533134402532,300386,飞天诚信,bottom_area,2025-03-31,14.71,2025-03-31,14.24,3.3005617977528137,4.494382022471914,30.536585365853657,False,-2.1941,4.9801,6,9,6,66.66666666666666,21.526589119543463,31.195335276967924,11.699438202247187,3.3005617977528137,历史6/9次成功; 当前距低点3.30%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
21,72.32498321477787,65.14677387152636,300671,富满微,bottom_area,2025-03-31,27.0,2025-03-31,26.5,1.8867924528301887,14.943396226415098,30.023765513599148,False,-14.5028,7.3503,2,3,2,66.66666666666666,19.580612888777,20.266753415744958,13.11320754716981,1.8867924528301887,历史2/3次成功; 当前距低点1.89%; 最新日涨幅-14.50%; 状态bottom_area; 底部未确认
22,72.1525284307751,67.70355785837651,002730,电光科技,bottom_area,2025-03-31,16.07,2025-03-31,15.44,4.080310880829021,4.404145077720218,31.071428571428566,False,-1.2293,4.1429,2,3,2,66.66666666666666,66.31186981320792,113.1578947368421,10.919689119170977,4.080310880829021,历史2/3次成功; 当前距低点4.08%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
23,71.3224613905551,65.87845824811916,002406,远东传动,bottom_area,2025-03-31,7.66,2025-03-31,7.42,3.234501347708898,5.929919137466313,31.801470588235297,False,-3.4048,15.0201,3,5,3,60.0,37.81248021986791,67.88321167883211,11.7654986522911,3.234501347708898,历史3/5次成功; 当前距低点3.23%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
