rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.12300404601504,82.54484849875618,002269,美邦服饰,confirmed_rebound,2025-10-17,2.27,2025-10-13,2.23,1.793721973094172,8.520179372197308,30.529595015576323,True,-1.7316,3.4299,7,8,7,87.5,40.978680631241446,173.50993377483442,6.206278026905828,1.793721973094172,历史7/8次成功; 当前距低点1.79%; 最新日涨幅-1.73%; 状态confirmed_rebound; 底部已确认
2,85.07458140883935,81.54842280281483,002453,华软科技,bottom_area,2025-10-17,6.79,2025-10-17,6.67,1.799100449775114,5.6971514242878545,31.65983606557377,False,0.8915,9.5819,2,2,2,100.0,18.44285929194665,28.60169491525425,6.200899550224887,1.799100449775114,历史2/2次成功; 当前距低点1.80%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
3,84.39289310306602,80.29360904676214,002491,通鼎互联,confirmed_rebound,2025-10-17,5.03,2025-10-13,4.96,1.4112903225806508,8.467741935483868,28.01161103047895,True,-2.1401,3.4133,2,2,2,100.0,30.437370872290508,52.39520958083833,6.58870967741935,1.4112903225806508,历史2/2次成功; 当前距低点1.41%; 最新日涨幅-2.14%; 状态confirmed_rebound; 底部已确认
4,84.01531915835984,77.79196218366651,688039,当虹科技,bottom_area,2025-10-17,49.0,2025-10-17,49.0,0.0,6.448979591836728,30.956742285472732,False,-5.7692,3.743,7,7,7,100.0,27.644957976701654,79.31638913234006,8.0,0.0,历史7/7次成功; 当前距低点0.00%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
5,83.21453970560516,78.6843567916697,000096,广聚能源,bottom_area,2025-10-17,11.13,2025-09-23,11.01,1.0899182561307992,6.176203451407809,28.039215686274517,False,-1.4172,0.927,2,2,2,100.0,16.82457212713937,21.149144254278735,6.910081743869201,1.0899182561307992,历史2/2次成功; 当前距低点1.09%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
6,83.0172648807032,77.02274201198793,688036,传音控股,bottom_area,2025-10-17,76.61,2025-10-17,76.53,0.10453416960668797,5.6840454723637714,27.04480457578647,False,-5.0093,1.1421,4,4,4,100.0,12.5326877348988,19.148936170212753,7.895465830393313,0.10453416960668797,历史4/4次成功; 当前距低点0.10%; 最新日涨幅-5.01%; 状态bottom_area; 底部未确认
7,82.84007392121349,77.60085193690212,300757,罗博特科,bottom_area,2025-10-17,208.25,2025-10-17,207.0,0.6038647342995169,6.666666666666672,31.606423048965844,False,-5.1555,3.5322,8,8,8,100.0,21.7616318876613,74.11052233156698,7.396135265700483,0.6038647342995169,历史8/8次成功; 当前距低点0.60%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
8,81.64959331544541,75.60147529207909,300563,神宇股份,bottom_area,2025-10-17,36.79,2025-10-17,36.79,0.0,7.039956509921183,28.563106796116504,False,-6.1001,6.6263,4,4,4,100.0,15.86814673160799,20.477137176938378,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-6.10%; 状态bottom_area; 底部未确认
9,81.41253674906632,80.31112700725255,002148,北纬科技,confirmed_rebound,2025-10-17,9.1,2025-10-13,8.81,3.2917139614074817,8.286038592508497,29.236947791164653,True,-2.2556,3.169,4,4,4,100.0,20.248574404632187,27.823408624229966,4.708286038592519,3.2917139614074817,历史4/4次成功; 当前距低点3.29%; 最新日涨幅-2.26%; 状态confirmed_rebound; 底部已确认
10,81.11497764616227,76.50207830991106,603305,旭升集团,bottom_area,2025-10-17,14.78,2025-10-17,14.64,0.9562841530054562,5.669398907103825,27.881773399014776,False,-6.2183,4.8396,6,6,6,100.0,20.174226767545644,32.41061130334487,7.0437158469945444,0.9562841530054562,历史6/6次成功; 当前距低点0.96%; 最新日涨幅-6.22%; 状态bottom_area; 底部未确认
11,81.04699264214047,75.04351170568562,600376,首开股份,bottom_area,2025-10-17,5.81,2025-10-16,5.81,0.0,5.163511187607585,27.375000000000004,False,-1.692,5.4431,3,3,3,100.0,19.319955406911923,24.99999999999999,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
12,80.48836777185558,80.20445818535873,605398,新炬网络,bottom_area,2025-10-17,29.38,2025-10-13,28.3,3.816254416961125,7.102473498233208,28.172588832487307,True,-1.4425,1.4114,4,4,4,100.0,15.889883096935947,22.15700660308142,4.183745583038875,3.816254416961125,历史4/4次成功; 当前距低点3.82%; 最新日涨幅-1.44%; 状态bottom_area; 底部已确认
13,80.39027707493162,77.15515254237289,688621,阳光诺和,confirmed_rebound,2025-10-17,60.1,2025-10-14,59.0,1.8644067796610195,8.322033898305078,31.355439208842352,True,-3.3917,3.365,1,1,1,100.0,46.0,46.0,6.135593220338981,1.8644067796610195,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-3.39%; 状态confirmed_rebound; 底部已确认
14,79.65820150981872,74.06736218404784,000700,模塑科技,bottom_area,2025-10-17,9.21,2025-10-17,9.19,0.2176278563656295,5.114254624591955,30.060882800608834,False,-4.5596,2.8338,2,2,2,100.0,31.363191916997117,52.926829268292686,7.782372143634371,0.2176278563656295,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-4.56%; 状态bottom_area; 底部未确认
15,79.09054037092014,80.20828158526969,000679,大连友谊,confirmed_rebound,2025-10-17,7.75,2025-10-13,7.4,4.7297297297297245,10.675675675675663,29.924242424242426,True,0.1292,1.7553,8,8,8,100.0,14.8498138121154,24.94061757719715,3.2702702702702755,4.7297297297297245,历史8/8次成功; 当前距低点4.73%; 最新日涨幅0.13%; 状态confirmed_rebound; 底部已确认
16,78.58936082028589,73.25796225868696,002008,大族激光,bottom_area,2025-10-17,34.55,2025-10-17,34.43,0.34853325588149126,4.734243392390365,27.698446031079378,False,-4.0544,2.9103,3,3,3,100.0,11.949559581165389,14.783821478382144,7.651466744118508,0.34853325588149126,历史3/3次成功; 当前距低点0.35%; 最新日涨幅-4.05%; 状态bottom_area; 底部未确认
17,78.4851564779664,73.38891126903066,600706,曲江文旅,bottom_area,2025-10-17,9.85,2025-10-13,9.8,0.5102040816326422,4.59183673469387,31.420573827851634,False,-1.3026,4.0447,2,2,2,100.0,21.086970834156286,24.578313253012034,7.489795918367357,0.5102040816326422,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
